,cmun,province,municipality,altitude,koppen_climate,age_score,economy_score,economy_score_area,closest_distance_airport,school_score_area
1250,24157,León,Santa María del Páramo,812.0701,Csb,4.875207986688849,12.1,10.56703223140496,27.119916574182703,5.0
1251,24155,León,Santa María de la Isla,788.8663,Csb,-48.75846501128668,0.0,1.808333333333333,34.50992565346049,5.0
1252,22004,Huesca,Agüero,665.527,Cfb,-24.820143884892097,0.0,4.666269841269842,50.05980514641381,3.0
1253,34163,Palencia,San Mamés de Campos,820.2789,Csb,-40.81632653061224,0.0,1.51,75.44624864600131,5.0
1254,26124,La Rioja,Ribafrecha,499.8856,Cfb,19.42615239887111,2.55,3.533479834254144,13.000392798155096,5.0
1255,26037,La Rioja,Camprovín,655.001,Csb,-13.836477987421375,0.0,1.5886890374331553,35.30587637155175,5.0
1256,34094,Palencia,Ledigos,876.8804,Csb,-21.77419354838712,0.0,0.1708661417322834,69.99699308387653,3.0
1257,25005,Lleida,Alàs i Cerc,745.4337,Cfb,1.84615384615384,0.0,3.1939393939393943,104.80573339191515,5.0
1258,17100,Girona,Masarac,80.04425,Csa,42.39864864864865,0.0,4.702754237288136,52.88646909421801,5.0
1259,17206,Girona,Urús,1269.748,Cfb,20.04830917874396,0.0,2.947402597402597,90.37733611686572,5.0
1260,25032,Lleida,Arsèguel,985.8667,Cfb,13.461538461538453,0.0,3.0534722222222226,101.69059842663404,4.0
1261,26051,La Rioja,Clavijo,870.1968,Cfb,10.269360269360265,0.0,2.152938736263737,15.10827846907408,5.0
1262,17043,Girona,Queralbs,1212.268,Cfb,7.524271844660191,0.0,4.539457831325301,70.34013383017239,5.0
1263,22173,Huesca,"Peñas de Riglos, Las",675.6453,Cfb,-11.940298507462686,0.0,3.9872950819672126,45.34515564467832,4.0
1264,9433,Burgos,Villagalijo,896.4912,Csb,-60.576923076923066,0.0,0.5700261780104712,35.41571371075747,5.0
1265,26066,La Rioja,Galilea,558.0848,Cfa,18.59605911330049,0.0,2.6700615625,14.070038152812057,5.0
1266,32038,Ourense,Larouco,533.1442,Csb,-29.27107061503416,0.0,3.430263157894737,119.9729149570074,4.0
1267,9377,Burgos,Tardajos,820.7985,Csb,4.050925925925924,0.0,1.3374446917808218,16.30987376018581,5.0
1268,36058,Pontevedra,Vilaboa,72.6324,Csb,8.73447865283211,28.200000000000003,44.40796792452831,13.559161689203176,5.0
1269,9439,Burgos,Villalbilla de Burgos,840.6373,Csb,59.19842312746386,7.75,5.1509461666666665,13.015036818308838,5.0
1270,26110,La Rioja,Ojacastro,792.9922,Csb,-33.51955307262571,0.0,1.043076923076923,50.80712428294255,5.0
1271,17107,Girona,Molló,1178.97,Cfb,13.941018766756017,0.0,5.212962962962963,57.71659094952689,5.0
1273,25913,Lleida,Riu de Cerdanya,1174.395,Cfb,-11.616161616161634,0.0,2.934415584415585,91.91830922486623,5.0
1274,26020,La Rioja,Ausejo,559.8897,Cfa,31.784386617100367,0.0,3.119860069444444,17.565213859104745,5.0
1275,24073,León,Fresno de la Vega,754.0,Csb,-35.9375,0.0,4.045433333333333,28.91333954400239,4.0
1276,17077,Girona,Garriguella,60.73549,Csa,23.00930713547052,0.0,4.729565217391305,55.17424892088499,5.0
1277,24050,León,Castrotierra de Valmadrigal,849.0,Csb,-32.380952380952394,0.0,2.512595614035088,42.8839497736176,4.0
1278,9247,Burgos,Palacios de Riopisuerga,777.4734,Csb,-11.111111111111114,0.0,0.1258278145695364,52.359817521939526,4.0
1279,24077,León,Gordaliza del Pino,822.9027,Csb,-36.25,0.0,0.3642561983471075,49.18500660644744,3.0
1280,32025,Ourense,Cenlle,406.6471,Csb,-15.738161559888582,2.3,11.318827464788734,46.60636051003903,5.0
1281,26053,La Rioja,Corera,524.1997,Cfa,-2.0,0.0,2.764935759493671,15.266703914404353,5.0
1282,26144,La Rioja,Sorzano,722.3146,Csb,-4.1095890410959015,0.0,1.9772396174863385,21.68994443280218,5.0
1283,25140,Lleida,Montferrer i Castellbò,718.1434,Cfb,36.54342218400686,5.05,4.148507462686567,107.06663028503392,5.0
1284,31065,Navarra,Caparroso,303.0,Cfa,34.18580375782882,4.95,8.026685393258427,47.05622656117696,5.0
1286,34092,Palencia,Lantadilla,788.4019,Csb,-54.2124542124542,0.0,0.1175986842105263,54.00801705229464,4.0
1287,36019,Pontevedra,Fornelos de Montes,331.3943,Csb,-2.3677736777367784,0.0,23.85694558823529,19.405273217890755,5.0
1288,24043,León,Castrillo de Cabrera,1064.227,Csb,-74.50980392156862,0.0,5.053508771929825,78.26451899460712,4.0
1289,9304,Burgos,Rabé de las Calzadas,828.6588,Csb,-30.708661417322823,0.0,1.3017795,17.583097453715492,5.0
1291,32063,Ourense,"Pobra de Trives, A",745.8318,Csb,-23.781725888324885,4.85,5.9175,113.86119407345129,5.0
1292,34047,Palencia,Carrión de los Condes,837.2867,Csb,0.1249999999999857,7.7,5.364963503649635,72.88579451321637,5.0
1293,31202,Navarra,Peralta/Azkoien,299.4853,Cfa,34.99749540824845,39.45,24.43564356435644,44.84953172310571,5.0
1294,24097,León,Matadeón de los Oteros,862.5037,Csb,-13.348416289592777,0.0,3.426511382113821,36.351002993765775,3.0
1295,9167,Burgos,Hornillos del Camino,821.6969,Csb,-46.80851063829787,0.0,1.3502852040816324,25.085738667027247,4.0
1296,26027,La Rioja,Berceo,725.8651,Csb,-31.52173913043478,0.0,1.8874859788359788,46.08281242276016,5.0
1297,26123,La Rioja,"Redal, El",530.1921,Cfa,-8.783783783783775,0.0,2.874077960526316,16.53822966987138,5.0
1298,9338,Burgos,San Mamés de Burgos,839.3281,Csb,21.129032258064512,0.0,1.284650822368421,14.330990333031735,5.0
1299,9360,Burgos,San Vicente del Valle,959.6901,Csb,-10.714285714285722,0.0,0.5705497382198953,37.91006827468115,5.0
1300,17234,Girona,Biure,67.65877,Csa,6.444444444444443,0.0,6.665736023622048,49.6266725640838,5.0
1301,34131,Palencia,Población de Arroyo,856.0229,Csb,-114.28571428571428,0.0,0.1819029850746268,69.74176704718374,3.0
1302,17140,Girona,"Port de la Selva, El",6.634849,Csa,13.894139886578465,4.55,6.463421052631579,60.54003051881016,5.0
1303,50185,Zaragoza,Murillo de Gállego,530.8543,Cfb,26.225490196078432,0.0,5.06853448275862,46.17882409525102,4.0
1304,26026,La Rioja,Baños de Río Tobía,579.7742,Csb,14.490049751243774,6.800000000000001,4.998268406593407,39.08259859581787,5.0
1305,32010,Ourense,Beade,202.2736,Csb,-22.11538461538462,0.0,11.181790441176467,41.78438547144759,5.0
1306,26117,La Rioja,Pradejón,364.7923,Cfa,44.37751004016064,10.65,9.27525625,24.765746916559788,5.0
1307,26103,La Rioja,Nalda,621.6317,Cfb,21.363290175171365,2.65,3.0937351123595502,19.73279772506373,5.0
1308,26083,La Rioja,Lagunilla del Jubera,612.0925,Cfb,-19.132653061224488,0.0,2.430646176470588,13.988495349445111,4.0
1311,24087,León,Laguna Dalga,800.6324,Csa,-22.99679487179488,0.0,4.317272656249999,29.702584078148117,5.0
1312,17029,Girona,Boadella i les Escaules,90.38374,Csa,6.730769230769226,0.0,6.672058398437501,48.430075856578256,5.0
1313,24166,León,Soto de la Vega,779.906,Csa,-15.852842809364546,5.6000000000000005,6.417590833333334,34.308718003869146,5.0
1314,9177,Burgos,Ibeas de Juarros,932.6844,Csb,24.26319396847154,0.0,1.2861791916167664,7.55139624391443,5.0
1315,9074,Burgos,Cardeñajimeno,924.9677,Csb,35.402397260273965,2.0,2.312604475308642,2.5893228051851467,5.0
1316,17224,Girona,Vilallonga de Ter,1063.586,Cfb,26.32911392405063,0.0,4.546306818181818,60.6766009372964,5.0
1317,26044,La Rioja,Castroviejo,957.0941,Csb,1.6666666666666572,0.0,1.6591332402234638,31.74532117008024,4.0
1318,24107,León,Pajares de los Oteros,790.4992,Csb,-18.54166666666667,0.0,3.896909701492538,32.52764490602208,4.0
1319,26060,La Rioja,Estollo,748.5827,Csb,-50.5813953488372,0.0,1.5577040983606556,46.21777464091748,5.0
1320,26130,La Rioja,San Millán de la Cogolla,725.5252,Csb,-38.08411214953272,0.0,1.4992424324324327,47.09171592414738,5.0
1321,9079,Burgos,Castellanos de Castro,873.9877,Csb,-26.086956521739125,0.0,1.3049461666666666,34.07461129417538,4.0
1322,34015,Palencia,Arconada,804.9647,Csb,-17.045454545454547,0.0,1.4406249999999998,72.0630979403156,4.0
1323,26088,La Rioja,Leza de Río Leza,574.0675,Cfb,-5.813953488372079,0.0,2.361617630057804,16.336575693515798,5.0
1324,24066,León,Destriana,893.5352,Csb,-51.048951048951054,0.0,1.0659340659340657,46.60152365026517,4.0
1325,24108,León,Palacios de la Valduerna,795.884,Csb,-34.691011235955045,0.0,1.199330357142857,37.35281811351175,5.0
1326,34042,Palencia,Calzada de los Molinos,827.0596,Csb,-8.870967741935473,0.0,1.499290780141844,70.53113766781483,5.0
1327,26061,La Rioja,Ezcaray,813.0378,Csb,10.502392344497608,4.95,3.1292328042328044,50.22127513919052,5.0
1328,25185,Lleida,Ribera d'Urgellet,647.853,Cfb,35.52083333333333,0.0,1.6765625000000002,107.01691766696428,5.0
1329,31163,Navarra,Marcilla,293.0134,Cfa,29.924631723192867,8.9,9.525260416666669,49.36914612773256,5.0
1330,26183,La Rioja,Zorraquín,872.1453,Csb,20.34883720930232,0.0,0.6272135416666668,48.09362638383514,5.0
1331,25039,Lleida,Baix Pallars,606.2668,Cfb,-1.3081395348837077,0.0,1.4393518518518518,117.5338933957574,3.0
1332,25071,Lleida,Cava,1260.723,Cfb,-36.25,0.0,3.0554794520547945,98.44091220665544,4.0
1333,17188,Girona,"Selva de Mar, La",53.85229,Csa,4.772727272727266,0.0,4.134343434343435,58.68470940783215,5.0
1334,17223,Girona,Vilajuïga,27.58708,Csa,30.1775147928994,4.65,6.999786324786325,54.26715120278456,5.0
1335,32031,Ourense,Esgos,579.329,Csb,-21.34423251589465,0.0,8.935524999999998,77.89191597623402,4.0
1336,25202,Lleida,Senterada,735.4564,Cfb,27.707006369426765,0.0,0.613,107.17649034089482,4.0
1337,24044,León,Castrillo de la Valduerna,909.4456,Csb,-61.53846153846153,0.0,1.280113636363636,49.30406280687806,4.0
1338,9274,Burgos,Pradoluengo,967.4692,Csb,-21.86915887850468,5.65,3.214119170984456,34.85246784018261,5.0
1339,24176,León,Valdefuentes del Páramo,786.8314,Csa,-37.74509803921569,0.0,4.052708870967742,32.940068959122385,5.0
1340,22168,Huesca,Palo,706.9058,Cfa,18.18181818181818,0.0,0.9869565217391304,53.83130516332117,4.0
1341,9026,Burgos,Arlanzón,995.9109,Csb,-30.09367681498828,0.0,1.258532100591716,13.91719844087248,4.0
1342,24212,León,Villamañán,762.7079,Csa,-26.50882079851438,4.050000000000001,5.953465413533836,30.37084964708234,5.0
1343,17171,Girona,Sant Llorenç de la Muga,170.0117,Cfa,7.945736434108511,0.0,6.612304963235294,46.72985490335156,4.0
1344,24080,León,Grajal de Campos,804.4705,Csb,-39.622641509433954,0.0,0.1908,60.07466184980787,4.0
1345,32018,Ourense,Carballeda de Avia,250.0053,Csb,-39.321608040201006,4.35,13.862305147058825,39.87441275628199,5.0
1346,26176,La Rioja,Villaverde de Rioja,798.5352,Csb,-63.33333333333333,0.0,1.601459831460674,43.70254853641091,5.0
1347,17201,Girona,Toses,1426.833,Cfb,39.32291666666666,0.0,2.917582417582417,77.57823999670147,4.0
1348,26170,La Rioja,"Villar de Arnedo, El",433.9665,Cfa,15.960912052117266,0.0,3.7584079545454543,23.91956361207244,5.0
1349,17091,Girona,Llanars,987.0015,Cfb,6.893203883495147,0.0,4.836607142857143,58.07789142972494,5.0
1350,26086,La Rioja,Ledesma de la Cogolla,748.3919,Csb,-28.125,0.0,1.6462840782122905,36.59390131618354,5.0
1351,9303,Burgos,Rábanos,1169.908,Csb,-55.06329113924052,0.0,1.1980953457446808,29.226478280718595,4.0
1353,32037,Ourense,Xunqueira de Espadanedo,688.6356,Csb,-27.8688524590164,0.0,9.79736693548387,83.2470290239898,4.0
1354,26113,La Rioja,Pazuengos,1160.065,Csb,-58.0,0.0,0.7502777777777778,52.48878756734212,4.0
1355,26031,La Rioja,Bobadilla,575.4393,Csb,-40.0990099009901,0.0,1.6532856741573034,39.66723895455584,5.0
1356,26162,La Rioja,Valgañón,937.2846,Csb,-26.13636363636365,0.0,0.6272135416666667,45.87097830444552,5.0
1357,34101,Palencia,Marcilla de Campos,816.3467,Csb,-31.03448275862067,0.0,1.3832781456953642,63.96185113357362,4.0
1358,34215,Palencia,Villalcázar de Sirga,807.4279,Csb,-25.28735632183907,0.0,1.4712765957446807,72.0883977513759,4.0
1359,22223,Huesca,Sopeira,749.4668,Cfb,-17.857142857142875,0.0,0.8076923076923077,91.87627137517303,4.0
1360,32081,Ourense,Toén,375.3269,Csb,-6.437125748502993,5.6,11.041953571428571,56.64342251850073,5.0
1361,17134,Girona,Planoles,1138.85,Cfb,6.699346405228766,0.0,4.934615384615384,71.52016013431732,5.0
1362,9129,Burgos,Fresneda de la Sierra Tirón,983.1557,Csb,-39.69072164948454,0.0,0.578125,40.34133127457324,4.0
1363,22037,Huesca,Arguis,1058.686,Cfb,5.454545454545453,0.0,3.924596774193549,28.266595269968832,4.0
1364,22149,Huesca,Loarre,778.4832,Cfb,-12.25071225071224,0.0,4.05375,36.64906122949779,5.0
1365,17128,Girona,Pau,27.27005,Csa,15.593220338983038,0.0,5.110560344827586,54.33317618782202,5.0
1366,9086,Burgos,Castrillo del Val,942.9785,Csb,31.8070818070818,0.0,1.2784152108433735,5.391271377621694,5.0
1367,17135,Girona,Pont de Molins,46.54617,Csa,28.4965034965035,0.0,6.941911346153845,47.86784582312598,5.0
1368,31107,Navarra,Funes,304.42,Cfa,29.346986089644503,6.9,8.705107526881722,45.33688331174496,5.0
1369,24069,León,Escobar de Campos,823.3975,Csb,-83.87096774193549,0.0,0.1838983050847457,64.33940308628644,4.0
1370,9159,Burgos,Hontanas,864.0971,Csb,-10.714285714285722,0.0,1.3178745065789472,35.26506686419765,4.0
1371,17039,Girona,Camprodon,949.9839,Cfb,12.61404204680683,9.35,10.199157303370786,56.40135519955746,5.0
1372,17125,Girona,Pardines,1231.859,Cfb,2.4844720496894297,0.0,4.891406249999999,64.54792370168107,5.0
1373,32044,Ourense,Manzaneda,642.83,Csb,-33.14536340852129,0.0,3.411904761904762,115.4793535131284,5.0
1374,17129,Girona,Pedret i Marzà,28.24896,Csa,26.861702127659555,0.0,4.970286885245903,51.99075815617437,5.0
1375,17196,Girona,Terrades,227.8623,Csa,20.17543859649122,0.0,6.787310535714286,45.90816576736156,5.0
1376,22129,Huesca,Isábena,793.2245,Cfb,1.0593220338982974,0.0,0.6042307692307692,74.4262886384165,2.0
1377,24216,León,Villamontán de la Valduerna,822.5558,Csb,-46.19326500732065,0.0,1.135,41.90916665668148,4.0
1378,9058,Burgos,Buniel,819.815,Csb,68.00327332242226,0.0,1.284650822368421,17.37485159903678,5.0
1379,9128,Burgos,Frandovínez,823.8157,Csb,24.479166666666664,0.0,1.2855681372549017,18.533828516009628,5.0
1380,17030,Girona,Cabanes,23.85813,Csa,36.71794871794872,0.0,6.077507558139535,48.6157465169698,5.0
1381,9463,Burgos,Villasur de Herreros,1030.04,Csb,-11.313868613138697,0.0,1.3483348529411765,19.370809113690363,3.0
1382,26165,La Rioja,Viguera,687.5367,Cfb,8.7696335078534,0.0,2.0539134285714287,24.517355687947877,5.0
1383,34149,Palencia,Requena de Campos,797.9777,Csb,-33.33333333333333,0.0,1.3610000000000002,59.73225724004029,4.0
1384,17132,Girona,Peralada,33.71151,Csa,27.479237909135307,5.8,8.969082480314961,49.60154250042208,5.0
1385,31042,Navarra,Azagra,293.2846,Cfa,31.18494795836669,9.05,9.60360824742268,38.681830387112605,5.0
1386,17120,Girona,Palau-saverdera,94.26295,Csa,28.070761014686237,5.25,7.740811965811965,55.22445903164023,5.0
1387,22212,Huesca,Santaliestra y San Quílez,560.1749,Cfa,-20.23809523809524,0.0,1.016417910447761,61.94157709810776,3.0
1388,17145,Girona,Ribes de Freser,919.8904,Cfb,8.884073672806068,4.15,7.095263157894737,66.69028981578145,5.0
1389,24113,León,Pobladura de Pelayo García,797.0,Csa,-37.39612188365652,0.0,4.159409701492537,31.615904320875305,5.0
1390,17003,Girona,Albanyà,240.982,Cfb,29.04191616766468,0.0,6.439225520833333,45.09794564655725,4.0
1391,9407,Burgos,Valmala,992.0233,Csb,-50.00000000000001,0.0,1.193004946524064,30.70124153934545,5.0
1392,24190,León,Valverde-Enrique,833.2962,Csb,-34.86842105263158,0.0,2.3786872,43.0257295298337,3.0
1394,9346,Burgos,Santa Cruz del Valle Urbión,966.4688,Csb,-13.592233009708735,0.0,1.2037001336898396,33.44221345192792,5.0
1395,9434,Burgos,Villagonzalo Pedernales,901.259,Csb,52.98030867482703,8.85,5.581740277777778,11.138798461107507,5.0
1396,26135,La Rioja,Santa Engracia del Jubera,651.6323,Cfb,-23.95833333333333,0.0,2.623646855345912,17.751057757486173,4.0
1397,9073,Burgos,Cardeñadijo,899.719,Csb,58.39160839160839,4.25,3.3771971556886227,7.051625046886048,5.0
1398,26158,La Rioja,Tudelilla,541.8914,Cfa,11.693548387096769,0.0,3.673961851851852,24.290315045707988,5.0
1400,26095,La Rioja,Matute,685.0762,Csb,-57.77777777777777,0.0,1.651493390804598,43.25907220698824,5.0
1401,26149,La Rioja,Tobía,689.8137,Csb,-13.333333333333329,0.0,1.659342,44.7715974592354,4.0
1402,26108,La Rioja,Ocón,885.0756,Cfb,-35.01483679525224,0.0,2.750065231788079,18.92534708575859,4.0
1403,9180,Burgos,Iglesias,850.6342,Csb,-17.375886524822704,0.0,1.3502871575342466,31.001356582766288,3.0
1405,34230,Palencia,Villarmentero de Campos,789.4766,Csb,-17.85714285714287,0.0,1.4909863945578232,71.44344829036483,4.0
1406,32075,Ourense,San Cibrao das Viñas,271.6895,Csb,28.17626527050612,64.55000000000001,40.63037152777778,62.97582719912383,5.0
1407,50135,Zaragoza,Layana,484.5312,Cfa,-7.653061224489789,0.0,3.3553278688524597,61.465836663581385,5.0
1408,25906,Lleida,"Valls d'Aguilar, Les",643.6229,Cfb,-15.79925650557621,0.0,2.001229508196721,106.77428936464548,5.0
1409,17037,Girona,Campelles,1312.842,Cfb,9.393939393939398,0.0,5.073947368421053,67.71213873247446,5.0
1410,17093,Girona,Llers,164.3831,Csa,26.148969889064983,4.699999999999999,9.495577022058823,45.479539576736194,5.0
1411,34246,Palencia,Villovieco,787.0002,Csb,-54.83870967741933,0.0,1.4909863945578232,71.22274684244013,4.0
1412,24188,León,Valencia de Don Juan,767.8869,Csa,25.7123473541384,25.4,16.125425874125874,34.67599554101451,5.0
1413,36037,Pontevedra,Pazos de Borbén,236.8124,Csb,11.703901300433472,6.4,28.12694126984127,11.126188494996574,5.0
1414,34216,Palencia,Villalcón,826.2475,Csb,-59.375000000000014,0.0,0.1675182481751825,64.87930311253477,3.0
1415,24127,León,Regueras de Arriba,768.0805,Csa,-36.93181818181817,0.0,1.4806640624999998,37.07546810163095,5.0
1416,34055,Palencia,Cervatos de la Cueza,853.0574,Csb,-22.821576763485467,0.0,1.528148148148148,64.90167089582785,4.0
1417,9182,Burgos,Itero del Castillo,775.8432,Csb,-33.802816901408434,0.0,1.366776315789474,51.836662612271645,4.0
1418,24086,León,Joarilla de las Matas,791.1022,Csb,-38.70967741935483,0.0,0.2890625,51.5917504214417,3.0
1419,9091,Burgos,Castrojeriz,816.0674,Csb,-23.012820512820525,0.0,1.2954317741935484,43.25678487310209,5.0
1420,32069,Ourense,Ribadavia,103.0358,Csb,-1.587783171521039,15.6,18.032454861111116,40.76754471594597,5.0
1421,34089,Palencia,Itero de la Vega,770.6241,Csb,-41.66666666666667,0.0,1.3486928104575162,53.13181905228265,4.0
1422,50238,Zaragoza,Santa Eulalia de Gállego,501.9988,Cfa,-23.762376237623748,0.0,4.424166666666666,43.393343242936986,4.0
1423,26146,La Rioja,Soto en Cameros,732.1506,Cfb,-51.744186046511615,0.0,2.2923786144578315,21.15995213362113,4.0
1424,24149,León,San Millán de los Caballeros,750.4792,Csa,-3.4031413612565444,0.0,3.479936805555556,34.57644478249282,5.0
1425,9072,Burgos,Carcedo de Burgos,989.6016,Csb,28.350515463917525,0.0,1.2410346491228068,7.579775973258397,4.0
1427,17214,Girona,Vilabertran,20.0,Csa,29.533941236068884,0.0,6.289913992537313,46.23397673309861,5.0
1428,34152,Palencia,Revenga de Campos,787.4664,Csb,-8.759124087591246,0.0,1.4909863945578232,70.69462837429586,4.0
1429,9063,Burgos,Cavia,815.5443,Csb,20.238095238095227,0.0,1.252191826923077,20.02413280622733,5.0
1431,32022,Ourense,Castrelo de Miño,198.8711,Csb,-36.64330218068535,0.0,9.207911971830985,42.88042741445031,5.0
1432,8052,Barcelona,Castellar de n'Hug,1395.379,Cfb,-2.439024390243901,0.0,3.3435,74.99803605711008,4.0
1433,9455,Burgos,Villaquirán de la Puebla,812.8803,Csb,-46.73913043478262,0.0,1.2963041390728478,40.33997107217528,5.0
1434,50036,Zaragoza,Asín,583.3365,Cfa,-31.66666666666667,0.0,1.203365384615385,64.44810798161029,3.0
1435,50230,Zaragoza,Sádaba,445.3837,Cfa,-5.559936908517358,3.65,5.3940677966101696,61.75681069377329,5.0
1436,31254,Navarra,Villafranca,292.0777,Cfa,36.63947797716151,6.75,9.166176470588232,50.8264485691083,5.0
1437,50197,Zaragoza,Orés,645.9177,Cfa,-8.783783783783775,0.0,1.1115384615384616,60.78430926789076,3.0
1438,34156,Palencia,Riberos de la Cueza,832.8394,Csb,-53.70370370370369,0.0,1.5052536231884055,64.06046601415858,5.0
1439,32055,Ourense,Paderne de Allariz,440.9869,Csb,-18.814814814814824,4.1,10.932778985507245,73.23085520690957,5.0
1440,32049,Ourense,Montederramo,906.4658,Csb,-44.9479940564636,0.0,9.61003125,93.24522710719444,3.0
1441,9125,Burgos,Estépar,810.9069,Csb,-25.82677165354332,0.0,1.3110196308724833,24.394727027992,4.0
1442,9009,Burgos,Albillos,832.9681,Csb,43.02325581395349,0.0,1.2358666139240506,16.395978757277867,5.0
1443,22039,Huesca,Ayerbe,592.9154,Cfa,5.393996247654769,2.9000000000000004,5.479583333333333,37.757253285557,5.0
1444,9335,Burgos,San Adrián de Juarros,1046.845,Csb,-22.09302325581396,0.0,1.2852197916666666,15.007192262659206,4.0
1445,26126,La Rioja,Robres del Castillo,732.1305,Cfb,-102.08333333333334,0.0,2.7810656666666667,20.710077707065157,4.0
1446,34096,Palencia,Lomas,825.279,Csb,-48.78048780487805,0.0,1.5943103448275862,67.41213751185684,4.0
1447,9375,Burgos,Tamarón,819.7283,Csb,8.181818181818187,0.0,1.3231001677852348,31.767466317187537,4.0
1448,9093,Burgos,Cayuela,821.8987,Csb,18.882978723404264,0.0,1.2351396496815286,18.669233975322303,5.0
1449,32043,Ourense,Maceda,582.2949,Csb,-2.373472949389182,6.550000000000001,12.544026923076924,81.07467555991481,5.0
1450,24230,León,Zotes del Páramo,782.1282,Csa,-35.91022443890274,0.0,3.4296216783216784,35.93398212194769,4.0
1451,50109,Zaragoza,"Frago, El",595.4272,Cfb,9.328358208955237,0.0,1.1509803921568629,55.09531693370137,2.0
1452,24067,León,Encinedo,983.8217,Csb,-2.668759811616951,0.0,5.179411764705882,85.05127464755635,5.0
1453,24207,León,Villademor de la Vega,748.9046,Csa,-17.182130584192436,0.0,3.1380883561643835,36.17304914340112,5.0
1454,34132,Palencia,Población de Campos,783.4893,Csb,-24.999999999999996,0.0,1.5309602649006624,68.6947574555081,5.0
1455,26106,La Rioja,Nestares,861.1385,Csb,-22.35294117647058,0.0,1.7677669642857143,32.62781370107243,5.0
1456,9458,Burgos,Villariezo,862.4636,Csb,51.38504155124655,0.0,1.1696153963414635,13.149126472288213,5.0
1457,17051,Girona,Cistella,131.848,Csa,13.095238095238102,0.0,6.771016390728477,41.41546851921567,5.0
1458,47089,Valladolid,Melgar de Arriba,793.4097,Csb,-27.30061349693252,0.0,0.2350775193798449,58.09426079676254,3.0
1459,22177,Huesca,Perarrúa,509.4039,Cfa,-6.25,0.0,0.8783783783783784,59.21593534031309,4.0
1461,34074,Palencia,Frómista,783.3309,Csb,-18.005354752342697,0.0,1.5558333333333334,65.446527661257,5.0
1462,22163,Huesca,Nueno,725.6004,Cfb,8.859649122807014,0.0,3.672388059701493,23.35012042425924,5.0
1463,17112,Girona,Ogassa,955.7571,Cfb,-1.834862385321088,0.0,5.685981308411215,57.087839432511664,5.0
1465,17230,Girona,Vila-sacra,13.35783,Csa,47.60736196319019,0.0,6.279400551470589,45.49307403825104,5.0
1466,9023,Burgos,Arcos,851.1382,Csb,72.66050054406963,3.2,2.802974044585987,14.871377015131586,5.0
1468,34165,Palencia,San Román de la Cuba,807.9491,Csb,-55.66037735849055,0.0,1.4668439716312056,61.520841476675926,3.0
1469,9095,Burgos,Celada del Camino,796.4451,Csb,-36.66666666666667,0.0,1.3142794999999998,27.67888515453256,4.0
1470,50051,Zaragoza,Biota,490.6575,Cfa,-8.879618593563762,0.0,1.7692982456140351,66.54495121932844,5.0
1471,17177,Girona,Sant Pau de Segúries,860.9708,Cfb,1.4542936288088557,0.0,6.1659523809523815,51.85409634244441,5.0
1472,26014,La Rioja,Anguiano,652.6512,Csb,-31.0204081632653,0.0,1.6636149717514126,42.95230411698325,5.0
1473,24172,León,Truchas,1119.999,Csb,-37.85166240409206,0.0,4.3133620689655165,73.9170078495314,3.0
1474,32029,Ourense,Chandrexa de Queixa,990.6727,Csb,-61.95426195426195,0.0,5.310204081632654,103.298298702372,3.0
1475,22155,Huesca,Monesma y Cajigar,1022.985,Cfb,-31.884057971014503,0.0,0.5662698412698413,78.30154453345256,2.0
1476,9221,Burgos,Modúbar de la Emparedada,887.0018,Csb,55.28031290743155,0.0,1.1365701470588234,10.929108703144257,4.0
1477,24154,León,Santa Elena de Jamuz,767.0479,Csa,-17.583497053045186,3.9,3.325,41.32206110201248,5.0
1478,9332,Burgos,Saldaña de Burgos,865.5466,Csb,44.05940594059406,0.0,1.1486043413173652,12.282505524416152,5.0
1479,34224,Palencia,Villamuera de la Cueza,835.5288,Csb,-59.45945945945947,0.0,1.580851063829787,62.50099825630525,5.0
1480,22035,Huesca,Arén,754.0966,Cfb,-6.210191082802538,0.0,0.6824561403508773,88.17353399600489,3.0
1481,34034,Palencia,Boadilla del Camino,782.657,Csb,-26.5217391304348,0.0,1.5236754966887418,60.75930370053956,5.0
1482,26147,La Rioja,Terroba,799.225,Cfb,-26.92307692307692,0.0,2.294419817073171,24.66360831180465,5.0
1484,32046,Ourense,Melón,482.1991,Csb,-43.405600722673896,2.8,14.417339552238808,34.24842354338024,5.0
1485,9362,Burgos,Sarracín,861.6798,Csb,10.984848484848476,0.0,1.140520508982036,11.972559314109263,4.0
1486,24053,León,Cebrones del Río,759.5551,Csa,-18.607305936073075,0.0,1.3542857142857143,39.59545351497501,4.0
1487,24125,León,Quintana y Congosto,815.3561,Csb,-43.45238095238096,0.0,0.8650000000000001,48.66691257890256,4.0
1488,26151,La Rioja,Torrecilla en Cameros,751.1946,Csb,-12.931034482758603,0.0,1.7581918674698798,34.36942419453379,5.0
1489,22904,Huesca,"Sotonera, La",600.4966,Cfb,-13.000000000000014,0.0,3.565942028985507,27.262158089620605,4.0
1490,17228,Girona,Vilanant,100.9817,Csa,28.358208955223887,0.0,6.851989833333334,40.63838748698677,5.0
1491,34137,Palencia,Pozo de Urama,822.1624,Csb,-116.66666666666666,0.0,0.16875,60.61607449626717,2.0
1492,34104,Palencia,Melgar de Yuso,771.8138,Csb,-41.8819188191882,0.0,1.3665562913907283,53.36695011638838,4.0
