,cmun,province,municipality,altitude,koppen_climate,age_score,economy_score,economy_score_area,closest_distance_airport,school_score_area
4315,28901,Madrid,Lozoyuela-Navas-Sieteiglesias,1022.991,Csb,35.42934415145369,0.0,6.010150375939849,48.36059116079951,5.0
4316,28112,Madrid,Pinilla del Valle,1097.138,Csb,-5.527638190954775,0.0,9.549823943661972,52.40184353060688,5.0
4317,19156,Guadalajara,Jadraque,829.6091,Csa,19.51962110960759,5.75,4.440239726027397,73.16144680890257,3.0
4318,44124,Teruel,"Hoz de la Vieja, La",932.5383,Cfb,-10.919540229885072,0.0,0.3201530612244898,84.90239028056067,4.0
4319,5177,Ávila,Pajares de Adaja,881.6708,Csa,-18.24817518248176,0.0,1.0275714285714284,72.6979215251637,4.0
4320,44107,Teruel,Foz-Calanda,503.1189,BSk,22.79151943462897,0.0,1.3666666666666667,106.28670859829714,5.0
4321,37023,Salamanca,Aldeatejada,796.4962,Csa,61.31457208943717,6.2,5.06544751552795,16.263771672299317,5.0
4322,19261,Guadalajara,Sotodosos,1138.66,Csb,-62.5,0.0,0.1571874999999999,110.96854846545692,1.0
4323,19119,Guadalajara,Fuencemillán,832.7535,Csa,-15.168539325842689,0.0,2.340483870967742,62.45967711857823,5.0
4324,44039,Teruel,Bello,1007.419,Cfb,-27.69953051643193,0.0,0.1846153846153846,90.87568076862868,5.0
4325,43102,Tarragona,Paüls,306.6884,Csa,-10.036832412523012,0.0,4.574683544303797,68.33442534662038,5.0
4326,28039,Madrid,Cervera de Buitrago,916.3304,Csa,-9.31677018633539,0.0,5.994029850746268,47.89655698292641,5.0
4327,37079,Salamanca,Canillas de Abajo,811.4039,Csa,15.217391304347842,0.0,2.165898299319728,36.02973808653108,5.0
4328,5142,Ávila,Muñosancho,904.1495,Csa,-50.0,0.0,0.1913563829787233,39.46499924931462,4.0
4329,28062,Madrid,Garganta de los Montes,1125.801,Csb,19.39759036144578,0.0,7.781474820143885,48.623580705425766,4.0
4330,44050,Teruel,Calamocha,885.8004,Cfb,29.08547387068203,14.55,7.347478991596639,85.72948066992967,5.0
4331,19243,Guadalajara,Rueda de la Sierra,1149.894,Cfb,6.756756756756744,0.0,0.0673267326732673,106.79729134322388,4.0
4332,28003,Madrid,Alameda del Valle,1109.934,Csb,6.640625,0.0,9.54982394366197,52.41121964652262,5.0
4333,37311,Salamanca,Sobradillo,652.3832,Csa,-42.19653179190751,0.0,0.1518181818181818,109.25890721713368,4.0
4334,5036,Ávila,"Bohodón, El",884.0,Csa,-41.07142857142856,0.0,1.0332872928176795,65.20424681633968,4.0
4335,40001,Segovia,Abades,972.9816,Csa,17.191142191142198,0.0,6.13912213740458,73.05393333917793,5.0
4336,19332,Guadalajara,"Yunta, La",1105.882,Cfb,-40.21739130434781,0.0,0.1945945945945946,98.85530310421495,2.0
4337,37257,Salamanca,Pozos de Hinojo,735.0233,Csa,-58.65384615384615,0.0,0.4537735849056604,76.6194882792685,4.0
4338,19235,Guadalajara,Riba de Saelices,987.1724,Csb,-48.40425531914895,0.0,0.245253164556962,117.74340351245166,1.0
4339,37012,Salamanca,Alconada,831.0,Csa,-43.283582089552255,0.0,1.934318208092486,12.562071046557136,4.0
4340,43018,Tarragona,Arnes,502.1081,Csa,-13.066954643628511,0.0,4.275324675324675,79.93611766734546,5.0
4341,37314,Salamanca,Tabera de Abajo,810.5211,Csa,18.181818181818173,0.0,2.233058333333333,42.194618338160126,3.0
4342,19193,Guadalajara,Montarrón,836.7844,Csa,-59.375,0.0,2.408225806451613,60.57230181046222,5.0
4343,44222,Teruel,Torrecilla del Rebollar,1146.378,Cfb,-53.41880341880342,0.0,0.1621559633027523,84.46493076301013,2.0
4344,28034,Madrid,Canencia,1142.31,Csb,-10.47008547008545,0.0,9.1825,48.35208360377575,4.0
4345,37266,Salamanca,"Redonda, La",669.5419,Csa,-10.0,0.0,0.7225,105.0696883989383,5.0
4346,19305,Guadalajara,Valdepeñas de la Sierra,914.8377,Csa,-45.27027027027027,0.0,5.404026845637584,48.88987343360079,4.0
4347,43149,Tarragona,Tivenys,15.66767,Csa,9.765208110992546,0.0,4.711688311688311,60.56491215819658,5.0
4348,37055,Salamanca,Bogajo,711.4703,Csa,-22.65625,0.0,0.5013736263736264,86.60186474005411,4.0
4349,40028,Segovia,Bercial,972.6617,Csb,-31.904761904761894,0.0,3.229195804195804,81.1344939981265,5.0
4350,43052,Tarragona,Xerta,15.96906,BSk,3.2957502168256667,2.7,5.889374999999999,62.175803317210416,5.0
4351,19246,Guadalajara,Saelices de la Sal,994.9368,Csb,-36.45833333333333,0.0,0.233433734939759,115.3836364072635,1.0
4352,37072,Salamanca,Calzada de Don Diego,815.0586,Csa,-43.233082706766936,0.0,2.1368258389261747,33.99661426630342,5.0
4353,37070,Salamanca,Calvarrasa de Arriba,850.1463,Csa,-5.628058727569339,0.0,2.1253649999999995,9.024831841140417,5.0
4354,44167,Teruel,Obón,690.8731,Cfa,-58.064516129032256,0.0,0.2838888888888888,89.62096287510207,4.0
4355,19113,Guadalajara,Espinosa de Henares,769.5982,Csa,23.47383720930232,0.0,2.349006622516556,62.434063864675686,5.0
4357,28120,Madrid,Rascafría,1157.038,Csb,-1.9275700934579447,5.45,13.406161971830985,52.40840983335297,5.0
4358,44230,Teruel,Torrevelilla,610.9653,Csa,-12.707182320442,0.0,1.6536231884057973,110.04461433408925,5.0
4359,37083,Salamanca,Cantaracillo,913.4099,Csa,-23.42105263157896,0.0,0.4194871794871794,29.08622396927579,5.0
4360,19318,Guadalajara,Villanueva de Argecilla,1024.961,Csa,9.375,0.0,1.6239655172413792,72.11619432844773,2.0
4361,5196,Ávila,Rivilla de Barajas,899.2758,Csa,19.642857142857157,0.0,0.9280104712041884,43.72647667661554,5.0
4362,5045,Ávila,Cabizuela,880.9836,Csa,-12.359550561797748,0.0,1.0166666666666666,59.43806247190058,4.0
4363,19020,Guadalajara,Almadrones,1054.043,Csa,22.91666666666665,0.0,0.1962406015037594,81.6808112345638,4.0
4364,37149,Salamanca,Garcirrey,812.2611,Csa,-61.81818181818181,0.0,1.5510964,53.1140030768976,3.0
4365,19002,Guadalajara,Ablanque,1045.646,Csb,-80.82191780821918,0.0,0.236280487804878,122.58437422800714,1.5
4366,44035,Teruel,Barrachina,1043.846,Cfb,-9.130434782608702,0.0,0.1577731092436974,86.10220044784404,3.0
4367,40122,Segovia,Marugán,958.082,Csb,-6.627296587926509,0.0,4.485037878787878,77.31264607397941,4.0
4368,44105,Teruel,Fórnoles,713.966,Csa,-27.77777777777778,0.0,2.133333333333333,101.72182920212272,4.0
4369,37032,Salamanca,Arapiles,841.4503,Csa,30.499325236167337,0.0,2.203122256097561,13.524708342078648,5.0
4370,5204,Ávila,Sanchidrián,924.6989,Csb,-3.68271954674222,0.0,2.002514792899408,77.89918212275252,5.0
4371,37352,Salamanca,Villagonzalo de Tormes,805.2603,Csa,15.137614678899084,0.0,1.983702678571428,6.484470668078921,4.0
4372,19001,Guadalajara,Abánades,1031.429,Csb,-29.50819672131147,0.0,0.1789893617021276,102.35524853130212,1.5
4373,37113,Salamanca,"Cubo de Don Sancho, El",727.9621,Csa,-20.05277044854882,0.0,0.4317129629629629,68.07410103288615,5.0
4374,44014,Teruel,Alcorisa,639.8223,Cfa,17.048977061376306,10.1,6.060843373493976,103.56013282680726,5.0
4375,44256,Teruel,Villanueva del Rebollar de la Sierra,1090.223,Cfb,0.0,0.0,0.1409313725490196,86.62712041641888,3.0
4376,44220,Teruel,Torralba de los Sisones,1046.971,Cfb,8.904109589041084,0.0,0.1907563025210084,92.86024855944316,5.0
4377,37215,Salamanca,Nava de Sotrobal,856.4819,Csa,-18.125,0.0,1.7501950000000002,19.46394505742541,4.0
4378,19228,Guadalajara,Puebla de Beleña,920.8109,Csa,18.421052631578952,0.0,3.6684640522875815,53.4542917128249,3.0
4379,19283,Guadalajara,Torremocha del Pinar,1278.072,Csb,9.999999999999986,0.0,0.0739130434782608,119.8233871622921,4.0
4380,28021,Madrid,"Berrueco, El",937.1234,Csa,16.84782608695651,0.0,10.466896317829455,44.00010286536151,5.0
4381,19187,Guadalajara,Miralrío,1039.837,Csa,-30.909090909090917,0.0,1.8753378378378376,69.35329281665405,3.0
4382,19134,Guadalajara,Herrería,1085.296,Csb,29.41176470588237,0.0,0.0708333333333333,115.0391160259465,4.0
4383,40135,Segovia,Muñopedro,1023.0,Csb,-9.253246753246742,0.0,2.6807565789473684,81.72193805013269,4.0
4384,37241,Salamanca,Pelarrodríguez,756.4791,Csa,-22.0125786163522,0.0,0.0786036036036036,60.210048711217546,4.0
4385,37192,Salamanca,Miranda de Azán,821.7861,Csa,38.340807174887885,0.0,2.091536890243902,16.61138918316398,5.0
4386,5062,Ávila,Collado de Contreras,916.2794,Csa,-47.27891156462586,0.0,0.9328947368421052,48.96511154409645,5.0
4388,44168,Teruel,Odón,1091.026,Cfb,-20.959595959595973,0.0,0.1815126050420168,97.10731664906032,4.0
4389,5258,Ávila,Villanueva de Gómez,888.3561,Csa,-37.50000000000001,0.0,0.9164835164835162,66.77582487240171,3.0
4390,19059,Guadalajara,Campillo de Dueñas,1117.296,Cfb,-33.78378378378379,0.0,0.2,101.86592298957628,2.0
4391,19039,Guadalajara,Argecilla,956.304,Csa,-42.46575342465755,0.0,0.1905109489051095,77.46820277170161,3.0
4392,44087,Teruel,Crivillén,795.6636,Cfb,-10.439560439560438,0.0,0.3931034482758621,96.41822909432844,4.0
4393,5219,Ávila,San Pascual,883.3102,Csa,20.45454545454544,0.0,1.0166666666666666,63.37503265387671,3.0
4394,37247,Salamanca,Peñarandilla,821.0045,Csa,-21.15384615384616,0.0,1.9375700581395352,12.05015843972545,5.0
4395,44187,Teruel,"Portellada, La",576.3449,Csa,-13.69294605809128,0.0,2.225746268656716,97.32019722290325,4.0
4396,19260,Guadalajara,"Sotillo, El",1049.94,Csa,-85.48387096774192,0.0,0.1356854838709677,90.68014384911451,3.0
4397,43006,Tarragona,Aldover,22.51767,BSk,11.37123745819396,0.0,5.3932142857142855,62.85108938537701,5.0
4398,37223,Salamanca,Olmedo de Camaces,711.8811,Csa,-56.3157894736842,0.0,0.6083333333333333,94.74693856691192,3.0
4399,40111,Segovia,Lastras del Pozo,966.7155,Csb,-19.53125,0.0,6.955597014925373,73.71095202443092,4.0
4400,5035,Ávila,Blascosancho,904.3203,Csa,1.4210854715202004e-14,0.0,1.011781609195402,73.49356480155946,5.0
4401,37108,Salamanca,Coca de Alba,835.9797,Csa,-32.105263157894726,0.0,1.847428055555556,14.278506243666689,4.0
4402,44146,Teruel,"Mata de los Olmos, La",867.6914,Cfa,42.36363636363636,0.0,1.04625,100.14517982898133,5.0
4403,44146,Teruel,"Mata de los Olmos, La",867.6914,Cfa,42.36363636363636,0.0,1.04625,100.25805575366137,5.0
4404,44146,Teruel,"Mata de los Olmos, La",867.6914,Cfa,42.36363636363636,0.0,1.04625,100.14517982898133,5.0
4405,44146,Teruel,"Mata de los Olmos, La",867.6914,Cfa,42.36363636363636,0.0,1.04625,100.25805575366137,5.0
4406,5086,Ávila,Gimialcón,949.9352,Csa,-25.65789473684208,0.0,0.2880102040816327,33.084673313825,5.0
4407,5198,Ávila,Salvadiós,951.5007,Csa,-32.142857142857146,0.0,0.2788659793814432,35.21872279374613,4.0
4408,37373,Salamanca,Villavieja de Yeltes,741.9375,Csa,-28.093158660844253,0.0,0.4598958333333333,81.69033414764452,5.0
4409,44246,Teruel,Valderrobres,506.0121,Csa,28.882725832012667,9.05,7.820833333333334,89.5678833447263,5.0
4410,43104,Tarragona,"Perelló, El",151.6562,Csa,16.12683259461302,10.8,12.12705479452055,48.10818231228869,5.0
4411,5149,Ávila,Narros de Saldueña,899.7995,Csa,-33.96226415094339,0.0,0.978005464480874,54.01786460753896,4.0
4412,37003,Salamanca,Ahigal de los Aceiteros,643.92,Csa,-86.36363636363636,0.0,0.7106557377049181,105.21254705711917,4.0
4413,44038,Teruel,Belmonte de San José,658.2455,Csa,-35.185185185185176,0.0,1.5874999999999997,107.12054911487266,4.0
4414,43008,Tarragona,Alfara de Carles,330.2164,Csa,15.564738292011029,0.0,4.990584415584415,70.63763735690624,5.0
4415,37137,Salamanca,Fuenteliante,722.4082,Csa,-41.95402298850576,0.0,0.5431547619047619,90.56621879495692,4.0
4416,5065,Ávila,Crespos,924.7823,Csa,-22.98969072164949,0.0,0.9231770833333331,45.73647643931579,5.0
4417,28158,Madrid,Valdemanco,1133.363,Csb,33.6150234741784,2.7,15.776700925925924,42.87721149905502,5.0
4418,19073,Guadalajara,Casas de San Galindo,1028.008,Csa,-32.5,0.0,2.102721088435373,67.19644973168738,3.0
4419,19154,Guadalajara,"Inviernas, Las",971.1691,Csa,-75.47169811320757,0.0,0.1324803149606299,87.55146025969267,3.0
4420,44118,Teruel,"Ginebrosa, La",706.7698,Csa,0.7692307692307594,0.0,1.3200000000000005,112.92273783172074,4.0
4421,44267,Teruel,Vivel del Río Martín,974.8438,Cfb,-38.0952380952381,0.0,0.1369047619047619,89.45696978279415,5.0
4422,44110,Teruel,Fuenferrada,1109.536,Cfb,-115.71428571428572,0.0,0.1395631067961165,89.14566058623183,3.0
4423,19159,Guadalajara,Ledanca,916.9545,Csa,-19.117647058823536,0.0,1.6700354609929076,74.71980171524292,3.0
4424,5179,Ávila,Papatrigo,889.0,Csa,-25.113122171945705,0.0,1.0111581920903954,57.05094571967663,4.0
4425,37270,Salamanca,Robliza de Cojos,818.6881,Csa,5.867346938775512,0.0,2.122580333333333,41.00763630137647,4.0
4426,37363,Salamanca,Villares de Yeltes,719.8795,Csa,-56.12244897959184,0.0,0.4286407766990291,77.25173687450196,5.0
4427,19098,Guadalajara,Copernal,844.6374,Csa,28.72340425531914,0.0,2.8332236842105263,60.47612764586199,4.0
4428,19173,Guadalajara,Matarrubia,864.5784,Csa,22.151898734177223,0.0,5.306000000000001,48.06490592629277,2.0
4429,44061,Teruel,"Cañada de Verich, La",743.9012,Csa,-6.25,0.0,1.3391304347826087,110.30633751959544,4.0
4430,19237,Guadalajara,Rillo de Gallo,1056.004,Csb,-11.627906976744184,0.0,0.0723404255319148,115.6776765055614,5.0
4431,19090,Guadalajara,Cobeta,1125.074,Csb,-7.281553398058264,0.0,0.0781609195402298,127.31836048449988,3.0
4432,44146,Teruel,"Mata de los Olmos, La",906.572,Cfb,42.36363636363636,0.0,1.0207317073170732,100.14517982898133,5.0
4433,44146,Teruel,"Mata de los Olmos, La",906.572,Cfb,42.36363636363636,0.0,1.0207317073170732,100.25805575366137,5.0
4434,44146,Teruel,"Mata de los Olmos, La",906.572,Cfb,42.36363636363636,0.0,1.0207317073170732,100.14517982898133,5.0
4435,44146,Teruel,"Mata de los Olmos, La",906.572,Cfb,42.36363636363636,0.0,1.0207317073170732,100.25805575366137,5.0
4436,40904,Segovia,Navas de Riofrío,1102.874,Csb,-9.728506787330318,0.0,11.557708333333332,62.63919131304233,5.0
4437,28030,Madrid,"Cabrera, La",1040.395,Csb,38.719512195121965,8.0,15.448097868217054,41.43289541513211,5.0
4438,44112,Teruel,Fuentes Claras,911.9739,Cfb,-23.09468822170902,0.0,0.1419642857142857,92.29195510020485,5.0
4439,19004,Guadalajara,Alaminos,1063.001,Csa,-49.10714285714286,0.0,0.1841603053435114,82.87092461699682,3.0
4440,37148,Salamanca,Garcihernández,815.0062,Csa,-9.854014598540148,0.0,2.038497428571429,11.679386906784508,5.0
4441,19201,Guadalajara,Olmeda de Cobeta,1136.275,Csb,-44.73684210526316,0.0,0.1225903614457831,124.66942725353788,2.0
4442,5147,Ávila,Narros del Castillo,955.416,Csa,-19.60784313725491,0.0,0.9817948717948716,38.72453578681424,4.0
4443,5140,Ávila,Muñomer del Peco,897.2045,Csa,12.612612612612608,0.0,1.001412429378531,53.44631872700395,4.0
4444,28028,Madrid,Bustarviejo,1217.359,Csb,41.6166607836216,5.55,18.79326785714285,42.1818915804458,5.0
4445,37209,Salamanca,Mozárbez,874.7148,Csa,13.039215686274517,0.0,2.1255150887573966,16.215373170347654,4.0
4446,5092,Ávila,Hernansancho,907.3092,Csa,-30.985915492957744,0.0,0.942372881355932,65.99250109461252,3.0
4447,37059,Salamanca,Buenamadre,759.6102,Csa,-42.201834862385326,0.0,0.4011467889908257,63.7844097466556,4.0
4448,44040,Teruel,Berge,719.4134,Cfa,19.266055045871557,0.0,1.0343023255813952,104.81000608665646,4.0
4449,37057,Salamanca,Bóveda del Río Almar,882.0773,Csa,-11.421319796954322,0.0,1.3619295454545457,26.777182672918027,5.0
4450,19114,Guadalajara,Esplegares,1151.916,Csb,-4.545454545454547,0.0,0.1244047619047618,109.69209354525184,0.5
4451,28107,Madrid,Patones,713.0287,Csa,-0.3311258278145743,0.0,13.9383173828125,41.11220987346595,5.0
4452,44100,Teruel,Estercuel,822.3273,Cfa,11.822660098522164,0.0,0.38,97.42617239790034,4.0
4453,37324,Salamanca,Tordillos,838.7855,Csa,-53.78548895899053,0.0,1.8072665760869568,16.60775548121789,4.0
4454,19239,Guadalajara,Robledillo de Mohernando,885.8916,Csa,34.22459893048128,0.0,5.216558441558441,49.49037073194006,2.0
4455,44227,Teruel,Torre los Negros,1082.536,Cfb,-21.87500000000001,0.0,0.161853448275862,90.8151068248153,2.0
4456,19278,Guadalajara,Torrecuadradilla,1020.426,Csb,-26.78571428571428,0.0,0.1602380952380952,96.9924266920752,1.5
4457,37039,Salamanca,Bañobárez,745.1431,Csa,-41.36690647482015,0.0,0.551875,94.1771438565314,3.0
4458,37285,Salamanca,San Felices de los Gallegos,667.4055,Csa,-47.85714285714285,0.0,0.668939393939394,102.02648724737482,4.0
4459,19005,Guadalajara,Alarilla,830.985,Csa,16.54676258992805,0.0,3.1780645161290324,56.24244136708061,3.0
4460,5264,Ávila,Viñegra de Moraña,907.2875,Csa,-25.0,0.0,0.9633152173913042,50.21951924948839,5.0
4461,19091,Guadalajara,Cogollor,945.5419,Csa,-67.5,0.0,0.199236641221374,80.77574979481857,3.0
4462,19296,Guadalajara,Utande,838.1349,Csa,-22.58064516129035,0.0,2.1027210884353744,67.58344693915382,2.0
4463,40131,Segovia,Monterrubio,948.3826,Csb,-3.571428571428584,0.0,7.450384615384615,71.50679793199971,4.0
4464,37025,Salamanca,Aldehuela de la Bóveda,790.1174,Csa,-7.86516853932585,0.0,2.124021631205674,47.46529058012826,4.0
4465,44144,Teruel,Martín del Río,916.4581,Cfb,-5.013550135501347,0.0,0.1452020202020202,92.80862832974404,5.0
4466,40107,Segovia,Labajos,1063.336,Csb,-9.313725490196076,0.0,2.4120967741935484,81.30907574082372,4.0
4467,19070,Guadalajara,Casa de Uceda,915.0853,Csa,1.801801801801787,0.0,9.599437676056338,42.716159075180094,4.0
4468,19293,Guadalajara,Uceda,778.0472,Csa,42.30769230769231,6.550000000000001,16.551360795454546,40.18451569868833,5.0
4469,19190,Guadalajara,Molina de Aragón,1066.345,Cfb,20.912887828162283,13.6,6.8,114.89684876238093,5.0
4470,19099,Guadalajara,Corduente,1058.495,Csb,-0.3436426116838476,0.0,0.0747252747252747,119.88606991314376,5.0
4471,40901,Segovia,Ortigosa del Monte,1107.927,Csb,27.97619047619048,0.0,10.821428571428568,61.876628449049306,5.0
4472,5175,Ávila,"Oso, El",896.0026,Csa,-31.39534883720929,0.0,1.009375,62.90467401346019,4.0
4473,44224,Teruel,Torre de las Arcas,952.6594,Cfa,-30.0,0.0,0.2677777777777778,96.42161777463008,4.0
4474,5254,Ávila,Velayos,937.4861,Csa,-14.678899082568812,0.0,1.1311746987951805,75.21055244333864,4.0
4475,19125,Guadalajara,Gajanejos,1031.304,Csa,26.36363636363637,0.0,2.0248214285714283,69.59507515703517,2.0
4476,44077,Teruel,"Cerollera, La",846.5733,Csa,7.79220779220779,0.0,1.5125000000000002,107.64507159096657,3.0
4477,37179,Salamanca,Mancera de Abajo,897.7108,Csa,-50.25380710659897,0.0,0.5456310679611649,28.46776630218544,4.0
4478,37322,Salamanca,Terradillos,890.0266,Csa,30.890133831310308,5.15,4.531696408839779,12.758448366362863,5.0
4479,44034,Teruel,Bañón,1136.515,Cfb,-4.838709677419359,0.0,0.1632608695652173,92.95943766615048,3.0
4480,5005,Ávila,Albornos,909.7402,Csa,-10.285714285714278,0.0,0.9998603351955304,53.84661732151051,5.0
4481,44056,Teruel,Caminreal,922.4971,Cfb,7.536466774716374,0.0,0.1432432432432432,95.10893670871668,5.0
4482,44194,Teruel,Ráfales,630.261,Csa,-12.337662337662351,0.0,1.545769230769231,101.69165674591264,4.0
4483,28153,Madrid,Torremocha de Jarama,705.3375,Csa,8.553791887125215,2.3,15.18901279527559,38.92921434205463,5.0
4484,5253,Ávila,Vega de Santa María,946.2527,Csa,-4.6511627906976685,0.0,1.1266369047619047,73.678939038914,4.0
4485,44116,Teruel,Gargallo,944.585,Cfa,-2.8735632183907995,0.0,0.3842696629213483,100.91045767270568,4.0
4486,44155,Teruel,Montalbán,852.6946,Cfb,-2.103004291845508,2.55,1.5230978260869563,95.25839162149596,5.0
4487,37056,Salamanca,"Bouza, La",611.4578,Csa,-18.367346938775498,0.0,0.821078431372549,109.64348056993698,3.0
4488,44085,Teruel,Cosa,1192.21,Cfb,-7.258064516129011,0.0,0.166150442477876,93.09114136709152,2.0
4489,44145,Teruel,Mas de las Matas,501.934,BSk,-0.7352941176470722,6.5,4.395333333333333,115.50500841869987,5.0
4490,19244,Guadalajara,Sacecorbo,1120.788,Csb,-43.15789473684211,0.0,0.1567415730337078,105.05957855317304,0.5
4491,44037,Teruel,Beceite,556.1799,Csb,-0.7117437722419879,0.0,4.208561643835616,89.5156110470861,5.0
4492,37174,Salamanca,Macotera,893.4735,Csa,-42.27318045862413,2.6500000000000004,2.987813383838384,22.53729141197458,5.0
4493,19196,Guadalajara,Muduex,818.524,Csa,-6.756756756756758,0.0,2.5831125827814567,64.34150054623365,2.0
4494,5194,Ávila,Riocabado,909.7188,Csb,-25.599999999999994,0.0,1.015142857142857,60.48189240617833,4.0
4495,5210,Ávila,San Juan de la Encinilla,913.4266,Csa,-44.28571428571431,0.0,1.0054775280898876,57.58076346573235,5.0
4496,28151,Madrid,Torrelaguna,742.3256,Csa,36.89903846153845,8.85,19.187232723577235,37.42339479258632,5.0
4497,19151,Guadalajara,Humanes,749.6636,Csa,27.434613244296045,3.65,6.032298136645963,51.51711728021462,3.0
4498,44232,Teruel,Torrijo del Campo,923.381,Cfb,-2.1000000000000085,0.0,0.15,96.51232323718052,5.0
4499,5087,Ávila,Gotarrendura,931.7262,Csa,-31.92771084337349,0.0,0.9452586206896548,65.82214207456558,4.0
4500,37264,Salamanca,Puerto Seguro,641.8528,Csa,-64.54545454545455,0.0,0.7477678571428571,106.9206290865244,3.0
4501,37187,Salamanca,Matilla de los Caños del Río,826.0807,Csa,11.89710610932476,0.0,2.136410248447205,39.57598080999527,5.0
4502,19172,Guadalajara,Masegoso de Tajuña,887.7745,Csa,-29.375,0.0,0.1742248062015503,83.0374380177019,3.0
4503,19138,Guadalajara,Hita,855.7426,Csa,8.562691131498468,0.0,3.0326433121019103,57.879960921261215,3.0
4504,37008,Salamanca,Alba de Tormes,812.1788,Csa,19.69933619679812,28.4,16.071787158469945,14.049298164372615,5.0
4505,28094,Madrid,Navalafuente,906.057,Csa,45.830886670581336,0.0,16.8240595703125,37.82059066722569,5.0
4506,19102,Guadalajara,"Cubillo de Uceda, El",894.9387,Csa,19.724770642201836,0.0,13.742468333333331,39.712975069790936,4.0
4507,19148,Guadalajara,Huertahernando,1151.298,Csb,2.542372881355945,0.0,0.1183139534883721,115.1160086309438,1.0
4508,44004,Teruel,Aguaviva,547.9809,Csa,10.054844606946972,0.0,1.172972972972973,118.71723507452116,5.0
4509,19263,Guadalajara,Taragudo,765.4358,Csa,10.638297872340416,0.0,3.2444099378881988,55.71541530678205,3.0
4510,37236,Salamanca,Pedrosillo de Alba,837.5592,Csa,-61.69354838709677,0.0,1.949382786885246,16.877057829085846,4.0
4511,19167,Guadalajara,Malaguilla,824.4382,Csa,48.32535885167464,0.0,6.123580769230769,45.50343809836271,2.0
4512,37336,Salamanca,Valdemierque,938.8387,Csb,4.237288135593218,0.0,1.9818725,15.876318387903645,4.0
4513,5139,Ávila,Muñogrande,945.0131,Csb,-36.70886075949368,0.0,0.9902234636871506,51.02647198162274,5.0
4515,40152,Segovia,Otero de Herreros,1140.483,Csb,26.78756476683937,0.0,11.01730769230769,61.47931232328825,5.0
4516,19323,Guadalajara,Villaseca de Uceda,914.4682,Csa,11.403508771929822,0.0,12.564484731543624,41.05793855444836,3.0
4517,28029,Madrid,Cabanillas de la Sierra,921.8676,Csa,36.45943097997893,0.0,16.42979861111111,36.62158386779305,5.0
4518,44151,Teruel,Molinos,845.5135,Cfb,-18.20175438596492,0.0,0.999438202247191,107.44144861779098,4.0
4519,19076,Guadalajara,Castellar de la Muela,1210.087,Cfb,-77.5,0.0,0.1124999999999999,111.21663697488904,3.0
4520,37021,Salamanca,Aldeaseca de Alba,864.6688,Csa,-35.9375,0.0,2.0041407303370784,15.380888978286793,5.0
4521,40211,Segovia,Valdeprados,987.1275,Csb,-25.833333333333343,0.0,10.560470085470085,63.7559935684796,5.0
4522,28121,Madrid,Redueña,823.9578,Csa,44.34931506849315,0.0,15.974832991803275,36.07807506661268,5.0
4523,44063,Teruel,Cañizar del Olivar,961.6534,Cfb,18.636363636363622,0.0,0.3679775280898876,101.06364415592569,3.0
4524,37052,Salamanca,Boada,780.2197,Csa,-21.375464684014865,0.0,0.3997844827586206,69.29659466101289,5.0
4526,19079,Guadalajara,Castilnuevo,1084.918,Csb,-37.5,0.0,0.0731182795698924,116.31812148520636,5.0
4527,44238,Teruel,Utrillas,945.4211,Cfb,25.23379554982263,3.2,1.8121052631578949,96.93498877600686,5.0
4528,44042,Teruel,Blancas,1049.592,Cfb,-32.462686567164184,0.0,0.2121495327102804,101.57264930073642,4.0
4529,43906,Tarragona,"Ampolla, L'",7.180099,Csa,13.759479956663055,6.9,10.693055555555556,52.88725396321007,5.0
4530,19064,Guadalajara,Canredondo,1159.82,Csb,-71.60493827160494,0.0,0.1716836734693877,98.34003243914238,1.0
4531,5229,Ávila,Santo Domingo de las Posadas,928.1381,Csb,-20.714285714285708,0.0,1.1363095238095238,74.88725435025225,4.0
4532,44212,Teruel,Seno,799.8929,Cfb,-23.684210526315795,0.0,1.060493827160494,112.91149332709732,5.0
4533,5265,Ávila,Vita,991.2439,Csb,-8.55263157894737,0.0,0.9328947368421052,44.70674427203646,4.0
4534,5115,Ávila,Maello,1031.561,Csb,-8.167613636363626,0.0,3.3209415584415587,78.39916022080405,4.0
4536,19306,Guadalajara,Valderrebollo,875.3423,Csa,-78.0,0.0,0.2404411764705882,79.86326882956314,2.0
4537,19298,Guadalajara,Valdearenas,786.662,Csa,-6.666666666666686,0.0,2.842927631578948,60.72310429017241,2.0
4538,40233,Segovia,Zarzuela del Monte,1005.036,Csb,5.200000000000003,0.0,9.098565573770491,67.44962440690685,4.0
4539,37182,Salamanca,Martinamor,954.91,Csb,34.93975903614458,0.0,1.970922928176796,17.998540238864194,4.0
4540,44114,Teruel,Fuentespalda,717.0623,Csa,-6.313993174061423,0.0,3.226013513513514,99.51231064690188,5.0
4541,37205,Salamanca,Morille,933.8912,Csb,-12.94642857142857,0.0,1.8918725,22.963028562734124,3.0
4542,19189,Guadalajara,Mohernando,781.8551,Csa,21.257485029940128,0.0,5.81746049382716,48.57791839541057,2.0
4543,5027,Ávila,"Berlanas, Las",947.4949,Csb,-8.6687306501548,0.0,1.0265624999999998,64.68294526590316,4.0
4544,44066,Teruel,Castel de Cabra,1089.548,Cfb,-33.33333333333334,0.0,0.2972826086956521,101.10592589493668,4.0
