cmun,municipality,population,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
28036,Casarrubuelos,3.961,1.463,0.28,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.96,0.0
28037,Cenicientos,2.089,1.874,0.09,0.93,0.76,0.0,0.88,0.76,0.0,1.0,0.0,0.0
28038,Cercedilla,7.533,5.017,0.11,1.0,0.86,0.0,0.93,0.87,0.88,1.0,0.99,0.61
28039,Cervera de Buitrago,169,186,0.0,0.76,0.82,0.0,1.0,0.85,0.87,1.0,1.0,0.0
28040,Ciempozuelos,25.383,9.379,0.18,0.99,1.0,0.0,0.99,0.99,0.99,1.0,1.0,0.27
28041,Cobeña,7.551,2.632,0.14,0.99,0.99,0.0,0.99,0.98,0.99,1.0,0.99,0.0
28042,Colmenar del Arroyo,1.936,1.092,0.01,0.83,0.83,0.0,0.94,0.89,0.85,1.0,0.06,0.0
28043,Colmenar de Oreja,8.462,4.826,0.12,0.83,0.88,0.0,0.93,0.86,0.92,1.0,0.88,0.77
28044,Colmenarejo,9.473,3.708,0.03,0.97,0.87,0.0,0.91,0.89,0.87,1.0,0.79,0.0
28045,Colmenar Viejo,53.389,20.449,0.13,1.0,1.0,0.0,1.0,0.99,0.98,1.0,1.0,0.2
28046,Collado Mediano,7.456,3.901,0.05,1.0,0.96,0.0,0.98,0.97,0.96,1.0,1.0,0.18
28047,Collado Villalba,64.263,27.832,0.13,0.99,0.99,0.32,1.0,0.98,0.96,1.0,0.99,0.28
28048,Corpa,764,407,0.0,0.99,0.99,0.0,1.0,0.99,0.99,1.0,0.01,0.0
28049,Coslada,80.596,31.270,0.11,1.0,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.99
28050,Cubas de la Sagra,6.698,2.267,0.12,0.36,0.97,0.0,0.99,0.97,0.97,1.0,0.98,0.11
28051,Chapinería,2.512,1.270,0.06,1.0,0.96,0.0,0.99,0.98,0.98,1.0,0.62,0.0
28052,Chinchón,5.658,3.900,0.02,0.77,0.63,0.0,0.59,0.55,0.63,0.99,0.94,0.0
28053,Daganzo de Arriba,10.650,3.731,0.08,0.99,1.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0
28054,El Escorial,16.618,9.050,0.07,0.98,0.89,0.0,0.93,0.9,0.91,1.0,0.97,0.64
28055,Estremera,1.410,1.179,0.21,0.56,0.74,0.0,0.91,0.26,0.76,1.0,0.59,0.0
28056,Fresnedillas de la Oliva,1.784,916,0.28,0.98,0.78,0.0,0.99,0.8,0.8,1.0,1.0,0.0
28057,Fresno de Torote,2.444,1.183,0.03,0.99,0.91,0.0,0.99,0.97,0.97,1.0,0.84,0.0
28058,Fuenlabrada,189.891,70.889,0.09,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.8
28059,Fuente el Saz de Jarama,7.034,2.525,0.3,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.99,0.71
28060,Fuentidueña de Tajo,2.250,1.545,0.15,0.95,0.9,0.0,0.97,0.94,0.92,1.0,1.0,0.0
28061,Galapagar,34.834,14.532,0.05,0.96,0.97,0.0,0.99,0.97,0.98,1.0,0.57,0.31
28062,Garganta de los Montes,395,508,0.2,0.86,0.64,0.0,0.88,0.76,0.73,1.0,0.9,0.0
28063,Gargantilla del Lozoya y Pinilla de Buitrago,361,754,0.05,0.73,0.76,0.0,0.98,0.78,0.78,1.0,0.82,0.0
28064,Gascones,212,184,0.0,0.68,0.74,0.0,0.98,0.83,0.82,1.0,0.91,0.0
28065,Getafe,183.219,79.020,0.19,1.0,1.0,0.79,1.0,1.0,0.99,1.0,1.0,0.94
28066,Griñón,10.491,3.814,0.17,1.0,0.99,0.0,0.99,0.98,0.99,1.0,1.0,0.21
28067,Guadalix de la Sierra,6.672,3.425,0.03,1.0,0.97,0.0,0.99,0.97,0.97,1.0,1.0,0.68
28068,Guadarrama,16.921,9.835,0.1,1.0,0.98,0.0,0.99,0.98,0.98,1.0,0.99,0.47
28069,La Hiruela,75,108,0.06,0.75,1.0,0.0,1.0,0.99,0.99,1.0,0.98,0.0
28070,Horcajo de la Sierra-Aoslos,201,358,0.13,0.83,0.84,0.0,0.98,0.78,0.84,1.0,0.7,0.0
28071,Horcajuelo de la Sierra,110,155,0.0,0.99,0.97,0.0,1.0,0.99,0.99,1.0,0.37,0.0
28072,Hoyo de Manzanares,8.811,4.175,0.1,0.93,0.89,0.0,0.94,0.88,0.88,1.0,0.7,0.61
28073,Humanes de Madrid,19.838,7.203,0.05,1.0,1.0,0.36,1.0,1.0,0.99,1.0,1.0,0.01
28074,Leganés,186.660,77.583,0.15,1.0,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.99
28075,Loeches,8.944,3.204,0.22,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.05,0.0
28076,Lozoya,602,717,0.17,0.74,0.9,0.0,0.98,0.96,0.94,1.0,0.0,0.0
28078,Madarcos,63,98,0.0,0.85,0.85,0.0,0.99,0.82,0.85,1.0,0.95,0.0
28079,Madrid,3.280.782,1.509.811,0.16,1.0,1.0,0.42,1.0,1.0,1.0,1.0,1.0,0.98
28080,Majadahonda,72.179,25.869,0.16,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,0.53
28082,Manzanares el Real,9.247,5.347,0.03,0.94,0.95,0.0,0.98,0.96,0.96,0.99,0.92,0.03
28083,Meco,15.143,5.463,0.2,0.91,1.0,0.0,1.0,0.98,0.99,1.0,0.94,0.0
28084,Mejorada del Campo,23.897,9.139,0.1,0.94,0.9,0.0,0.95,0.9,0.85,1.0,0.74,0.48
28085,Miraflores de la Sierra,6.711,4.341,0.15,0.99,0.65,0.0,0.49,0.41,0.59,1.0,1.0,0.0
28086,El Molar,9.437,4.276,0.13,0.96,0.84,0.0,0.99,0.84,0.78,1.0,0.98,0.0
28087,Los Molinos,4.699,2.751,0.04,1.0,0.96,0.0,1.0,0.97,0.96,1.0,1.0,0.7
28088,Montejo de la Sierra,372,350,0.05,0.85,0.95,0.0,1.0,0.96,0.95,1.0,0.16,0.0
28089,Moraleja de Enmedio,5.368,1.902,0.19,0.94,0.97,0.0,0.99,0.97,0.97,1.0,0.43,0.0
28090,Moralzarzal,13.905,6.078,0.04,1.0,0.98,0.0,0.99,0.98,0.98,1.0,1.0,0.0
28091,Morata de Tajuña,7.960,3.303,0.13,1.0,0.84,0.0,0.82,0.72,0.81,1.0,1.0,0.0
28092,Móstoles,208.761,82.227,0.11,1.0,1.0,0.88,1.0,1.0,0.99,1.0,1.0,0.9
28093,Navacerrada,3.218,2.392,0.05,1.0,0.88,0.0,0.99,0.87,0.88,1.0,0.06,0.0
28094,Navalafuente,1.574,1.102,0.2,1.0,0.55,0.0,0.98,0.07,0.56,1.0,1.0,0.96
28095,Navalagamella,2.809,1.366,0.14,0.91,0.94,0.0,0.97,0.54,0.08,1.0,0.98,0.0
28096,Navalcarnero,31.379,11.641,0.24,0.99,0.99,0.0,0.99,0.98,0.97,1.0,1.0,0.95
28097,Navarredonda y San Mamés,138,294,0.0,0.67,0.72,0.0,0.86,0.73,0.64,1.0,0.25,0.0
28099,Navas del Rey,3.134,1.670,0.05,0.86,0.84,0.0,0.92,0.84,0.14,1.0,0.87,0.0
28100,Nuevo Baztán,6.760,3.360,0.03,0.88,0.91,0.0,0.96,0.92,0.92,1.0,0.62,0.36
28101,Olmeda de las Fuentes,376,291,0.12,1.0,0.97,0.0,0.99,0.98,0.97,1.0,0.98,0.0
28102,Orusco de Tajuña,1.326,875,0.04,0.94,0.59,0.0,0.82,0.0,0.0,1.0,0.02,0.0
28104,Paracuellos de Jarama,26.450,9.375,0.68,0.96,0.99,0.32,0.99,0.99,0.99,1.0,0.76,0.03
28106,Parla,130.577,46.773,0.12,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.94
28107,Patones,536,380,0.04,0.96,0.88,0.0,0.98,0.91,0.9,1.0,0.0,0.0
28108,Pedrezuela,6.307,3.145,0.13,0.99,0.96,0.0,0.99,0.97,0.97,1.0,0.83,0.0
28109,Pelayos de la Presa,2.867,2.520,0.09,1.0,0.93,0.0,0.98,0.89,0.0,1.0,0.99,0.0
28110,Perales de Tajuña,3.117,1.684,0.08,0.99,0.94,0.0,0.97,0.94,0.92,1.0,0.99,0.0
28111,Pezuela de las Torres,931,711,0.04,0.97,0.94,0.0,0.99,0.96,0.96,1.0,0.01,0.0
28112,Pinilla del Valle,198,309,0.0,0.45,0.93,0.0,0.99,0.98,0.96,1.0,0.12,0.0
28113,Pinto,54.088,21.204,0.07,1.0,0.99,0.85,1.0,0.99,1.0,1.0,1.0,0.3
28114,Piñuécar-Gandullas,184,249,0.08,0.88,0.66,0.0,0.96,0.7,0.75,1.0,0.79,0.0
28115,Pozuelo de Alarcón,87.728,30.702,0.27,1.0,0.97,0.01,0.98,0.96,0.97,1.0,1.0,0.81
28116,Pozuelo del Rey,1.178,624,0.18,0.36,0.98,0.0,0.98,0.96,0.98,1.0,0.0,0.0
28117,Prádena del Rincón,147,193,0.0,1.0,0.94,0.0,1.0,0.95,0.92,1.0,0.25,0.0
28118,Puebla de la Sierra,84,161,0.0,0.58,0.93,0.0,0.98,0.97,0.96,1.0,1.0,0.0
28119,Quijorna,3.683,1.545,0.08,0.97,0.97,0.0,0.98,0.96,0.98,1.0,0.0,0.0
28120,Rascafría,1.736,1.648,0.17,0.94,0.91,0.0,0.99,0.92,0.92,1.0,1.0,0.91
28121,Redueña,298,183,0.0,1.0,0.91,0.0,1.0,0.92,0.93,1.0,0.95,0.0
28122,Ribatejada,871,618,0.0,0.92,0.89,0.0,0.99,0.94,0.89,1.0,0.12,0.0
28123,Rivas-Vaciamadrid,96.690,35.150,0.22,1.0,0.98,0.43,0.99,0.98,0.98,1.0,1.0,0.33
28124,Robledillo de la Jara,114,177,0.0,0.85,0.84,0.0,1.0,0.87,0.82,1.0,1.0,0.0
28125,Robledo de Chavela,4.587,3.379,0.11,0.82,0.91,0.0,0.98,0.95,0.93,1.0,0.96,0.0
28126,Robregordo,70,160,0.15,0.99,0.89,0.0,0.97,0.94,0.97,0.96,0.0,0.0
28127,Las Rozas de Madrid,95.725,35.525,0.15,1.0,0.98,0.26,1.0,0.99,0.99,1.0,1.0,0.39
28128,Rozas de Puerto Real,577,687,0.18,0.43,0.92,0.0,1.0,0.96,0.93,0.99,0.93,0.0
28129,San Agustín del Guadalix,13.608,4.877,0.19,0.99,0.9,0.0,0.96,0.91,0.92,1.0,0.98,0.0
28130,San Fernando de Henares,38.904,15.227,0.11,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.85
28131,San Lorenzo de El Escorial,18.423,9.364,0.09,0.96,0.98,0.0,0.98,0.97,0.98,1.0,0.98,0.65
28132,San Martín de la Vega,19.927,7.194,0.09,0.91,0.99,0.0,1.0,0.99,1.0,1.0,0.97,0.0
28133,San Martín de Valdeiglesias,8.812,5.763,0.05,0.83,0.85,0.0,0.92,0.86,0.26,1.0,0.85,0.01
28134,San Sebastián de los Reyes,91.083,35.046,0.11,0.99,0.99,0.81,1.0,1.0,0.99,1.0,0.97,0.91
28135,Santa María de la Alameda,1.499,1.841,0.01,0.79,0.83,0.0,0.93,0.86,0.86,0.98,0.31,0.0
28136,Santorcaz,941,598,0.17,0.82,0.94,0.0,1.0,0.97,0.96,1.0,0.82,0.0
28137,Los Santos de la Humosa,2.751,1.223,0.09,1.0,0.97,0.0,1.0,0.98,0.96,1.0,0.0,0.0
28138,La Serna del Monte,108,128,0.0,0.99,0.7,0.0,0.96,0.85,0.8,1.0,1.0,0.0
28140,Serranillos del Valle,4.509,1.625,0.01,0.91,1.0,0.0,1.0,1.0,1.0,1.0,0.68,0.01
28141,Sevilla la Nueva,9.361,3.744,0.22,0.98,0.99,0.0,0.98,0.97,0.99,1.0,0.74,0.74
28143,Somosierra,87,92,0.0,0.99,0.92,0.0,0.97,0.94,0.93,1.0,0.0,0.0
28144,Soto del Real,9.188,4.536,0.11,1.0,0.98,0.0,0.98,0.95,0.99,1.0,0.89,0.0
28145,Talamanca de Jarama,4.210,2.024,0.14,0.9,0.88,0.0,1.0,0.8,0.86,1.0,0.99,0.84
28146,Tielmes,2.783,1.443,0.06,0.97,0.98,0.0,0.99,0.98,0.96,1.0,0.0,0.0
28147,Titulcia,1.336,668,0.11,0.87,0.91,0.0,0.96,0.91,0.88,1.0,0.41,0.0
28148,Torrejón de Ardoz,134.733,51.776,0.13,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.82
28149,Torrejón de la Calzada,9.947,3.486,0.17,0.99,0.99,0.0,1.0,0.99,1.0,1.0,1.0,0.22
28150,Torrejón de Velasco,4.685,1.922,0.0,0.57,0.97,0.0,0.98,0.98,0.97,1.0,0.9,0.06
28151,Torrelaguna,4.940,2.460,0.05,0.94,0.94,0.0,1.0,0.94,0.93,1.0,0.97,0.0
28152,Torrelodones,24.775,8.768,0.13,0.97,0.97,0.0,0.99,0.98,0.98,1.0,0.89,0.13
28153,Torremocha de Jarama,1.097,588,0.22,0.89,0.9,0.0,1.0,0.92,0.96,0.99,0.06,0.0
28154,Torres de la Alameda,7.714,2.902,0.06,0.84,0.99,0.0,1.0,0.99,0.99,1.0,0.99,0.25
28155,Valdaracete,627,470,0.09,0.92,0.94,0.0,0.97,0.94,0.91,1.0,0.97,0.0
28156,Valdeavero,1.701,923,0.26,0.42,0.9,0.0,0.99,0.92,0.95,0.99,0.83,0.0
28157,Valdelaguna,1.016,755,0.3,0.93,0.65,0.0,0.77,0.0,0.53,1.0,0.0,0.0
28158,Valdemanco,1.033,786,0.01,0.93,0.88,0.0,1.0,0.89,0.88,1.0,0.0,0.0
28159,Valdemaqueda,798,847,0.13,0.99,0.96,0.0,1.0,0.99,0.99,1.0,0.65,0.0
28160,Valdemorillo,13.453,6.815,0.06,0.89,0.95,0.0,0.99,0.97,0.98,1.0,0.97,0.0
28161,Valdemoro,79.100,29.233,0.2,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,0.08
28162,Valdeolmos-Alalpardo,4.396,1.748,0.09,0.92,0.96,0.0,1.0,0.97,0.94,1.0,0.02,0.0
28163,Valdepiélagos,621,339,0.12,1.0,0.82,0.0,1.0,0.81,0.71,1.0,0.91,0.0
28164,Valdetorres de Jarama,4.830,2.263,0.07,0.75,0.81,0.0,1.0,0.8,0.89,1.0,0.99,0.0
28165,Valdilecha,3.104,1.504,0.27,0.93,0.93,0.0,0.98,0.91,0.0,1.0,0.0,0.0
28166,Valverde de Alcalá,532,274,0.0,0.95,0.99,0.0,0.99,0.99,0.99,1.0,0.0,0.0
28167,Velilla de San Antonio,12.770,4.620,0.08,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
28168,El Vellón,2.124,1.318,0.07,0.57,0.81,0.0,0.98,0.82,0.8,1.0,0.9,0.0
28169,Venturada,2.445,1.351,0.02,1.0,0.96,0.0,0.98,0.96,0.97,1.0,0.94,0.0
28170,Villaconejos,3.456,1.565,0.1,0.93,0.96,0.0,0.98,0.97,0.96,1.0,0.0,0.0
28171,Villa del Prado,7.092,4.249,0.09,0.99,0.89,0.0,0.2,0.02,0.39,1.0,0.85,0.66
28172,Villalbilla,15.866,6.786,0.05,0.94,0.99,0.0,0.99,0.99,0.99,1.0,0.95,0.0
28173,Villamanrique de Tajo,757,633,0.13,0.86,0.97,0.0,1.0,0.89,0.97,1.0,0.35,0.0
28174,Villamanta,2.714,1.204,0.05,0.52,0.9,0.0,0.97,0.88,0.08,1.0,0.96,0.0
28175,Villamantilla,1.567,758,0.12,0.97,0.96,0.0,0.98,0.97,0.97,1.0,0.0,0.0
28176,Villanueva de la Cañada,22.845,8.533,0.12,0.97,0.97,0.0,0.98,0.96,0.98,1.0,0.68,0.02
28177,Villanueva del Pardillo,17.382,5.710,0.06,0.99,0.99,0.0,0.99,0.99,0.99,1.0,0.93,0.55
28178,Villanueva de Perales,1.623,686,0.15,0.98,0.97,0.0,0.99,0.97,0.97,1.0,0.0,0.0
28179,Villar del Olmo,2.219,1.215,0.09,0.85,0.97,0.0,0.99,0.99,0.99,1.0,0.83,0.05
28180,Villarejo de Salvanés,7.629,3.714,0.07,0.79,0.94,0.0,0.97,0.94,0.94,1.0,0.98,0.0
28181,Villaviciosa de Odón,28.152,10.883,0.15,1.0,0.96,0.0,0.99,0.98,0.96,1.0,0.96,0.25
28182,Villavieja del Lozoya,284,483,0.0,0.49,0.78,0.0,0.94,0.81,0.84,1.0,0.56,0.0
28183,Zarzalejo,1.773,1.132,0.12,0.87,0.58,0.0,0.91,0.43,0.42,1.0,0.44,0.0
28901,Lozoyuela-Navas-Sieteiglesias,1.461,1.125,0.05,0.87,0.55,0.0,0.97,0.35,0.54,1.0,0.99,0.0
28902,Puentes Viejas,697,727,0.0,0.4,0.87,0.0,0.95,0.9,0.88,0.99,0.78,0.0
28903,Tres Cantos,50.187,18.925,0.18,1.0,0.99,0.65,0.99,0.99,0.99,1.0,0.29,0.0
29001,Alameda,5.451,2.275,0.0,0.6,0.99,0.0,0.99,0.99,0.29,1.0,0.0,0.0
29002,Alcaucín,2.487,2.403,0.01,0.93,0.46,0.0,0.97,0.56,0.48,1.0,0.85,0.0
29003,Alfarnate,1.039,742,0.0,0.0,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
29004,Alfarnatejo,364,261,0.0,0.28,0.46,0.0,1.0,0.46,0.36,1.0,0.13,0.0
29005,Algarrobo,6.625,5.555,0.06,1.0,0.88,0.0,0.97,0.88,0.81,1.0,0.75,0.0
29006,Algatocín,826,676,0.0,0.99,0.62,0.0,0.97,0.62,0.64,1.0,0.97,0.0
29007,Alhaurín de la Torre,42.531,15.698,0.11,0.96,0.91,0.0,1.0,0.93,0.9,1.0,1.0,0.82
29008,Alhaurín el Grande,26.436,12.565,0.07,0.98,0.72,0.0,1.0,0.7,0.58,1.0,1.0,0.26
29009,Almáchar,1.840,1.127,0.17,0.98,0.82,0.0,0.99,0.83,0.83,1.0,0.04,0.0
29010,Almargen,1.927,1.066,0.08,0.66,0.97,0.0,0.98,0.96,0.95,1.0,0.0,0.0
29011,Almogía,3.885,3.118,0.13,0.75,0.36,0.0,0.89,0.28,0.31,0.95,0.75,0.0
29012,Álora,13.382,7.359,0.06,0.88,0.61,0.0,0.98,0.62,0.43,1.0,0.95,0.0
29013,Alozaina,2.089,1.236,0.13,0.98,0.93,0.0,1.0,0.91,0.94,1.0,0.98,0.0
29014,Alpandeire,266,293,0.0,0.49,0.92,0.0,0.99,0.91,0.91,1.0,0.99,0.0
29015,Antequera,41.184,18.511,0.1,0.96,0.94,0.0,0.97,0.93,0.94,0.99,0.94,0.0
29016,Árchez,396,378,0.0,0.98,0.57,0.0,1.0,0.6,0.59,1.0,0.98,0.0
29017,Archidona,8.024,4.798,0.05,0.72,0.82,0.0,0.93,0.83,0.75,1.0,0.02,0.0
29018,Ardales,2.520,1.395,0.2,0.99,0.96,0.0,0.98,0.95,0.95,0.99,0.97,0.0
29019,Arenas,1.249,898,0.09,0.97,0.63,0.0,0.98,0.62,0.63,1.0,0.88,0.0
29020,Arriate,4.110,1.877,0.12,0.98,0.93,0.0,0.18,0.0,0.84,1.0,0.98,0.0
29021,Atajate,183,201,0.04,0.98,0.84,0.0,0.91,0.81,0.84,1.0,0.87,0.0
29022,Benadalid,239,269,0.0,1.0,0.85,0.0,0.97,0.8,0.85,1.0,0.98,0.0
29023,Benahavís,8.763,9.571,0.12,0.94,0.89,0.0,0.98,0.91,0.87,1.0,0.92,0.27
29024,Benalauría,434,332,0.0,0.66,0.75,0.0,0.99,0.75,0.74,1.0,0.99,0.0
29025,Benalmádena,73.160,49.536,0.15,0.99,0.99,0.0,1.0,0.98,0.96,1.0,0.98,0.47
29026,Benamargosa,1.519,892,0.39,0.97,0.89,0.0,1.0,0.89,0.89,1.0,0.12,0.0
29027,Benamocarra,3.085,1.285,0.0,1.0,0.96,0.0,1.0,0.94,0.76,1.0,0.0,0.0
29028,Benaoján,1.459,948,0.0,0.99,0.92,0.0,0.99,0.0,0.79,0.99,0.99,0.0
29029,Benarrabá,446,459,0.0,0.94,0.8,0.0,0.98,0.78,0.8,1.0,0.98,0.0
29030,El Borge,921,569,0.0,0.72,0.78,0.0,0.99,0.78,0.78,1.0,0.18,0.0
29031,El Burgo,1.791,1.174,0.1,0.92,0.91,0.0,1.0,0.89,0.9,0.99,0.99,0.0
29032,Campillos,8.372,4.124,0.08,0.99,0.97,0.0,0.98,0.96,0.97,1.0,0.99,0.0
29033,Canillas de Aceituno,1.722,1.548,0.17,0.89,0.68,0.0,0.95,0.67,0.68,0.99,0.78,0.0
29034,Canillas de Albaida,796,753,0.04,0.97,0.72,0.0,0.99,0.74,0.74,1.0,0.93,0.0
29035,Cañete la Real,1.584,1.154,0.03,0.91,0.89,0.0,1.0,0.91,0.91,1.0,0.0,0.0
29036,Carratraca,718,469,0.31,0.96,0.0,0.0,0.79,0.0,0.0,1.0,0.89,0.0
29037,Cartajima,256,229,0.0,0.91,0.94,0.0,0.99,0.94,0.94,1.0,0.15,0.0
29038,Cártama,27.712,12.499,0.08,0.94,0.73,0.0,1.0,0.73,0.63,1.0,0.98,0.26
29039,Casabermeja,3.813,2.285,0.06,0.91,0.63,0.0,0.86,0.58,0.5,0.98,0.9,0.0
29040,Casarabonela,2.524,1.457,0.07,0.05,0.82,0.0,0.98,0.85,0.81,0.99,0.15,0.0
29041,Casares,7.700,7.752,0.06,0.98,0.84,0.0,0.97,0.85,0.79,1.0,0.94,0.11
29042,Coín,24.309,12.504,0.05,0.97,0.7,0.0,1.0,0.69,0.57,1.0,0.97,0.0
29043,Colmenar,3.488,1.738,0.06,0.96,0.85,0.0,0.98,0.84,0.74,1.0,0.95,0.0
29044,Comares,1.320,808,0.02,0.99,0.47,0.0,0.96,0.46,0.46,1.0,0.77,0.0
29045,Cómpeta,3.814,2.188,0.14,0.92,0.79,0.0,0.94,0.82,0.82,0.99,0.82,0.0
29046,Cortes de la Frontera,2.986,2.139,0.1,0.98,0.74,0.0,1.0,0.73,0.73,1.0,0.99,0.0
29047,Cuevas Bajas,1.353,759,0.19,0.24,0.95,0.0,0.96,0.93,0.93,1.0,0.19,0.0
29048,Cuevas del Becerro,1.609,1.040,0.13,1.0,0.98,0.0,1.0,0.98,0.97,1.0,0.0,0.0
29049,Cuevas de San Marcos,3.632,2.006,0.09,0.99,0.94,0.0,1.0,0.95,0.95,1.0,0.99,0.0
29050,Cútar,590,494,0.22,0.9,0.68,0.0,0.97,0.41,0.37,0.99,0.65,0.0
29051,Estepona,74.493,49.630,0.06,1.0,0.97,0.0,1.0,0.98,0.97,1.0,0.97,0.31
29052,Faraján,270,244,0.0,0.81,0.83,0.0,0.95,0.82,0.82,1.0,0.07,0.0
29053,Frigiliana,3.282,3.046,0.02,0.84,0.66,0.0,1.0,0.58,0.51,1.0,0.84,0.0
29054,Fuengirola,83.226,49.891,0.07,1.0,0.99,0.0,1.0,1.0,0.99,1.0,1.0,0.9
29055,Fuente de Piedra,2.787,1.614,0.07,0.99,0.96,0.0,0.99,0.96,0.89,1.0,1.0,0.0
29056,Gaucín,1.608,1.394,0.05,0.87,0.8,0.0,0.98,0.8,0.8,0.98,0.91,0.0
29057,Genalguacil,393,594,0.0,0.91,0.63,0.0,0.96,0.64,0.65,0.99,0.98,0.0
29058,Guaro,2.302,1.596,0.16,0.93,0.69,0.0,0.99,0.68,0.55,1.0,0.09,0.0
29059,Humilladero,3.282,1.639,0.06,0.93,0.98,0.0,0.99,0.99,0.94,1.0,0.96,0.0
29060,Igualeja,729,521,0.14,0.87,0.94,0.0,0.98,0.94,0.94,1.0,0.91,0.0
29061,Istán,1.587,1.193,0.3,0.73,0.71,0.0,0.96,0.45,0.32,0.98,0.01,0.0
29062,Iznate,899,564,0.0,0.71,0.57,0.0,0.99,0.56,0.48,1.0,0.07,0.0
29063,Jimera de Líbar,403,481,0.0,0.78,0.0,0.0,0.95,0.9,0.89,1.0,0.78,0.0
29064,Jubrique,545,814,0.0,0.9,0.66,0.0,0.96,0.65,0.65,1.0,0.98,0.0
29065,Júzcar,247,180,0.0,0.98,0.88,0.0,0.96,0.87,0.86,0.99,0.06,0.0
29066,Macharaviaya,513,224,0.0,0.99,0.74,0.0,0.99,0.74,0.71,1.0,0.0,0.0
29067,Málaga,579.076,255.547,0.09,1.0,0.99,0.43,1.0,0.99,0.99,1.0,1.0,0.98
29068,Manilva,17.157,17.881,0.15,1.0,0.97,0.0,0.99,0.97,0.93,1.0,1.0,0.27
29069,Marbella,150.725,99.004,0.07,1.0,0.97,0.0,1.0,0.98,0.96,1.0,1.0,0.94
29070,Mijas,89.502,62.479,0.06,0.98,0.83,0.0,1.0,0.94,0.69,1.0,0.96,0.39
29071,Moclinejo,1.243,508,0.0,0.96,0.56,0.0,0.99,0.0,0.0,1.0,0.09,0.0
29072,Mollina,5.376,2.629,0.08,0.83,0.95,0.0,0.98,0.92,0.5,0.99,0.94,0.0
29073,Monda,2.844,1.961,0.15,0.98,0.64,0.0,0.97,0.65,0.35,1.0,0.08,0.0
29074,Montejaque,938,841,0.0,0.47,0.97,0.0,0.98,0.0,0.0,0.99,0.73,0.0
29075,Nerja,21.450,16.632,0.07,0.98,0.95,0.0,0.98,0.93,0.89,1.0,1.0,0.83
29076,Ojén,4.218,3.525,0.26,0.95,0.9,0.0,0.99,0.92,0.91,1.0,0.88,0.0
29077,Parauta,272,239,0.0,0.03,0.97,0.0,0.99,0.97,0.97,0.67,0.65,0.0
29079,Periana,3.234,2.265,0.05,0.89,0.73,0.0,0.98,0.68,0.63,1.0,0.94,0.0
29080,Pizarra,9.661,3.654,0.07,0.98,0.93,0.0,1.0,0.95,0.85,1.0,1.0,0.0
29081,Pujerra,274,212,0.0,1.0,0.93,0.0,0.99,0.93,0.93,1.0,1.0,0.0
29082,Rincón de la Victoria,50.569,27.133,0.13,1.0,0.99,0.0,1.0,0.94,0.91,1.0,0.94,0.27
29083,Riogordo,2.762,1.504,0.1,0.94,0.89,0.0,0.98,0.88,0.68,1.0,0.05,0.0
29084,Ronda,33.401,16.944,0.13,0.96,0.97,0.0,0.98,0.96,0.85,1.0,0.97,0.0
29085,Salares,175,219,0.09,0.23,0.91,0.0,0.99,0.91,0.9,1.0,0.01,0.0
29086,Sayalonga,1.641,907,0.21,0.53,0.63,0.0,0.92,0.63,0.63,0.98,0.6,0.0
29087,Sedella,598,687,0.1,0.81,0.64,0.0,0.97,0.63,0.64,1.0,0.74,0.0
29088,Sierra de Yeguas,3.393,1.741,0.06,0.94,1.0,0.0,0.99,0.99,1.0,1.0,1.0,0.0
29089,Teba,3.729,2.176,0.07,0.86,0.88,0.0,0.98,0.87,0.85,1.0,0.0,0.0
29090,Tolox,2.309,1.490,0.09,0.98,0.93,0.0,1.0,0.93,0.9,1.0,0.99,0.0
29091,Torrox,19.997,18.947,0.02,0.98,0.93,0.0,0.98,0.92,0.88,1.0,0.98,0.57
29092,Totalán,750,368,0.13,0.99,0.88,0.0,0.97,0.91,0.87,0.99,0.92,0.0
29093,Valle de Abdalajís,2.473,1.213,0.17,0.78,0.96,0.0,0.98,0.96,0.96,1.0,0.0,0.0
29094,Vélez-Málaga,83.899,48.445,0.09,0.99,0.95,0.33,0.99,0.92,0.88,1.0,0.98,0.7
29095,Villanueva de Algaidas,4.146,2.143,0.1,0.92,0.92,0.0,0.97,0.93,0.93,1.0,0.01,0.0
29096,Villanueva del Rosario,3.339,1.827,0.0,1.0,0.93,0.0,0.98,0.93,0.93,1.0,0.96,0.0
