cmun,municipality,province,autonomous_community,altitude,longitude,latitude,0-17,18-24,25-34,35-54,55+,male,female,total_population,n_industry,n_construction,n_info_communications,n_financial_insurance,n_real_estate,n_professional_technical,n_eduation_health_social,n_other,nearest_airport,closest_distance_airport,nearest_train_station,closest_distance_train,closest_distance_hospital,nearest_hospital,closest_distance_school,nearest_school,koppen_climate,description,number_of_houses,vdsl_30mbps,fixed_wireless,ftth,hfc,reception_30mbps,reception_100mbps,reception_1gbps,4g,5g,"5g_3,5ghz",count_of_stations,suburban_train
3017,"Alqueria d'Asnar, l'",Alicante,Valencia,358.3362,-0.4256638,38.77235,75,45,53,183,161,253,264,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,55.32564225113243,Cocentaina,3.974611223150707,8.234015730706883,Hospital Virgen De Los Lirios,0.9665096395345562,Montcabrer,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",294.0,0.0,1.0,0.85,0.0,1.0,0.85,0.78,1.0,1.0,0.0,,
3018,Altea,Alicante,Valencia,21.23566,-0.0491708,38.60032,3673,1775,2461,7212,9228,11898,12451,24349,74.0,366.0,37.0,46.0,258.0,450.0,168.0,221.0,Aeropuerto de Alicante - Elche,56.86548598356079,Cocentaina,37.97252584224724,8.070681307932118,Hospital Imed Levante,0.0993909915920803,D'Altea,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",16471.0,0.07,0.94,0.94,0.0,0.96,0.92,0.91,1.0,0.95,0.02,5.0,0.0
3019,Aspe,Alicante,Valencia,230.3877,-0.7694142,38.34857,4200,1661,2327,6822,6890,11013,10887,21900,184.0,178.0,23.0,25.0,75.0,159.0,105.0,129.0,Aeropuerto de Alicante - Elche,19.320049322734903,Novelda-Aspe,6.544939925640278,11.35423663906642,Hospital Universitario Vinalopo,0.2154055426720976,Virgen De Las Nieves,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures.",9073.0,0.08,0.99,0.94,0.0,0.99,0.93,0.18,1.0,0.94,0.0,,
3020,Balones,Alicante,Valencia,663.7676,-0.3420584,38.73683,8,11,15,29,69,67,65,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,53.65573320428729,Cocentaina,9.1396010005647,11.312615877065005,Hospital Virgen De Los Lirios,5.166660509321639,L'Encantada,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",127.0,0.0,0.7,0.86,0.0,0.86,0.86,0.78,1.0,0.28,0.0,,
3021,Banyeres de Mariola,Alicante,Valencia,825.7204,-0.6558753,38.71685,1218,581,804,2073,2614,3715,3575,7290,135.0,52.0,7.0,20.0,15.0,48.0,30.0,46.0,Aeropuerto de Alicante - Elche,48.52221374218174,Ontinyent,11.280175124428323,12.350667855408233,Hospital General De Ontinyent,0.0867779765364371,Fundación Ribera,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",4392.0,0.09,0.99,0.87,0.0,0.94,0.84,0.67,1.0,1.0,0.0,,
3022,Benasau,Alicante,Valencia,695.5562,-0.3437617,38.69114,19,8,9,45,90,81,90,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,48.90120171473946,Cocentaina,10.535415971550607,10.719430172787623,Hospital Virgen De Los Lirios,4.017991369838472,Virgen De Los Dolores,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",178.0,0.0,0.99,0.74,0.0,0.75,0.75,0.71,1.0,0.88,0.0,,
3023,Beneixama,Alicante,Valencia,595.4329,-0.7661394,38.69995,267,93,173,481,680,837,857,1694,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,49.256974881855314,Villena,11.631183267873006,19.47204096001936,Hospital General De Ontinyent,0.3086442021823706,Divina Aurora,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",1334.0,0.06,0.96,0.87,0.0,1.0,0.83,0.47,1.0,1.0,0.0,,
3024,Benejúzar,Alicante,Valencia,25.65035,-0.8384452,38.07839,1038,462,665,1651,1903,2859,2860,5719,36.0,72.0,0.0,0.0,12.0,33.0,14.0,30.0,Aeropuerto de Alicante - Elche,33.33315689436483,Elx Alta Velocidad,19.69402413150106,1.7423807262845457,Hospital Vega Baja De Orihuela,0.2554923324304767,Municipal,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,2629.0,0.15,0.57,0.97,0.0,1.0,0.93,0.0,1.0,1.0,0.0,,
3025,Benferri,Alicante,Valencia,54.47756,-0.9632033,38.14063,409,139,211,669,626,1050,1004,2054,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,38.54906051003494,Elx Alta Velocidad,20.90244771663089,11.210235480072203,Hospital Vega Baja De Orihuela,0.4941576875020259,Argentina,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,1110.0,0.0,0.21,0.73,0.0,1.0,0.47,0.45,1.0,0.89,0.0,,
3026,Beniarbeig,Alicante,Valencia,46.27847,-0.0020653,38.82312,410,173,240,757,865,1232,1213,2445,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,77.14251599267295,Cocentaina,39.73404335308368,0.5392266379075773,Centro Médico Acuario,0.1001487238838024, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",1383.0,0.15,1.0,0.87,0.0,0.97,0.89,0.87,1.0,1.0,0.0,,
3027,Beniardà,Alicante,Valencia,469.4673,-0.2160712,38.68372,26,16,20,73,107,125,117,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,183.0,0.0,1.0,0.97,0.0,0.98,0.98,0.97,1.0,0.99,0.0,,
3028,Beniarrés,Alicante,Valencia,391.1873,-0.3782794,38.81952,97,76,113,264,546,563,533,1096,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,61.400866690139736,Cocentaina,10.595583517688857,14.797944919151869,Hospital Virgen De Los Lirios,0.0965287486564226,Municipal,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",743.0,0.2,0.67,0.97,0.0,0.99,0.96,0.0,1.0,0.94,0.0,,
3029,Benigembla,Alicante,Valencia,310.3394,-0.1102239,38.75606,50,26,35,124,334,284,285,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,65.46911652030995,Cocentaina,29.33168458117732,12.523657205518326,Centro Médico Acuario,0.2702684786801553,La Penya Blanca,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",366.0,0.0,0.81,0.77,0.0,0.89,0.77,0.78,1.0,0.16,0.0,,
3030,Benidoleig,Alicante,Valencia,102.7022,-0.0281963,38.79387,133,70,105,318,616,623,619,1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,73.19409695967052,Cocentaina,36.878623428166456,4.494479425437536,Centro Médico Acuario,0.2071362742631564,El Seguili,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",911.0,0.08,1.0,0.77,0.0,1.0,0.0,0.74,1.0,0.78,0.0,,
3031,Benidorm,Alicante,Valencia,21.19977,-0.1290771,38.53704,10914,5017,8699,22419,27524,37042,37531,74573,72.0,467.0,78.0,81.0,597.0,769.0,293.0,594.0,Aeropuerto de Alicante - Elche,47.076759244382,Alcoi,35.34654213151516,0.6496817144409306,Hospital Clínica Benidorm,0.1199733535805446,Nuestra Señora De Los Dolores,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,61182.0,0.03,1.0,0.97,0.0,0.98,0.97,0.94,1.0,1.0,0.98,5.0,0.0
3032,Benifallim,Alicante,Valencia,730.8427,-0.4003207,38.66279,11,8,7,36,54,64,52,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,44.19725189104303,Alcoi,7.995858829526674,7.3777436587482095,Hospital Virgen De Los Lirios,4.424159810775214,Virgen De Los Dolores,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",139.0,0.0,0.01,0.84,0.0,0.85,0.85,0.81,1.0,0.61,0.0,,
3033,Benifato,Alicante,Valencia,654.8287,-0.2300378,38.67406,10,8,15,32,79,81,63,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,51.991594188033325,Cocentaina,20.275347119838845,16.215167430374063,Hospital Marina Baixa De La Vila Joiosa,0.0782101483127861, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",179.0,0.0,0.95,0.55,0.0,0.55,0.55,0.46,1.0,0.07,0.0,,
3034,Benijófar,Alicante,Valencia,35.03075,-0.73795,38.07811,454,192,303,784,1788,1719,1802,3521,14.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,27.66984089267786,Elx Alta Velocidad,18.82079520481778,10.105553475728271,Hospìtal Quironsalud Torrevieja,0.1991513804179705,Municipal Las Cinco Cuevas,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,2479.0,0.0,0.83,1.0,0.0,1.0,1.0,0.57,1.0,0.98,0.0,,
3035,Benilloba,Alicante,Valencia,535.0692,-0.3904273,38.70023,71,47,69,181,381,398,351,749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,48.41171663182155,Cocentaina,6.667133180169171,6.568922004891904,Hospital Virgen De Los Lirios,0.2493868350405292,Virgen De Los Dolores,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",588.0,0.46,1.0,0.88,0.0,1.0,0.88,0.84,1.0,1.0,0.0,,
3036,Benillup,Alicante,Valencia,561.1097,-0.3789057,38.75348,17,5,9,34,45,58,52,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,54.34737830369787,Cocentaina,6.092373124537644,9.260371856944015,Hospital Virgen De Los Lirios,4.486852157714308,L'Encantada,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",71.0,0.0,0.65,0.65,0.0,0.66,0.66,0.56,1.0,0.18,0.0,,
3037,Benimantell,Alicante,Valencia,562.9584,-0.207443,38.67443,74,22,58,156,232,275,267,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,53.15287654621618,Cocentaina,22.103038107158785,16.038488989808823,Hospital Marina Baixa De La Vila Joiosa,0.4036083966939949,Benimantell,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",467.0,0.0,0.84,0.72,0.0,0.87,0.74,0.67,0.99,0.89,0.0,,
3038,Benimarfull,Alicante,Valencia,427.3933,-0.3934855,38.7751,46,26,40,120,214,236,210,446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,56.29592590082394,Cocentaina,6.021855871189666,9.987176682484272,Hospital Virgen De Los Lirios,3.4279738439509337,Serra Mariola,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",365.0,0.0,1.0,0.81,0.0,1.0,0.81,0.78,1.0,1.0,0.0,,
3039,Benimassot,Alicante,Valencia,729.0436,-0.2923697,38.74907,4,5,12,20,55,52,44,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,56.59337712872704,Cocentaina,13.480434428852586,15.84096884146651,Hospital Virgen De Los Lirios,5.890926739356444,L'Encantada,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",100.0,0.0,1.0,0.97,0.0,0.97,0.97,0.97,1.0,0.05,0.0,,
3040,Benimeli,Alicante,Valencia,95.25533,-0.0417273,38.82294,64,20,19,105,247,202,253,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,74.98172719890674,Cocentaina,36.38402488706319,3.843142167029858,Centro Médico Acuario,0.0206390468237274,Vicente Perelló,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",300.0,0.0,0.9,0.72,0.0,0.98,0.74,0.65,1.0,0.84,0.0,,
3041,Benissa,Alicante,Valencia,253.765,0.0533722,38.71623,1886,832,1154,3490,5033,6117,6278,12395,51.0,292.0,15.0,24.0,121.0,269.0,58.0,116.0,Aeropuerto de Alicante - Elche,71.94998032002813,Cocentaina,43.60074043022996,13.0307620314819,Centro Médico Acuario,0.0887210902377328,La Purísima,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",9683.0,0.1,0.98,0.83,0.0,0.89,0.78,0.74,1.0,0.99,0.0,2.0,0.0
3043,Biar,Alicante,Valencia,703.2366,-0.7654974,38.6297,591,255,341,1044,1403,1776,1858,3634,58.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,42.05237952446531,Villena,8.899590930613156,15.522206075266558,Hospital General Universitario De Elda-Virgen De La Salud,0.1568458120048733,Municipal De Biar,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",2328.0,0.01,0.71,0.98,0.0,1.0,0.98,0.84,1.0,0.17,0.0,,
3044,Bigastro,Alicante,Valencia,29.8936,-0.8955043,38.06304,1461,576,928,2316,2135,3738,3678,7416,41.0,158.0,5.0,9.0,31.0,67.0,30.0,42.0,Aeropuerto de Murcia - San Javier,32.91695293729503,Elx Alta Velocidad,23.304028420194,4.593824373600358,Hospital Vega Baja De Orihuela,0.1727165205958728,De La Unión Musical,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,3302.0,0.22,1.0,0.99,0.0,1.0,0.95,0.91,1.0,0.7,0.0,,
3045,Bolulla,Alicante,Valencia,220.4359,-0.1117929,38.67622,44,35,36,140,225,247,233,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,58.56962863671618,Cocentaina,30.02780958282165,14.863927568328878,Hospital Imed Levante,0.1521772892220282,Penya L'Or,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",227.0,0.0,1.0,0.97,0.0,0.99,0.97,0.97,0.98,0.02,0.0,,
3046,Busot,Alicante,Valencia,331.5273,-0.4172711,38.48483,518,243,304,1055,1479,1793,1806,3599,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,25.51210610639077,Alcoi,25.3630618238746,8.799317223914414,Hospital Universitario San Juan De Alicante,0.0960269471443458,Municipal,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,2305.0,0.03,0.97,0.74,0.0,0.06,0.0,0.0,1.0,0.99,0.0,,
3048,Callosa d'en Sarrià,Alicante,Valencia,254.6619,-0.1225342,38.65133,1369,619,891,2558,2632,4207,3862,8069,29.0,135.0,8.0,15.0,29.0,77.0,33.0,43.0,Aeropuerto de Alicante - Elche,55.91148800999101,Cocentaina,29.92526574926866,12.06870637011716,Hospital Clínica Benidorm,0.0840863702947736,Municipal Centre Nou,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",3501.0,0.14,0.72,0.94,0.0,0.96,0.92,0.89,1.0,0.85,0.0,,
3049,Callosa de Segura,Alicante,Valencia,22.56134,-0.8784829,38.12413,4321,1562,2241,5922,5538,10013,9571,19584,101.0,113.0,10.0,14.0,56.0,123.0,69.0,99.0,Aeropuerto de Alicante - Elche,32.92415801251719,Elx Alta Velocidad,16.776492098011836,4.531184072502697,Hospital Vega Baja De Orihuela,0.0003421602755497,Primo De Rivera,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,9155.0,0.06,0.95,0.98,0.66,0.99,0.71,0.73,1.0,0.98,0.0,2.0,1.0
3050,"Campello, el",Alicante,Valencia,25.46509,-0.3978871,38.42892,4964,2228,2860,9318,11389,14939,15820,30759,51.0,243.0,69.0,50.0,175.0,440.0,256.0,231.0,Aeropuerto de Alicante - Elche,21.48136349864963,Alcoi,31.77799709561504,3.824941975909265,Hospital Universitario San Juan De Alicante,0.0126569258139829, ,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,26647.0,0.02,1.0,0.99,0.26,0.99,0.97,0.97,1.0,1.0,0.26,9.0,0.0
3052,Cañada,Alicante,Valencia,561.0671,-0.8098581,38.67524,210,91,127,354,445,612,615,1227,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,48.28288116171056,Villena,6.968403303189327,20.17421080258824,Hospital General Universitario De Elda-Virgen De La Salud,0.0730330671600971, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",737.0,0.25,0.75,0.79,0.0,0.99,0.77,0.74,1.0,0.99,0.0,,
3053,Castalla,Alicante,Valencia,685.3792,-0.6722506,38.59519,1939,762,1370,3554,3973,5874,5724,11598,156.0,113.0,14.0,16.0,40.0,124.0,62.0,84.0,Aeropuerto de Alicante - Elche,35.63272021531988,Sax,13.58009881720232,16.22519034637318,Hospital General Universitario De Elda-Virgen De La Salud,0.1716435713333539,María Asunta,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",7883.0,0.07,0.98,0.75,0.0,0.99,0.75,0.55,1.0,0.98,0.0,,
3054,Castell de Castells,Alicante,Valencia,425.5766,-0.1748384,38.75242,42,18,42,107,241,235,215,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,61.892390942166266,Cocentaina,23.701337252952648,17.452840158968094,Centro Médico Acuario,3.416199036281538, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",534.0,0.0,0.54,0.72,0.0,0.73,0.73,0.67,0.78,0.0,0.0,,
3055,Catral,Alicante,Valencia,11.0,-0.8014995,38.16095,1750,743,936,2758,3306,4744,4749,9493,65.0,82.0,11.0,6.0,34.0,75.0,38.0,58.0,Aeropuerto de Alicante - Elche,25.040287688511032,Elx Alta Velocidad,9.975143666320273,9.291872462255688,Hospital Vega Baja De Orihuela,0.1569350380670478,Azorín,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,4570.0,0.0,0.95,0.97,0.0,0.83,0.72,0.56,1.0,1.0,0.04,,
3056,Cocentaina,Alicante,Valencia,446.2317,-0.4384323,38.74228,1882,788,1120,3184,4413,5743,5644,11387,141.0,98.0,8.0,22.0,53.0,126.0,58.0,80.0,Aeropuerto de Alicante - Elche,51.82723150938285,Cocentaina,0.770301756193963,4.756961131950876,Hospital Virgen De Los Lirios,0.0794876246643723,San Juan Bosco,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",6872.0,0.05,0.99,0.81,0.58,0.9,0.81,0.74,1.0,1.0,0.0,1.0,0.0
3057,Confrides,Alicante,Valencia,789.8048,-0.2685593,38.68329,35,13,24,84,145,164,137,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,51.070435605638295,Cocentaina,16.783058687473844,17.319901172711614,Hospital Virgen De Los Lirios,0.1131158251506569, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",454.0,0.0,0.8,0.62,0.0,0.62,0.62,0.55,0.96,0.05,0.0,,
3058,Cox,Alicante,Valencia,20.62896,-0.8870501,38.1416,1564,575,883,2413,2173,3832,3776,7608,51.0,68.0,4.0,6.0,31.0,74.0,28.0,43.0,Aeropuerto de Alicante - Elche,32.55681391403041,Elx Alta Velocidad,15.748461353948525,6.599483733912425,Hospital Vega Baja De Orihuela,0.0267963569697534,Municipal De Cox,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,3664.0,0.03,0.97,0.96,0.0,1.0,0.99,0.0,1.0,0.98,0.0,,
3059,Crevillent,Alicante,Valencia,120.1649,-0.803492,38.24703,5944,2363,3353,9128,9642,15394,15036,30430,354.0,203.0,22.0,44.0,104.0,182.0,99.0,144.0,Aeropuerto de Alicante - Elche,21.452534042688164,Elx Alta Velocidad,3.312849489852209,7.713063828831185,Hospital Universitario Vinalopo,0.2472366084495216,Julio Quesada - Pilar Ruiz,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,14856.0,0.11,0.92,0.95,0.0,0.98,0.75,0.0,0.99,0.96,0.03,1.0,1.0
3060,Quatretondeta,Alicante,Valencia,622.546,-0.3159135,38.72365,9,6,13,34,71,73,60,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,53.17787926923415,Cocentaina,11.559806209184256,13.187407956131745,Hospital Virgen De Los Lirios,5.982799810515931, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",141.0,0.0,1.0,0.92,0.0,0.94,0.94,0.88,1.0,0.0,0.0,,
3061,Daya Nueva,Alicante,Valencia,8.224919,-0.7592378,38.11316,280,130,174,490,781,900,955,1855,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,25.72462046549281,Elx Alta Velocidad,14.783686652642809,8.756247078060017,Hospital Vega Baja De Orihuela,0.0448206244515329,La Inmaculada,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,1417.0,0.0,1.0,0.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
3062,Daya Vieja,Alicante,Valencia,6.833565,-0.7387287,38.10484,52,35,55,135,383,333,327,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,25.290565945217075,Elx Alta Velocidad,15.87287487624531,10.273386289909793,Hospital Vega Baja De Orihuela,1.89958495025564,Del Ies La Encantá En San Fulgencio,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,564.0,0.0,0.33,1.0,0.0,0.89,0.74,0.0,1.0,1.0,0.0,,
3063,Dénia,Alicante,Valencia,11.78009,0.1085751,38.84043,7338,3588,5106,14134,17000,22965,24201,47166,158.0,686.0,91.0,94.0,479.0,1.01,396.0,415.0,Aeropuerto de Alicante - Elche,84.96899216575765,La Pobla Del Duc,48.79229444506727,1.360734617582554,Hospital San Carlos De Denia Grupo Hla,0.1259212704735356,San Juan Bautista,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",45593.0,0.04,0.97,0.97,0.0,0.93,0.86,0.66,1.0,0.98,0.55,5.0,0.0
3064,Dolores,Alicante,Valencia,9.227216,-0.7692993,38.14058,1579,602,971,2281,2652,4058,4027,8085,58.0,86.0,0.0,0.0,36.0,63.0,26.0,55.0,Aeropuerto de Alicante - Elche,24.191991321939906,Elx Alta Velocidad,11.733716607977096,9.428224120660856,Hospital Vega Baja De Orihuela,0.1855935649970914,Tu Casita,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,3654.0,0.05,0.99,0.95,0.0,0.96,0.93,0.0,1.0,0.99,0.02,,
3066,Elda,Alicante,Valencia,413.189,-0.7904639,38.47803,9021,3851,5850,15476,19727,26357,27568,53925,428.0,329.0,30.0,84.0,279.0,543.0,252.0,382.0,Aeropuerto de Alicante - Elche,29.137398200323904,Elda-Petrer,1.1995220443799384,2.188746246647319,Hospital General Universitario De Elda-Virgen De La Salud,0.3144389872462799,Susana García,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures.",24879.0,0.1,1.0,0.99,0.79,1.0,0.99,0.81,1.0,1.0,0.45,1.0,0.0
3068,Famorca,Alicante,Valencia,691.6473,-0.2463927,38.73206,0,1,5,5,33,24,20,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,56.72696308672497,Cocentaina,17.47398773348325,19.304400695344448,Hospital Virgen De Los Lirios,4.573921843666866,Serrella,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",79.0,0.0,0.49,0.99,0.0,0.99,0.99,0.99,1.0,0.0,0.0,,
3069,Finestrat,Alicante,Valencia,261.4681,-0.2107335,38.56909,1788,524,1010,3356,2711,4792,4597,9389,27.0,97.0,22.0,9.0,75.0,147.0,50.0,86.0,Aeropuerto de Alicante - Elche,44.008426982870326,Alcoi,27.451279584260657,4.459012916632758,Hospital Marina Baixa De La Vila Joiosa,0.1888123294006266,Puig Campana,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,6737.0,0.02,0.94,0.79,0.0,0.64,0.62,0.53,1.0,0.9,0.6,,
3070,Formentera del Segura,Alicante,Valencia,10.79573,-0.7453506,38.08562,821,342,479,1320,1786,2413,2335,4748,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,27.351561541656817,Elx Alta Velocidad,17.918479181164745,9.530867296413795,Hospital Vega Baja De Orihuela,0.0611003164235373,Juan Carlos I,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,3669.0,0.06,0.94,0.98,0.0,0.97,0.93,0.62,1.0,1.0,0.0,,
3071,Gata de Gorgos,Alicante,Valencia,85.46293,0.0812124,38.77425,1051,533,762,1942,2406,3435,3259,6694,38.0,118.0,8.0,11.0,22.0,97.0,26.0,41.0,Aeropuerto de Alicante - Elche,78.0921199876057,Cocentaina,46.06899103452307,6.92486183497787,Hospital De Denia,0.1692316240999572,Municipal,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",3782.0,0.1,0.99,0.7,0.0,0.88,0.81,0.0,1.0,0.99,0.0,1.0,0.0
3072,Gaianes,Alicante,Valencia,414.3354,-0.4103162,38.81155,93,23,42,164,240,281,281,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,59.8642874839483,Cocentaina,8.487748638657095,12.756958217214445,Hospital Virgen De Los Lirios,2.836331514728624,Municipal,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",441.0,0.0,1.0,0.67,0.0,1.0,0.5,0.0,1.0,0.99,0.0,,
3073,Gorga,Alicante,Valencia,555.8732,-0.3560984,38.72056,34,7,41,76,130,150,138,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,51.53308262964993,Cocentaina,8.21982386680919,9.684047685833209,Hospital Virgen De Los Lirios,3.494036038334894,Virgen De Los Dolores,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",206.0,0.0,0.91,0.73,0.0,1.0,0.75,0.69,1.0,1.0,0.0,,
3074,Granja de Rocamora,Alicante,Valencia,18.04087,-0.8909073,38.15253,551,193,291,983,705,1409,1314,2723,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,32.275631030674255,Elx Alta Velocidad,15.11894090793921,7.841073741286172,Hospital Vega Baja De Orihuela,0.1409538901991349,Societat Nueva Unión Musical,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.,1002.0,0.0,1.0,0.6,0.0,1.0,0.93,0.0,1.0,1.0,0.0,,
3075,"Castell de Guadalest, el",Alicante,Valencia,555.7478,-0.198618,38.67644,30,16,33,74,123,132,144,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aeropuerto de Alicante - Elche,53.78587059718238,Cocentaina,22.757084133647844,16.105700763548114,Hospital Clínica Benidorm,0.0708223832068855, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",279.0,0.0,0.86,0.52,0.0,0.41,0.41,0.5,1.0,0.96,0.0,,
