0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,1.0,0.0,0.0,0.11197966627553102,-0.23131746196086322,0.03741510256101983,0.7710705788925067,0.6620730653452114,0.7710705788925067,0.6620730653452114,-1.063922772691635,1.1559451378461676,-0.2838335806497261
0.0,0.0,0.0,0.0,1.0,0.5319176860322055,-0.1960547400675296,-0.0486986263329159,0.08468300997948568,0.6620730653452114,0.08468300997948568,0.6620730653452114,1.7947414068050207,1.1559451378461676,1.9582750465781402
0.0,0.0,1.0,0.0,0.0,-0.1373585329549943,-0.31163810627345645,-0.20621670670708592,-0.25851077447702486,0.6620730653452114,-0.25851077447702486,0.6620730653452114,0.524223993695396,1.1559451378461676,0.9617823233657552
0.0,0.0,1.0,0.0,0.0,0.18743727920055853,-0.31163810627345645,-0.01414761214721778,0.08468300997948568,0.6620730653452114,0.08468300997948568,0.6620730653452114,-1.063922772691635,1.1559451378461676,-0.2838335806497261
0.0,0.0,1.0,0.0,0.0,0.848511583739386,0.37892353080432667,0.4753999343748879,2.1438457167185487,0.6620730653452114,2.1438457167185487,0.6620730653452114,-1.063922772691635,3.2479235644871434,0.7126591425626589
0.0,0.0,0.0,0.0,1.0,-1.2282131545885433,-0.1872390595941962,-0.0997923278263917,1.4574581478055275,0.6620730653452114,1.4574581478055275,0.6620730653452114,-0.4286640661368226,0.10995592452567965,-0.2838335806497261
0.0,0.0,0.0,0.0,1.0,-1.3955322093353433,-0.2332765020660484,-0.16430097512139985,-0.6017045589335354,0.6620730653452114,-0.6017045589335354,0.6620730653452114,-1.063922772691635,0.10995592452567965,-0.7820799422559186
0.0,0.0,1.0,0.0,0.0,-1.6842395979180573,-0.31163810627345645,-0.37736296030303706,0.08468300997948568,-1.3419759826936584,0.08468300997948568,-1.3419759826936584,-1.063922772691635,1.1559451378461676,-0.2838335806497261
0.0,0.0,0.0,0.0,1.0,0.8813192415328761,1.0724237280398874,1.0334273346182263,0.08468300997948568,0.6620730653452114,0.08468300997948568,0.6620730653452114,1.7947414068050207,2.2019343511666554,2.456521408184333
0.0,0.0,1.0,0.0,0.0,0.4498985415484803,-0.033454411337158006,-0.0588330560194667,0.7710705788925067,0.6620730653452114,0.7710705788925067,0.6620730653452114,0.524223993695396,2.2019343511666554,1.4600286849719477
0.0,0.0,1.0,0.0,0.0,0.8747577099741781,0.9911235636747018,0.7479271675905048,2.1438457167185487,0.6620730653452114,2.1438457167185487,0.6620730653452114,-0.11103471285941643,1.1559451378461676,0.46353596175956274
