cmun,municipality,municipality_1,municipality_2,province,autonomous_community,latitude,longitude,altitude
38046,Tegueste,tegueste,,Santa Cruz de Tenerife,Canarias,28.52328,-16.33353,412.2942
38047,Tijarafe,tijarafe,,Santa Cruz de Tenerife,Canarias,28.7,-17.95,615.9692
38048,Valverde,valverde,,Santa Cruz de Tenerife,Canarias,27.8089,-17.91566,588.4797
38049,Valle Gran Rey,vallegranrey,,Santa Cruz de Tenerife,Canarias,28.12357,-17.32575,607.2831
38050,Vallehermoso,vallehermoso,,Santa Cruz de Tenerife,Canarias,28.17902,-17.26406,181.5817
38051,"Victoria de Acentejo, La",victoriadeacentejola,,Santa Cruz de Tenerife,Canarias,28.43531,-16.46762,387.9303
38053,Villa de Mazo,villademazo,,Santa Cruz de Tenerife,Canarias,28.58121,-17.79915,965.7053
38901,"Pinar de El Hierro, El",pinardeelhierroel,,Santa Cruz de Tenerife,Canarias,27.7255,-18.0243,1330.287
39001,Alfoz de Lloredo,alfozdelloredo,,Cantabria,Cantabria,43.36666,-4.166667,191.1736
39002,Ampuero,ampuero,,Cantabria,Cantabria,43.34346,-3.41566,14.41542
39003,Anievas,anievas,,Cantabria,Cantabria,43.2,-4.0,307.6791
39004,Arenas de Iguña,arenasdeiguna,,Cantabria,Cantabria,43.18615,-4.050034,175.7548
39005,Argoños,argonos,,Cantabria,Cantabria,43.45803,-3.485922,7.686848
39006,Arnuero,arnuero,,Cantabria,Cantabria,43.47295,-3.562917,58.03693
39007,Arredondo,arredondo,,Cantabria,Cantabria,43.27427,-3.601528,162.1712
39008,"Astillero, El",astilleroel,,Cantabria,Cantabria,43.40158,-3.818161,15.58059
39009,Bárcena de Cicero,barcenadecicero,,Cantabria,Cantabria,43.41996,-3.505684,8.115047
39010,Bárcena de Pie de Concha,barcenadepiedeconcha,,Cantabria,Cantabria,43.12004,-4.046467,341.4135
39011,Bareyo,bareyo,,Cantabria,Cantabria,43.47031,-3.596607,74.22401
39012,Cabezón de la Sal,cabezondelasal,,Cantabria,Cantabria,43.3074,-4.232392,126.715
39013,Cabezón de Liébana,cabezondeliebana,,Cantabria,Cantabria,43.13258,-4.576035,368.491
39014,Cabuérniga,cabuerniga,,Cantabria,Cantabria,43.20371,-4.30376,279.0297
39015,Camaleño,camaleno,,Cantabria,Cantabria,43.15001,-4.693898,442.6653
39016,Camargo,camargo,,Cantabria,Cantabria,43.40667,-3.883333,27.12142
39017,Campoo de Yuso,campoodeyuso,,Cantabria,Cantabria,43.01667,-4.0,854.9267
39018,Cartes,cartes,,Cantabria,Cantabria,43.32322,-4.069758,34.01722
39019,Castañeda,castaneda,,Cantabria,Cantabria,43.31572,-3.95332,51.33138
39020,Castro-Urdiales,castrourdiales,,Cantabria,Cantabria,43.38277,-3.21957,13.48153
39022,Cillorigo de Liébana,cillorigodeliebana,,Cantabria,Cantabria,43.16667,-4.583333,491.4029
39023,Colindres,colindres,,Cantabria,Cantabria,43.39538,-3.449363,7.550448
39024,Comillas,comillas,,Cantabria,Cantabria,43.38564,-4.291507,24.99873
39025,"Corrales de Buelna, Los",corralesdebuelnalos,,Cantabria,Cantabria,43.25957,-4.068241,92.81157
39026,Corvera de Toranzo,corveradetoranzo,,Cantabria,Cantabria,43.2129,-3.957237,317.1393
39027,Campoo de Enmedio,campoodeenmedio,,Cantabria,Cantabria,42.96667,-4.15,878.4844
39028,Entrambasaguas,entrambasaguas,,Cantabria,Cantabria,43.37997,-3.6846,44.69009
39029,Escalante,escalante,,Cantabria,Cantabria,43.43679,-3.514102,8.192403
39030,Guriezo,guriezo,,Cantabria,Cantabria,43.35442,-3.325467,13.48724
39031,Hazas de Cesto,hazasdecesto,,Cantabria,Cantabria,43.39733,-3.588164,66.35742
39032,Hermandad de Campoo de Suso,hermandaddecampoodesuso,,Cantabria,Cantabria,43.01667,-4.216667,912.019
39033,Herrerías,herrerias,,Cantabria,Cantabria,43.3088,-4.486163,193.9438
39034,Lamasón,lamason,,Cantabria,Cantabria,43.25,-4.466667,315.1235
39035,Laredo,laredo,,Cantabria,Cantabria,43.41148,-3.412477,13.43072
39036,Liendo,liendo,,Cantabria,Cantabria,43.39421,-3.382125,29.383
39037,Liérganes,lierganes,,Cantabria,Cantabria,43.34212,-3.742174,87.95516
39038,Limpias,limpias,,Cantabria,Cantabria,43.36872,-3.398698,305.4288
39039,Luena,luena,,Cantabria,Cantabria,43.09888,-3.896081,495.1068
39040,Marina de Cudeyo,marinadecudeyo,,Cantabria,Cantabria,43.41667,-3.75,16.28183
39041,Mazcuerras,mazcuerras,,Cantabria,Cantabria,43.29861,-4.206666,133.059
39042,Medio Cudeyo,mediocudeyo,,Cantabria,Cantabria,43.38139,-3.731667,37.2541
39043,Meruelo,meruelo,,Cantabria,Cantabria,43.45694,-3.573889,35.97668
39044,Miengo,miengo,,Cantabria,Cantabria,43.42711,-3.99526,14.39486
39045,Miera,miera,,Cantabria,Cantabria,43.27555,-3.711944,338.0346
39046,Molledo,molledo,,Cantabria,Cantabria,43.15285,-4.042275,248.2709
39047,Noja,noja,,Cantabria,Cantabria,43.47997,-3.52139,24.97051
39048,Penagos,penagos,,Cantabria,Cantabria,43.35154,-3.81413,129.0727
39049,Peñarrubia,penarrubia,,Cantabria,Cantabria,43.25583,-4.578611,475.7796
39050,Pesaguero,pesaguero,,Cantabria,Cantabria,43.07704,-4.538978,608.4185
39051,Pesquera,pesquera,,Cantabria,Cantabria,43.08223,-4.079455,614.1819
39052,Piélagos,pielagos,,Cantabria,Cantabria,43.38657,-3.957237,39.58884
39053,Polaciones,polaciones,,Cantabria,Cantabria,43.10194,-4.413055,887.2664
39054,Polanco,polanco,,Cantabria,Cantabria,43.385,-4.016194,52.85626
39055,Potes,potes,,Cantabria,Cantabria,43.15347,-4.6227,309.7742
39056,Puente Viesgo,puenteviesgo,,Cantabria,Cantabria,43.29906,-3.964917,70.55008
39057,Ramales de la Victoria,ramalesdelavictoria,,Cantabria,Cantabria,43.25792,-3.465148,86.5575
39058,Rasines,rasines,,Cantabria,Cantabria,43.30417,-3.428978,88.65132
39059,Reinosa,reinosa,,Cantabria,Cantabria,43.00071,-4.139154,853.8888
39060,Reocín,reocin,,Cantabria,Cantabria,43.34273,-4.095572,115.7464
39061,Ribamontán al Mar,ribamontanalmar,,Cantabria,Cantabria,43.45555,-3.67,29.16733
39062,Ribamontán al Monte,ribamontanalmonte,,Cantabria,Cantabria,43.40805,-3.661389,59.71571
39063,Rionansa,rionansa,,Cantabria,Cantabria,43.25472,-4.4025,210.4719
39064,Riotuerto,riotuerto,,Cantabria,Cantabria,43.34002,-3.664777,126.3817
39065,"Rozas de Valdearroyo, Las",rozasdevaldearroyolas,,Cantabria,Cantabria,42.97274,-4.028184,854.1373
39066,Ruente,ruente,,Cantabria,Cantabria,43.25963,-4.265683,189.9705
39067,Ruesga,ruesga,,Cantabria,Cantabria,43.2825,-3.56,149.2516
39068,Ruiloba,ruiloba,,Cantabria,Cantabria,43.38167,-4.250834,44.85384
39069,San Felices de Buelna,sanfelicesdebuelna,,Cantabria,Cantabria,43.27528,-4.048611,105.392
39070,San Miguel de Aguayo,sanmigueldeaguayo,,Cantabria,Cantabria,43.05291,-4.026556,839.2117
39071,San Pedro del Romeral,sanpedrodelromeral,,Cantabria,Cantabria,43.11516,-3.819026,755.9124
39072,San Roque de Riomiera,sanroquederiomiera,,Cantabria,Cantabria,43.23583,-3.700278,378.2011
39073,Santa Cruz de Bezana,santacruzdebezana,,Cantabria,Cantabria,43.44282,-3.904777,42.96122
39074,Santa María de Cayón,santamariadecayon,,Cantabria,Cantabria,43.31036,-3.854225,94.75117
39075,Santander,santander,,Cantabria,Cantabria,43.46096,-3.807934,4.1
39076,Santillana del Mar,santillanadelmar,,Cantabria,Cantabria,43.38897,-4.10918,84.16537
39077,Santiurde de Reinosa,santiurdedereinosa,,Cantabria,Cantabria,43.06131,-4.081068,647.917
39078,Santiurde de Toranzo,santiurdedetoranzo,,Cantabria,Cantabria,43.23869,-3.940012,122.0352
39079,Santoña,santona,,Cantabria,Cantabria,43.44215,-3.453193,8.660443
39080,San Vicente de la Barquera,sanvicentedelabarquera,,Cantabria,Cantabria,43.38593,-4.398091,3.441201
39081,Saro,saro,,Cantabria,Cantabria,43.26129,-3.829885,162.4471
39082,Selaya,selaya,,Cantabria,Cantabria,43.21114,-3.804945,242.945
39083,Soba,soba,,Cantabria,Cantabria,43.18806,-3.517222,320.8042
39084,Solórzano,solorzano,,Cantabria,Cantabria,43.37978,-3.586886,89.04234
39085,Suances,suances,,Cantabria,Cantabria,43.42658,-4.041966,90.53543
39086,"Tojos, Los",tojoslos,,Cantabria,Cantabria,43.15514,-4.253353,623.6432
39087,Torrelavega,torrelavega,,Cantabria,Cantabria,43.35146,-4.047017,24.9647
39088,Tresviso,tresviso,,Cantabria,Cantabria,43.25784,-4.666776,888.7922
39089,Tudanca,tudanca,,Cantabria,Cantabria,43.15389,-4.375278,420.3354
39090,Udías,udias,,Cantabria,Cantabria,43.33833,-4.246944,169.41
39091,Valdáliga,valdaliga,,Cantabria,Cantabria,43.32917,-4.349167,46.15511
39092,Valdeolea,valdeolea,,Cantabria,Cantabria,42.87778,-4.162222,930.1546
39093,Valdeprado del Río,valdepradodelrio,,Cantabria,Cantabria,42.87528,-4.092881,914.2877
39094,Valderredible,valderredible,,Cantabria,Cantabria,42.80722,-3.939167,725.1385
39095,Val de San Vicente,valdesanvicente,,Cantabria,Cantabria,43.3775,-4.483611,32.28376
39096,Vega de Liébana,vegadeliebana,,Cantabria,Cantabria,43.06046,-4.665703,1232.006
39097,Vega de Pas,vegadepas,,Cantabria,Cantabria,43.15893,-3.782012,357.8255
39098,Villacarriedo,villacarriedo,,Cantabria,Cantabria,43.23019,-3.805764,213.2215
39099,Villaescusa,villaescusa,,Cantabria,Cantabria,43.37305,-3.850833,22.27066
39100,Villafufre,villafufre,,Cantabria,Cantabria,43.26608,-3.89347,224.6329
39101,Valle de Villaverde,valledevillaverde,,Cantabria,Cantabria,43.24528,-3.260278,194.6136
39102,Voto,voto,,Cantabria,Cantabria,43.35583,-3.495556,30.99223
40001,Abades,abades,,Segovia,Castilla León,40.91547,-4.26913,972.9816
40002,Adrada de Pirón,adradadepiron,,Segovia,Castilla León,41.05235,-4.051525,1025.208
40003,Adrados,adrados,,Segovia,Castilla León,41.36835,-4.112879,885.7927
40004,Aguilafuente,aguilafuente,,Segovia,Castilla León,41.2284,-4.111938,890.7866
40005,Alconada de Maderuelo,alconadademaderuelo,,Segovia,Castilla León,41.45044,-3.486305,941.0287
40006,Aldealcorvo,aldealcorvo,,Segovia,Castilla León,41.24382,-3.792133,954.9659
40007,Aldealengua de Pedraza,aldealenguadepedraza,,Segovia,Castilla León,41.06966,-3.789361,1224.668
40008,Aldealengua de Santa María,aldealenguadesantamaria,,Segovia,Castilla León,41.46241,-3.467453,956.4097
40009,Aldeanueva de la Serrezuela,aldeanuevadelaserrezuela,,Segovia,Castilla León,41.4607,-3.780438,1133.43
40010,Aldeanueva del Codonal,aldeanuevadelcodonal,,Segovia,Castilla León,41.08217,-4.544615,860.4335
40012,Aldea Real,aldeareal,,Segovia,Castilla León,41.2576,-3.504531,1180.345
40013,Aldeasoña,aldeasona,,Segovia,Castilla León,41.47266,-4.055844,829.5284
40014,Aldehorno,aldehorno,,Segovia,Castilla León,41.51237,-3.779552,961.0057
40015,Aldehuela del Codonal,aldehueladelcodonal,,Segovia,Castilla León,41.05529,-4.53864,860.6868
40016,Aldeonte,aldeonte,,Segovia,Castilla León,41.35093,-3.677197,966.3133
40017,Anaya,anaya,,Segovia,Castilla León,40.99408,-4.308839,888.5967
40018,Añe,ane,,Segovia,Castilla León,41.03774,-4.296141,876.4594
40019,Arahuetes,arahuetes,,Segovia,Castilla León,41.13767,-3.856474,1094.234
40020,Arcones,arcones,,Segovia,Castilla León,41.11839,-3.724982,1151.102
40021,Arevalillo de Cega,arevalillodecega,,Segovia,Castilla León,41.16163,-3.890747,1042.221
40022,Armuña,armuna,,Segovia,Castilla León,41.07716,-4.319798,908.2159
40024,Ayllón,ayllon,,Segovia,Castilla León,41.41933,-3.373922,1000.703
40025,Barbolla,barbolla,,Segovia,Castilla León,41.32545,-3.672688,942.1429
40026,Basardilla,basardilla,,Segovia,Castilla León,41.02772,-4.025467,1094.927
40028,Bercial,bercial,,Segovia,Castilla León,40.90679,-4.436669,972.6617
40029,Bercimuel,bercimuel,,Segovia,Castilla León,41.39949,-3.570852,967.4302
40030,Bernardos,bernardos,,Segovia,Castilla León,41.12846,-4.350889,901.9694
40031,Bernuy de Porreros,bernuydeporreros,,Segovia,Castilla León,41.00056,-4.11646,1016.847
40032,Boceguillas,boceguillas,,Segovia,Castilla León,41.3368,-3.638126,962.1383
40033,Brieva,brieva,,Segovia,Castilla León,41.03432,-4.055102,1090.915
40034,Caballar,caballar,,Segovia,Castilla León,41.12088,-3.965202,1009.216
40035,Cabañas de Polendos,cabanasdepolendos,,Segovia,Castilla León,41.06725,-4.11025,940.3881
40036,Cabezuela,cabezuela,,Segovia,Castilla León,41.23514,-3.933327,950.7864
40037,Calabazas de Fuentidueña,calabazasdefuentiduena,,Segovia,Castilla León,41.44533,-4.010818,909.485
40039,Campo de San Pedro,campodesanpedro,,Segovia,Castilla León,41.43007,-3.545477,970.5167
40040,Cantalejo,cantalejo,,Segovia,Castilla León,41.25864,-3.9281,963.2977
40041,Cantimpalos,cantimpalos,,Segovia,Castilla León,41.0742,-4.158595,909.5023
40043,Carbonero el Mayor,carboneroelmayor,,Segovia,Castilla León,41.12254,-4.266704,922.6301
40044,Carrascal del Río,carrascaldelrio,,Segovia,Castilla León,41.36771,-3.897694,856.5717
40045,Casla,casla,,Segovia,Castilla León,41.16695,-3.654604,1077.447
40046,Castillejo de Mesleón,castillejodemesleon,,Segovia,Castilla León,41.27879,-3.602471,1015.715
40047,Castro de Fuentidueña,castrodefuentiduena,,Segovia,Castilla León,41.42073,-3.855835,1099.253
40048,Castrojimeno,castrojimeno,,Segovia,Castilla León,41.39748,-3.845113,1083.13
40049,Castroserna de Abajo,castrosernadeabajo,,Segovia,Castilla León,41.2083,-3.73432,986.5969
40051,Castroserracín,castroserracin,,Segovia,Castilla León,41.39333,-3.803175,1136.012
40052,Cedillo de la Torre,cedillodelatorre,,Segovia,Castilla León,41.42439,-3.605814,1021.628
40053,Cerezo de Abajo,cerezodeabajo,,Segovia,Castilla León,41.21747,-3.592461,1047.832
40054,Cerezo de Arriba,cerezodearriba,,Segovia,Castilla León,41.23959,-3.558474,1128.88
40055,Cilleruelo de San Mamés,cilleruelodesanmames,,Segovia,Castilla León,41.43126,-3.567094,986.2485
40056,Cobos de Fuentidueña,cobosdefuentiduena,,Segovia,Castilla León,41.38245,-3.927547,837.217
40057,Coca,coca,,Segovia,Castilla León,41.21833,-4.519117,783.8333
40058,Codorniz,codorniz,,Segovia,Castilla León,41.06709,-4.600601,889.9684
40059,Collado Hermoso,colladohermoso,,Segovia,Castilla León,41.03882,-3.919351,1220.754
40060,Condado de Castilnovo,condadodecastilnovo,,Segovia,Castilla León,41.24111,-3.7425,998.777
40061,Corral de Ayllón,corraldeayllon,,Segovia,Castilla León,41.39096,-3.459096,1027.357
40062,Cubillo,cubillo,,Segovia,Castilla León,41.12132,-3.908585,1066.817
40063,Cuéllar,cuellar,,Segovia,Castilla León,41.40251,-4.316654,873.2888
40065,Chañe,chane,,Segovia,Castilla León,41.3386,-4.428869,767.6998
40068,Domingo García,domingogarcia,,Segovia,Castilla León,41.11544,-4.379111,899.2606
40069,Donhierro,donhierro,,Segovia,Castilla León,41.11604,-4.696246,804.6583
40070,Duruelo,duruelo,,Segovia,Castilla León,41.23553,-3.649323,1012.408
40071,Encinas,encinas,,Segovia,Castilla León,41.37494,-3.667676,1009.99
40072,Encinillas,encinillas,,Segovia,Castilla León,41.01792,-4.158085,949.6232
40073,Escalona del Prado,escalonadelprado,,Segovia,Castilla León,41.16724,-4.122932,896.3405
40074,Escarabajosa de Cabezas,escarabajosadecabezas,,Segovia,Castilla León,41.10449,-4.194168,884.6951
40075,Escobar de Polendos,escobardepolendos,,Segovia,Castilla León,41.09098,-4.131123,905.3851
40076,"Espinar, El",espinarel,,Segovia,Castilla León,40.71771,-4.247441,1196.063
40077,Espirdo,espirdo,,Segovia,Castilla León,40.99775,-4.07347,1067.382
40078,Fresneda de Cuéllar,fresnedadecuellar,,Segovia,Castilla León,41.31833,-4.449654,766.7217
40079,Fresno de Cantespino,fresnodecantespino,,Segovia,Castilla León,41.36805,-3.498973,1037.505
40080,Fresno de la Fuente,fresnodelafuente,,Segovia,Castilla León,41.39546,-3.644677,1040.055
40081,Frumales,frumales,,Segovia,Castilla León,41.38335,-4.185407,820.0
40082,Fuente de Santa Cruz,fuentedesantacruz,,Segovia,Castilla León,41.20889,-4.634735,831.7021
40083,Fuente el Olmo de Fuentidueña,fuenteelolmodefuentiduena,,Segovia,Castilla León,41.38012,-4.000347,851.1677
40084,Fuente el Olmo de Íscar,fuenteelolmodeiscar,,Segovia,Castilla León,41.28065,-4.493434,775.7598
40086,Fuentepelayo,fuentepelayo,,Segovia,Castilla León,41.22156,-4.175273,869.318
40087,Fuentepiñel,fuentepinel,,Segovia,Castilla León,41.40004,-4.042584,891.1735
40088,Fuenterrebollo,fuenterrebollo,,Segovia,Castilla León,41.29678,-3.931216,929.0509
40089,Fuentesaúco de Fuentidueña,fuentesaucodefuentiduena,,Segovia,Castilla León,41.42471,-4.062368,897.0123
40091,Fuentesoto,fuentesoto,,Segovia,Castilla León,41.45682,-3.919893,942.894
40092,Fuentidueña,fuentiduena,,Segovia,Castilla León,41.44252,-3.980448,838.3236
40093,Gallegos,gallegos,,Segovia,Castilla León,41.07471,-3.786434,1234.033
40094,Garcillán,garcillan,,Segovia,Castilla León,40.97736,-4.26627,917.0
40095,Gomezserracín,gomezserracin,,Segovia,Castilla León,41.28854,-4.326694,805.0
40097,Grajera,grajera,,Segovia,Castilla León,41.37238,-3.613547,1012.895
40099,Honrubia de la Cuesta,honrubiadelacuesta,,Segovia,Castilla León,41.51078,-3.704775,993.7116
40100,Hontalbilla,hontalbilla,,Segovia,Castilla León,41.34526,-4.121495,893.8555
40101,Hontanares de Eresma,hontanaresdeeresma,,Segovia,Castilla León,40.98215,-4.203881,880.4162
40103,"Huertos, Los",huertoslos,,Segovia,Castilla León,41.0092,-4.219127,874.0368
40104,Ituero y Lama,itueroylama,,Segovia,Castilla León,40.8,-4.380133,1002.227
40105,Juarros de Riomoros,juarrosderiomoros,,Segovia,Castilla León,40.94553,-4.309361,916.307
40106,Juarros de Voltoya,juarrosdevoltoya,,Segovia,Castilla León,41.03076,-4.519494,853.621
40107,Labajos,labajos,,Segovia,Castilla León,40.84376,-4.518333,1063.336
40108,Laguna de Contreras,lagunadecontreras,,Segovia,Castilla León,41.49474,-4.028598,801.9667
40109,Languilla,languilla,,Segovia,Castilla León,41.4491,-3.424838,947.9021
40110,Lastras de Cuéllar,lastrasdecuellar,,Segovia,Castilla León,41.29728,-4.107011,902.9059
40111,Lastras del Pozo,lastrasdelpozo,,Segovia,Castilla León,40.87859,-4.345913,966.7155
40112,"Lastrilla, La",lastrillala,,Segovia,Castilla León,40.9687,-4.103292,1065.97
40113,"Losa, La",losala,,Segovia,Castilla León,40.85476,-4.16462,1083.328
40115,Maderuelo,maderuelo,,Segovia,Castilla León,41.48711,-3.521574,948.9968
40118,Marazuela,marazuela,,Segovia,Castilla León,40.97814,-4.365848,909.9414
40119,Martín Miguel,martinmiguel,,Segovia,Castilla León,40.95168,-4.273617,916.2261
40120,Martín Muñoz de la Dehesa,martinmunozdeladehesa,,Segovia,Castilla León,41.06539,-4.68732,835.0771
40121,Martín Muñoz de las Posadas,martinmunozdelasposadas,,Segovia,Castilla León,40.99466,-4.597004,895.8978
40122,Marugán,marugan,,Segovia,Castilla León,40.89658,-4.38389,958.082
40123,Matabuena,matabuena,,Segovia,Castilla León,41.09501,-3.75647,1157.678
40124,Mata de Cuéllar,matadecuellar,,Segovia,Castilla León,41.3977,-4.472108,753.0
40125,"Matilla, La",matillala,,Segovia,Castilla León,41.19116,-3.795513,1084.459
40126,Melque de Cercos,melquedecercos,,Segovia,Castilla León,41.05176,-4.469901,859.2445
40127,Membibre de la Hoz,membibredelahoz,,Segovia,Castilla León,41.4498,-4.095219,866.361
40128,Migueláñez,miguelanez,,Segovia,Castilla León,41.12193,-4.364726,885.0084
40129,Montejo de Arévalo,montejodearevalo,,Segovia,Castilla León,41.1402,-4.665318,801.1225
40130,Montejo de la Vega de la Serrezuela,montejodelavegadelaserrezuela,,Segovia,Castilla León,41.54882,-3.652762,865.232
40131,Monterrubio,monterrubio,,Segovia,Castilla León,40.84811,-4.352016,948.3826
40132,Moral de Hornuez,moraldehornuez,,Segovia,Castilla León,41.46523,-3.616015,1095.375
40134,Mozoncillo,mozoncillo,,Segovia,Castilla León,41.40326,-3.517124,947.8896
40135,Muñopedro,munopedro,,Segovia,Castilla León,40.88802,-4.47202,1023.0
40136,Muñoveros,munoveros,,Segovia,Castilla León,41.17223,-3.95271,962.0355
40138,Nava de la Asunción,navadelaasuncion,,Segovia,Castilla León,41.15579,-4.487045,807.3397
40139,Navafría,navafria,,Segovia,Castilla León,41.05463,-3.825141,1203.15
40140,Navalilla,navalilla,,Segovia,Castilla León,41.34158,-3.933217,900.9603
40141,Navalmanzano,navalmanzano,,Segovia,Castilla León,41.21515,-4.258042,840.0873
40142,Navares de Ayuso,navaresdeayuso,,Segovia,Castilla León,41.37296,-3.706703,1013.812
40143,Navares de Enmedio,navaresdeenmedio,,Segovia,Castilla León,41.38144,-3.722878,1041.241
40144,Navares de las Cuevas,navaresdelascuevas,,Segovia,Castilla León,41.41401,-3.750781,1115.182
40145,Navas de Oro,navasdeoro,,Segovia,Castilla León,41.19619,-4.439495,808.3718
40146,Navas de San Antonio,navasdesanantonio,,Segovia,Castilla León,40.76159,-4.329294,1165.014
40148,Nieva,nieva,,Segovia,Castilla León,41.08,-4.426724,842.8079
40149,Olombrada,olombrada,,Segovia,Castilla León,41.41504,-4.161081,874.9899
40150,Orejana,orejana,,Segovia,Castilla León,41.163,-3.778,1060.189
40151,Ortigosa de Pestaño,ortigosadepestano,,Segovia,Castilla León,41.08752,-4.394657,858.879
40152,Otero de Herreros,oterodeherreros,,Segovia,Castilla León,40.82013,-4.20911,1140.483
40154,Pajarejos,pajarejos,,Segovia,Castilla León,41.39035,-3.590637,988.6074
40155,Palazuelos de Eresma,palazuelosdeeresma,,Segovia,Castilla León,40.93102,-4.059671,1084.439
40156,Pedraza,pedraza,,Segovia,Castilla León,41.13042,-3.809568,1048.704
40157,Pelayos del Arroyo,pelayosdelarroyo,,Segovia,Castilla León,41.05161,-3.941472,1142.212
40158,Perosillo,perosillo,,Segovia,Castilla León,41.39278,-4.140926,833.2657
40159,Pinarejos,pinarejos,,Segovia,Castilla León,41.2593,-4.294878,821.0
40160,Pinarnegrillo,pinarnegrillo,,Segovia,Castilla León,41.19036,-4.210704,856.0
40162,Prádena,pradena,,Segovia,Castilla León,41.13995,-3.689073,1121.578
40163,Puebla de Pedraza,puebladepedraza,,Segovia,Castilla León,41.20537,-3.913137,949.6524
40164,Rapariegos,rapariegos,,Segovia,Castilla León,41.09375,-4.653146,857.2944
40165,Rebollo,rebollo,,Segovia,Castilla León,41.19336,-3.857505,985.6013
40166,Remondo,remondo,,Segovia,Castilla León,41.34121,-4.482165,755.8116
40168,Riaguas de San Bartolomé,riaguasdesanbartolome,,Segovia,Castilla León,41.42718,-3.487787,931.5925
40170,Riaza,riaza,,Segovia,Castilla León,41.28003,-3.477578,1194.166
40171,Ribota,ribota,,Segovia,Castilla León,41.36467,-3.429829,1032.616
40172,Riofrío de Riaza,riofrioderiaza,,Segovia,Castilla León,41.24677,-3.449943,1322.25
40173,Roda de Eresma,rodadeeresma,,Segovia,Castilla León,41.02869,-4.181263,938.513
40174,Sacramenia,sacramenia,,Segovia,Castilla León,41.49481,-3.963515,850.554
40176,Samboal,samboal,,Segovia,Castilla León,41.25801,-4.417356,795.0
40177,San Cristóbal de Cuéllar,sancristobaldecuellar,,Segovia,Castilla León,41.40601,-4.404017,809.5489
40178,San Cristóbal de la Vega,sancristobaldelavega,,Segovia,Castilla León,41.11186,-4.645412,858.2177
40179,Sanchonuño,sanchonuno,,Segovia,Castilla León,41.32391,-4.305842,805.1132
40180,Sangarcía,sangarcia,,Segovia,Castilla León,40.94718,-4.414613,945.6377
40182,San Martín y Mudrián,sanmartinymudrian,,Segovia,Castilla León,41.22304,-4.330223,818.941
40183,San Miguel de Bernuy,sanmigueldebernuy,,Segovia,Castilla León,41.39992,-3.952679,840.4734
40184,San Pedro de Gaíllos,sanpedrodegaillos,,Segovia,Castilla León,41.22693,-3.809135,988.7416
40185,Santa María la Real de Nieva,santamarialarealdenieva,,Segovia,Castilla León,41.06889,-4.404407,900.8523
40186,Santa Marta del Cerro,santamartadelcerro,,Segovia,Castilla León,41.21772,-3.686021,1024.784
40188,Santiuste de Pedraza,santiustedepedraza,,Segovia,Castilla León,41.08452,-3.896081,1156.046
40189,Santiuste de San Juan Bautista,santiustedesanjuanbautista,,Segovia,Castilla León,41.15517,-4.573022,820.4395
40190,Santo Domingo de Pirón,santodomingodepiron,,Segovia,Castilla León,41.041,-3.989704,1083.149
40191,Santo Tomé del Puerto,santotomedelpuerto,,Segovia,Castilla León,41.18054,-3.563763,1269.86
40192,Sauquillo de Cabezas,sauquillodecabezas,,Segovia,Castilla León,41.19459,-4.068713,908.03
40193,Sebúlcor,sebulcor,,Segovia,Castilla León,41.27094,-3.884605,938.8392
40194,Segovia,segovia,,Segovia,Castilla León,40.94943,-4.119209,1012.785
40195,Sepúlveda,sepulveda,,Segovia,Castilla León,41.29744,-3.749051,976.1324
40196,Sequera de Fresno,sequeradefresno,,Segovia,Castilla León,41.36739,-3.546999,1000.115
40198,Sotillo,sotillo,,Segovia,Castilla León,41.25824,-3.637582,982.9819
40199,Sotosalbos,sotosalbos,,Segovia,Castilla León,41.03498,-3.94243,1163.243
40200,Tabanera la Luenga,tabaneralaluenga,,Segovia,Castilla León,41.09666,-4.238953,905.6036
40201,Tolocirio,tolocirio,,Segovia,Castilla León,41.13419,-4.650373,809.3814
40202,Torreadrada,torreadrada,,Segovia,Castilla León,41.4443,-3.839415,1087.067
40203,Torrecaballeros,torrecaballeros,,Segovia,Castilla León,40.99184,-4.024845,1159.816
40204,Torrecilla del Pinar,torrecilladelpinar,,Segovia,Castilla León,41.37415,-4.037625,871.2332
40205,Torreiglesias,torreiglesias,,Segovia,Castilla León,41.10206,-4.032855,1019.401
40206,Torre Val de San Pedro,torrevaldesanpedro,,Segovia,Castilla León,41.07383,-3.871454,1118.942
40207,Trescasas,trescasas,,Segovia,Castilla León,40.96186,-4.038758,1117.163
40208,Turégano,turegano,,Segovia,Castilla León,41.15512,-4.007469,943.3245
40210,Urueñas,uruenas,,Segovia,Castilla León,41.3559,-3.773702,1051.304
40211,Valdeprados,valdeprados,,Segovia,Castilla León,40.8177,-4.257667,987.1275
40212,Valdevacas de Montejo,valdevacasdemontejo,,Segovia,Castilla León,41.52086,-3.6359,1121.339
40213,Valdevacas y Guijar,valdevacasyguijar,,Segovia,Castilla León,41.13334,-3.9,1097.263
40214,Valseca,valseca,,Segovia,Castilla León,41.00058,-4.174846,942.7326
40215,Valtiendas,valtiendas,,Segovia,Castilla León,41.47857,-3.917691,918.6631
40216,Valverde del Majano,valverdedelmajano,,Segovia,Castilla León,40.95658,-4.235653,924.8687
40218,Valle de Tabladillo,valledetabladillo,,Segovia,Castilla León,41.36282,-3.839471,940.5837
