cmun,municipality,municipality_1,municipality_2,province,autonomous_community,latitude,longitude,altitude
5254,Velayos,velayos,,Ávila,Castilla León,40.84094,-4.622241,937.4861
5256,Villaflor,villaflor,,Ávila,Castilla León,40.7584,-4.874116,981.3378
5257,Villafranca de la Sierra,villafrancadelasierra,,Ávila,Castilla León,40.49773,-5.230729,1105.417
5258,Villanueva de Gómez,villanuevadegomez,,Ávila,Castilla León,40.88379,-4.715201,888.3561
5259,Villanueva del Aceral,villanuevadelaceral,,Ávila,Castilla León,41.04132,-4.852352,846.7498
5260,Villanueva del Campillo,villanuevadelcampillo,,Ávila,Castilla León,40.57825,-5.179864,1446.368
5261,Villar de Corneja,villardecorneja,,Ávila,Castilla León,40.47478,-5.43251,998.0105
5262,Villarejo del Valle,villarejodelvalle,,Ávila,Castilla León,40.28594,-4.997665,830.5555
5263,Villatoro,villatoro,,Ávila,Castilla León,40.55616,-5.111281,1195.601
5264,Viñegra de Moraña,vinegrademorana,,Ávila,Castilla León,40.84931,-4.922153,907.2875
5265,Vita,vita,,Ávila,Castilla León,40.81179,-5.005141,991.2439
5266,Zapardiel de la Cañada,zapardieldelacanada,,Ávila,Castilla León,40.60593,-5.340081,1143.392
5267,Zapardiel de la Ribera,zapardieldelaribera,,Ávila,Castilla León,40.35575,-5.328642,1356.206
5901,San Juan de Gredos,sanjuandegredos,,Ávila,Castilla León,40.36386,-5.237109,1530.967
5902,Santa María del Cubillo,santamariadelcubillo,,Ávila,Castilla León,40.7425,-4.472222,1212.193
5903,Diego del Carpio,diegodelcarpio,,Ávila,Castilla León,40.6625,-5.340833,1018.423
5904,Santiago del Tormes,santiagodeltormes,,Ávila,Castilla León,40.36666,-5.366667,1539.357
5905,Villanueva de Ávila,villanuevadeavila,,Ávila,Castilla León,40.37959,-4.821985,1060.641
6001,Acedera,acedera,,Badajoz,Extremadura,39.0766,-5.572279,308.0381
6002,Aceuchal,aceuchal,,Badajoz,Extremadura,38.64706,-6.487179,307.0
6003,Ahillones,ahillones,,Badajoz,Extremadura,38.26235,-5.861972,579.7605
6004,Alange,alange,,Badajoz,Extremadura,38.78708,-6.243493,322.5832
6005,"Albuera, La",albuerala,,Badajoz,Extremadura,38.71612,-6.822261,249.9245
6006,Alburquerque,alburquerque,,Badajoz,Extremadura,39.21936,-7.001317,442.164
6007,Alconchel,alconchel,,Badajoz,Extremadura,38.51668,-7.070871,284.3204
6008,Alconera,alconera,,Badajoz,Extremadura,38.39647,-6.476881,518.1642
6009,Aljucén,aljucen,,Badajoz,Extremadura,39.04591,-6.33166,249.3199
6010,Almendral,almendral,,Badajoz,Extremadura,38.61327,-6.822295,329.3619
6011,Almendralejo,almendralejo,,Badajoz,Extremadura,38.68982,-6.405679,336.7314
6012,Arroyo de San Serván,arroyodesanservan,,Badajoz,Extremadura,38.85286,-6.455208,225.0338
6013,Atalaya,atalaya,,Badajoz,Extremadura,38.3359,-6.472773,503.989
6014,Azuaga,azuaga,,Badajoz,Extremadura,38.25962,-5.677916,588.9749
6015,Badajoz,badajoz,,Badajoz,Extremadura,38.8786,-6.970284,192.0375
6016,Barcarrota,barcarrota,,Badajoz,Extremadura,38.51441,-6.849041,488.5576
6017,Baterno,baterno,,Badajoz,Extremadura,38.95633,-4.911456,561.4879
6018,Benquerencia de la Serena,benquerenciadelaserena,,Badajoz,Extremadura,38.69917,-5.49442,668.4374
6019,Berlanga,berlanga,,Badajoz,Extremadura,38.28272,-5.829181,567.5744
6020,Bienvenida,bienvenida,,Badajoz,Extremadura,38.29828,-6.21055,610.3852
6021,Bodonal de la Sierra,bodonaldelasierra,,Badajoz,Extremadura,38.1479,-6.560087,611.0769
6022,Burguillos del Cerro,burguillosdelcerro,,Badajoz,Extremadura,38.37848,-6.589302,404.4514
6023,Cabeza del Buey,cabezadelbuey,,Badajoz,Extremadura,38.72123,-5.219465,536.211
6024,Cabeza la Vaca,cabezalavaca,,Badajoz,Extremadura,38.08687,-6.422567,759.3353
6025,Calamonte,calamonte,,Badajoz,Extremadura,38.88998,-6.385029,225.6309
6026,Calera de León,caleradeleon,,Badajoz,Extremadura,38.10712,-6.336793,698.5616
6027,Calzadilla de los Barros,calzadilladelosbarros,,Badajoz,Extremadura,38.30002,-6.316763,560.012
6028,Campanario,campanario,,Badajoz,Extremadura,38.86335,-5.617795,399.8418
6029,Campillo de Llerena,campillodellerena,,Badajoz,Extremadura,38.50023,-5.831132,499.8665
6030,Capilla,capilla,,Badajoz,Extremadura,38.82045,-5.08428,494.1088
6031,Carmonita,carmonita,,Badajoz,Extremadura,39.15389,-6.338521,380.518
6032,"Carrascalejo, El",carrascalejoel,,Badajoz,Extremadura,39.02259,-6.337111,298.9797
6033,Casas de Don Pedro,casasdedonpedro,,Badajoz,Extremadura,39.10563,-5.328635,386.5399
6034,Casas de Reina,casasdereina,,Badajoz,Extremadura,38.20173,-5.969779,633.2156
6035,Castilblanco,castilblanco,,Badajoz,Extremadura,39.28229,-5.091,503.2614
6036,Castuera,castuera,,Badajoz,Extremadura,38.72257,-5.545517,507.8511
6037,"Codosera, La",codoserala,,Badajoz,Extremadura,39.20667,-7.169003,317.7365
6038,Cordobilla de Lácara,cordobilladelacara,,Badajoz,Extremadura,39.14813,-6.436437,304.6748
6039,"Coronada, La",coronadala,,Badajoz,Extremadura,38.9172,-5.669852,361.9379
6040,Corte de Peleas,cortedepeleas,,Badajoz,Extremadura,38.72504,-6.67092,242.0632
6041,Cristina,cristina,,Badajoz,Extremadura,38.83703,-6.100307,292.6012
6042,Cheles,cheles,,Badajoz,Extremadura,38.51247,-7.281178,196.9729
6043,Don Álvaro,donalvaro,,Badajoz,Extremadura,38.84887,-6.275146,261.4249
6044,Don Benito,donbenito,,Badajoz,Extremadura,38.9543,-5.861752,286.0323
6045,Entrín Bajo,entrinbajo,,Badajoz,Extremadura,38.71845,-6.713396,243.4635
6046,Esparragalejo,esparragalejo,,Badajoz,Extremadura,38.94225,-6.439241,221.896
6047,Esparragosa de la Serena,esparragosadelaserena,,Badajoz,Extremadura,38.6495,-5.607008,454.5637
6048,Esparragosa de Lares,esparragosadelares,,Badajoz,Extremadura,38.97508,-5.270102,471.0262
6049,Feria,feria,,Badajoz,Extremadura,38.51197,-6.564341,558.8891
6050,Fregenal de la Sierra,fregenaldelasierra,,Badajoz,Extremadura,38.16476,-6.651353,563.0306
6051,Fuenlabrada de los Montes,fuenlabradadelosmontes,,Badajoz,Extremadura,39.13128,-4.935597,544.9579
6052,Fuente de Cantos,fuentedecantos,,Badajoz,Extremadura,38.24661,-6.309231,583.8423
6053,Fuente del Arco,fuentedelarco,,Badajoz,Extremadura,38.15202,-5.896564,698.8098
6054,Fuente del Maestre,fuentedelmaestre,,Badajoz,Extremadura,38.52863,-6.449848,445.575
6055,Fuentes de León,fuentesdeleon,,Badajoz,Extremadura,38.06809,-6.538614,759.8053
6056,Garbayuela,garbayuela,,Badajoz,Extremadura,39.04953,-5.000564,487.4009
6057,Garlitos,garlitos,,Badajoz,Extremadura,38.87967,-5.04805,538.7179
6058,"Garrovilla, La",garrovillala,,Badajoz,Extremadura,38.92122,-6.475953,207.8057
6059,Granja de Torrehermosa,granjadetorrehermosa,,Badajoz,Extremadura,38.31067,-5.597606,590.6907
6060,Guareña,guarena,,Badajoz,Extremadura,38.86047,-6.104637,285.5005
6061,"Haba, La",habala,,Badajoz,Extremadura,38.91763,-5.801109,311.9093
6062,Helechosa de los Montes,helechosadelosmontes,,Badajoz,Extremadura,39.31137,-4.909214,441.6037
6063,Herrera del Duque,herreradelduque,,Badajoz,Extremadura,39.16891,-5.051313,459.3652
6064,Higuera de la Serena,higueradelaserena,,Badajoz,Extremadura,38.64634,-5.741075,476.8962
6065,Higuera de Llerena,higueradellerena,,Badajoz,Extremadura,38.37675,-5.999552,517.9836
6066,Higuera de Vargas,higueradevargas,,Badajoz,Extremadura,38.44587,-6.973897,361.537
6067,Higuera la Real,higueralareal,,Badajoz,Extremadura,38.14108,-6.689744,623.5339
6068,Hinojosa del Valle,hinojosadelvalle,,Badajoz,Extremadura,38.48338,-6.184557,441.5001
6069,Hornachos,hornachos,,Badajoz,Extremadura,38.55511,-6.069669,484.8826
6070,Jerez de los Caballeros,jerezdeloscaballeros,,Badajoz,Extremadura,38.31935,-6.771007,486.1686
6071,"Lapa, La",lapala,,Badajoz,Extremadura,38.45348,-6.522162,467.7335
6072,Lobón,lobon,,Badajoz,Extremadura,38.84752,-6.625467,242.9643
6073,Llera,llera,,Badajoz,Extremadura,38.44814,-6.057196,488.1218
6074,Llerena,llerena,,Badajoz,Extremadura,38.23769,-6.015329,644.6722
6075,Magacela,magacela,,Badajoz,Extremadura,38.89587,-5.73411,473.8124
6076,Maguilla,maguilla,,Badajoz,Extremadura,38.36658,-5.837015,527.6955
6077,Malcocinado,malcocinado,,Badajoz,Extremadura,38.12186,-5.693144,625.1129
6078,Malpartida de la Serena,malpartidadelaserena,,Badajoz,Extremadura,38.67442,-5.640807,483.3142
6079,Manchita,manchita,,Badajoz,Extremadura,38.81499,-6.022654,335.4408
6080,Medellín,medellin,,Badajoz,Extremadura,38.96302,-5.957706,250.0114
6081,Medina de las Torres,medinadelastorres,,Badajoz,Extremadura,38.34339,-6.411753,526.7921
6082,Mengabril,mengabril,,Badajoz,Extremadura,38.93616,-5.933055,253.0
6083,Mérida,merida,,Badajoz,Extremadura,38.91586,-6.345606,227.433
6084,Mirandilla,mirandilla,,Badajoz,Extremadura,39.0017,-6.289864,294.3425
6085,Monesterio,monesterio,,Badajoz,Extremadura,38.08678,-6.274293,754.8566
6086,Montemolín,montemolin,,Badajoz,Extremadura,38.15512,-6.214543,617.7222
6087,Monterrubio de la Serena,monterrubiodelaserena,,Badajoz,Extremadura,38.5892,-5.443485,553.7913
6088,Montijo,montijo,,Badajoz,Extremadura,38.90995,-6.617333,203.0528
6089,"Morera, La",morerala,,Badajoz,Extremadura,38.54596,-6.654481,426.6002
6090,"Nava de Santiago, La",navadesantiagola,,Badajoz,Extremadura,39.06277,-6.50497,265.6057
6091,Navalvillar de Pela,navalvillardepela,,Badajoz,Extremadura,39.09064,-5.469171,349.6248
6092,Nogales,nogales,,Badajoz,Extremadura,38.58658,-6.749022,372.3395
6093,Oliva de la Frontera,olivadelafrontera,,Badajoz,Extremadura,38.27606,-6.91992,376.0301
6094,Oliva de Mérida,olivademerida,,Badajoz,Extremadura,38.79173,-6.126723,322.3082
6095,Olivenza,olivenza,,Badajoz,Extremadura,38.68164,-7.101516,258.1104
6096,Orellana de la Sierra,orellanadelasierra,,Badajoz,Extremadura,39.03048,-5.497543,398.1514
6097,Orellana la Vieja,orellanalavieja,,Badajoz,Extremadura,39.00505,-5.534274,359.3995
6098,Palomas,palomas,,Badajoz,Extremadura,38.69216,-6.134156,322.4935
6099,"Parra, La",parrala,,Badajoz,Extremadura,38.5215,-6.6244,521.9587
6100,Peñalsordo,penalsordo,,Badajoz,Extremadura,38.81918,-5.114106,431.0298
6101,Peraleda del Zaucejo,peraledadelzaucejo,,Badajoz,Extremadura,38.47416,-5.565681,542.9088
6102,Puebla de Alcocer,puebladealcocer,,Badajoz,Extremadura,38.98521,-5.257938,534.4778
6103,Puebla de la Calzada,puebladelacalzada,,Badajoz,Extremadura,38.89429,-6.624558,191.7965
6104,Puebla de la Reina,puebladelareina,,Badajoz,Extremadura,38.66394,-6.103811,375.599
6105,Puebla del Maestre,puebladelmaestre,,Badajoz,Extremadura,38.08456,-6.07957,554.0134
6106,Puebla del Prior,puebladelprior,,Badajoz,Extremadura,38.5709,-6.197352,381.7524
6107,Puebla de Obando,puebladeobando,,Badajoz,Extremadura,39.17762,-6.628193,380.0834
6108,Puebla de Sancho Pérez,puebladesanchoperez,,Badajoz,Extremadura,38.39765,-6.399928,522.9659
6109,Quintana de la Serena,quintanadelaserena,,Badajoz,Extremadura,38.74163,-5.672316,409.9685
6110,Reina,reina,,Badajoz,Extremadura,38.18746,-5.949533,717.8853
6111,Rena,rena,,Badajoz,Extremadura,39.05318,-5.808552,261.9456
6112,Retamal de Llerena,retamaldellerena,,Badajoz,Extremadura,38.57788,-5.838177,464.8723
6113,Ribera del Fresno,riberadelfresno,,Badajoz,Extremadura,38.55236,-6.241587,398.8069
6114,Risco,risco,,Badajoz,Extremadura,38.91041,-5.123031,493.8158
6115,"Roca de la Sierra, La",rocadelasierrala,,Badajoz,Extremadura,39.10997,-6.689936,248.0425
6116,Salvaleón,salvaleon,,Badajoz,Extremadura,38.50986,-6.786355,529.4485
6117,Salvatierra de los Barros,salvatierradelosbarros,,Badajoz,Extremadura,38.49078,-6.685156,625.0818
6118,Sancti-Spíritus,sanctispiritus,,Badajoz,Castilla León,40.70518,-6.400911,760.9977
6119,San Pedro de Mérida,sanpedrodemerida,,Badajoz,Extremadura,38.94798,-6.186302,281.0936
6120,Santa Amalia,santaamalia,,Badajoz,Extremadura,39.01209,-6.01155,255.474
6121,Santa Marta,santamarta,,Badajoz,Extremadura,38.61237,-6.629105,345.2148
6122,"Santos de Maimona, Los",santosdemaimonalos,,Badajoz,Extremadura,38.44897,-6.383959,534.4554
6123,San Vicente de Alcántara,sanvicentedealcantara,,Badajoz,Extremadura,39.36045,-7.13695,502.4301
6124,Segura de León,seguradeleon,,Badajoz,Extremadura,38.12104,-6.528532,681.7979
6125,Siruela,siruela,,Badajoz,Extremadura,38.97767,-5.051702,512.6407
6126,Solana de los Barros,solanadelosbarros,,Badajoz,Extremadura,38.72629,-6.538014,266.4142
6127,Talarrubias,talarrubias,,Badajoz,Extremadura,39.03328,-5.236056,439.8815
6128,Talavera la Real,talaveralareal,,Badajoz,Extremadura,38.8765,-6.77358,187.5183
6129,Táliga,taliga,,Badajoz,Extremadura,38.52709,-7.014642,304.307
6130,Tamurejo,tamurejo,,Badajoz,Extremadura,38.99115,-4.94776,546.1544
6131,Torre de Miguel Sesmero,torredemiguelsesmero,,Badajoz,Extremadura,38.61896,-6.796033,323.1891
6132,Torremayor,torremayor,,Badajoz,Extremadura,38.90372,-6.536332,195.9215
6133,Torremejía,torremejia,,Badajoz,Extremadura,38.78965,-6.381672,291.6581
6134,Trasierra,trasierra,,Badajoz,Extremadura,38.19107,-5.995481,700.4008
6135,Trujillanos,trujillanos,,Badajoz,Extremadura,38.9516,-6.259639,257.3852
6136,Usagre,usagre,,Badajoz,Extremadura,38.35719,-6.164374,561.4595
6137,Valdecaballeros,valdecaballeros,,Badajoz,Extremadura,39.24578,-5.191957,383.3043
6138,Valdetorres,valdetorres,,Badajoz,Extremadura,38.91568,-6.068682,244.8665
6139,Valencia de las Torres,valenciadelastorres,,Badajoz,Extremadura,38.405,-6.003782,514.027
6140,Valencia del Mombuey,valenciadelmombuey,,Badajoz,Extremadura,38.24256,-7.119643,295.6457
6141,Valencia del Ventoso,valenciadelventoso,,Badajoz,Extremadura,38.265,-6.474613,496.0627
6142,Valverde de Burguillos,valverdedeburguillos,,Badajoz,Extremadura,38.32713,-6.537829,412.0819
6143,Valverde de Leganés,valverdedeleganes,,Badajoz,Extremadura,38.67241,-6.981911,291.0059
6144,Valverde de Llerena,valverdedellerena,,Badajoz,Extremadura,38.21376,-5.822106,575.8016
6145,Valverde de Mérida,valverdedemerida,,Badajoz,Extremadura,38.91176,-6.221605,271.6688
6146,Valle de la Serena,valledelaserena,,Badajoz,Extremadura,38.70062,-5.799649,429.2383
6147,Valle de Matamoros,valledematamoros,,Badajoz,Extremadura,38.3796,-6.802888,588.3872
6148,Valle de Santa Ana,valledesantaana,,Badajoz,Extremadura,38.36528,-6.788002,492.5686
6149,Villafranca de los Barros,villafrancadelosbarros,,Badajoz,Extremadura,38.5623,-6.337831,424.6475
6150,Villagarcía de la Torre,villagarciadelatorre,,Badajoz,Extremadura,38.29387,-6.080569,592.4898
6151,Villagonzalo,villagonzalo,,Badajoz,Extremadura,38.86309,-6.196941,238.0459
6152,Villalba de los Barros,villalbadelosbarros,,Badajoz,Extremadura,38.61292,-6.509777,310.169
6153,Villanueva de la Serena,villanuevadelaserena,,Badajoz,Extremadura,38.97399,-5.800302,298.9061
6154,Villanueva del Fresno,villanuevadelfresno,,Badajoz,Extremadura,38.37597,-7.168993,255.68
6155,Villar del Rey,villardelrey,,Badajoz,Extremadura,39.13239,-6.847796,247.6167
6156,Villar de Rena,villarderena,,Badajoz,Extremadura,39.07669,-5.811779,268.562
6157,Villarta de los Montes,villartadelosmontes,,Badajoz,Extremadura,39.21384,-4.792194,546.1343
6158,Zafra,zafra,,Badajoz,Extremadura,38.4258,-6.416446,517.2546
6159,Zahínos,zahinos,,Badajoz,Extremadura,38.33017,-6.955032,345.8639
6160,Zalamea de la Serena,zalameadelaserena,,Badajoz,Extremadura,38.64977,-5.656967,482.5517
6161,Zarza-Capilla,zarzacapilla,,Badajoz,Extremadura,38.80047,-5.169444,533.903
6162,"Zarza, La",zarzala,,Badajoz,Castilla León,41.26155,-4.770861,758.8602
6901,Valdelacalzada,valdelacalzada,,Badajoz,Extremadura,38.88985,-6.701389,184.8226
6902,Pueblonuevo del Guadiana,pueblonuevodelguadiana,,Badajoz,Extremadura,38.92309,-6.755604,181.9205
7001,Alaró,alaro,,Illes Balears,Islas Baleares,39.70685,2.790548,224.2227
7002,Alaior,alaior,,Illes Balears,Islas Baleares,39.93064,4.139987,114.0
7003,Alcúdia,alcudia,,Illes Balears,Islas Baleares,39.85231,3.122027,15.67431
7004,Algaida,algaida,,Illes Balears,Islas Baleares,39.55969,2.892573,193.2809
7005,Andratx,andratx,,Illes Balears,Islas Baleares,39.5708,2.421365,60.20264
7006,Artà,arta,,Illes Balears,Islas Baleares,39.69215,3.349073,130.6105
7007,Banyalbufar,banyalbufar,,Illes Balears,Islas Baleares,39.68718,2.513457,109.7573
7008,Binissalem,binissalem,,Illes Balears,Islas Baleares,39.68446,2.847511,129.6953
7009,Búger,buger,,Illes Balears,Islas Baleares,39.75927,2.985579,93.89581
7010,Bunyola,bunyola,,Illes Balears,Islas Baleares,39.69663,2.699386,216.3141
7011,Calvià,calvia,,Illes Balears,Islas Baleares,39.56524,2.504216,114.0867
7012,Campanet,campanet,,Illes Balears,Islas Baleares,39.77475,2.965845,127.2656
7013,Campos,campos,,Illes Balears,Islas Baleares,39.42727,3.021843,22.76925
7014,Capdepera,capdepera,,Illes Balears,Islas Baleares,39.70133,3.435561,117.9911
7015,Ciutadella de Menorca,ciutadellademenorca,,Illes Balears,Islas Baleares,40.00232,3.839262,26.66946
7016,Consell,consell,,Illes Balears,Islas Baleares,39.67012,2.816188,148.8572
7017,Costitx,costitx,,Illes Balears,Islas Baleares,39.65622,2.949179,135.5031
7019,Escorca,escorca,,Illes Balears,Islas Baleares,39.8211,2.869478,690.5303
7020,Esporles,esporles,,Illes Balears,Islas Baleares,39.66946,2.57915,187.8363
7021,Estellencs,estellencs,,Illes Balears,Islas Baleares,39.65333,2.481678,151.0275
7022,Felanitx,felanitx,,Illes Balears,Islas Baleares,39.46876,3.148028,116.2949
7023,Ferreries,ferreries,,Illes Balears,Islas Baleares,39.98328,4.010968,74.94495
7024,Formentera,formentera,,Illes Balears,Islas Baleares,38.6964,1.453135,21.56246
7025,Fornalutx,fornalutx,,Illes Balears,Islas Baleares,39.7826,2.741559,148.4023
7026,Eivissa,eivissa,,Illes Balears,Islas Baleares,38.90886,1.432378,9.813921
7027,Inca,inca,,Illes Balears,Islas Baleares,39.71875,2.915544,116.5367
7028,Lloret de Vistalegre,lloretdevistalegre,,Illes Balears,Islas Baleares,39.61689,2.974723,159.5069
7029,Lloseta,lloseta,,Illes Balears,Islas Baleares,39.71799,2.864577,166.5043
7030,Llubí,llubi,,Illes Balears,Islas Baleares,39.70045,3.004657,69.92153
7031,Llucmajor,llucmajor,,Illes Balears,Islas Baleares,39.48591,2.89485,138.0817
7032,Maó,mao,,Illes Balears,Islas Baleares,39.88961,4.264211,39.57444
7033,Manacor,manacor,,Illes Balears,Islas Baleares,39.57434,3.20142,75.37592
7034,Mancor de la Vall,mancordelavall,,Illes Balears,Islas Baleares,39.75063,2.873395,205.7321
7035,Maria de la Salut,mariadelasalut,,Illes Balears,Islas Baleares,39.67049,3.076207,86.95065
7036,Marratxí,marratxi,,Illes Balears,Islas Baleares,39.64213,2.752193,125.666
7037,"Mercadal, Es",mercadales,,Illes Balears,Islas Baleares,39.99089,4.093808,58.13219
7038,Montuïri,montuiri,,Illes Balears,Islas Baleares,39.57029,2.984617,152.9209
7039,Muro,muro,,Illes Balears,Islas Baleares,39.73408,3.053606,62.19497
7040,Palma,palma,,Illes Balears,Islas Baleares,39.56951,2.649966,31.92724
7041,Petra,petra,,Illes Balears,Islas Baleares,39.6091,3.112162,112.8493
7042,Pollença,pollenca,,Illes Balears,Islas Baleares,39.87775,3.017193,49.42315
7043,Porreres,porreres,,Illes Balears,Islas Baleares,39.51733,3.023831,130.0504
7044,"Pobla, Sa",poblasa,,Illes Balears,Islas Baleares,39.77052,3.016888,24.64385
7045,Puigpunyent,puigpunyent,,Illes Balears,Islas Baleares,39.62405,2.527614,221.9999
7046,Sant Antoni de Portmany,santantonideportmany,,Illes Balears,Islas Baleares,38.98012,1.306587,4.347667
7047,Sencelles,sencelles,,Illes Balears,Islas Baleares,39.64624,2.896189,117.951
7048,Sant Josep de sa Talaia,santjosepdesatalaia,,Illes Balears,Islas Baleares,38.92173,1.293443,201.3573
7049,Sant Joan,santjoan,,Illes Balears,Islas Baleares,39.59594,3.039554,138.863
7050,Sant Joan de Labritja,santjoandelabritja,,Illes Balears,Islas Baleares,39.07785,1.51227,189.9139
7051,Sant Llorenç des Cardassar,santllorencdescardassar,,Illes Balears,Islas Baleares,39.60896,3.284748,73.45789
7052,Sant Lluís,santlluis,,Illes Balears,Islas Baleares,39.85266,4.259394,59.16509
7053,Santa Eugènia,santaeugenia,,Illes Balears,Islas Baleares,39.62394,2.839166,130.224
7055,Santa Margalida,santamargalida,,Illes Balears,Islas Baleares,39.70306,3.103551,80.91718
7056,Santa María del Camí,santamariadelcami,,Illes Balears,Islas Baleares,39.6468,2.776213,128.8374
7057,Santanyí,santanyi,,Illes Balears,Islas Baleares,39.35489,3.127745,62.64299
7058,Selva,selva,,Illes Balears,Islas Baleares,39.75464,2.90122,193.6428
7059,"Salines, Ses",salinesses,,Illes Balears,Islas Baleares,39.339,3.051014,42.5712
7060,Sineu,sineu,,Illes Balears,Islas Baleares,39.64284,3.010996,141.6883
7061,Sóller,soller,,Illes Balears,Islas Baleares,39.76583,2.714238,42.06099
7062,Son Servera,sonservera,,Illes Balears,Islas Baleares,39.62423,3.356735,73.98268
7063,Valldemossa,valldemossa,,Illes Balears,Islas Baleares,39.71176,2.622538,415.1554
7064,"Castell, Es",castelles,,Illes Balears,Islas Baleares,39.8776,4.289603,19.78382
7065,Vilafranca de Bonany,vilafrancadebonany,,Illes Balears,Islas Baleares,39.56957,3.084015,98.93115
7901,Ariany,ariany,,Illes Balears,Islas Baleares,39.64943,3.11086,122.6419
7902,"Migjorn Gran, Es",migjorngranes,,Illes Balears,Islas Baleares,39.94633,4.049105,114.6791
8001,Abrera,abrera,,Barcelona,Cataluña,41.51609,1.902142,109.4215
8002,Aguilar de Segarra,aguilardesegarra,,Barcelona,Cataluña,41.73976,1.629385,485.7191
8003,Alella,alella,,Barcelona,Cataluña,41.49395,2.295461,98.87153
8004,Alpens,alpens,,Barcelona,Cataluña,42.1201,2.101363,871.324
8005,"Ametlla del Vallès, L'",ametlladelvallesl',,Barcelona,Cataluña,41.66976,2.261185,292.0488
8006,Arenys de Mar,arenysdemar,,Barcelona,Cataluña,41.57944,2.55148,13.99495
8007,Arenys de Munt,arenysdemunt,,Barcelona,Cataluña,41.61026,2.541376,135.549
8008,Argençola,argencola,,Barcelona,Cataluña,41.59967,1.44341,713.9279
8009,Argentona,argentona,,Barcelona,Cataluña,41.55555,2.400564,92.69514
8010,Artés,artes,,Barcelona,Cataluña,41.79839,1.954726,318.0594
8011,Avià,avia,,Barcelona,Cataluña,42.07741,1.825308,666.2902
8012,Avinyó,avinyo,,Barcelona,Cataluña,41.86209,1.971941,358.056
8013,Avinyonet del Penedès,avinyonetdelpenedes,,Barcelona,Cataluña,41.3606,1.776485,283.9233
8014,Aiguafreda,aiguafreda,,Barcelona,Cataluña,41.76884,2.250261,410.6152
8015,Badalona,badalona,,Barcelona,Cataluña,41.45014,2.24742,16.7426
8016,Bagà,baga,,Barcelona,Cataluña,42.25188,1.863364,756.5488
8017,Balenyà,balenya,,Barcelona,Cataluña,41.84387,2.251218,593.3597
8018,Balsareny,balsareny,,Barcelona,Cataluña,41.86267,1.873386,332.1174
8019,Barcelona,barcelona,,Barcelona,Cataluña,41.38792,2.169919,19.99069
8020,Begues,begues,,Barcelona,Cataluña,41.33101,1.921987,371.5191
8021,Bellprat,bellprat,,Barcelona,Cataluña,41.51725,1.433458,644.4128
8022,Berga,berga,,Barcelona,Cataluña,42.10144,1.8438,717.4442
8024,Borredà,borreda,,Barcelona,Cataluña,42.13541,1.993754,854.1898
8025,"Bruc, El",brucel,,Barcelona,Cataluña,41.57993,1.78023,486.0568
8026,"Brull, El",brullel,,Barcelona,Cataluña,41.81677,2.305493,844.6136
8027,"Cabanyes, Les",cabanyesles,,Barcelona,Cataluña,41.37174,1.68963,255.9891
8028,Cabrera d'Anoia,cabrerad'anoia,,Barcelona,Cataluña,41.47944,1.704722,298.3023
8029,Cabrera de Mar,cabrerademar,,Barcelona,Cataluña,41.52623,2.393533,91.71696
8030,Cabrils,cabrils,,Barcelona,Cataluña,41.52552,2.368645,143.7525
8031,Calaf,calaf,,Barcelona,Cataluña,41.73342,1.513498,682.8802
8032,Caldes d'Estrac,caldesd'estrac,,Barcelona,Cataluña,41.56946,2.526318,26.84373
8033,Caldes de Montbui,caldesdemontbui,,Barcelona,Cataluña,41.62976,2.165922,207.0234
8034,Calders,calders,,Barcelona,Cataluña,41.79227,1.996567,553.9763
8035,Calella,calella,,Barcelona,Cataluña,41.6134,2.657365,11.84439
8036,Calonge de Segarra,calongedesegarra,,Barcelona,Cataluña,41.76363,1.482249,600.3174
8037,Calldetenes,calldetenes,,Barcelona,Cataluña,41.92522,2.283792,492.9868
8038,Callús,callus,,Barcelona,Cataluña,41.78109,1.784008,259.3951
8039,Campins,campins,,Barcelona,Cataluña,41.72538,2.464172,326.2226
8040,Canet de Mar,canetdemar,,Barcelona,Cataluña,41.58897,2.581924,20.65502
8041,Canovelles,canovelles,,Barcelona,Cataluña,41.61582,2.283456,152.383
8042,Cànoves i Samalús,canovesisamalus,,Barcelona,Cataluña,41.69384,2.353842,353.0184
8043,Canyelles,canyelles,,Barcelona,Cataluña,41.28708,1.721569,141.6833
8044,Capellades,capellades,,Barcelona,Cataluña,41.53075,1.679613,371.6293
8045,Capolat,capolat,,Barcelona,Cataluña,42.07713,1.752565,1256.905
8046,Cardedeu,cardedeu,,Barcelona,Cataluña,41.63816,2.354492,195.9439
8047,Cardona,cardona,,Barcelona,Cataluña,41.91392,1.681348,513.4745
8048,Carme,carme,,Barcelona,Cataluña,41.53126,1.623486,333.2925
8049,Casserres,casserres,,Barcelona,Cataluña,42.01234,1.845834,589.9404
8050,Castellar del Riu,castellardelriu,,Barcelona,Cataluña,42.12284,1.772439,1513.436
8051,Castellar del Vallès,castellardelvalles,,Barcelona,Cataluña,41.61618,2.085649,326.716
8052,Castellar de n'Hug,castellarden'hug,,Barcelona,Cataluña,42.28326,2.016574,1395.379
8053,Castellbell i el Vilar,castellbellielvilar,,Barcelona,Cataluña,41.63389,1.863889,204.0168
8054,Castellbisbal,castellbisbal,,Barcelona,Cataluña,41.47467,1.981407,155.6016
8055,Castellcir,castellcir,,Barcelona,Cataluña,41.76043,2.148678,777.0593
