0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5211899790810577,0.386912143098841,1.1859804488659091,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.199804139372274,0.731120745228787,0.865604127231146,1.8615257035829234,1.4243220497898172,2.1108090072978074
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3501310250668221,-0.3971185617527025,0.2795760475111026,0.5658925475139385,1.4243220497898172,1.0778599186201567
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4136110653911031,-0.3971185617527025,0.9941472408059665,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9394534194056587,6.34363322995874,2.815453137491161,-1.0536488975722926,3.771941268199178,0.8196226464507442
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3162527230908851,0.8171728957612734,0.675515829425044,-0.40583231953780013,0.2505124405851369,-0.21332644222690608
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3999228332775385,0.3677894429805107,0.43551875347140434,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.053825096384635715,-0.3971185617527025,-0.35715409869096815,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3233321988366664,2.318304855050204,0.8279001357010343,0.5658925475139385,2.5981316589944976,1.594334462958982
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6111721108723329,-0.3971185617527025,0.3075142107448392,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.39915537913637894,-0.3971185617527025,-0.5619676796927389,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1837422657559138,1.1135747475953937,-0.1107356752730045,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3373171657133924,-0.3971185617527025,-0.3513060924227271,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3059965121614901,-0.3971185617527025,0.6978668841078975,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2552176033487166,0.8458569459387689,1.1988728670069837,-1.0536488975722926,3.771941268199178,0.8196226464507442
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.358519953411078,3.55171901268251,1.8743937168104916,-1.0536488975722926,0.2505124405851369,-0.7298009865657312
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5316658364713501,-0.3971185617527025,-0.0765830599051373,-0.40583231953780013,1.4243220497898172,0.30314810211191906
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5091435738687875,0.4155961932763365,-0.16349475998101365,-1.0536488975722926,-0.33639236401720335,-0.9880382587351438
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4136110653911031,-0.3971185617527025,-0.26504050950634944,-0.40583231953780013,1.4243220497898172,0.30314810211191906
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979596092899677,-0.3971185617527025,-0.543776757539759,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05944675215036176,-0.3971185617527025,0.6591549755888864,-1.0536488975722926,1.4243220497898172,-0.21332644222690608
