,longitude,municipality,latitude
6383,-0.1851868,Gandia,38.96902
6384,-3.891293,Miguelturra,38.96479
6385,-1.445101,Higueruela,38.96424
6386,-2.745406,Ossa de Montiel,38.96335
6387,-5.957706,Medellín,38.96302
6388,-2.126546,"Herrera, La",38.96182
6389,-0.1492884,Guardamar de la Safor,38.96134
6390,-0.1935661,Benirredrà,38.9611
6391,-0.5842204,Canals,38.96075
6392,-1.554348,Hoya-Gonzalo,38.96017
6393,-1.231247,Alpera,38.95939
6394,-4.911456,Baterno,38.95633
6395,-5.861752,Don Benito,38.9543
6396,-0.1387654,Miramar,38.9516
6397,-6.259639,Trujillanos,38.9516
6398,-2.539598,"Bonillo, El",38.95073
6399,-0.6511041,Montesa,38.94968
6400,-2.353775,Lezuza,38.94902
6401,-0.4022922,Quatretonda,38.94835
6402,-6.186302,San Pedro de Mérida,38.94798
6403,-0.1641707,Bellreguard,38.94565
6404,-0.4873113,Bellús,38.94529
6405,-4.610203,Saceruela,38.94388
6406,-0.1798222,Almoines,38.94316
6407,-0.3566575,Llutxent,38.94266
6408,-6.439241,Esparragalejo,38.94225
6409,-0.1523275,Palmera,38.94215
6410,-3.23942,"Solana, La",38.94151
6411,-0.1345093,Piles,38.94081
6412,-4.829856,Valdemanco del Esteras,38.94009
6413,-5.933055,Mengabril,38.93616
6414,-0.1537111,"Alqueria de la Comtessa, l'",38.93595
6415,-3.981476,Poblete,38.93584
6416,-0.1661192,Rafelcofer,38.93344
6417,-0.1874941,Beniarjó,38.93229
6418,-0.2517238,Alfauir,38.92825
6419,-0.1886494,Beniflá,38.92797
6420,-5.14595,Sancti-Spíritus,38.92467
6421,-0.2206952,Palma de Gandía,38.92455
6422,-6.755604,Pueblonuevo del Guadiana,38.92309
6423,-6.475953,"Garrovilla, La",38.92122
6424,-0.4808759,Sempere,38.9197
6425,-0.2242898,Ador,38.91941
6426,-0.1226779,Oliva,38.91939
6427,-0.3469744,Benicolet,38.9191
6428,-1.722758,Chinchilla de Monte-Aragón,38.91862
6429,-5.801109,"Haba, La",38.91763
6430,-5.669852,"Coronada, La",38.9172
6431,-6.345606,Mérida,38.91586
6432,-6.068682,Valdetorres,38.91568
6433,-0.1954594,Potries,38.91528
6434,-0.2634233,Castellonet de la Conquesta,38.91521
6435,-0.2857652,Almiserà,38.91521
6436,-0.5494962,"Olleria, l'",38.91419
6437,-0.2856349,Llocnou de Sant Jeroni,38.91246
6438,-3.837884,Pozuelo de Calatrava,38.91215
6439,-6.221605,Valverde de Mérida,38.91176
6440,-5.123031,Risco,38.91041
6441,-6.617333,Montijo,38.90995
6442,-3.666354,Bolaños de Calatrava,38.90565
6443,-0.4964219,Alfarrasí,38.90528
6444,-6.536332,Torremayor,38.90372
6445,-0.4173577,"Pobla del Duc, la",38.90348
6446,-4.169524,"Pozuelos de Calatrava, Los",38.90118
6447,-3.053446,Alhambra,38.89945
6448,-5.73411,Magacela,38.89587
6449,-0.6917616,Vallada,38.89553
6450,-0.3206492,Terrateig,38.89435
6451,-6.624558,Puebla de la Calzada,38.89429
6452,-0.3389177,Montitxelvo/Montichelvo,38.89122
6453,-3.706416,Almagro,38.8909
6454,-6.385029,Calamonte,38.88998
6455,-6.701389,Valdelacalzada,38.88985
6456,-0.4963465,Montaverner,38.88851
6457,-2.150826,Balazote,38.88408
6458,-0.3430091,Aielo de Rugat,38.88166
6459,-5.04805,Garlitos,38.87967
6460,-4.357778,Abenójar,38.87935
6461,-0.3614008,Rugat,38.87893
6462,-6.970284,Badajoz,38.8786
6463,-0.5921101,Aielo de Malferit,38.87661
6464,-6.77358,Talavera la Real,38.8765
6465,-0.3830694,Castelló de Rugat,38.87589
6466,-1.097517,Almansa,38.86941
6467,-1.348517,Bonete,38.8693
6468,-0.5142651,Bufali,38.86781
6469,-0.3966209,Ráfol de Salem,38.86491
6470,-5.617795,Campanario,38.86335
6471,-6.196941,Villagonzalo,38.86309
6472,-6.104637,Guareña,38.86047
6473,-0.4751653,Bèlgida,38.86024
6474,-4.080987,Corral de Calatrava,38.8587
6475,-0.3811189,Salem,38.85503
6476,-4.023607,Cañada de Calatrava,38.85429
6477,-0.4449853,Otos,38.8542
6478,0.018325,"Poblets, els",38.85391
6479,-0.5028418,"Palomar, el",38.85373
6480,-6.455208,Arroyo de San Serván,38.85286
6481,-3.772502,Valenzuela de Calatrava,38.85281
6482,-3.963472,Villar del Pozo,38.84964
6483,-6.275146,Don Álvaro,38.84887
6484,-0.41688,Beniatjar,38.84798
6485,-6.625467,Lobón,38.84752
6486,-4.297102,Cabezarados,38.84591
6487,-4.063596,Caracuel de Calatrava,38.84585
6488,-3.241523,San Carlos del Valle,38.84432
6489,-0.1175528,Pego,38.84324
6490,-0.309963,"Orxa, l'/Lorcha",38.84306
6491,-2.992662,Carrizosa,38.84157
6492,-2.455432,"Ballestero, El",38.84107
6493,-0.4716639,Carrícola,38.84059
6494,0.1085751,Dénia,38.84043
6495,-3.943273,Ballesteros de Calatrava,38.83735
6496,-6.100307,Cristina,38.83703
6497,-0.5156197,Albaida,38.83701
6498,-0.4960669,Atzeneta d'Albaida,38.83666
6499,-1.460988,Corral-Rubio,38.83509
6500,-0.5308933,Benissoda,38.8327
6501,-3.580616,Moral de Calatrava,38.8303
6502,-2.186141,San Pedro,38.82642
6503,0.0159034,Ondara,38.82607
6504,-1.557605,Pétrola,38.82572
6505,-0.0020653,Beniarbeig,38.82312
6506,-0.0417273,Benimeli,38.82294
6507,-0.5489346,Agullent,38.82132
6508,-0.610547,Ontinyent,38.82102
6509,-5.08428,Capilla,38.82045
6510,-0.0530159,"Ràfol d'Almúnia, el",38.82033
6511,-0.0345811,Sanet y Negrals,38.81991
6512,-0.3782794,Beniarrés,38.81952
6513,-5.114106,Peñalsordo,38.81918
6514,-6.217914,"Zarza, La",38.81807
6515,-6.022654,Manchita,38.81499
6516,-0.4103162,Gaianes,38.81155
6517,-0.0657266,Sagra,38.81134
6518,-2.100707,Pozuelo,38.80923
6519,-0.1570321,"Vall d'Ebo, la",38.80732
6520,-0.0721342,Tormos,38.80195
6521,-1.736837,Pozo Cañada,38.80128
6522,-5.169444,Zarza-Capilla,38.80047
6523,-4.867012,Chillón,38.79689
6524,-3.743112,Granátula de Calatrava,38.79531
6525,-0.2527778,"Vall d'Alcalà, la",38.79445
6526,0.0345502,Pedreguer,38.79388
6527,-0.0281963,Benidoleig,38.79387
6528,-6.126723,Oliva de Mérida,38.79173
6529,-6.381672,Torremejía,38.78965
6530,-4.138183,Villamayor de Calatrava,38.78881
6531,-6.243493,Alange,38.78708
6532,-1.325303,Montealegre del Castillo,38.78697
6533,-0.344533,Planes,38.7855
6534,-0.785831,Fontanars dels Alforins,38.78442
6535,-0.4402698,Muro de Alcoy,38.78075
6536,-0.0637978,Orba,38.78033
6537,-0.5156772,Agres,38.77988
6538,-0.1310217,"Vall de Laguar, la",38.77628
6539,-4.839919,Almadén,38.77537
6540,-0.3934855,Benimarfull,38.7751
6541,0.0812124,Gata de Gorgos,38.77425
6542,-2.576014,Viveros,38.7733
6543,-0.5552129,Alfafara,38.77266
6544,-0.4256638,"Alqueria d'Asnar, l'",38.77235
6545,-2.241862,Casas de Lázaro,38.77105
6546,-0.6086135,Bocairent,38.76781
6547,-0.35386,Almudaina,38.76115
6548,-3.384104,Valdepeñas,38.76053
6549,-0.0829431,Murla,38.76031
6550,-2.448879,Robledo,38.75912
6551,-0.2747656,Tollos,38.75664
6552,-0.1102239,Benigembla,38.75606
6553,-0.046652,Alcalalí,38.75568
6554,-2.960031,Fuenllana,38.75436
6555,-0.3789057,Benillup,38.75348
6556,-0.1748384,Castell de Castells,38.75242
6557,-3.134632,Alcubillas,38.75202
6558,-2.871385,Villahermosa,38.75026
6559,-0.2923697,Benimassot,38.74907
6560,-0.0661097,Parcent,38.74553
6561,0.0063282,Llíber,38.74273
6562,-0.4384323,Cocentaina,38.74228
6563,-5.672316,Quintana de la Serena,38.74163
6564,-0.0120761,Xaló,38.73989
6565,-4.711933,Almadenejos,38.73867
6566,-3.839462,Aldea del Rey,38.73823
6567,-3.014678,Villanueva de los Infantes,38.73712
6568,-0.3420584,Balones,38.73683
6569,0.1447876,"Poble Nou de Benitatxell, el/Benitachell",38.73225
6570,-0.2463927,Famorca,38.73206
6571,-0.3638289,Millena,38.73058
6572,0.1035751,Teulada,38.72881
6573,0.0405763,Senija,38.72786
6574,-2.004189,Peñas de San Pedro,38.72722
6575,-4.970738,Guadalmez,38.72717
6576,-4.080076,Argamasilla de Calatrava,38.72688
6577,-6.538014,Solana de los Barros,38.72629
6578,-6.67092,Corte de Peleas,38.72504
6579,-0.3159135,Quatretondeta,38.72365
6580,-5.545517,Castuera,38.72257
6581,-5.219465,Cabeza del Buey,38.72123
6582,-1.911805,Pozohondo,38.72114
6583,-0.3560984,Gorga,38.72056
6584,-6.713396,Entrín Bajo,38.71845
6585,-2.315899,Masegoso,38.71841
6586,-0.6558753,Banyeres de Mariola,38.71685
6587,0.0533722,Benissa,38.71623
6588,-6.822261,"Albuera, La",38.71612
6589,-4.17864,Almodóvar del Campo,38.70892
6590,-3.777296,Calzada de Calatrava,38.70487
6591,-0.9915481,Caudete,38.70274
6592,-2.603873,Povedilla,38.70169
6593,-5.799649,Valle de la Serena,38.70062
6594,-0.3904273,Benilloba,38.70023
6595,-0.7661394,Beneixama,38.69995
6596,-5.49442,Benquerencia de la Serena,38.69917
6597,-2.862144,Montiel,38.69634
6598,-0.1037597,Tàrbena,38.69572
6599,-1.431773,Fuente-Álamo,38.69322
6600,-2.694855,Villanueva de la Fuente,38.69218
6601,-6.134156,Palomas,38.69216
6602,-0.3437617,Benasau,38.69114
6603,-6.405679,Almendralejo,38.68982
6604,-0.7770379,"Camp de Mirra, el/Campo de Mirra",38.68671
6605,-4.112146,Puertollano,38.68604
6606,-0.2685593,Confrides,38.68329
6607,-7.101516,Olivenza,38.68164
6608,-0.3590004,Penàguila,38.67942
6609,-4.789592,Alamillo,38.67694
6610,-0.198618,"Castell de Guadalest, el",38.67644
6611,-0.1117929,Bolulla,38.67622
6612,-0.3323183,Alcoleja,38.67542
6613,-0.8098581,Cañada,38.67524
6614,-0.207443,Benimantell,38.67443
6615,-5.640807,Malpartida de la Serena,38.67442
6616,-0.2300378,Benifato,38.67406
6617,-6.981911,Valverde de Leganés,38.67241
6618,-2.410708,Peñascosa,38.67118
6619,-2.492647,Alcaraz,38.66966
6620,-6.103811,Puebla de la Reina,38.66394
6621,-0.4003207,Benifallim,38.66279
6622,-3.073008,Cózar,38.66079
6623,-4.296044,Brazatortas,38.66077
6624,-0.1225342,Callosa d'en Sarrià,38.65133
6625,-5.656967,Zalamea de la Serena,38.64977
6626,-5.607008,Esparragosa de la Serena,38.6495
6627,-1.981464,Alcadozo,38.64877
6628,-6.487179,Aceuchal,38.64706
6629,-5.741075,Higuera de la Serena,38.64634
6630,-3.467174,Santa Cruz de Mudela,38.64534
6631,-3.362127,Torrenueva,38.64016
6632,-2.868243,Santa Cruz de los Cáñamos,38.63758
6633,-0.8661389,Villena,38.63634
6634,-2.501559,Vianos,38.63218
6635,-0.7654974,Biar,38.6297
6636,-0.6731591,Onil,38.62606
6637,-0.5713521,Ibi,38.62551
6638,-2.956199,Almedina,38.6237
6639,-0.1259112,Polop,38.62263
6640,-3.909619,Villanueva de San Carlos,38.62153
6641,-6.796033,Torre de Miguel Sesmero,38.61896
6642,-2.806261,Albaladejo,38.61805
6643,-1.118017,Yecla,38.61524
6644,-4.140827,Hinojosas de Calatrava,38.61498
6645,-4.184207,Cabezarrubias del Puerto,38.61497
6646,-1.498491,Ontur,38.6147
6647,-0.1257095,"Nucia, la",38.61438
6648,-0.4199761,"Torre de les Maçanes, la/Torremanzanas",38.61335
6649,-6.822295,Almendral,38.61327
6650,-6.509777,Villalba de los Barros,38.61292
6651,-6.629105,Santa Marta,38.61237
6652,-2.841618,Terrinches,38.60988
6653,-0.2730576,Sella,38.60862
6654,-0.0491708,Altea,38.60032
6655,-2.346145,Paterna del Madera,38.59725
6656,-4.902765,Santa Eufemia,38.59544
6657,-0.6722506,Castalla,38.59519
6658,-2.551266,Salobre,38.59158
6659,-5.443485,Monterrubio de la Serena,38.5892
6660,-1.693783,Tobarra,38.58844
6661,-0.3110441,Relleu,38.58733
6662,-6.749022,Nogales,38.58658
6663,-3.060354,Torre de Juan Abad,38.58471
6664,-2.214221,Bogarra,38.58138
6665,-0.1032094,"Alfàs del Pi, l'",38.58055
6666,-5.167119,Belalcázar,38.57843
6667,-5.838177,Retamal de Llerena,38.57788
6668,-2.635532,Villapalacios,38.5746
6669,-4.071233,Mestanza,38.57452
6670,-6.197352,Puebla del Prior,38.5709
6671,-1.524207,Albatana,38.56977
6672,-0.2107335,Finestrat,38.56909
6673,-2.925579,Puebla del Príncipe,38.56878
6674,-0.2619973,Orxeta,38.5636
6675,-6.337831,Villafranca de los Barros,38.5623
6676,-6.069669,Hornachos,38.55511
6677,-2.070846,Ayna,38.55318
6678,-6.241587,Ribera del Fresno,38.55236
6679,-2.996742,Villamanrique,38.54818
6680,-6.654481,"Morera, La",38.54596
6681,-1.952878,Liétor,38.5429
6682,-3.278269,Castellar de Santiago,38.54034
6683,-0.8180652,Sax,38.53757
6684,-0.1290771,Benidorm,38.53704
6685,-0.5830948,Tibi,38.52938
6686,-6.449848,Fuente del Maestre,38.52863
6687,-7.014642,Táliga,38.52709
6688,-3.562804,Viso del Marqués,38.52327
6689,-6.6244,"Parra, La",38.5215
6690,-0.9121291,Salinas,38.51891
6691,-7.070871,Alconchel,38.51668
6692,-2.611526,Bienservida,38.51517
6693,-6.849041,Barcarrota,38.51441
6694,-3.49485,Almuradiel,38.51264
6695,-7.281178,Cheles,38.51247
6696,-1.70331,Hellín,38.51216
6697,-6.564341,Feria,38.51197
6698,-6.786355,Salvaleón,38.50986
6699,-0.2326134,"Vila Joiosa, la/Villajoyosa",38.50775
6700,-5.148333,Hinojosa del Duque,38.50099
6701,-5.831132,Campillo de Llerena,38.50023
6702,-0.3627366,Aigües,38.49932
6703,-2.41725,Riópar,38.49912
6704,-4.782716,"Guijo, El",38.49629
6705,-6.685156,Salvatierra de los Barros,38.49078
6706,-2.636272,Villarrodrigo,38.48793
6707,-0.4172711,Busot,38.48483
6708,-6.184557,Hinojosa del Valle,38.48338
6709,-4.955392,"Viso, El",38.4827
6710,-0.7904639,Elda,38.47803
6711,-0.7742523,Petrer,38.47744
6712,-3.824841,San Lorenzo de Calatrava,38.47681
6713,-1.322032,Jumilla,38.47595
6714,-4.679456,Torrecampo,38.4751
6715,-5.565681,Peraleda del Zaucejo,38.47416
6716,-2.237843,Molinicos,38.46796
6717,-4.072587,Solana del Pino,38.46677
6718,-4.984371,Villaralto,38.45571
6719,-2.517869,Villaverde de Guadalimar,38.4555
6720,-6.522162,"Lapa, La",38.45348
6721,-6.383959,"Santos de Maimona, Los",38.44897
6722,-6.057196,Llera,38.44814
6723,-2.048343,Elche de la Sierra,38.44759
6724,-6.973897,Higuera de Vargas,38.44587
6725,-4.894932,Dos Torres,38.44524
6726,-0.6395459,Agost,38.44117
6727,-2.506876,Cotillas,38.4311
6728,-2.732766,Génave,38.43014
6729,-0.3978871,"Campello, el",38.42892
6730,-4.763438,Pedroche,38.42873
6731,-6.416446,Zafra,38.4258
6732,-5.048906,Fuente la Lancha,38.42257
6733,-2.677051,Torres de Albánchez,38.41451
6734,-0.4432408,Mutxamel,38.41235
6735,-3.371774,Aldeaquemada,38.41182
6736,-4.897461,Añora,38.41099
6737,-4.500968,Conquista,38.40844
6738,-4.304459,Fuencaliente,38.40664
6739,-5.438988,"Blázquez, Los",38.4065
6740,-6.003782,Valencia de las Torres,38.405
6741,-5.35168,Valsequillo,38.40498
6742,-1.041577,"Pinós, el/Pinoso",38.40112
6743,-0.4345329,Sant Joan d'Alacant,38.39817
6744,-6.399928,Puebla de Sancho Pérez,38.39765
6745,-6.476881,Alconera,38.39647
6746,-5.000132,Villanueva del Duque,38.39297
6747,-4.967684,Alcaracejos,38.38823
6748,-2.58131,Siles,38.38734
6749,-0.7653857,Novelda,38.3853
6750,-0.9050398,"Romana, la",38.38433
6751,-6.802888,Valle de Matamoros,38.3796
6752,-0.7292369,Monforte del Cid,38.37923
6753,-6.589302,Burguillos del Cerro,38.37848
6754,-4.848376,Pozoblanco,38.37742
6755,-5.999552,Higuera de Llerena,38.37675
6756,-7.168993,Villanueva del Fresno,38.37597
6757,-5.351436,"Granjuela, La",38.3711
6758,-5.837015,Maguilla,38.36658
6759,-2.318711,Yeste,38.36583
6760,-2.101964,Letur,38.36555
6761,-6.788002,Valle de Santa Ana,38.36528
6762,-6.164374,Usagre,38.35719
6763,-2.010168,Férez,38.35604
6764,-2.804408,Puente de Génave,38.35323
6765,-2.650866,Benatae,38.35257
6766,-2.737147,"Puerta de Segura, La",38.34861
6767,-0.7694142,Aspe,38.34857
6768,-6.411753,Medina de las Torres,38.34339
6769,-3.103404,Montizón,38.34243
6770,-3.539236,Santa Elena,38.33911
6771,-1.003234,Algueña,38.33886
6772,-6.472773,Atalaya,38.3359
6773,-1.983432,Socovos,38.33348
6774,-0.5109846,"Verger, el",38.33109
6775,-6.955032,Zahínos,38.33017
6776,-6.537829,Valverde de Burguillos,38.32713
6777,-4.628341,Villanueva de Córdoba,38.32279
6778,-2.894979,Arroyo del Ojanco,38.32092
6779,-6.771007,Jerez de los Caballeros,38.31935
6780,-2.664912,Orcera,38.31738
6781,-3.042188,Chiclana de Segura,38.31147
6782,-5.597606,Granja de Torrehermosa,38.31067
6783,-0.9341582,"Fondó de les Neus, el/Hondón de las Nieves",38.30504
6784,-5.272851,Peñarroya-Pueblonuevo,38.30304
6785,-6.316763,Calzadilla de los Barros,38.30002
6786,-6.21055,Bienvenida,38.29828
6787,-2.651513,Segura de la Sierra,38.29776
6788,-6.080569,Villagarcía de la Torre,38.29387
6789,-5.829181,Berlanga,38.28272
6790,-6.91992,Oliva de la Frontera,38.27606
6791,-3.615412,"Carolina, La",38.27468
6792,-0.9276314,Hondón de los Frailes,38.27319
6793,-5.208753,Belmez,38.27234
6794,-4.32373,Cardeña,38.27047
6795,-5.419834,Fuente Obejuna,38.26675
6796,-6.474613,Valencia del Ventoso,38.265
6797,-5.861972,Ahillones,38.26235
6798,-5.677916,Azuaga,38.25962
6799,-3.131925,Castellar,38.25621
6800,-2.889883,Beas de Segura,38.25238
6801,-3.206428,Santisteban del Puerto,38.24746
6802,-0.803492,Crevillent,38.24703
6803,-6.309231,Fuente de Cantos,38.24661
6804,-7.119643,Valencia del Mombuey,38.24256
6805,-3.054152,Sorihuela del Guadalimar,38.23954
6806,-1.418767,Cieza,38.23907
6807,-6.015329,Llerena,38.23769
6808,-3.631522,Carboneros,38.22952
6809,-1.701833,Calasparra,38.22923
6810,-2.720247,Hornos,38.21679
6811,-5.822106,Valverde de Llerena,38.21376
6812,-1.043499,Abanilla,38.20628
6813,-1.397181,Abarán,38.20514
6814,-3.507662,Vilches,38.20467
6815,-5.969779,Casas de Reina,38.20173
6816,-5.151443,Villanueva del Rey,38.19965
6817,-0.5552066,Santa Pola,38.1923
6818,-5.995481,Trasierra,38.19107
6819,-5.018202,Espiel,38.18865
6820,-5.949533,Reina,38.18746
6821,-1.890504,Moratalla,38.18645
6822,-3.315369,Navas de San Juan,38.18464
6823,-3.430886,Arquillos,38.18201
6824,-3.686501,Guarromán,38.18151
6825,-1.12821,Fortuna,38.18111
6826,-0.8696246,Albatera,38.1806
6827,-1.376201,Blanca,38.1792
6828,-3.774258,Baños de la Encina,38.17133
6829,-0.8401969,San Isidro,38.1702
6830,-3.010099,Villanueva del Arzobispo,38.16934
6831,-6.651353,Fregenal de la Sierra,38.16476
6832,-0.8014995,Catral,38.16095
6833,-3.032914,Iznatoraf,38.15744
6834,-6.214543,Montemolín,38.15512
6835,-0.8909073,Granja de Rocamora,38.15253
6836,-1.367112,Ricote,38.15238
6837,-5.896564,Fuente del Arco,38.15202
6838,-2.302496,Nerpio,38.14801
6839,-6.560087,Bodonal de la Sierra,38.1479
6840,-1.343079,Ojós,38.14525
6841,-0.8870501,Cox,38.1416
6842,-6.689744,Higuera la Real,38.14108
6843,-0.9632033,Benferri,38.14063
6844,-0.7692993,Dolores,38.14058
6845,-1.329861,Ulea,38.13988
6846,-4.903052,Villaharta,38.13951
6847,-1.324307,Villanueva del Río Segura,38.13569
6848,-6.872141,Encinasola,38.13522
6849,-4.800506,Obejo,38.13433
6850,-0.8784829,Callosa de Segura,38.12413
6851,-5.693144,Malcocinado,38.12186
6852,-6.528532,Segura de León,38.12104
6853,-0.9107296,Redován,38.11617
6854,-3.087194,Villacarrillo,38.11541
6855,-1.297061,Archena,38.11435
6856,-0.7179557,San Fulgencio,38.11422
6857,-0.7592378,Daya Nueva,38.11316
6858,-0.7920032,Almoradí,38.10963
6859,-1.866033,Caravaca de la Cruz,38.10899
6860,-6.336793,Calera de León,38.10712
6861,-0.7387287,Daya Vieja,38.10484
6862,-0.8499723,Rafal,38.10402
6863,-2.55,Santiago-Pontones,38.1
6864,-3.774859,Bailén,38.09588
6865,-3.635844,Linares,38.09362
6866,-1.798522,Cehegín,38.09269
6867,-5.821165,Guadalcanal,38.09198
6868,-0.7242546,Rojales,38.08833
6869,-6.422567,Cabeza la Vaca,38.08687
6870,-6.274293,Monesterio,38.08678
6871,-0.651254,Guardamar del Segura,38.08615
6872,-0.7957607,Algorfa,38.08587
6873,-0.7453506,Formentera del Segura,38.08562
6874,-6.07957,Puebla del Maestre,38.08456
6875,-0.9447829,Orihuela,38.08395
6876,-1.254943,Lorquí,38.08183
6877,-1.272099,Ceutí,38.07917
6878,-0.8384452,Benejúzar,38.07839
6879,-0.73795,Benijófar,38.07811
6880,-6.743336,Cumbres de San Bartolomé,38.07691
6881,-5.014214,Villaviciosa de Córdoba,38.07598
6882,-6.692877,Cumbres de Enmedio,38.07224
6883,-3.306595,Sabiote,38.06915
6884,-6.538614,Fuentes de León,38.06809
6885,-6.647074,Cumbres Mayores,38.0637
6886,-0.8955043,Bigastro,38.06304
6887,-0.8686115,Jacarilla,38.06133
6888,-1.047485,Santomera,38.05997
6889,-1.210992,Molina de Segura,38.05092
6890,-1.24202,Alguazas,38.04954
6891,-3.482172,Canena,38.04868
6892,-1.670956,Bullas,38.04808
6893,-3.462054,Rus,38.04807
6894,-1.001894,Beniel,38.04591
6895,-4.170608,Marmolejo,38.04433
6896,-1.486329,Mula,38.04056
6897,-1.351669,Campos del Río,38.04043
6898,-5.715293,Alanís,38.03748
6899,-4.054391,Andújar,38.03675
6900,-3.287597,Torreperogil,38.0345
6901,-3.861802,Espeluy,38.03308
6902,-3.101844,Santo Tomé,38.02818
6903,-1.240312,"Torres de Cotillas, Las",38.02786
6904,-4.524873,Adamuz,38.02736
6905,-0.743438,"Montesinos, Los",38.02732
6906,-1.384766,Albudeite,38.02719
6907,-4.381874,Montoro,38.02617
6908,-6.421104,Arroyomolinos de León,38.02604
6909,-3.502375,Ibros,38.02261
6910,-3.724704,Jabalquinto,38.01932
6911,-6.527808,Cañaveral de León,38.01454
6912,-6.589147,Hinojales,38.00843
6913,-3.368519,Úbeda,38.00809
6914,-3.919512,Villanueva de la Reina,38.00499
6915,-3.031099,Chilluévar,38.00106
6916,-6.883333,Berrocal,38.0
6917,-3.546936,Lupión,37.99656
6918,-3.638916,Torreblascopedro,37.99618
6919,-5.653036,San Nicolás del Puerto,37.99353
6920,-3.469237,Baeza,37.99343
6921,-1.506185,Pliego,37.99001
6922,-3.882231,Cazalilla,37.9846
6923,-3.53483,Begíjar,37.98452
6924,-1.12989,Murcia,37.98344
6925,-4.290878,Villa del Río,37.98227
6926,-0.7892857,San Miguel de Salinas,37.97993
6927,-0.6832271,Torrevieja,37.97747
6928,-4.107027,Arjonilla,37.97355
6929,-6.31649,Cala,37.97217
6930,-1.218209,Alcantarilla,37.97068
6931,-3.989164,Lahiguera,37.97049
6932,-3.808806,Mengíbar,37.96833
6933,-7.220527,Rosal de la Frontera,37.9678
6934,-4.457226,Pedro Abad,37.96708
6935,-6.745746,"Nava, La",37.96342
6936,-4.545728,Villafranca de Córdoba,37.96193
6937,-2.43508,Puebla de Don Fadrique,37.9579
6938,-6.1559,"Real de la Jara, El",37.95061
6939,-6.683222,Valdelarco,37.95044
6940,-6.954265,Aroche,37.94426
6941,-4.214694,Lopera,37.94367
6942,-4.498775,"Carpio, El",37.94054
6943,-4.054891,Arjona,37.93648
6944,-6.624768,Cortelazor,37.93554
6945,-5.464808,"Navas de la Concepción, Las",37.93347
6946,-3.692753,Villatorres,37.9313
6947,-5.760799,Cazalla de la Sierra,37.9296
6948,-6.709221,Galaroza,37.92757
6949,-2.993985,"Iruela, La",37.92038
6950,-6.729078,Jabugo,37.91671
6951,-3.121655,Peal de Becerro,37.91332
6952,-3.002167,Cazorla,37.91055
6953,-6.820616,Cortegana,37.90937
6954,-6.229617,Santa Olalla del Cala,37.90651
6955,-6.660661,Fuenteheridos,37.90327
6956,-6.62332,"Marines, Los",37.90303
6957,-4.383588,Bujalance,37.89657
6958,-6.505878,Corteconcepción,37.89585
6959,-6.703943,Castaño del Robledo,37.8951
6960,-6.561207,Aracena,37.89417
6961,-6.47877,Puerto Moral,37.89208
6962,-1.353289,Librilla,37.88795
6963,-4.779152,Córdoba,37.88473
6964,-4.784959,"Victoria, La",37.88327
6965,-6.621002,Linares de la Sierra,37.88009
6966,-4.033281,Escañuela,37.87872
6967,-6.666078,Alájar,37.87439
6968,-3.884589,Fuerte del Rey,37.87396
6969,-6.079766,Almadén de la Plata,37.87345
6970,-5.619115,Constantina,37.87227
6971,-6.787901,Almonaster la Real,37.87181
6972,-4.184721,Porcuna,37.87086
6973,-4.318819,Cañete de las Torres,37.86741
6974,-0.7925081,Pilar de la Horadada,37.86538
6975,-6.724445,Santa Ana la Real,37.86396
6976,-1.424666,Alhama de Murcia,37.85101
6977,-3.067591,Quesada,37.8451
6978,-3.352545,Jódar,37.84398
6979,-3.476529,Jimena,37.84158
6980,-4.001286,Villardompardo,37.83969
6981,-6.447579,Higuera de la Sierra,37.83819
6982,-0.7915859,San Pedro del Pinatar,37.83504
6983,-6.338613,Zufre,37.83384
6984,-5.242984,Hornachuelos,37.83084
6985,-3.411761,Bedmar y Garcíez,37.82271
6986,-5.019958,Almodóvar del Río,37.80959
6987,-2.539663,Huéscar,37.80949
6988,-0.8345491,San Javier,37.80569
6989,-5.107038,Posadas,37.80041
6990,-1.573683,Aledo,37.79744
6991,-4.154945,Higuera de Calatrava,37.7969
6992,-7.188633,Santa Bárbara de Casa,37.79655
6993,-2.779088,Castril,37.79573
6994,-3.468285,Albanchez de Mágina,37.79165
6995,-3.612393,Mancha Real,37.78617
6996,-3.510031,Torres,37.78608
6997,-5.388995,"Puebla de los Infantes, La",37.77852
6998,-4.219841,Valenzuela,37.77508
6999,-1.501004,Totana,37.77124
7000,-6.573099,Campofrío,37.76776
7001,-3.789518,Jaén,37.76574
7002,-3.959263,Torredonjimeno,37.76543
7003,-3.078167,Huesa,37.76411
7004,-3.20015,Larva,37.75892
7005,-4.94463,Guadalcázar,37.75755
7006,-4.169107,Santiago de Calatrava,37.75299
7007,-3.912299,Jamilena,37.74709
7008,-0.9536195,Torre-Pacheco,37.74428
7009,-0.8498135,"Alcázares, Los",37.74362
7010,-2.551193,Galera,37.74289
7011,-3.692717,"Guardia de Jaén, La",37.74164
7012,-7.345994,Paymogo,37.74063
7013,-3.651098,Pegalajar,37.73797
7014,-6.938734,"Cerro de Andévalo, El",37.73519
7015,-7.087451,Cabezas Rubias,37.7265
7016,-6.176963,"Ronquillo, El",37.72555
7017,-3.38222,Bélmez de la Moraleda,37.7239
