,longitude,municipality,latitude
2136,-3.237118,Castrillo de la Reina,41.98731
2137,-5.404984,Villanueva del Campo,41.98658
2138,-5.975424,Santa Croya de Tera,41.98606
2139,2.311212,Roda de Ter,41.98597
2140,2.095717,Olost,41.98582
2141,-5.073148,Moral de la Reina,41.98571
2142,-3.28705,Hacinas,41.9852
2143,-5.179518,Aguilar de Campos,41.98422
2144,-4.958809,Castil de Vela,41.98415
2145,-4.734877,Pedraza de Campos,41.98404
2146,-2.073984,Valdemadera,41.98395
2147,-3.824701,Avellanosa de Muñó,41.98373
2148,2.516667,Susqueda,41.98333
2149,-3.324481,Villanueva de Carazo,41.98323
2150,-3.596634,Cebrecos,41.9832
2151,-4.42814,Magaz de Pisuerga,41.98265
2152,-0.9950376,Castejón de Valdejasa,41.98233
2153,2.8237,Girona,41.9818
2154,-3.040702,Quintanar de la Sierra,41.98133
2155,2.175598,Sant Bartomeu del Grau,41.98076
2156,-1.443253,Buñuel,41.98046
2157,-6.082464,Calzadilla de Tera,41.98003
2158,-0.419158,Barbués,41.97961
2159,-0.538924,Tardienta,41.97935
2160,-3.516723,Quintanilla del Coco,41.97923
2161,-5.023392,Tamariz de Campos,41.97712
2162,-1.676432,Tulebras,41.97674
2163,-4.383108,Reinoso de Cerrato,41.97587
2164,-5.780099,Villanázar,41.975
2165,-5.66436,Villanueva de Azoague,41.97461
2166,1.878855,Puig-reig,41.97446
2167,-3.846759,Iglesiarrubia,41.97432
2168,-7.282634,Riós,41.97426
2169,1.178759,"Baronia de Rialb, La",41.97425
2170,2.792586,Salt,41.97416
2171,-3.480564,Santibáñez del Val,41.97408
2172,0.3116778,Azanuy-Alins,41.9738
2173,-1.638694,Ablitas,41.97364
2174,-0.2976621,Tramaced,41.97267
2175,3.148876,Pals,41.97121
2176,1.399819,Pinell de Solsonès,41.97115
2177,-1.662919,Barillas,41.97106
2178,2.620421,"Cellera de Ter, La",41.97058
2179,-2.314437,Oncala,41.97038
2180,2.664303,Sant Julià del Llor i Bonmatí,41.97028
2181,-5.463161,Vega de Villalobos,41.97014
2182,-3.660142,Solarana,41.97002
2183,-5.315088,Castroverde de Campos,41.96999
2184,-3.353925,Carazo,41.96952
2185,-6.896557,Hermisende,41.96882
2186,-3.63392,Nebreda,41.96859
2187,-3.951763,Espinosa de Cerrato,41.96826
2188,-0.1109713,Torres de Alcanadre,41.968
2189,1.241125,Tiurana,41.96695
2190,-6.014576,Melgar de Tera,41.96627
2191,2.739396,Bescanó,41.96624
2192,-2.098725,Navajún,41.96408
2193,-3.126263,Palacios de la Sierra,41.96359
2194,-1.692299,Monteagudo,41.96272
2195,0.1569228,Castejón del Puente,41.96238
2196,-3.419734,Santo Domingo de Silos,41.96238
2197,-1.994517,Aguilar del Río Alhama,41.9618
2198,-4.342499,Villaviudas,41.96166
2199,-4.7776,Torremormojón,41.96135
2200,-0.0015523,Berbegal,41.96134
2201,3.040184,"Bisbal d'Empordà, La",41.96022
2202,-0.4323657,Torres de Barbués,41.95996
2203,-5.686068,Santa Colomba de las Monjas,41.95917
2204,0.5218998,Camporrélls,41.95886
2205,3.057389,Forallac,41.95794
2206,0.0574015,Ilche,41.95788
2207,2.773002,Vilablareix,41.95639
2208,-2.987816,Regumiel de la Sierra,41.95593
2209,-3.199341,Moncalvillo,41.9552
2210,2.638278,Anglès,41.95515
2211,2.991794,"Cruïlles, Monells i Sant Sadurní de l'Heura",41.95469
2212,-2.932089,Duruelo de la Sierra,41.95428
2213,-7.985605,Muíños,41.95426
2214,2.235545,Gurb,41.95394
2215,0.4596325,Baélls,41.95377
2216,3.208136,Begur,41.95374
2217,-5.816779,Navianos de Valverde,41.95367
2218,-4.429997,Soto de Cerrato,41.9534
2219,-1.670998,Malón,41.95339
2220,3.171459,Regencós,41.95247
2221,3.12839,Torrent,41.95246
2222,-3.536148,Tejada,41.95241
2223,2.326051,Tavèrnoles,41.95227
2224,-3.078111,Vilviestre del Pinar,41.95218
2225,1.472779,Llobera,41.95104
2226,-5.284598,Barcial de la Loma,41.95028
2227,-7.716806,Baltar,41.94975
2228,-0.4104751,Almuniente,41.94961
2229,-4.515538,Villamuriel de Cerrato,41.94826
2230,2.384898,Vilanova de Sau,41.94754
2231,-2.400216,Arévalo de la Sierra,41.94745
2232,-7.449487,Monterrei,41.94715
2233,2.552534,Osor,41.94699
2234,-2.469083,Almarza,41.94652
2235,-1.693985,Novallas,41.94646
2236,-5.207434,Villamuriel de Campos,41.94611
2237,-4.118328,Antigüedad,41.94587
2238,-5.474838,Villalobos,41.94585
2239,1.775928,Viver i Serrateix,41.94583
2240,-5.097033,Berrueces,41.94557
2241,2.02247,Sant Feliu Sasserra,41.94477
2242,-5.849878,Villaveza de Valverde,41.94471
2243,-4.855737,Villerías de Campos,41.94452
2244,-5.697485,Arcos de la Polvorosa,41.94452
2245,-7.897644,Calvos de Randín,41.94423
2246,-4.987806,Belmonte de Campos,41.94308
2247,-2.575202,Valdeavellano de Tera,41.94262
2248,-3.739049,Fontioso,41.94261
2249,-4.920037,Meneses de Campos,41.94185
2250,-6.284697,Villardeciervos,41.94098
2251,-7.439122,Verín,41.94045
2252,-5.889878,Morales de Valverde,41.94007
2253,-0.3692021,Grañén,41.93995
2254,-6.150916,Otero de Bodas,41.93908
2255,2.841294,Quart,41.93833
2256,-2.221633,Valtajeros,41.93824
2257,2.31796,Folgueroles,41.93813
2258,-2.108309,Valdeprado,41.93788
2259,-5.55192,San Esteban del Molar,41.93728
2260,2.760639,Aiguaviva,41.9372
2261,-4.245831,Baltanás,41.93716
2262,-2.027122,San Felices,41.93699
2263,-3.042048,Canicosa de la Sierra,41.93606
2264,-5.978714,Villanueva de las Peras,41.93587
2265,-2.884975,Covaleda,41.93584
2266,0.24484,Almunia de San Juan,41.93567
2267,-8.83549,"Rosal, O",41.93539
2268,-5.934296,Santa María de Valverde,41.93522
2269,-0.5106578,Torralba de Aragón,41.93518
2270,-2.055447,Cigudosa,41.93505
2271,-2.180229,Fuentes de Magaña,41.93504
2272,-3.242159,Cabezón de la Sierra,41.93455
2273,-1.392918,Novillas,41.93424
2274,-5.664173,Barcial del Barco,41.9342
2275,-4.658901,Santa Cecilia del Alcor,41.93401
2276,1.623909,Clariana de Cardener,41.93346
2277,-8.116667,Entrimo,41.93333
2278,2.060313,Oristà,41.93243
2279,-0.0664381,Peralta de Alcofea,41.93196
2280,-2.602456,Sotillo del Rincón,41.93196
2281,-0.1666296,Huerto,41.93188
2282,2.812444,Fornells de la Selva,41.93181
2283,2.25435,Vic,41.93029
2284,-2.169622,Cerbón,41.92931
2285,-5.145377,Palazuelo de Vedija,41.9293
2286,-5.012552,Villanueva de San Mancio,41.92846
2287,-1.681115,Vierlas,41.92807
2288,-3.361871,Mamolar,41.92689
2289,-2.333617,Estepa de San Juan,41.92665
2290,-2.531147,Rollamienta,41.92616
2291,2.283792,Calldetenes,41.92522
2292,-5.340044,Villar de Fallaves,41.92462
2293,-5.73349,Milles de la Polvorosa,41.92376
2294,2.324351,Sant Julià de Vilatorta,41.92231
2295,2.85084,Llambilles,41.92158
2296,-4.494053,Venta de Baños,41.92121
2297,-1.2554,Tauste,41.92117
2298,-5.419494,Prado,41.9208
2299,-5.781086,Burganes de Valverde,41.92078
2300,-2.305577,Castilfrío de la Sierra,41.91998
2301,-1.421934,Cortes,41.91969
2302,-5.898464,Pueblica de Valverde,41.91929
2303,-5.679851,Villaveza del Agua,41.91904
2304,-3.305166,Pinilla de los Barruecos,41.91891
2305,0.5468061,Baldellou,41.91793
2306,1.572177,Riner,41.91756
2307,1.92489,Gaià,41.91722
2308,3.163817,Palafrugell,41.91719
2309,-3.913288,Villafruela,41.91651
2310,-2.566284,Villar del Ala,41.91628
2311,1.184873,Ponts,41.91546
2312,-4.780129,Ampudia,41.91397
2313,1.681348,Cardona,41.91392
2314,-2.50513,Rebollar,41.91376
2315,-5.839627,Friera de Valverde,41.91359
2316,0.9600118,Alòs de Balaguer,41.91187
2317,-2.762882,Vinuesa,41.91164
2318,2.188852,Santa Eulàlia de Riuprimer,41.9108
2319,-4.441111,Hontoria de Cerrato,41.91072
2320,1.251806,Vilanova de l'Aguda,41.91066
2321,0.1946406,Monzón,41.91031
2322,-3.695628,Pineda Trasmonte,41.90881
2323,-0.2136612,Alberuela de Tubo,41.9088
2324,-5.575015,Vidayanes,41.90843
2325,3.147037,Mont-ras,41.90822
2326,0.766037,"Avellanes i Santa Linya, Les",41.90782
2327,-7.314034,Vilardevós,41.90748
2328,-0.4904756,Senés de Alcubierre,41.90733
2329,0.4318866,Alcampell,41.9059
2330,-5.40782,Quintanilla del Olmo,41.90582
2331,-3.530057,Ciruelos de Cervera,41.90557
2332,-3.660519,Cilleruelo de Arriba,41.90474
2333,-4.47994,Tariego de Cerrato,41.9045
2334,0.3258535,San Esteban de Litera,41.90414
2335,2.381448,Sant Sadurní d'Osormort,41.90321
2336,-1.7254,Tarazona,41.90277
2337,-4.899598,Montealegre de Campos,41.90254
2338,-8.873672,"Guarda, A",41.90252
2339,-1.945479,Dévanos,41.90224
2340,-2.309518,Aldealices,41.90195
2341,-1.418496,Mallén,41.90051
2342,-5.486743,Cerecinos de Campos,41.90046
2343,2.282697,Santa Eugènia de Berga,41.9003
2344,1.879363,Navàs,41.90007
2345,-2.161685,Magaña,41.89968
2346,-5.359241,Villamayor de Campos,41.8989
2347,-6.195314,Ferreras de Arriba,41.89884
2348,-3.26404,"Gallega, La",41.89865
2349,-6.078787,Ferreras de Abajo,41.89679
2350,2.83227,Campllong,41.89647
2351,-3.468393,Espinosa de Cervera,41.89632
2352,-1.769812,Torrellas,41.89571
2353,-2.28056,Carrascosa de la Sierra,41.89554
2354,1.047474,Artesa de Segre,41.89501
2355,-5.266917,Santa Eufemia del Arroyo,41.89495
2356,-2.374161,Ausejo de la Sierra,41.89484
2357,-8.068343,Lobios,41.89356
2358,2.804287,Riudellots de la Selva,41.89329
2359,-3.19425,Rabanera del Pinar,41.89267
2360,-5.218182,Villafrechós,41.89216
2361,-5.568875,Revellinos,41.89074
2362,-2.7993,Salduero,41.89009
2363,-2.11655,Valdelagua del Cerro,41.8878
2364,2.875085,Cassà de la Selva,41.88774
2365,2.739902,Vilobí d'Onyar,41.88752
2366,2.235119,Malla,41.88734
2367,-1.602931,"Buste, El",41.88599
2368,-5.594348,San Agustín del Pozo,41.88549
2369,-7.47204,Oímbra,41.88543
2370,-2.787729,Molinos de Duero,41.88531
2371,0.5141938,Castillonroy,41.88442
2372,-3.795598,Cilleruelo de Abajo,41.88422
2373,3.121365,Vall-llobrega,41.88371
2374,-5.75509,Bretocino,41.88337
2375,-5.04281,Medina de Rioseco,41.88319
2376,-5.738333,Bretó,41.88187
2377,-1.757692,Santa Cruz de Moncayo,41.88181
2378,-4.362146,Valle de Cerrato,41.87996
2379,2.510884,Sant Hilari Sacalm,41.87896
2380,-2.315711,Aldealseñor,41.87892
2381,-5.709144,Santovenia,41.87843
2382,2.177301,Muntanyola,41.87836
2383,-1.782601,"Fayos, Los",41.87784
2384,1.014578,Foradada,41.87683
2385,-2.059147,Castilruiz,41.87681
2386,-4.545815,Dueñas,41.8762
2387,1.175909,Oliola,41.87523
2388,-1.450227,Fréscano,41.87501
2389,-2.081859,Fuentestrún,41.87467
2390,1.309358,Sanaüja,41.87391
2391,-2.102242,Trévago,41.87391
2392,2.287192,Taradell,41.87363
2393,-3.620033,Pinilla Trasmonte,41.87348
2394,2.825394,Sant Andreu Salou,41.87304
2395,0.7197718,Os de Balaguer,41.87282
2396,-2.278706,"Losilla, La",41.87247
2397,2.035291,Santa Maria d'Oló,41.87207
2398,0.8746512,Camarasa,41.87198
2399,-4.223928,Villaconancio,41.87197
2400,-1.728725,Grisel,41.87176
2401,-0.3096014,Poleñino,41.87049
2402,-1.31786,Gallur,41.86982
2403,-0.7881644,Zuera,41.86918
2404,-6.378888,Mahide,41.86884
2405,-6.443063,Figueruela de Arriba,41.86859
2406,2.113499,"Estany, L'",41.86858
2407,2.417711,Espinelves,41.86764
2408,0.4220118,Tamarite de Litera,41.86698
2409,-2.325954,Cirujales del Río,41.86694
2410,-5.350849,Quintanilla del Monte,41.86658
2411,-0.4609118,Robres,41.86637
2412,0.4611521,Albelda,41.86542
2413,-2.415506,Fuentelsaz de Soria,41.86476
2414,-5.411108,Villalpando,41.86461
2415,-2.355851,"Villares de Soria, Los",41.86448
2416,-4.860106,Villalba de los Alcores,41.86347
2417,1.873386,Balsareny,41.86267
2418,1.971941,Avinyó,41.86209
2419,-3.729234,Bahabón de Esgueva,41.86199
2420,-4.183983,Cevico Navero,41.86105
2421,2.667772,Santa Coloma de Farners,41.86081
2422,-3.38779,Arauzo de Miel,41.86012
2423,-3.559022,Santa María del Mercadillo,41.85995
2424,-1.264242,Pradilla de Ebro,41.85991
2425,-5.172205,Morales de Campos,41.85982
2426,0.1572041,Pueyo de Santa Cruz,41.85814
2427,-4.301824,Castrillo de Onielo,41.85771
2428,-5.496512,Tapioles,41.85743
2429,-1.452092,Agón,41.85692
2430,-1.443099,Bisimbre,41.85635
2431,-4.969822,Valdenebro de los Valles,41.85567
2432,-1.920437,Ágreda,41.85508
2433,-4.659084,Quintanilla de Trigueros,41.85495
2434,0.9575363,Cubells,41.85313
2435,0.2937235,Binéfar,41.85286
2436,-2.223493,Suellacabras,41.85268
2437,-4.410702,Cevico de la Torre,41.8524
2438,1.217437,Cabanabona,41.85149
2439,-2.337914,Almajano,41.85081
2440,0.5869282,Ivars de Noguera,41.8505
2441,2.391026,Viladrau,41.84894
2442,-2.428108,Fuentecantos,41.84877
2443,-1.249734,Boquiñeni,41.84874
2444,-5.269816,Cabreros del Monte,41.84864
2445,-2.294553,Narros,41.84862
2446,-3.162302,Hontoria del Pinar,41.8486
2447,-5.614862,Villafáfila,41.84859
2448,2.227755,Tona,41.84785
2449,-2.408156,Buitrago,41.84751
2450,3.128636,Palamós,41.84676
2451,-0.1854229,Capdesaso,41.84393
2452,2.251218,Balenyà,41.84387
2453,-0.255536,Lalueza,41.84184
2454,-2.046679,Matalebreras,41.84061
2455,-3.349127,Huerta de Rey,41.83988
2456,1.356162,Biosca,41.83946
2457,2.809666,Caldes de Malavella,41.83933
2458,-1.855912,Vozmediano,41.83922
2459,-3.00545,Navaleno,41.83872
2460,-1.176524,Remolinos,41.83844
2461,-1.792084,San Martín de la Virgen de Moncayo,41.83749
2462,2.281063,Seva,41.83733
2463,-5.888256,Faramontanos de Tábara,41.83649
2464,1.837383,Castellnou de Bages,41.83533
2465,-1.761339,Lituénigo,41.83528
2466,-1.531878,Borja,41.83517
2467,-5.037402,Valverde de Campos,41.83491
2468,-3.527793,Valdeande,41.83434
2469,-3.75887,Santibáñez de Esgueva,41.83353
2470,-1.461193,Magallón,41.83311
2471,-4.327307,Vertavillo,41.8322
2472,-4.61599,Cubillas de Santa Marta,41.8319
2473,1.750768,Súria,41.83179
2474,-3.703652,Oquillas,41.8317
2475,-3.785393,Cabañes de Esgueva,41.8313
2476,-3.259629,Espejón,41.83094
2477,0.5681205,Alfarràs,41.83093
2478,-0.7690734,San Mateo de Gállego,41.8306
2479,-4.650744,Trigueros del Valle,41.83005
2480,-3.910012,Torresandino,41.82946
2481,2.893911,Llagostera,41.82928
2482,0.1477768,Alfántega,41.82908
2483,-3.066409,San Leonardo de Yagüe,41.82905
2484,-1.238942,Luceni,41.82837
2485,-1.548487,Maleján,41.82794
2486,2.175478,Collsuspina,41.82787
2487,1.542548,Pinós,41.82774
2488,-1.499618,Albeta,41.8273
2489,0.2010187,Binaced,41.82656
2490,-1.722862,Trasmoz,41.82611
2491,-5.960082,Tábara,41.82508
2492,-3.486718,Caleruega,41.82503
2493,1.89493,Sallent,41.8242
2494,-1.68801,Vera de Moncayo,41.82396
2495,-5.11295,Villabrágima,41.82352
2496,0.0761111,San Miguel del Cinca,41.82222
2497,2.716726,Riudarenes,41.82198
2498,-5.25949,Pozuelo de la Orden,41.82155
2499,-2.372343,Renieblas,41.81995
2500,-3.412258,Arauzo de Salce,41.81974
2501,-1.470257,Alberite de San Juan,41.81969
2502,-3.842888,Terradillos de Esgueva,41.81919
2503,-4.174885,Hérmedes de Cerrato,41.81919
2504,-5.463835,Villárdiga,41.81905
2505,-5.290119,Cotanes del Monte,41.81778
2506,-1.602562,Bulbuente,41.81774
2507,-1.488251,Bureta,41.81722
2508,2.514368,Arbúcies,41.81705
2509,-1.520205,Ainzón,41.81704
2510,2.305493,"Brull, El",41.81677
2511,-2.173599,Valdegeña,41.81672
2512,-4.020943,Tórtoles de Esgueva,41.81652
2513,0.7320892,Castelló de Farfanya,41.81645
2514,3.002927,Santa Cristina d'Aro,41.81566
2515,-6.17722,Riofrío de Aliste,41.81529
2516,-3.882187,Villatuelda,41.81512
2517,-2.446957,Garray,41.8151
2518,-5.161331,Tordehumos,41.81499
2519,-2.640114,Cidones,41.81461
2520,0.6366221,Algerri,41.81448
2521,-1.751145,Litago,41.81446
2522,-1.196587,Alcalá de Ebro,41.81363
2523,-5.473209,San Martín de Valderaduey,41.81344
2524,2.097428,Moià,41.81277
2525,-4.366223,Alba de Cerrato,41.81252
2526,1.400911,Torà,41.81223
2527,-4.693007,Corcos,41.8103
2528,-5.738972,Granja de Moreruela,41.81026
2529,2.743466,Sils,41.80917
2530,-2.401653,Velilla de la Sierra,41.80911
2531,-2.306498,Aldehuela de Periáñez,41.80824
2532,-2.785575,Abejar,41.80774
2533,-0.4514643,Alcubierre,41.8068
2534,-3.626274,Villalbilla de Gumiel,41.80642
2535,-6.252309,San Vicente de la Cabeza,41.8055
2536,0.8781835,"Sentiu de Sió, La",41.8053
2537,0.4131394,Altorricón,41.80322
2538,-3.22209,Espeja de San Marcelino,41.80276
2539,-0.0215957,Castelflorite,41.80238
2540,-3.586656,Tubilla del Lago,41.80146
2541,-2.282142,Arancón,41.80079
2542,-4.53069,Valoria la Buena,41.79931
2543,0.9574335,Montgai,41.799
2544,-5.871067,Moreruela de Tábara,41.79896
2545,-0.6105711,Leciñena,41.79892
2546,-4.466344,Cubillas de Cerrato,41.79859
2547,-3.422723,Arauzo de Torre,41.79853
2548,0.2743229,Esplús,41.79845
2549,1.954726,Artés,41.79839
2550,1.311524,Massoteres,41.79785
2551,-2.849684,Cabrejas del Pinar,41.79767
2552,1.732737,Sant Mateu de Bages,41.79689
2553,2.221327,Centelles,41.79659
2554,-3.032538,Casarejos,41.79644
2555,-5.639915,Villarrín de Campos,41.79606
2556,-1.617189,Ambel,41.79573
2557,-1.163833,Cabañas de Ebro,41.79571
2558,0.5701049,Almenar,41.79552
2559,1.048713,Preixens,41.79344
2560,-4.428361,Población de Cerrato,41.79285
2561,1.996567,Calders,41.79227
2562,-0.1572419,Sariñena,41.79218
2563,-4.069573,Castrillo de Don Juan,41.792
2564,-1.214005,Pedrola,41.79163
2565,-3.00797,Vadillo,41.79133
2566,2.585428,Sant Feliu de Buixalleu,41.79071
2567,2.780014,Vidreres,41.79027
2568,0.805238,Balaguer,41.7897
2569,-2.149196,Villar del Campo,41.7889
2570,1.290763,Guissona,41.7867
2571,-1.696082,Alcalá de Moncayo,41.7863
2572,1.098811,Agramunt,41.78611
2573,-5.896112,Pozuelo de Tábara,41.78445
2574,-2.966848,Talveila,41.7841
2575,1.839129,Santpedor,41.78357
2576,-3.934045,Olmedillo de Roa,41.78319
2577,-2.205355,Aldealpozo,41.78287
2578,-2.915418,Muriel Viejo,41.78269
2579,1.538781,"Molsosa, La",41.78234
2580,-5.193034,Villagarcía de Campos,41.78133
2581,1.784008,Callús,41.78109
2582,3.030733,Sant Feliu de Guíxols,41.78058
2583,-4.944046,"Mudarra, La",41.78017
2584,-1.985618,Ólvega,41.77938
2585,-1.721207,Añón de Moncayo,41.77882
2586,-6.34909,San Vitero,41.77847
2587,2.73262,Maçanet de la Selva,41.77703
2588,-3.826122,Sotillo de la Ribera,41.77686
2589,1.121681,Puigverd d'Agramunt,41.7764
2590,1.437833,Castellfollit de Riubregós,41.77595
2591,-2.102212,Pozalmuro,41.77471
2592,-5.040992,Castromonte,41.77369
2593,-3.688242,Gumiel de Izán,41.7734
2594,-6.471284,Viñas,41.77318
2595,0.9525583,Bellmunt d'Urgell,41.77271
2596,-0.32952,Lanaja,41.77214
2597,1.394549,Ivorra,41.77162
2598,-3.14257,Santa María de las Hoyas,41.77137
2599,-1.121953,Alagón,41.77036
2600,-3.556313,Baños de Valdearados,41.76987
2601,2.250261,Aiguafreda,41.76884
2602,-5.503342,Cañizo,41.7682
2603,-4.199917,Torre de Esgueva,41.76805
2604,-0.8275479,Villanueva de Gállego,41.76796
2605,-6.071509,Ferreruela,41.76718
2606,-4.184987,Fombellida,41.7668
2607,-1.175401,Figueruelas,41.76659
2608,2.20482,Sant Martí de Centelles,41.76633
2609,-3.391761,Coruña del Conde,41.76587
2610,1.669017,Fonollosa,41.76566
2611,-2.524221,Golmayo,41.76519
2612,-1.423838,Pozuelo de Aragón,41.76481
2613,2.654389,Massanes,41.76458
2614,1.482249,Calonge de Segarra,41.76363
2615,-2.464921,Soria,41.7636
2616,-1.88755,Cueva de Ágreda,41.76356
2617,-3.012353,Herrera de Soria,41.7629
2618,1.323612,Sant Guim de la Plana,41.76278
2619,-2.626606,Villaciervos,41.76205
2620,-1.472178,Fuendejalón,41.76073
2621,2.014233,Monistrol de Calders,41.76059
2622,2.148678,Castellcir,41.76043
2623,2.394918,Montseny,41.76001
2624,-3.751569,Quintana del Pidio,41.7596
2625,-5.246779,Villanueva de los Caballeros,41.7588
2626,-4.699579,Cigales,41.75821
2627,0.9648493,Penelles,41.75783
2628,-1.066284,Torres de Berrellén,41.75779
2629,-4.102208,Encinas de Esgueva,41.75776
2630,0.9065079,Bellcaire d'Urgell,41.75747
2631,-3.802108,Gumiel de Mercado,41.75608
2632,-4.221106,Castroverde de Cerrato,41.75579
2633,-4.124552,Canillas de Esgueva,41.7551
2634,1.274761,Torrefeta i Florejacs,41.75432
2635,1.15933,Ossó de Sió,41.75426
2636,-0.6316877,Perdiguera,41.75367
2637,-3.931955,Anguix,41.75338
2638,-4.566612,San Martín de Valvení,41.75298
2639,0.813878,Vallfogona de Balaguer,41.75269
2640,0.6582234,Albesa,41.75198
2641,1.903257,Navarcles,41.75158
2642,-4.379343,Esguevillas de Esgueva,41.75099
2643,-5.708719,Manganeses de la Lampreana,41.75029
2644,1.872885,Sant Fruitós de Bages,41.74952
2645,-2.938876,Cubilla,41.74883
2646,-4.301386,Amusquillo,41.74875
2647,2.12309,Castellterçol,41.74788
2648,2.559948,Breda,41.74772
2649,-6.492951,Trabazos,41.74718
2650,2.635484,Hostalric,41.74648
2651,0.9867843,Castellserà,41.74613
2652,1.805543,Sant Joan de Vilatorrada,41.74549
2653,-1.072959,"Joyosa, La",41.74516
2654,-6.433179,Rábano de Aliste,41.74501
2655,-3.520228,Hontoria de Valdearados,41.74445
2656,-1.162978,Grisén,41.74393
2657,-4.762154,Mucientes,41.74359
2658,-5.64151,Villalba de la Lampreana,41.74326
2659,-6.278148,Rabanales,41.74181
2660,-3.875266,"Horra, La",41.74088
2661,-1.035496,Sobradiel,41.74047
2662,-2.150867,Tajahuerce,41.74019
2663,-4.269073,Villaco,41.74004
2664,1.629385,Aguilar de Segarra,41.73976
2665,2.265759,Tagamanent,41.73962
2666,-2.098851,Hinojosa del Campo,41.73899
2667,0.6422635,"Portella, La",41.73891
2668,0.5897447,Alguaire,41.73795
2669,-3.428753,Arandilla,41.73776
2670,-3.626348,Villanueva de Gumiel,41.73724
2671,-1.103119,Pinseque,41.73702
2672,-0.1505924,Albalatillo,41.73671
2673,1.573176,Sant Pere Sallavinera,41.73657
2674,-5.325758,San Pedro de Latarce,41.73582
2675,1.977921,Talamanca,41.73544
2676,-6.174462,Gallegos del Río,41.73461
2677,-4.323468,Villafuerte,41.73453
2678,-4.645665,Cabezón de Pisuerga,41.73401
2679,1.513498,Calaf,41.73342
2680,1.276916,Tarroja de Segarra,41.73173
2681,-5.968933,Olmillos de Castro,41.73166
2682,2.502726,Gualba,41.73145
2683,0.4377279,Almacelles,41.73101
2684,-1.67829,Talamantes,41.73011
2685,1.706263,Rajadell,41.72972
2686,-4.427324,Piña de Esgueva,41.72896
2687,2.444444,Fogars de Montclús,41.72861
2688,0.742645,Menàrguens,41.72808
2689,-4.016985,Villaescusa de Roa,41.72776
2690,2.153063,Sant Quirze Safaja,41.72732
2691,-5.203532,Urueña,41.72711
2692,-5.876451,Perilla de Castro,41.7263
2693,1.368338,Sant Ramon,41.7262
2694,2.061581,Granera,41.72563
2695,2.673566,Fogars de la Selva,41.72539
2696,2.464172,Campins,41.72538
2697,1.823353,Manresa,41.72517
2698,-3.30504,Alcubilla de Avellaneda,41.72509
2699,-2.860322,Muriel de la Fuente,41.72466
2700,1.205951,"Plans de Sió, Els",41.72459
2701,-2.385317,Alconaba,41.72372
2702,0.145821,Albalate de Cinca,41.72295
2703,-3.094858,Nafría de Ucero,41.72269
2704,-5.450851,Belver de los Montes,41.72264
2705,-5.255296,Villardefrades,41.72253
2706,2.273113,Figaró-Montmany,41.72169
2707,2.551667,Riells i Viabrea,41.72167
2708,-5.543403,Castronuevo,41.72164
2709,2.932097,Tossa de Mar,41.72018
2710,0.7651012,Térmens,41.71759
2711,-2.475944,"Rábanos, Los",41.71728
2712,1.422114,Pujalt,41.71723
2713,0.1180138,Alcolea de Cinca,41.71719
2714,-3.367153,Brazacorta,41.71716
2715,-2.083476,Pinilla del Campo,41.71715
2716,-3.051048,Ucero,41.71712
2717,-1.810971,Beratón,41.71635
2718,-0.0088677,Villanueva de Sigena,41.71533
2719,-5.693298,Pajares de la Lampreana,41.71527
2720,1.017128,"Fuliola, La",41.71503
2721,-0.9947444,Utebo,41.71503
2722,-3.182951,Fuentearmegil,41.71469
2723,-0.0437513,Sena,41.71468
2724,-1.201795,Pleitas,41.71199
2725,-1.188404,Bárboles,41.71191
2726,-3.987098,Pedrosa de Duero,41.71184
2727,-6.041149,Losacio,41.71165
2728,-2.034963,Noviercas,41.71159
2729,-4.982425,Peñaflor de Hornija,41.71133
2730,0.620144,Vilanova de Segrià,41.71128
2731,0.9027762,Linyola,41.71127
2732,-5.65604,Arquillinos,41.7089
2733,-4.764007,Fuensaldaña,41.70668
2734,1.541531,"Prats de Rei, Els",41.7055
2735,-5.756526,San Cebrián de Castro,41.70518
2736,0.3219554,Vencillón,41.7051
2737,0.7047597,Torrelameu,41.70456
2738,-2.301476,Candilichera,41.70433
2739,2.435386,Sant Esteve de Palautordera,41.70347
2740,-4.483085,Villanueva de los Infantes,41.70337
2741,-4.37122,Castrillo-Tejeriego,41.70313
2742,1.48792,Sant Martí Sesgueioles,41.7021
2743,2.71902,Tordera,41.70206
2744,1.052611,Tornabous,41.70152
2745,-5.541673,Pobladura de Valderaduey,41.70046
2746,-3.574928,Quemada,41.70045
2747,-6.106753,Vegalatrave,41.7002
2748,1.870855,"Pont de Vilomara i Rocafort, El",41.69987
2749,-6.347962,Alcañices,41.69968
2750,-2.817588,Calatañazor,41.6996
2751,1.976545,Mura,41.69948
2752,-4.127923,Piñel de Arriba,41.69944
2753,2.847584,Lloret de Mar,41.69878
2754,-4.841893,Villanubla,41.69872
2755,0.5957855,Rosselló,41.69844
2756,-3.928005,Roa,41.69711
2757,-4.688344,Santovenia de Pisuerga,41.69658
2758,1.321196,"Oluges, Les",41.69628
2759,0.633923,Benavent de Segrià,41.69626
2760,-3.555112,Zazuar,41.69591
2761,-1.543456,Tabuenca,41.69511
2762,2.353842,Cànoves i Samalús,41.69384
2763,2.115268,Gallifa,41.69324
2764,2.446227,Santa Maria de Palautordera,41.6932
2765,-5.276934,Villavellid,41.69168
2766,1.377792,Estaràs,41.6913
