index,cmun,province,municipality,altitude,longitude,latitude,0-17,18-24,25-34,35-54,55+,male,female,total_population,nearest_airport,closest_distance_airport,nearest_train_station,closest_distance_train,closest_distance_hospital,nearest_hospital,closest_distance_school,nearest_school,koppen_climate,description,number_of_houses,town_size,connectivity_score,connectivity_category,towns_in_vicinity,economy_score,economy_score_area,autonomous_community,hospital_distance_score,school_distance_score,hospital_score_area,school_score_area,train_distance_score,airport_distance_score,transport_score,0-17_pct,18-24_pct,25-34_pct,35-54_pct,55+_pct,age_score,final_age_category,cluster_kmeans,cluster_agg,cluster_dbscan
5756,16055,Cuenca,Carboneras de Guadazaón,1022.764,-1.806176,39.89949,99,52,79,192,367,408,381,789,Aeropuerto de Albacete,105.57047480255872,Carboneras De Guadazaon,0.1688263328088336,35.15933255627693,Hospital Virgen De La Luz,5.764035436064182, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",755.0,Mid,0.9575,Excellent,"16004, 16008, 16013, 16017, 16024, 16029, 16031, 16036, 16040, 16042, 16043, 16044, 16046, 16052, 16056, 16062, 16074, 16078, 16081, 16082, 16088, 16089, 16092, 16093, 16097, 16104, 16109, 16111, 16115, 16117, 16126, 16131, 16134, 16135, 16137, 16141, 16146, 16147, 16149, 16150, 16152, 16161, 16174, 16177, 16187, 16189, 16192, 16199, 16205, 16219, 16224, 16225, 16227, 16237, 16258, 16263, 16274, 16276, 16278, 16902, 16903",0.0,2.869672131147541,Castilla-La Mancha,1,8,0.5,4.0,10,1,5.5,12.547528517110266,6.590621039290241,10.012674271229404,24.334600760456272,46.51457541191382,-0.3802281368821383,Highly Aging Town,1,1,-1
7276,18011,Granada,Alfacar,915.6451,-3.570654,37.23657,1031,462,771,1661,1888,2952,2861,5813,Aeropuerto de Granada - Jaén F.G.L.,19.26716332338168,Granada,6.75282778111653,6.240338739816251,Hospital Universitario San Cecilio,0.1959756878917907,C.E.I.P. Las Encinas,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",2838.0,Big,0.978,Excellent,"18001, 18003, 18005, 18007, 18014, 18021, 18022, 18024, 18025, 18027, 18028, 18032, 18034, 18036, 18037, 18038, 18040, 18042, 18043, 18047, 18048, 18049, 18050, 18051, 18054, 18057, 18059, 18061, 18062, 18063, 18066, 18067, 18068, 18070, 18071, 18072, 18079, 18083, 18084, 18087, 18088, 18089, 18094, 18095, 18096, 18099, 18101, 18102, 18105, 18107, 18108, 18111, 18115, 18116, 18117, 18119, 18123, 18126, 18127, 18128, 18132, 18134, 18136, 18137, 18138, 18143, 18144, 18145, 18147, 18150, 18151, 18153, 18154, 18157, 18158, 18159, 18161, 18165, 18167, 18168, 18175, 18176, 18178, 18180, 18185, 18188, 18189, 18905, 18908, 18909, 18910, 18911, 23019, 23033, 23064",28.5,24.474284736842105,Andalucía,8,10,4.0,5.0,8,6,7.0,17.73610872183038,7.947703423361431,13.26337519353174,28.573886117323237,32.47892654395321,37.484947531395136,Young & Growing,3,4,-1
471,34080,Palencia,Guardo,1095.632,-4.846615,42.7889,574,325,497,1402,2753,2735,2816,5551,Aeropuerto de León,69.79903355842823,Alar Del Rey,46.22866955148382,28.33015223502232,Hospital De León,0.119539324819565,Santiago Apóstol,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",4243.0,Big,0.9605,Excellent,"24001, 24004, 24020, 24021, 24025, 24051, 24052, 24056, 24060, 24063, 24068, 24079, 24096, 24118, 24120, 24129, 24130, 24137, 24156, 24180, 24183, 24199, 24213, 24226, 24229, 34020, 34028, 34037, 34038, 34049, 34056, 34061, 34062, 34067, 34068, 34073, 34100, 34107, 34110, 34113, 34114, 34124, 34126, 34129, 34134, 34136, 34140, 34143, 34147, 34151, 34154, 34157, 34158, 34160, 34169, 34170, 34171, 34176, 34179, 34185, 34190, 34199, 34202, 34208, 34214, 34218, 34234, 34245, 34904, 39096",25.700000000000003,13.102857142857143,Castilla y León,2,10,1.0,5.0,1,3,2.0,10.34047919293821,5.85480093676815,8.953341740226985,25.25671050261214,49.59466762745451,-7.5752116735723405,Highly Aging Town,3,4,-1
1223,26143,La Rioja,Sojuela,666.7807,-2.545047,42.37001,79,46,98,243,195,369,292,661,Aeropuerto de Logroño - Agoncillo,21.22516038371516,Logroño,12.97876148713227,13.254973607128711,Hospital San Pedro,1.6813269059547105,C.R.A. Moncalvillo (Medrano),Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",825.0,Mid,0.787,Good,"1011, 1016, 1017, 1019, 1022, 1023, 1028, 1030, 1031, 1032, 1033, 1034, 1039, 1041, 1043, 1044, 1052, 1057, 1060, 26001, 26002, 26004, 26005, 26006, 26007, 26009, 26010, 26012, 26013, 26014, 26015, 26016, 26017, 26018, 26019, 26020, 26022, 26023, 26024, 26025, 26026, 26027, 26028, 26029, 26030, 26031, 26032, 26033, 26034, 26035, 26037, 26039, 26040, 26041, 26042, 26043, 26044, 26046, 26048, 26049, 26050, 26051, 26052, 26053, 26055, 26056, 26057, 26058, 26059, 26060, 26061, 26064, 26066, 26067, 26068, 26071, 26072, 26074, 26075, 26076, 26077, 26078, 26079, 26081, 26082, 26083, 26084, 26086, 26088, 26089, 26092, 26094, 26095, 26096, 26098, 26099, 26101, 26102, 26103, 26105, 26106, 26107, 26108, 26110, 26111, 26112, 26113, 26114, 26115, 26117, 26118, 26119, 26121, 26122, 26123, 26124, 26126, 26127, 26129, 26130, 26132, 26134, 26135, 26136, 26138, 26139, 26140, 26141, 26142, 26144, 26145, 26146, 26147, 26148, 26149, 26151, 26152, 26153, 26154, 26157, 26158, 26160, 26163, 26164, 26165, 26166, 26167, 26168, 26169, 26170, 26171, 26172, 26176, 26177, 26178, 26179, 26180, 26181, 31008, 31026, 31029, 31035, 31043, 31047, 31061, 31063, 31079, 31096, 31116, 31141, 31145, 31157, 31162, 31165, 31166, 31170, 31175, 31182, 31219, 31224, 31225, 31230, 31231, 31251, 42121, 42141, 42166, 42209, 42218",0.0,1.921480687830688,La Rioja,6,10,3.0,5.0,6,6,6.0,11.951588502269288,6.959152798789712,14.826021180030258,36.7624810892587,29.500756429652043,53.479576399394865,Very Young Town,2,5,-1
528,25057,Lleida,"Bòrdes, Es",843.9403,0.7190797,42.73772,36,13,24,112,96,154,127,281,Aeropuerto de Huesca Pirineos,112.5868078148674,Sabiñanigo,92.80239769452916,7.531152876050056,Espitau Val D'Aran,0.1859838554748794,Escola Casteth Leon - ZER Val d'Aran,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.,270.0,Small,0.61,Good,"22006, 22054, 22062, 22067, 22084, 22095, 22114, 22143, 22157, 22200, 22207, 22215, 22221, 22243, 22249, 25024, 25025, 25031, 25043, 25045, 25059, 25063, 25082, 25086, 25121, 25173, 25227, 25243, 25245, 25247, 25903",0.0,1.3483870967741935,Cataluña,8,10,4.0,5.0,1,1,1.0,12.811387900355871,4.6263345195729535,8.540925266903916,39.8576512455516,34.16370106761566,36.65480427046263,Young & Growing,4,3,-1
