cmun,province,municipality,altitude,longitude,latitude,0-17,18-24,25-34,35-54,55+,male,female,total_population,nearest_airport,closest_distance_airport,nearest_train_station,closest_distance_train,closest_distance_hospital,nearest_hospital,closest_distance_school,nearest_school,koppen_climate,description,number_of_houses,town_size,connectivity_score,connectivity_category,towns_in_vicinity,economy_score,economy_score_area,autonomous_community,hospital_distance_score,school_distance_score,hospital_score_area,school_score_area,train_distance_score,airport_distance_score,transport_score,0-17_pct,18-24_pct,25-34_pct,35-54_pct,55+_pct,age_score,final_age_category,PC1,PC2,PC3,PC4,PC5,cluster,enc_scaled__total_population,enc_scaled__economy_score,enc_scaled__economy_score_area,enc_scaled__hospital_score_area,enc_scaled__school_score_area,enc_scaled__transport_score
44050,Teruel,Calamocha,885.8004,-1.300972,40.92026,780,364,519,1267,1586,2262,2254,4516,Aeropuerto de Zaragoza,85.72948066992967,Calamocha,1.8689834086223367,54.49394616449928,Hospital Ernest Lluch Martin,0.4925897217216334,Extensi�n De E.O.I.,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.,3617.0,Big,0.8144999999999999,Excellent,"19059, 19109, 19139, 19195, 19213, 19222, 19255, 19271, 19272, 19332, 44003, 44007, 44018, 44020, 44023, 44024, 44028, 44032, 44033, 44034, 44035, 44036, 44039, 44042, 44043, 44046, 44047, 44053, 44056, 44065, 44084, 44085, 44090, 44101, 44102, 44110, 44111, 44112, 44124, 44125, 44132, 44133, 44136, 44138, 44142, 44144, 44152, 44153, 44164, 44168, 44169, 44177, 44180, 44184, 44190, 44195, 44197, 44200, 44203, 44207, 44208, 44209, 44211, 44213, 44219, 44220, 44222, 44226, 44227, 44228, 44232, 44251, 44252, 44256, 44258, 44266, 44267, 50002, 50007, 50016, 50028, 50037, 50040, 50042, 50048, 50080, 50090, 50091, 50094, 50108, 50116, 50117, 50124, 50134, 50138, 50149, 50154, 50161, 50174, 50179, 50184, 50188, 50195, 50213, 50224, 50227, 50239, 50256, 50258, 50271, 50273, 50274, 50283, 50284, 50289, 50291, 50292, 50294, 50295",14.55,7.347478991596639,Aragón,1,10,0.5,5.0,10,3,6.5,17.271922054915855,8.060230292294065,11.492471213463242,28.055801594331264,35.11957484499557,29.08547387068203,Balanced Town,3.2498211770126684,-1.5147723902925616,-0.1112537157149908,-2.414527814856381,-1.2639807316761726,0,3.175921386083289,2.722825156560015,0.13807011871033,-0.8892600475719699,0.6927358064679106,1.3190317142115684
9038,Burgos,Barbadillo del Mercado,955.1722,-3.358344,42.03931,6,4,12,25,86,73,60,133,Aeropuerto de Burgos,41.20064950923607,Burgos Rosa De Lima,44.72608236653492,43.25497679127896,Hospital Recoletas De Burgos,6.210451103086771,Escuela De Música De Salas De Los Infantes,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers.",283.0,Small,0.941,Excellent,"9019, 9020, 9021, 9022, 9026, 9029, 9030, 9032, 9033, 9035, 9037, 9039, 9055, 9062, 9064, 9066, 9067, 9070, 9072, 9073, 9074, 9075, 9078, 9084, 9086, 9094, 9104, 9105, 9108, 9110, 9112, 9113, 9114, 9119, 9122, 9127, 9129, 9144, 9154, 9162, 9163, 9164, 9169, 9173, 9174, 9177, 9183, 9184, 9191, 9194, 9196, 9197, 9200, 9201, 9208, 9221, 9223, 9225, 9226, 9231, 9232, 9239, 9246, 9248, 9266, 9267, 9268, 9269, 9270, 9274, 9277, 9289, 9294, 9295, 9302, 9303, 9309, 9311, 9312, 9314, 9315, 9318, 9330, 9332, 9335, 9340, 9343, 9346, 9348, 9352, 9356, 9358, 9360, 9362, 9366, 9378, 9381, 9386, 9388, 9396, 9403, 9406, 9407, 9414, 9425, 9430, 9431, 9433, 9440, 9442, 9443, 9447, 9448, 9450, 9463, 9476, 9478, 9480, 9901, 26038, 26093, 26162, 26175, 42007, 42055, 42078, 42080, 42081, 42085, 42129, 42164, 42168",0.0,0.162310606060606,Castilla y León,1,8,0.5,4.0,1,4,2.5,4.511278195488721,3.007518796992481,9.022556390977442,18.79699248120301,64.66165413533834,-45.48872180451128,Highly Aging Town,-1.4297232614876163,-0.5222256032733769,0.3345517839018685,-0.1634122597517681,-0.0785352751188256,1,-0.5944447241410613,-0.3823647076509117,-0.71941900729388,-0.8892600475719699,-0.3012874819887547,-0.755972991973812
13046,Ciudad Real,Guadalmez,363.9143,-4.970738,38.72717,71,40,55,187,357,353,357,710,Aeropuerto de Córdoba,98.6444453723989,Guadalmez-Los Pedroches,4.73906945189962,39.59599328539792,Hospital Valle De Los Pedroches,13.192586538159754, ,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",670.0,Mid,0.9405,Excellent,"6017, 6023, 6030, 6048, 6056, 6057, 6100, 6102, 6114, 6118, 6125, 6130, 6161, 13002, 13003, 13011, 13012, 13038, 13073, 13086, 14003, 14006, 14008, 14023, 14028, 14034, 14035, 14051, 14061, 14062, 14070, 14072, 14074",0.0,1.6613636363636364,Castilla-La Mancha,1,6,0.5,3.0,10,3,6.5,10.0,5.633802816901409,7.746478873239436,26.338028169014084,50.28169014084507,-9.788732394366209,Highly Aging Town,-0.825854180328942,0.0596802570539638,-1.56952129802018,-1.1798000824835095,0.1505952338463599,1,-0.0980949076684512,-0.3823647076509117,-0.54051969640562,-0.8892600475719699,-1.29531077044542,1.3190317142115684
2022,Albacete,Casas de Lázaro,955.0565,-2.241862,38.77105,4,18,25,65,201,181,132,313,Aeropuerto de Albacete,38.38552490646836,Albacete Los Llanos,42.55768685953281,40.222191236669325,Hospital Universitario Nuestra Señora Del Perpetuo Socorro,27.320729245635103,Colegio Público Miguel Hernández,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",479.0,Small,0.5385,Moderate,"2006, 2008, 2011, 2012, 2014, 2015, 2017, 2019, 2030, 2038, 2043, 2044, 2047, 2049, 2053, 2058, 2059, 2060, 2062, 2063, 2065, 2067, 2068, 2070, 2071, 2076, 2085",0.0,1.337037037037037,Castilla-La Mancha,1,2,0.5,1.0,1,4,2.5,1.2779552715654952,5.7507987220447285,7.987220447284344,20.766773162939295,64.21725239616613,-42.81150159744408,Highly Aging Town,-2.132848509839842,-1.81568602940603,-2.1684253775064812,0.4804629577619831,-0.0049627395543423,3,-0.4396042268012523,-0.3823647076509117,-0.5792253351984867,-0.8892600475719699,-3.2833573473587503,-0.755972991973812
3134,Alicante,"Vall d'Alcalà, la",641.0916,-0.2527778,38.79445,14,7,14,44,96,90,85,175,Aeropuerto de Alicante - Elche,62.61749707065973,Cocentaina,17.9080323816562,20.063421383346864,Hospital Francesc De Borja De Gandia,2.9920930658282052,Ausiàs March,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",170.0,Small,0.9755,Excellent,"3003, 3004, 3006, 3008, 3010, 3011, 3016, 3017, 3018, 3020, 3021, 3022, 3026, 3028, 3029, 3030, 3031, 3032, 3033, 3035, 3036, 3037, 3038, 3039, 3040, 3041, 3042, 3045, 3046, 3048, 3054, 3056, 3057, 3060, 3063, 3068, 3069, 3071, 3072, 3073, 3075, 3079, 3081, 3084, 3085, 3086, 3091, 3092, 3094, 3095, 3097, 3098, 3100, 3101, 3102, 3103, 3106, 3107, 3110, 3112, 3115, 3117, 3124, 3125, 3127, 3128, 3130, 3131, 3132, 3135, 3137, 3139, 3901, 46002, 46003, 46004, 46006, 46020, 46023, 46027, 46033, 46034, 46037, 46042, 46043, 46045, 46046, 46047, 46048, 46049, 46053, 46055, 46056, 46057, 46059, 46061, 46066, 46068, 46072, 46075, 46081, 46086, 46090, 46091, 46096, 46104, 46113, 46123, 46131, 46137, 46140, 46143, 46145, 46146, 46150, 46151, 46153, 46154, 46155, 46157, 46160, 46168, 46173, 46174, 46175, 46181, 46183, 46184, 46185, 46187, 46188, 46189, 46195, 46196, 46198, 46200, 46203, 46208, 46209, 46210, 46217, 46219, 46221, 46225, 46226, 46227, 46231, 46238, 46240, 46243, 46251, 46253",0.0,12.918425986842106,Comunidad Valenciana,3,10,1.5,5.0,4,3,3.5,8.0,4.0,8.0,25.142857142857142,54.85714285714286,-20.57142857142857,Highly Aging Town,0.0067410907526243,0.2978454137215009,0.7213749774699376,0.2399405860887125,0.9645915012921898,1,-0.5583152747617726,-0.3823647076509117,0.8029155633327717,-0.1262956876901825,0.6927358064679106,-0.2372218154274668
