cmun,municipality,province,autonomous_community,altitude,longitude,latitude,towns_in_vicinity,total_population,nearest_airport,closest_distance_airport,nearest_train_station,closest_distance_train,closest_distance_hospital,nearest_hospital,closest_distance_school,nearest_school,koppen_climate,description,number_of_houses,count_of_stations,suburban_train,0-17,18-24,25-34,35-54,55+,male,female,0-17_pct,18-24_pct,25-34_pct,35-54_pct,55+_pct,score_connectivity,score_economy,score_area_economy,score_hospital_distance,score_area_hospital,score_school_distance,score_area_school,score_transport,score_age,category_connectivity,category_town_size,category_economy,cagetory_town_age,category_transport,PC1,PC2,PC3,PC4,cluster,enc_scaled__score_age,enc_scaled__score_transport,enc_scaled__score_area_school,enc_scaled__score_school_distance,enc_scaled__score_area_hospital,enc_scaled__score_hospital_distance,enc_scaled__score_area_economy,enc_scaled__score_economy,enc_scaled__score_connectivity,enc_scaled__female,enc_scaled__count_of_stations,enc_scaled__number_of_houses,enc_scaled__total_population,enc_scaled__latitude,enc_scaled__longitude
47170,Torre de Peñafiel,Valladolid,Castilla León,792.0806,-4.088619,41.53635,"(9003, 9017, 9018, 9051, 9065, 9085, 9117, 9131, 9136, 9137, 9138, 9139, 9140, 9141, 9152, 9155, 9160, 9168, 9170, 9199, 9218, 9228, 9229, 9235, 9253, 9256, 9281, 9321, 9339, 9365, 9369, 9380, 9387, 9390, 9391, 9405, 9428, 9438, 9464, 34006, 34050, 34051, 34058, 34082, 34201, 34205, 40003, 40004, 40009, 40013, 40014, 40036, 40037, 40040, 40044, 40047, 40048, 40051, 40056, 40063, 40065, 40071, 40078, 40081, 40083, 40086, 40087, 40088, 40089, 40091, 40092, 40095, 40099, 40100, 40108, 40110, 40124, 40127, 40130, 40140, 40141, 40142, 40143, 40144, 40149, 40158, 40159, 40160, 40163, 40166, 40174, 40177, 40179, 40183, 40192, 40193, 40195, 40202, 40204, 40210, 40212, 40215, 40218, 40219, 40222, 40229, 40234, 40902, 40905, 47009, 47012, 47022, 47030, 47032, 47033, 47034, 47038, 47039, 47047, 47054, 47056, 47059, 47060, 47061, 47062, 47063, 47077, 47080, 47093, 47103, 47105, 47106, 47110, 47114, 47116, 47117, 47118, 47119, 47127, 47129, 47131, 47137, 47143, 47145, 47154, 47157, 47169, 47172, 47173, 47179, 47180, 47194, 47195, 47200, 47206, 47226)",57,Aeropuerto de Valladolid,0.4195996215482679,Cubillas De Santa Marta,0.5206189158169913,36.296571811890814,Hospital Santos Reyes,7.085564826654107,Centro De Adultos De Peñafiel,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",93.0,0.0,0.0,2,3,6,13,33,36,21,3.508771929824561,5.263157894736842,10.526315789473683,22.807017543859647,57.89473684210527,0.369,0.0,0.0,1,0.5,8,4.0,2.8229893259749765,-24.561403508771942,Weak,Very Small,Very Low,Highly Aging Town,Average,-2.044966535567319,-0.7620457249251408,0.5654505056464848,0.5477121928071181,1,-0.5881818373895846,1.1271386765600788,-0.2653217020229599,-0.2653217020229599,-0.8925723803547546,-0.8925723803547546,-0.4002962046341264,-0.4002962046341266,-0.9196875728595756,-0.6823519542058588,-0.3218509596284319,-0.7247947683950047,-0.6853758764707308,0.3540965636932198,-0.3977077722942457
44267,Vivel del Río Martín,Teruel,Aragón,974.8438,-0.9402806,40.87017,"(44001, 44003, 44005, 44006, 44011, 44016, 44017, 44020, 44022, 44023, 44024, 44028, 44029, 44032, 44033, 44034, 44035, 44036, 44043, 44046, 44047, 44050, 44053, 44055, 44056, 44062, 44063, 44066, 44084, 44085, 44087, 44090, 44093, 44096, 44097, 44099, 44100, 44101, 44102, 44110, 44111, 44112, 44115, 44116, 44123, 44124, 44125, 44128, 44130, 44131, 44132, 44133, 44136, 44138, 44142, 44144, 44146, 44148, 44150, 44152, 44153, 44155, 44161, 44164, 44167, 44172, 44173, 44175, 44176, 44177, 44182, 44183, 44184, 44195, 44200, 44203, 44208, 44211, 44213, 44222, 44224, 44227, 44232, 44238, 44251, 44252, 44256, 44266, 44268, 50028, 50040, 50108, 50124, 50138, 50149, 50171, 50179, 50213, 50291)",63,Aeropuerto de Zaragoza,0.5703328627798773,Navarrete,0.2871444291314678,61.291925968023264,Hospital Obispo Polanco,4.874554873207845,C.R.A. De Mart�n Del R�o,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.,178.0,0.0,0.0,2,2,3,17,39,34,29,3.1746031746031744,3.1746031746031744,4.761904761904762,26.984126984126984,61.904761904761905,0.4965,0.0,0.0,1,0.5,10,5.0,2.0161689287247944,-38.0952380952381,Moderate,Very Small,Very Low,Highly Aging Town,Average,-1.5417425216117098,0.3411621868187004,1.2191868071333485,0.0407627248663261,1,-1.019404731808233,0.3425420660773632,0.7197464669676154,0.7197464669676154,-0.8925723803547546,-0.8925723803547546,-0.4002962046341264,-0.4002962046341266,-0.5045120420341741,-0.6697145465807258,-0.3218509596284319,-0.6228058725345451,-0.6806540543147006,-0.0662029290661163,0.8215932363499198
23096,Villanueva de la Reina,Jaén,Andalucía,220.4884,-3.919512,38.00499,"(14014, 14063, 14066, 23005, 23006, 23007, 23009, 23010, 23011, 23014, 23020, 23021, 23027, 23031, 23032, 23034, 23035, 23038, 23039, 23040, 23041, 23046, 23049, 23050, 23051, 23055, 23056, 23057, 23058, 23059, 23060, 23061, 23067, 23069, 23077, 23085, 23086, 23087, 23098, 23099, 23903)",2965,Aeropuerto de Córdoba,0.5316825863115527,Espeluy,0.0784345360574588,10.537740461891447,Hospital Alto Guadalquivir,0.1263834398209988,I.E.S. Juan de Barrionuevo Moya,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",2215.0,0.0909090909090909,0.0,414,215,372,774,1190,1514,1451,13.962900505902192,7.251264755480608,12.54637436762226,26.104553119730184,40.13490725126476,0.7785,5.1,0.0804416403785488,6,3.0,10,5.0,1.374007682730098,18.27993254637437,Good,Medium,Very Low,Balanced Town,Poor,3.668595429711119,-0.1861890864094962,0.396931086635626,-0.3251485072975101,1,0.7768536827679018,-0.2819309129251297,0.7197464669676154,0.7197464669676154,1.0431404282452723,1.0431404282452723,0.602902406437406,0.6029024064374069,0.4137585437914198,1.5765846587866623,1.568261732716163,1.8213280200272932,1.6031339284852533,-1.873873079272068,-0.332215341217336
49194,San Pedro de la Nave-Almendra,Zamora,Castilla León,712.9648,-5.921323,41.59074,"(49003, 49006, 49007, 49008, 49009, 49010, 49012, 49014, 49016, 49022, 49023, 49025, 49026, 49029, 49030, 49031, 49035, 49036, 49038, 49039, 49042, 49044, 49047, 49053, 49056, 49059, 49061, 49063, 49064, 49066, 49068, 49076, 49077, 49078, 49083, 49084, 49086, 49087, 49088, 49090, 49091, 49095, 49096, 49098, 49099, 49101, 49103, 49107, 49108, 49111, 49114, 49115, 49119, 49122, 49123, 49124, 49125, 49127, 49130, 49131, 49132, 49133, 49135, 49136, 49138, 49141, 49142, 49147, 49148, 49149, 49151, 49152, 49153, 49155, 49157, 49158, 49160, 49164, 49167, 49172, 49176, 49184, 49186, 49197, 49202, 49204, 49207, 49208, 49210, 49214, 49221, 49222, 49227, 49233, 49234, 49237, 49240, 49242, 49245, 49246, 49247, 49251, 49258, 49259, 49261, 49264, 49265, 49268, 49269, 49272, 49275)",329,Aeropuerto de Salamanca ,0.5043296839931212,Carbajales De Alba,0.1117481924430938,16.746779955800378,Hospital Recoletas De Zamora,8.54805189405957,Viriato,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",323.0,0.0,0.0,15,10,27,64,213,171,158,4.5592705167173255,3.0395136778115504,8.206686930091186,19.45288753799392,64.74164133738601,0.568,0.0,0.0,4,2.0,8,4.0,1.1469657327262266,-46.20060790273556,Moderate,Small,Very Low,Highly Aging Town,Poor,-1.275611457214006,0.1016497744151828,0.0781867361750015,0.1464769164752878,1,-1.277662730041624,-0.5027190152308606,-0.2653217020229599,-0.2653217020229599,0.2688553048052616,0.2688553048052616,-0.4002962046341264,-0.4002962046341266,-0.2716881169046353,-0.4659363486254565,-0.3218509596284319,-0.4488248148902315,-0.4713199387306938,0.388411747894456,-1.1074846615086318
6155,Villar del Rey,Badajoz,Extremadura,247.6167,-6.847796,39.13239,"(6006, 6015, 6037, 6038, 6058, 6072, 6088, 6090, 6103, 6107, 6115, 6123, 6128, 6132, 6901, 6902, 10018, 10095)",2082,Aeropuerto de Badajoz,0.1666105125747742,Guadiana,0.2767177544654271,29.89682838138552,Clínica Extremeña De Salud,0.1404613822880459,C.E.I.P. María Auxiliadora,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters.",1251.0,0.0,0.0,272,148,247,557,858,1118,964,13.064361191162345,7.108549471661864,11.86359269932757,26.753121998078772,41.210374639769455,1.0,3.8,0.0599369085173501,2,1.0,10,5.0,1.3776842398219002,15.682036503362164,Excellent,Medium,Very Low,Balanced Town,Poor,1.6231182724579865,-0.6416692865678401,1.5425221993639415,-1.6624129122420068,1,0.6940780108835453,-0.2783556262289757,0.7197464669676154,0.7197464669676154,-0.5054298186347492,-0.5054298186347492,0.3471851134191723,0.3471851134191729,1.1350242698920194,0.8072824696066917,-0.3218509596284319,0.6646539540333747,0.9082391011894712,-1.162585367036819,-1.466292807221807
