cmun,municipality,transf_cat__koppen_climate_Bsh,transf_cat__koppen_climate_Cfa,transf_cat__koppen_climate_Cfb,transf_cat__koppen_climate_Csa,transf_cat__koppen_climate_Csb,scaled__connectivity_score,scaled__economy_score,scaled__economy_score_area,scaled__hospital_distance_score,scaled__school_distance_score,scaled__hospital_score_area,scaled__school_score_area,scaled__train_distance_score,scaled__airport_distance_score,scaled__transport_score
742,1031,Laguardia,0.0,0.0,0.0,0.0,1.0,0.9576688073599189,3.178826360375069,0.6281180944513095,1.8412967783369654,0.7210640040597803,1.8412967783369654,0.7210640040597803,-0.08192403052055394,1.4243220497898172,0.5613853742813316
1126,24157,Santa María del Páramo,0.0,0.0,0.0,0.0,1.0,1.0954811548343228,1.9167281525652675,0.46722389967110106,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,0.5658925475139385,1.4243220497898172,1.0778599186201567
5375,45116,Noez,0.0,0.0,0.0,1.0,0.0,0.883088007550242,-0.3971185617527025,0.07483591193454919,0.284169831491416,-0.2608667650457194,0.284169831491416,-0.2608667650457194,-0.40583231953780013,-0.33639236401720335,-0.47156371439631867
2265,50223,Remolinos,0.0,0.0,0.0,0.0,0.0,0.9738820247098487,-0.005103209326930771,0.06577070874837014,-0.4943936419313587,0.7210640040597803,-0.4943936419313587,0.7210640040597803,1.8615257035829234,1.4243220497898172,2.1108090072978074
4924,28017,Batres,0.0,0.0,0.0,0.0,0.0,0.9819886333848139,-0.3971185617527025,3.8562910039611245,1.0627333049141907,0.7210640040597803,1.0627333049141907,0.7210640040597803,0.5658925475139385,1.4243220497898172,1.0778599186201567
