cmun,municipality,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
10038,Cachorrilla,104.0,0.0,0.94,0.9,0.0,0.0,0.0,0.86,1.0,0.0,0.0
10039,Cadalso,385.0,0.25,0.04,0.96,0.0,0.98,0.96,0.96,1.0,0.0,0.0
10040,Calzadilla,445.0,0.19,0.9,0.99,0.0,1.0,0.99,0.99,1.0,0.99,0.0
10041,Caminomorisco,803.0,0.26,0.91,0.43,0.0,0.81,0.43,0.44,0.97,0.0,0.0
10042,Campillo de Deleitosa,169.0,0.0,1.0,0.99,0.0,0.0,0.0,0.99,1.0,0.0,0.0
10043,Campo Lugar,716.0,0.43,0.63,0.97,0.0,0.99,0.97,0.3,1.0,0.0,0.0
10044,Cañamero,1787.0,0.05,0.96,0.85,0.0,1.0,0.85,0.74,1.0,1.0,0.0
10045,Cañaveral,1317.0,0.0,1.0,0.93,0.0,0.97,0.87,0.0,1.0,0.0,0.0
10046,Carbajo,200.0,0.0,0.54,1.0,0.0,0.99,0.99,0.99,0.81,0.0,0.0
10047,Carcaboso,679.0,0.13,0.95,0.99,0.0,0.99,0.98,0.98,1.0,0.96,0.0
10048,Carrascalejo,385.0,0.0,0.92,0.95,0.0,0.94,0.94,0.93,1.0,0.0,0.0
10049,Casar de Cáceres,2714.0,0.1,0.98,0.89,0.0,1.0,0.91,0.87,1.0,1.0,0.0
10050,Casar de Palomero,889.0,0.04,0.97,0.97,0.0,0.9,0.33,0.33,1.0,0.7,0.0
10051,Casares de las Hurdes,362.0,0.0,0.73,0.97,0.0,0.96,0.96,0.98,1.0,0.1,0.0
10052,Casas de Don Antonio,221.0,0.0,1.0,0.88,0.0,0.95,0.94,0.93,1.0,0.01,0.0
10053,Casas de Don Gómez,299.0,0.52,0.82,0.96,0.0,0.97,0.95,0.91,1.0,0.3,0.0
10054,Casas del Castañar,991.0,0.17,1.0,0.6,0.0,1.0,0.6,0.37,1.0,1.0,0.0
10055,Casas del Monte,520.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10056,Casas de Millán,638.0,0.0,0.93,0.96,0.0,0.91,0.0,0.0,1.0,0.0,0.0
10057,Casas de Miravete,233.0,0.0,0.97,0.94,0.0,1.0,0.97,0.93,1.0,0.0,0.0
10058,Casatejada,1117.0,0.05,0.93,0.78,0.0,1.0,0.78,0.75,1.0,1.0,0.0
10059,Casillas de Coria,500.0,0.35,0.03,0.94,0.0,0.97,0.94,0.91,0.8,0.0,0.0
10060,Castañar de Ibor,1026.0,0.11,0.94,0.93,0.0,0.97,0.93,0.94,1.0,0.0,0.0
10061,Ceclavín,1598.0,0.06,0.98,0.14,0.0,1.0,0.0,0.0,1.0,0.94,0.0
10062,Cedillo,416.0,0.33,1.0,1.0,0.0,1.0,0.99,1.0,1.0,0.0,0.0
10063,Cerezo,170.0,0.0,1.0,0.96,0.0,1.0,0.97,0.93,1.0,0.86,0.0
10064,Cilleros,1297.0,0.04,0.95,0.98,0.0,1.0,0.98,0.98,1.0,0.99,0.0
10065,Collado de la Vera,213.0,0.0,0.4,0.92,0.0,0.96,0.57,0.58,1.0,0.99,0.0
10066,Conquista de la Sierra,229.0,0.0,0.66,0.93,0.0,0.93,0.93,0.9,1.0,0.01,0.0
10067,Coria,8017.0,0.13,0.98,0.87,0.0,0.93,0.85,0.79,1.0,0.92,0.0
10068,Cuacos de Yuste,734.0,0.12,1.0,0.99,0.0,1.0,0.99,0.99,1.0,1.0,0.0
10069,La Cumbre,854.0,0.12,0.61,0.99,0.0,1.0,1.0,1.0,0.99,0.08,0.0
10070,Deleitosa,1318.0,0.11,0.72,0.92,0.0,0.97,0.93,0.9,1.0,0.0,0.0
10071,Descargamaría,249.0,0.0,0.63,0.86,0.0,0.84,0.84,0.85,1.0,0.0,0.0
10072,Eljas,855.0,0.35,0.89,0.96,0.0,1.0,0.97,0.97,1.0,1.0,0.0
10073,Escurial,697.0,0.0,0.81,0.9,0.0,0.9,0.9,0.0,1.0,0.98,0.0
10075,Fresnedoso de Ibor,365.0,0.45,1.0,0.99,0.0,0.99,0.99,0.99,1.0,0.98,0.0
10076,Galisteo,722.0,0.25,0.54,0.89,0.0,0.99,0.56,0.87,1.0,0.01,0.0
10077,Garciaz,913.0,0.21,0.93,0.87,0.0,0.94,0.88,0.81,1.0,1.0,0.0
10078,La Garganta,572.0,0.0,0.03,0.98,0.0,1.0,0.0,0.0,0.9,0.33,0.0
10079,Garganta la Olla,784.0,0.16,1.0,0.97,0.0,0.99,0.98,0.98,1.0,1.0,0.0
10080,Gargantilla,405.0,0.0,1.0,0.99,0.0,1.0,0.99,0.0,1.0,1.0,0.0
10081,Gargüera,234.0,0.0,0.97,0.99,0.0,0.0,0.0,0.99,1.0,0.0,0.0
10082,Garrovillas de Alconétar,1828.0,0.0,0.99,0.97,0.0,1.0,0.97,0.0,1.0,0.99,0.0
10083,Garvín,177.0,0.0,0.7,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0
10084,Gata,1180.0,0.23,1.0,0.98,0.0,1.0,0.98,0.98,1.0,0.99,0.0
10085,El Gordo,483.0,0.21,0.95,0.99,0.0,1.0,1.0,1.0,1.0,0.84,0.0
10086,La Granja,245.0,0.0,0.55,0.99,0.0,1.0,0.99,0.0,1.0,1.0,0.0
10087,Guadalupe,1733.0,0.13,1.0,0.92,0.0,0.93,0.29,0.23,1.0,1.0,0.0
10088,Guijo de Coria,314.0,0.0,0.0,0.93,0.0,0.95,0.93,0.89,1.0,0.0,0.0
10089,Guijo de Galisteo,847.0,0.2,0.01,0.96,0.0,0.99,0.98,0.96,0.83,0.04,0.0
10090,Guijo de Granadilla,621.0,0.0,0.69,0.97,0.0,1.0,0.97,0.7,1.0,0.01,0.0
10091,Guijo de Santa Bárbara,461.0,0.0,1.0,0.98,0.0,0.98,0.98,0.98,1.0,1.0,0.0
10092,Herguijuela,540.0,0.4,0.24,0.87,0.0,1.0,0.0,0.77,1.0,0.01,0.0
10093,Hernán-Pérez,325.0,0.37,1.0,0.97,0.0,0.99,0.97,0.96,1.0,0.01,0.0
10094,Herrera de Alcántara,270.0,0.32,0.9,0.87,0.0,0.94,0.89,0.85,0.98,0.01,0.0
10095,Herreruela,310.0,0.53,0.97,0.92,0.0,0.91,0.0,0.0,1.0,0.0,0.0
10096,Hervás,3366.0,0.07,0.94,0.9,0.0,1.0,0.89,0.45,1.0,1.0,0.0
10097,Higuera de Albalat,134.0,0.0,1.0,0.99,0.0,0.99,0.99,0.97,1.0,0.0,0.0
10098,Hinojal,657.0,0.28,0.03,1.0,0.0,1.0,1.0,0.96,1.0,0.0,0.0
10099,Holguera,518.0,0.13,0.97,0.94,0.0,0.95,0.0,0.58,1.0,0.0,0.0
10100,Hoyos,847.0,0.35,1.0,0.91,0.0,1.0,0.93,0.85,1.0,1.0,0.0
10101,Huélaga,157.0,0.0,0.7,0.7,0.0,0.7,0.7,0.56,1.0,0.54,0.0
10102,Ibahernando,736.0,0.33,1.0,0.97,0.0,0.99,0.99,0.0,1.0,0.99,0.0
10103,Jaraicejo,636.0,0.35,0.98,0.96,0.0,0.64,0.0,0.76,0.99,0.03,0.0
10104,Jaraíz de la Vera,3956.0,0.15,0.99,0.91,0.0,0.96,0.92,0.87,1.0,1.0,0.98
10105,Jarandilla de la Vera,2643.0,0.06,0.98,0.84,0.0,1.0,0.0,0.65,1.0,1.0,0.97
10106,Jarilla,193.0,0.0,1.0,0.97,0.0,0.97,0.95,0.0,1.0,0.33,0.0
10107,Jerte,1021.0,0.17,0.88,0.95,0.0,1.0,0.96,0.0,1.0,1.0,0.0
10108,Ladrillar,612.0,0.0,0.98,0.76,0.0,0.76,0.76,0.76,1.0,0.0,0.0
10109,Logrosán,1589.0,0.19,0.87,0.98,0.0,0.99,0.99,0.0,1.0,0.02,0.0
10110,Losar de la Vera,2345.0,0.07,0.94,0.75,0.0,1.0,0.01,0.57,1.0,1.0,0.0
10111,Madrigal de la Vera,2108.0,0.02,0.97,0.67,0.0,1.0,0.0,0.58,0.99,0.99,0.0
10112,Madrigalejo,1365.0,0.15,0.81,0.97,0.0,1.0,0.94,0.0,1.0,0.0,0.0
10113,Madroñera,2384.0,0.02,0.98,0.89,0.0,1.0,0.79,0.0,1.0,0.99,0.0
10114,Majadas,650.0,0.35,1.0,0.94,0.0,1.0,0.93,0.88,1.0,1.0,0.0
10115,Malpartida de Cáceres,2831.0,0.19,0.99,0.88,0.0,0.99,0.79,0.72,1.0,1.0,0.0
10116,Malpartida de Plasencia,3211.0,0.04,0.94,0.83,0.0,0.87,0.83,0.75,1.0,0.0,0.0
10117,Marchagaz,209.0,0.0,1.0,0.95,0.0,1.0,0.95,0.92,1.0,1.0,0.0
10118,Mata de Alcántara,361.0,0.0,0.77,0.95,0.0,0.98,0.96,0.94,1.0,0.0,0.0
10119,Membrío,812.0,0.22,0.55,0.93,0.0,0.86,0.0,0.88,1.0,0.0,0.0
10120,Mesas de Ibor,295.0,0.0,1.0,0.97,0.0,0.98,0.98,0.98,1.0,0.0,0.0
10121,Miajadas,5401.0,0.05,0.9,0.92,0.0,0.95,0.92,0.81,0.99,0.95,0.0
10122,Millanes,233.0,0.27,0.98,0.98,0.0,0.99,0.99,0.98,1.0,0.97,0.0
10123,Mirabel,738.0,0.3,0.92,0.77,0.0,0.77,0.0,0.54,1.0,0.0,0.0
10124,Mohedas de Granadilla,639.0,0.28,0.2,0.0,0.0,0.99,0.0,0.0,1.0,0.01,0.0
10125,Monroy,828.0,0.25,0.76,0.9,0.0,1.0,0.93,0.86,1.0,0.01,0.0
10126,Montánchez,1551.0,0.28,0.99,0.99,0.0,1.0,0.99,0.0,1.0,0.97,0.0
10127,Montehermoso,3188.0,0.03,0.76,0.93,0.0,0.96,0.94,0.91,1.0,0.46,0.0
10128,Moraleja,4417.0,0.07,0.99,0.92,0.0,0.96,0.91,0.87,1.0,1.0,0.0
10129,Morcillo,254.0,0.61,0.71,0.92,0.0,0.98,0.92,0.88,1.0,0.0,0.0
10130,Navaconcejo,1446.0,0.19,0.99,0.93,0.0,1.0,0.92,0.0,1.0,1.0,0.0
10131,Navalmoral de la Mata,8976.0,0.18,1.0,0.99,0.0,0.99,0.98,0.97,1.0,1.0,0.53
10132,Navalvillar de Ibor,485.0,0.0,0.56,0.96,0.0,0.97,0.96,0.95,0.99,0.91,0.0
10133,Navas del Madroño,1079.0,0.26,0.95,0.94,0.0,1.0,0.0,0.85,1.0,0.0,0.0
10134,Navezuelas,692.0,0.08,0.97,0.78,0.0,0.98,0.8,0.68,0.99,0.0,0.0
10135,Nuñomoral,1063.0,0.17,0.7,0.82,0.0,0.93,0.86,0.84,1.0,0.47,0.0
10136,Oliva de Plasencia,506.0,0.17,0.6,0.72,0.0,1.0,0.72,0.59,1.0,0.77,0.0
10137,Palomero,352.0,0.33,0.62,0.97,0.0,1.0,0.95,0.9,1.0,0.0,0.0
10138,Pasarón de la Vera,666.0,0.08,0.97,0.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0
10139,Pedroso de Acim,146.0,0.0,0.08,0.86,0.0,0.11,0.0,0.0,0.32,0.0,0.0
10140,Peraleda de la Mata,1120.0,0.23,1.0,0.91,0.0,1.0,0.0,0.0,1.0,1.0,0.0
10141,Peraleda de San Román,494.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,0.97,0.95,0.0
10142,Perales del Puerto,724.0,0.1,1.0,0.98,0.0,0.99,0.98,0.97,1.0,1.0,0.0
10143,Pescueza,211.0,0.0,1.0,0.95,0.0,0.0,0.0,0.92,1.0,0.0,0.0
10144,La Pesga,674.0,0.34,0.44,0.93,0.0,1.0,0.93,0.87,1.0,0.0,0.0
10145,Piedras Albas,294.0,0.0,0.02,0.98,0.0,0.98,0.96,0.96,1.0,0.0,0.0
10146,Pinofranqueado,1376.0,0.24,0.84,0.97,0.0,0.99,0.99,0.96,0.96,0.0,0.0
10147,Piornal,1189.0,0.12,0.87,0.99,0.0,1.0,0.99,0.75,1.0,0.0,0.0
10148,Plasencia,21682.0,0.16,0.99,0.95,0.0,0.97,0.95,0.89,1.0,0.99,0.0
10149,Plasenzuela,551.0,0.17,0.96,0.92,0.0,0.96,0.92,0.84,1.0,0.0,0.0
10150,Portaje,452.0,0.0,0.75,0.9,0.0,0.95,0.91,0.87,1.0,0.0,0.0
10151,Portezuelo,319.0,0.0,0.96,0.82,0.0,0.02,0.0,0.0,1.0,0.0,0.0
10152,Pozuelo de Zarzón,639.0,0.13,0.87,0.93,0.0,1.0,0.95,0.95,1.0,0.0,0.0
10153,Puerto de Santa Cruz,400.0,0.52,0.99,0.91,0.0,1.0,0.0,0.83,1.0,1.0,0.0
10154,Rebollar,205.0,0.0,1.0,0.78,0.0,0.78,0.78,0.0,1.0,0.0,0.0
10155,Riolobos,831.0,0.33,1.0,0.97,0.0,1.0,0.97,0.93,1.0,0.0,0.0
10156,Robledillo de Gata,165.0,0.0,0.96,0.98,0.0,0.98,0.98,0.98,1.0,0.0,0.0
10157,Robledillo de la Vera,307.0,0.0,0.99,0.98,0.0,0.99,0.99,0.96,1.0,1.0,0.0
10158,Robledillo de Trujillo,549.0,0.16,0.58,0.97,0.0,0.98,0.97,0.94,0.99,0.0,0.0
10159,Robledollano,342.0,0.51,0.97,0.97,0.0,0.99,0.99,0.98,1.0,1.0,0.0
10160,Romangordo,227.0,0.0,0.99,0.94,0.0,1.0,0.94,0.94,1.0,0.0,0.0
10161,Ruanes,185.0,0.46,0.98,0.91,0.0,1.0,0.95,0.9,1.0,0.0,0.0
10162,Salorino,708.0,0.0,0.98,0.96,0.0,1.0,0.0,0.87,1.0,0.0,0.0
10163,Salvatierra de Santiago,453.0,0.0,0.93,0.93,0.0,0.97,0.93,0.89,1.0,0.01,0.0
10164,San Martín de Trevejo,667.0,0.19,1.0,0.97,0.0,1.0,0.98,0.98,1.0,1.0,0.0
10165,Santa Ana,303.0,0.01,0.77,0.99,0.0,0.99,0.98,0.97,1.0,0.0,0.0
10166,Santa Cruz de la Sierra,392.0,0.0,1.0,0.96,0.0,0.0,0.0,0.93,1.0,1.0,0.0
10167,Santa Cruz de Paniagua,356.0,0.0,0.24,0.93,0.0,0.97,0.92,0.89,0.77,0.03,0.0
10168,Santa Marta de Magasca,285.0,0.0,1.0,0.98,0.0,1.0,1.0,0.98,1.0,0.0,0.0
10169,Santiago de Alcántara,681.0,0.0,0.85,0.96,0.0,1.0,0.97,0.92,1.0,0.0,0.0
10170,Santiago del Campo,334.0,0.32,0.03,0.98,0.0,0.99,0.97,0.95,1.0,0.04,0.0
10171,Santibáñez el Alto,399.0,0.0,0.22,0.74,0.0,0.88,0.75,0.75,0.86,0.25,0.0
10172,Santibáñez el Bajo,707.0,0.32,0.77,0.89,0.0,1.0,0.0,0.83,1.0,0.0,0.0
10173,Saucedilla,368.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
10174,Segura de Toro,184.0,0.0,1.0,0.98,0.0,1.0,0.0,0.0,1.0,1.0,0.0
10175,Serradilla,1821.0,0.16,0.95,0.88,0.0,1.0,0.35,0.68,1.0,0.0,0.0
10176,Serrejón,385.0,0.04,0.86,0.91,0.0,0.95,0.91,0.88,1.0,0.03,0.0
10177,Sierra de Fuentes,1231.0,0.1,1.0,1.0,0.0,0.98,0.92,0.0,1.0,1.0,0.0
10178,Talaván,828.0,0.4,0.95,0.93,0.0,0.87,0.15,0.79,1.0,0.99,0.0
10179,Talaveruela de la Vera,450.0,0.14,0.04,0.98,0.0,0.98,0.97,0.94,1.0,0.78,0.0
10180,Talayuela,3146.0,0.14,0.93,0.83,0.0,0.9,0.79,0.74,1.0,0.96,0.84
10181,Tejeda de Tiétar,585.0,0.19,0.78,0.22,0.0,0.98,0.0,0.21,1.0,0.0,0.0
10182,Toril,197.0,0.0,0.65,0.1,0.0,0.28,0.0,0.0,1.0,0.19,0.0
10183,Tornavacas,928.0,0.09,0.99,0.96,0.0,1.0,0.96,0.0,1.0,1.0,0.0
10184,El Torno,896.0,0.16,1.0,0.83,0.0,1.0,0.84,0.0,1.0,1.0,0.0
10185,Torrecilla de los Ángeles,453.0,0.36,0.06,0.95,0.0,1.0,0.95,0.94,1.0,0.01,0.0
10186,Torrecillas de la Tiesa,969.0,0.04,0.96,0.89,0.0,0.99,0.9,0.82,1.0,0.0,0.0
10187,Torre de Don Miguel,486.0,0.0,1.0,0.99,0.0,1.0,0.99,0.99,1.0,1.0,0.0
10188,Torre de Santa María,513.0,0.29,0.33,1.0,0.0,1.0,1.0,0.0,1.0,0.03,0.0
10189,Torrejoncillo,2392.0,0.08,0.99,0.92,0.0,0.94,0.8,0.07,1.0,0.99,0.0
10190,Torrejón el Rubio,670.0,0.34,0.9,0.81,0.0,0.63,0.0,0.0,0.99,0.97,0.0
10191,Torremenga,429.0,0.01,0.84,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
10192,Torremocha,903.0,0.34,0.7,0.98,0.0,1.0,0.98,0.0,1.0,1.0,0.0
10193,Torreorgaz,1055.0,0.09,0.92,0.89,0.0,1.0,0.88,0.0,1.0,0.99,0.0
10194,Torrequemada,624.0,0.0,0.13,0.92,0.0,0.96,0.92,0.0,1.0,1.0,0.0
10195,Trujillo,6201.0,0.07,0.94,0.78,0.84,0.95,0.91,0.07,1.0,0.98,0.0
10196,Valdastillas,308.0,0.0,1.0,0.86,0.0,1.0,0.86,0.0,1.0,1.0,0.0
10197,Valdecañas de Tajo,155.0,0.0,0.73,0.73,0.0,0.99,0.98,0.98,0.95,0.0,0.0
10198,Valdefuentes,956.0,0.1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
10199,Valdehúncar,192.0,0.0,1.0,0.96,0.0,0.95,0.95,0.96,1.0,0.0,0.0
10200,Valdelacasa de Tajo,697.0,0.43,1.0,0.97,0.0,0.98,0.97,0.97,1.0,0.0,0.0
10201,Valdemorales,191.0,0.0,0.99,0.96,0.0,0.97,0.97,0.93,1.0,0.0,0.0
10202,Valdeobispo,673.0,0.3,0.0,0.69,0.0,0.59,0.0,0.7,1.0,0.0,0.0
10203,Valencia de Alcántara,4970.0,0.18,0.87,0.77,0.0,0.92,0.63,0.55,0.99,0.85,0.0
10204,Valverde de la Vera,714.0,0.0,0.94,0.0,0.0,0.92,0.0,0.0,1.0,0.99,0.0
10205,Valverde del Fresno,1790.0,0.04,0.99,0.92,0.0,1.0,0.86,0.0,1.0,0.99,0.0
10206,Viandar de la Vera,357.0,0.0,0.11,0.94,0.0,1.0,0.93,0.9,1.0,0.64,0.0
10207,Villa del Campo,503.0,0.0,0.31,0.97,0.0,1.0,0.99,0.99,1.0,0.0,0.0
10208,Villa del Rey,178.0,0.02,0.0,0.99,0.0,0.99,0.99,0.98,0.34,0.0,0.0
10209,Villamesías,392.0,0.39,0.99,0.97,0.0,0.82,0.0,0.94,1.0,0.42,0.0
10210,Villamiel,644.0,0.0,1.0,0.95,0.0,1.0,0.97,0.96,1.0,0.99,0.0
10211,Villanueva de la Sierra,542.0,0.44,0.59,0.93,0.0,0.98,0.95,0.94,1.0,0.0,0.0
10212,Villanueva de la Vera,2530.0,0.01,0.88,0.26,0.0,0.95,0.0,0.0,0.96,0.91,0.0
10213,Villar del Pedroso,825.0,0.08,0.9,0.87,0.0,0.94,0.89,0.81,1.0,0.0,0.0
10214,Villar de Plasencia,321.0,0.0,1.0,0.98,0.0,0.99,0.98,0.0,1.0,1.0,0.0
10215,Villasbuenas de Gata,364.0,0.39,1.0,0.96,0.0,0.99,0.98,0.96,1.0,0.97,0.0
10216,Zarza de Granadilla,1308.0,0.25,0.99,0.98,0.0,1.0,0.98,0.0,1.0,1.0,0.0
10217,Zarza de Montánchez,597.0,0.32,0.81,0.89,0.0,0.97,0.95,0.0,1.0,0.99,0.0
10218,Zarza la Mayor,1239.0,0.08,0.99,0.69,0.0,1.0,0.57,0.68,1.0,1.0,0.0
10219,Zorita,1506.0,0.23,1.0,0.96,0.0,0.98,0.95,0.0,1.0,1.0,0.0
10901,Rosalejo,749.0,0.0,0.65,0.97,0.0,0.99,0.96,0.01,1.0,0.07,0.0
10902,Vegaviana,646.0,0.0,0.71,0.55,0.0,0.94,0.0,0.54,1.0,0.07,0.0
10903,Alagón del Río,457.0,0.0,1.0,0.97,0.0,1.0,0.99,0.98,1.0,0.36,0.0
10904,Tiétar,421.0,0.0,0.12,0.95,0.0,1.0,0.08,0.0,0.91,0.81,0.0
10905,Pueblonuevo de Miramontes,468.0,0.0,0.98,0.85,0.0,1.0,0.0,0.0,1.0,0.04,0.0
11001,Alcalá de los Gazules,3415.0,0.0,0.98,0.82,0.0,0.74,0.74,0.76,1.0,0.96,0.0
11002,Alcalá del Valle,2150.0,0.0,0.99,0.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11003,Algar,867.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0
11004,Algeciras,54701.0,0.09,0.99,0.94,0.74,0.98,0.95,0.95,1.0,0.99,0.9
11005,Algodonales,3306.0,0.0,0.97,0.85,0.0,0.9,0.84,0.74,1.0,0.04,0.0
11006,Arcos de la Frontera,15378.0,0.05,0.97,0.87,0.0,0.88,0.77,0.78,1.0,0.98,0.41
11007,Barbate,11870.0,0.17,1.0,0.99,0.0,1.0,0.99,0.98,1.0,0.98,0.4
11008,Los Barrios,10081.0,0.07,0.99,0.86,0.52,0.97,0.94,0.8,1.0,1.0,0.24
11009,Benaocaz,645.0,0.14,0.98,0.98,0.0,0.99,0.99,0.99,0.93,0.83,0.0
11010,Bornos,3670.0,0.08,0.88,0.97,0.0,0.99,0.97,0.95,1.0,0.89,0.0
11011,El Bosque,1361.0,0.08,0.99,1.0,0.0,1.0,0.99,0.94,0.99,0.01,0.0
11012,Cádiz,51250.0,0.17,1.0,1.0,0.96,1.0,0.99,1.0,1.0,1.0,1.0
11013,Castellar de la Frontera,1171.0,0.13,0.88,0.98,0.0,0.99,0.98,0.98,1.0,0.01,0.0
11014,Conil de la Frontera,12318.0,0.04,1.0,0.88,0.0,0.98,0.96,0.77,1.0,1.0,0.67
11015,Chiclana de la Frontera,43083.0,0.06,1.0,0.83,0.38,0.85,0.81,0.78,1.0,1.0,0.5
11016,Chipiona,19355.0,0.03,1.0,0.87,0.01,0.85,0.81,0.86,1.0,1.0,1.0
11017,Espera,1862.0,0.15,0.94,0.9,0.0,0.99,0.87,0.83,1.0,0.0,0.0
11018,El Gastor,890.0,0.0,0.01,0.98,0.0,0.99,0.98,0.0,1.0,0.0,0.0
11019,Grazalema,1626.0,0.15,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.78,0.0
11020,Jerez de la Frontera,90400.0,0.12,0.99,0.98,0.78,0.98,0.96,0.96,1.0,0.99,0.92
11021,Jimena de la Frontera,3308.0,0.13,0.41,0.94,0.0,0.97,0.94,0.95,0.99,0.44,0.0
11022,La Línea de la Concepción,29253.0,0.08,1.0,0.98,0.78,0.99,0.98,0.96,1.0,1.0,0.08
11023,Medina Sidonia,5742.0,0.12,0.72,0.81,0.0,0.93,0.86,0.77,0.98,0.73,0.0
11024,Olvera,4580.0,0.0,0.67,0.9,0.74,0.78,0.77,0.0,1.0,0.24,0.0
11025,Paterna de Rivera,2385.0,0.13,0.85,0.96,0.0,0.98,0.96,0.9,1.0,0.01,0.0
11026,Prado del Rey,3085.0,0.12,0.99,0.94,0.0,0.97,0.94,0.89,1.0,1.0,0.0
11027,El Puerto de Santa María,45726.0,0.07,0.99,0.94,0.6,0.97,0.95,0.91,1.0,0.97,0.7
11028,Puerto Real,16457.0,0.11,1.0,0.92,0.89,1.0,0.99,0.99,1.0,1.0,0.32
11029,Puerto Serrano,2756.0,0.05,0.99,0.98,0.0,1.0,0.99,0.99,1.0,0.99,0.0
11030,Rota,26039.0,0.08,0.99,0.92,0.54,0.9,0.84,0.89,1.0,1.0,0.99
11031,San Fernando,38685.0,0.12,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,0.4
11032,Sanlúcar de Barrameda,32029.0,0.09,0.99,0.88,0.57,0.95,0.9,0.84,1.0,1.0,0.82
11033,San Roque,18742.0,0.11,1.0,0.94,0.21,0.99,0.99,0.92,1.0,1.0,0.59
11034,Setenil de las Bodegas,1172.0,0.0,0.98,0.89,0.0,0.89,0.89,0.0,1.0,0.99,0.0
11035,Tarifa,12100.0,0.05,1.0,0.93,0.0,0.96,0.91,0.84,1.0,0.99,0.12
11036,Torre Alháquime,415.0,0.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.98,0.0
11037,Trebujena,3176.0,0.28,0.99,0.94,0.0,0.38,0.0,0.0,1.0,0.51,0.0
11038,Ubrique,8250.0,0.18,0.99,0.95,0.0,0.97,0.94,0.9,1.0,1.0,0.0
11039,Vejer de la Frontera,7916.0,0.1,0.97,0.77,0.0,0.89,0.78,0.69,1.0,0.86,0.41
11040,Villaluenga del Rosario,328.0,0.27,1.0,0.99,0.0,1.0,0.99,1.0,1.0,0.0,0.0
11041,Villamartín,6049.0,0.08,0.99,0.93,0.0,0.97,0.93,0.88,1.0,0.99,0.0
11042,Zahara,763.0,0.0,0.72,0.99,0.0,1.0,1.0,0.01,1.0,0.0,0.0
11901,Benalup-Casas Viejas,3468.0,0.0,0.89,0.93,0.0,0.88,0.88,0.88,1.0,0.84,0.0
11902,San José del Valle,2200.0,0.0,0.96,0.83,0.0,0.99,0.68,0.46,1.0,0.03,0.0
12001,Atzeneta del Maestrat,1222.0,0.25,0.98,0.76,0.0,0.98,0.71,0.67,1.0,0.98,0.0
12002,Aín,224.0,0.57,1.0,0.99,0.0,0.99,0.99,0.99,1.0,0.0,0.0
12003,Albocàsser,1169.0,0.22,0.97,0.9,0.0,0.96,0.89,0.87,0.99,0.91,0.0
12004,Alcalà de Xivert,13591.0,0.03,1.0,0.74,0.0,1.0,0.79,0.77,1.0,1.0,0.85
12005,l'Alcora,6745.0,0.04,0.96,0.81,0.65,1.0,0.8,0.71,0.99,0.92,0.0
12006,Alcudia de Veo,285.0,0.0,0.91,0.88,0.0,0.0,0.0,0.7,1.0,0.0,0.0
12007,Alfondeguilla,481.0,0.16,0.99,0.96,0.0,0.99,0.96,0.96,1.0,0.01,0.0
12008,Algimia de Almonacid,390.0,0.0,0.99,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
12009,Almassora,15445.0,0.06,1.0,0.84,0.66,1.0,0.76,0.73,1.0,1.0,0.72
12010,Almedíjar,317.0,0.0,1.0,0.99,0.0,1.0,1.0,0.99,1.0,0.0,0.0
12011,Almenara,5240.0,0.11,1.0,0.86,0.0,1.0,0.5,0.8,1.0,1.0,0.94
12012,Altura,2726.0,0.17,0.98,0.89,0.0,0.99,0.73,0.74,1.0,1.0,0.0
12013,Arañuel,313.0,0.0,0.88,0.87,0.0,0.94,0.87,0.86,0.85,0.83,0.0
12014,Ares del Maestrat,347.0,0.0,0.61,0.65,0.0,0.67,0.64,0.64,0.93,0.03,0.0
12015,Argelita,218.0,0.0,0.97,0.93,0.0,0.94,0.94,0.94,1.0,0.0,0.0
12016,Artana,1246.0,0.18,0.99,0.96,0.0,0.99,0.99,0.99,0.99,0.11,0.0
12017,Ayódar,375.0,0.0,1.0,0.97,0.0,0.97,0.97,0.97,1.0,0.0,0.0
12018,Azuébar,384.0,0.19,0.88,0.94,0.0,0.98,0.95,0.93,1.0,0.0,0.0
12020,Barracas,193.0,0.41,1.0,0.89,0.0,0.97,0.9,0.92,1.0,0.0,0.0
12021,Betxí,2943.0,0.07,0.99,0.89,0.0,1.0,0.89,0.87,1.0,0.98,0.0
