cmun,municipality,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
28005,Alcalá de Henares,80276.0,0.12,1.0,1.0,0.83,0.99,0.99,0.99,1.0,1.0,0.87
28006,Alcobendas,41772.0,0.13,1.0,0.99,0.73,0.99,0.99,0.99,1.0,1.0,0.97
28007,Alcorcón,70770.0,0.13,1.0,1.0,0.28,1.0,1.0,1.0,1.0,1.0,0.96
28008,Aldea del Fresno,1840.0,0.18,1.0,0.86,0.0,0.96,0.88,0.89,1.0,0.98,0.0
28009,Algete,7230.0,0.12,0.99,0.98,0.0,0.99,0.99,0.98,1.0,0.81,0.7
28010,Alpedrete,6973.0,0.0,1.0,0.99,0.0,1.0,0.99,0.99,1.0,1.0,0.43
28011,Ambite,787.0,0.17,1.0,0.82,0.0,0.99,0.96,0.94,1.0,1.0,0.0
28012,Anchuelo,624.0,0.2,1.0,0.97,0.0,1.0,0.97,0.96,1.0,1.0,0.0
28013,Aranjuez,24683.0,0.1,0.96,0.98,0.0,0.99,0.97,0.87,1.0,0.99,0.56
28014,Arganda del Rey,22154.0,0.11,0.99,0.99,0.4,0.99,0.97,0.94,1.0,1.0,0.84
28015,Arroyomolinos,12267.0,0.18,0.99,1.0,0.53,0.99,0.99,0.99,1.0,0.96,0.4
28016,El Atazar,77.0,0.0,0.74,0.95,0.0,0.78,0.78,0.95,1.0,1.0,0.0
28017,Batres,846.0,0.21,0.48,0.92,0.0,0.99,0.98,0.97,0.99,0.4,0.0
28018,Becerril de la Sierra,3851.0,0.01,0.98,0.99,0.0,0.99,0.99,0.99,1.0,1.0,0.04
28019,Belmonte de Tajo,1027.0,0.15,0.99,0.97,0.0,0.99,0.9,0.9,1.0,0.0,0.0
28020,Berzosa del Lozoya,162.0,0.0,0.09,0.89,0.0,0.97,0.94,0.95,0.99,0.81,0.0
28021,El Berrueco,593.0,0.13,0.63,0.81,0.0,0.97,0.8,0.82,1.0,0.8,0.0
28022,Boadilla del Monte,20729.0,0.21,1.0,0.94,0.0,0.97,0.93,0.95,1.0,1.0,0.28
28023,El Boalo,4455.0,0.04,1.0,0.9,0.0,0.96,0.93,0.92,1.0,0.96,0.47
28024,Braojos,236.0,0.0,0.25,0.9,0.0,0.96,0.93,0.95,1.0,0.08,0.0
28025,Brea de Tajo,573.0,0.05,0.96,0.7,0.0,0.96,0.71,0.7,1.0,0.01,0.0
28026,Brunete,4077.0,0.21,0.99,0.98,0.0,0.99,0.99,0.99,1.0,0.99,0.0
28027,Buitrago del Lozoya,1059.0,0.12,1.0,0.97,0.0,0.99,0.96,0.98,1.0,1.0,0.0
28028,Bustarviejo,2194.0,0.07,0.98,0.94,0.0,0.98,0.95,0.93,1.0,0.63,0.0
28029,Cabanillas de la Sierra,621.0,0.04,1.0,0.88,0.0,1.0,0.98,0.96,1.0,0.97,0.0
28030,La Cabrera,1607.0,0.06,0.98,0.89,0.0,0.99,0.88,0.87,1.0,0.77,0.0
28031,Cadalso de los Vidrios,2882.0,0.09,0.94,0.72,0.0,0.99,0.73,0.18,1.0,0.99,0.0
28032,Camarma de Esteruelas,2973.0,0.16,0.85,0.99,0.0,0.99,0.98,0.99,1.0,0.98,0.01
28033,Campo Real,2982.0,0.07,0.97,0.95,0.0,0.97,0.94,0.94,1.0,0.96,0.0
28034,Canencia,568.0,0.12,0.71,0.91,0.0,0.96,0.92,0.92,1.0,0.99,0.0
28035,Carabaña,1690.0,0.17,0.97,0.86,0.0,0.97,0.81,0.0,1.0,0.99,0.0
28036,Casarrubuelos,1463.0,0.28,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.96,0.0
28037,Cenicientos,1874.0,0.09,0.93,0.76,0.0,0.88,0.76,0.0,1.0,0.0,0.0
28038,Cercedilla,5017.0,0.11,1.0,0.86,0.0,0.93,0.87,0.88,1.0,0.99,0.61
28039,Cervera de Buitrago,186.0,0.0,0.76,0.82,0.0,1.0,0.85,0.87,1.0,1.0,0.0
28040,Ciempozuelos,9379.0,0.18,0.99,1.0,0.0,0.99,0.99,0.99,1.0,1.0,0.27
28041,Cobeña,2632.0,0.14,0.99,0.99,0.0,0.99,0.98,0.99,1.0,0.99,0.0
28042,Colmenar del Arroyo,1092.0,0.01,0.83,0.83,0.0,0.94,0.89,0.85,1.0,0.06,0.0
28043,Colmenar de Oreja,4826.0,0.12,0.83,0.88,0.0,0.93,0.86,0.92,1.0,0.88,0.77
28044,Colmenarejo,3708.0,0.03,0.97,0.87,0.0,0.91,0.89,0.87,1.0,0.79,0.0
28045,Colmenar Viejo,20449.0,0.13,1.0,1.0,0.0,1.0,0.99,0.98,1.0,1.0,0.2
28046,Collado Mediano,3901.0,0.05,1.0,0.96,0.0,0.98,0.97,0.96,1.0,1.0,0.18
28047,Collado Villalba,27832.0,0.13,0.99,0.99,0.32,1.0,0.98,0.96,1.0,0.99,0.28
28048,Corpa,407.0,0.0,0.99,0.99,0.0,1.0,0.99,0.99,1.0,0.01,0.0
28049,Coslada,31270.0,0.11,1.0,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.99
28050,Cubas de la Sagra,2267.0,0.12,0.36,0.97,0.0,0.99,0.97,0.97,1.0,0.98,0.11
28051,Chapinería,1270.0,0.06,1.0,0.96,0.0,0.99,0.98,0.98,1.0,0.62,0.0
28052,Chinchón,3900.0,0.02,0.77,0.63,0.0,0.59,0.55,0.63,0.99,0.94,0.0
28053,Daganzo de Arriba,3731.0,0.08,0.99,1.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0
28054,El Escorial,9050.0,0.07,0.98,0.89,0.0,0.93,0.9,0.91,1.0,0.97,0.64
28055,Estremera,1179.0,0.21,0.56,0.74,0.0,0.91,0.26,0.76,1.0,0.59,0.0
28056,Fresnedillas de la Oliva,916.0,0.28,0.98,0.78,0.0,0.99,0.8,0.8,1.0,1.0,0.0
28057,Fresno de Torote,1183.0,0.03,0.99,0.91,0.0,0.99,0.97,0.97,1.0,0.84,0.0
28058,Fuenlabrada,70889.0,0.09,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.8
28059,Fuente el Saz de Jarama,2525.0,0.3,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.99,0.71
28060,Fuentidueña de Tajo,1545.0,0.15,0.95,0.9,0.0,0.97,0.94,0.92,1.0,1.0,0.0
28061,Galapagar,14532.0,0.05,0.96,0.97,0.0,0.99,0.97,0.98,1.0,0.57,0.31
28062,Garganta de los Montes,508.0,0.2,0.86,0.64,0.0,0.88,0.76,0.73,1.0,0.9,0.0
28063,Gargantilla del Lozoya y Pinilla de Buitrago,754.0,0.05,0.73,0.76,0.0,0.98,0.78,0.78,1.0,0.82,0.0
28064,Gascones,184.0,0.0,0.68,0.74,0.0,0.98,0.83,0.82,1.0,0.91,0.0
28065,Getafe,79020.0,0.19,1.0,1.0,0.79,1.0,1.0,0.99,1.0,1.0,0.94
28066,Griñón,3814.0,0.17,1.0,0.99,0.0,0.99,0.98,0.99,1.0,1.0,0.21
28067,Guadalix de la Sierra,3425.0,0.03,1.0,0.97,0.0,0.99,0.97,0.97,1.0,1.0,0.68
28068,Guadarrama,9835.0,0.1,1.0,0.98,0.0,0.99,0.98,0.98,1.0,0.99,0.47
28069,La Hiruela,108.0,0.06,0.75,1.0,0.0,1.0,0.99,0.99,1.0,0.98,0.0
28070,Horcajo de la Sierra-Aoslos,358.0,0.13,0.83,0.84,0.0,0.98,0.78,0.84,1.0,0.7,0.0
28071,Horcajuelo de la Sierra,155.0,0.0,0.99,0.97,0.0,1.0,0.99,0.99,1.0,0.37,0.0
28072,Hoyo de Manzanares,4175.0,0.1,0.93,0.89,0.0,0.94,0.88,0.88,1.0,0.7,0.61
28073,Humanes de Madrid,7203.0,0.05,1.0,1.0,0.36,1.0,1.0,0.99,1.0,1.0,0.01
28074,Leganés,77583.0,0.15,1.0,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.99
28075,Loeches,3204.0,0.22,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.05,0.0
28076,Lozoya,717.0,0.17,0.74,0.9,0.0,0.98,0.96,0.94,1.0,0.0,0.0
28078,Madarcos,98.0,0.0,0.85,0.85,0.0,0.99,0.82,0.85,1.0,0.95,0.0
28079,Madrid,1509811.0,0.16,1.0,1.0,0.42,1.0,1.0,1.0,1.0,1.0,0.98
28080,Majadahonda,25869.0,0.16,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,0.53
28082,Manzanares el Real,5347.0,0.03,0.94,0.95,0.0,0.98,0.96,0.96,0.99,0.92,0.03
28083,Meco,5463.0,0.2,0.91,1.0,0.0,1.0,0.98,0.99,1.0,0.94,0.0
28084,Mejorada del Campo,9139.0,0.1,0.94,0.9,0.0,0.95,0.9,0.85,1.0,0.74,0.48
28085,Miraflores de la Sierra,4341.0,0.15,0.99,0.65,0.0,0.49,0.41,0.59,1.0,1.0,0.0
28086,El Molar,4276.0,0.13,0.96,0.84,0.0,0.99,0.84,0.78,1.0,0.98,0.0
28087,Los Molinos,2751.0,0.04,1.0,0.96,0.0,1.0,0.97,0.96,1.0,1.0,0.7
28088,Montejo de la Sierra,350.0,0.05,0.85,0.95,0.0,1.0,0.96,0.95,1.0,0.16,0.0
28089,Moraleja de Enmedio,1902.0,0.19,0.94,0.97,0.0,0.99,0.97,0.97,1.0,0.43,0.0
28090,Moralzarzal,6078.0,0.04,1.0,0.98,0.0,0.99,0.98,0.98,1.0,1.0,0.0
28091,Morata de Tajuña,3303.0,0.13,1.0,0.84,0.0,0.82,0.72,0.81,1.0,1.0,0.0
28092,Móstoles,82227.0,0.11,1.0,1.0,0.88,1.0,1.0,0.99,1.0,1.0,0.9
28093,Navacerrada,2392.0,0.05,1.0,0.88,0.0,0.99,0.87,0.88,1.0,0.06,0.0
28094,Navalafuente,1102.0,0.2,1.0,0.55,0.0,0.98,0.07,0.56,1.0,1.0,0.96
28095,Navalagamella,1366.0,0.14,0.91,0.94,0.0,0.97,0.54,0.08,1.0,0.98,0.0
28096,Navalcarnero,11641.0,0.24,0.99,0.99,0.0,0.99,0.98,0.97,1.0,1.0,0.95
28097,Navarredonda y San Mamés,294.0,0.0,0.67,0.72,0.0,0.86,0.73,0.64,1.0,0.25,0.0
28099,Navas del Rey,1670.0,0.05,0.86,0.84,0.0,0.92,0.84,0.14,1.0,0.87,0.0
28100,Nuevo Baztán,3360.0,0.03,0.88,0.91,0.0,0.96,0.92,0.92,1.0,0.62,0.36
28101,Olmeda de las Fuentes,291.0,0.12,1.0,0.97,0.0,0.99,0.98,0.97,1.0,0.98,0.0
28102,Orusco de Tajuña,875.0,0.04,0.94,0.59,0.0,0.82,0.0,0.0,1.0,0.02,0.0
28104,Paracuellos de Jarama,9375.0,0.68,0.96,0.99,0.32,0.99,0.99,0.99,1.0,0.76,0.03
28106,Parla,46773.0,0.12,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.94
28107,Patones,380.0,0.04,0.96,0.88,0.0,0.98,0.91,0.9,1.0,0.0,0.0
28108,Pedrezuela,3145.0,0.13,0.99,0.96,0.0,0.99,0.97,0.97,1.0,0.83,0.0
28109,Pelayos de la Presa,2520.0,0.09,1.0,0.93,0.0,0.98,0.89,0.0,1.0,0.99,0.0
28110,Perales de Tajuña,1684.0,0.08,0.99,0.94,0.0,0.97,0.94,0.92,1.0,0.99,0.0
28111,Pezuela de las Torres,711.0,0.04,0.97,0.94,0.0,0.99,0.96,0.96,1.0,0.01,0.0
28112,Pinilla del Valle,309.0,0.0,0.45,0.93,0.0,0.99,0.98,0.96,1.0,0.12,0.0
28113,Pinto,21204.0,0.07,1.0,0.99,0.85,1.0,0.99,1.0,1.0,1.0,0.3
28114,Piñuécar-Gandullas,249.0,0.08,0.88,0.66,0.0,0.96,0.7,0.75,1.0,0.79,0.0
28115,Pozuelo de Alarcón,30702.0,0.27,1.0,0.97,0.01,0.98,0.96,0.97,1.0,1.0,0.81
28116,Pozuelo del Rey,624.0,0.18,0.36,0.98,0.0,0.98,0.96,0.98,1.0,0.0,0.0
28117,Prádena del Rincón,193.0,0.0,1.0,0.94,0.0,1.0,0.95,0.92,1.0,0.25,0.0
28118,Puebla de la Sierra,161.0,0.0,0.58,0.93,0.0,0.98,0.97,0.96,1.0,1.0,0.0
28119,Quijorna,1545.0,0.08,0.97,0.97,0.0,0.98,0.96,0.98,1.0,0.0,0.0
28120,Rascafría,1648.0,0.17,0.94,0.91,0.0,0.99,0.92,0.92,1.0,1.0,0.91
28121,Redueña,183.0,0.0,1.0,0.91,0.0,1.0,0.92,0.93,1.0,0.95,0.0
28122,Ribatejada,618.0,0.0,0.92,0.89,0.0,0.99,0.94,0.89,1.0,0.12,0.0
28123,Rivas-Vaciamadrid,35150.0,0.22,1.0,0.98,0.43,0.99,0.98,0.98,1.0,1.0,0.33
28124,Robledillo de la Jara,177.0,0.0,0.85,0.84,0.0,1.0,0.87,0.82,1.0,1.0,0.0
28125,Robledo de Chavela,3379.0,0.11,0.82,0.91,0.0,0.98,0.95,0.93,1.0,0.96,0.0
28126,Robregordo,160.0,0.15,0.99,0.89,0.0,0.97,0.94,0.97,0.96,0.0,0.0
28127,Las Rozas de Madrid,35525.0,0.15,1.0,0.98,0.26,1.0,0.99,0.99,1.0,1.0,0.39
28128,Rozas de Puerto Real,687.0,0.18,0.43,0.92,0.0,1.0,0.96,0.93,0.99,0.93,0.0
28129,San Agustín del Guadalix,4877.0,0.19,0.99,0.9,0.0,0.96,0.91,0.92,1.0,0.98,0.0
28130,San Fernando de Henares,15227.0,0.11,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,0.85
28131,San Lorenzo de El Escorial,9364.0,0.09,0.96,0.98,0.0,0.98,0.97,0.98,1.0,0.98,0.65
28132,San Martín de la Vega,7194.0,0.09,0.91,0.99,0.0,1.0,0.99,1.0,1.0,0.97,0.0
28133,San Martín de Valdeiglesias,5763.0,0.05,0.83,0.85,0.0,0.92,0.86,0.26,1.0,0.85,0.01
28134,San Sebastián de los Reyes,35046.0,0.11,0.99,0.99,0.81,1.0,1.0,0.99,1.0,0.97,0.91
28135,Santa María de la Alameda,1841.0,0.01,0.79,0.83,0.0,0.93,0.86,0.86,0.98,0.31,0.0
28136,Santorcaz,598.0,0.17,0.82,0.94,0.0,1.0,0.97,0.96,1.0,0.82,0.0
28137,Los Santos de la Humosa,1223.0,0.09,1.0,0.97,0.0,1.0,0.98,0.96,1.0,0.0,0.0
28138,La Serna del Monte,128.0,0.0,0.99,0.7,0.0,0.96,0.85,0.8,1.0,1.0,0.0
28140,Serranillos del Valle,1625.0,0.01,0.91,1.0,0.0,1.0,1.0,1.0,1.0,0.68,0.01
28141,Sevilla la Nueva,3744.0,0.22,0.98,0.99,0.0,0.98,0.97,0.99,1.0,0.74,0.74
28143,Somosierra,92.0,0.0,0.99,0.92,0.0,0.97,0.94,0.93,1.0,0.0,0.0
28144,Soto del Real,4536.0,0.11,1.0,0.98,0.0,0.98,0.95,0.99,1.0,0.89,0.0
28145,Talamanca de Jarama,2024.0,0.14,0.9,0.88,0.0,1.0,0.8,0.86,1.0,0.99,0.84
28146,Tielmes,1443.0,0.06,0.97,0.98,0.0,0.99,0.98,0.96,1.0,0.0,0.0
28147,Titulcia,668.0,0.11,0.87,0.91,0.0,0.96,0.91,0.88,1.0,0.41,0.0
28148,Torrejón de Ardoz,51776.0,0.13,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.82
28149,Torrejón de la Calzada,3486.0,0.17,0.99,0.99,0.0,1.0,0.99,1.0,1.0,1.0,0.22
28150,Torrejón de Velasco,1922.0,0.0,0.57,0.97,0.0,0.98,0.98,0.97,1.0,0.9,0.06
28151,Torrelaguna,2460.0,0.05,0.94,0.94,0.0,1.0,0.94,0.93,1.0,0.97,0.0
28152,Torrelodones,8768.0,0.13,0.97,0.97,0.0,0.99,0.98,0.98,1.0,0.89,0.13
28153,Torremocha de Jarama,588.0,0.22,0.89,0.9,0.0,1.0,0.92,0.96,0.99,0.06,0.0
28154,Torres de la Alameda,2902.0,0.06,0.84,0.99,0.0,1.0,0.99,0.99,1.0,0.99,0.25
28155,Valdaracete,470.0,0.09,0.92,0.94,0.0,0.97,0.94,0.91,1.0,0.97,0.0
28156,Valdeavero,923.0,0.26,0.42,0.9,0.0,0.99,0.92,0.95,0.99,0.83,0.0
28157,Valdelaguna,755.0,0.3,0.93,0.65,0.0,0.77,0.0,0.53,1.0,0.0,0.0
28158,Valdemanco,786.0,0.01,0.93,0.88,0.0,1.0,0.89,0.88,1.0,0.0,0.0
28159,Valdemaqueda,847.0,0.13,0.99,0.96,0.0,1.0,0.99,0.99,1.0,0.65,0.0
28160,Valdemorillo,6815.0,0.06,0.89,0.95,0.0,0.99,0.97,0.98,1.0,0.97,0.0
28161,Valdemoro,29233.0,0.2,1.0,1.0,0.74,1.0,1.0,1.0,1.0,1.0,0.08
28162,Valdeolmos-Alalpardo,1748.0,0.09,0.92,0.96,0.0,1.0,0.97,0.94,1.0,0.02,0.0
28163,Valdepiélagos,339.0,0.12,1.0,0.82,0.0,1.0,0.81,0.71,1.0,0.91,0.0
28164,Valdetorres de Jarama,2263.0,0.07,0.75,0.81,0.0,1.0,0.8,0.89,1.0,0.99,0.0
28165,Valdilecha,1504.0,0.27,0.93,0.93,0.0,0.98,0.91,0.0,1.0,0.0,0.0
28166,Valverde de Alcalá,274.0,0.0,0.95,0.99,0.0,0.99,0.99,0.99,1.0,0.0,0.0
28167,Velilla de San Antonio,4620.0,0.08,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03
28168,El Vellón,1318.0,0.07,0.57,0.81,0.0,0.98,0.82,0.8,1.0,0.9,0.0
28169,Venturada,1351.0,0.02,1.0,0.96,0.0,0.98,0.96,0.97,1.0,0.94,0.0
28170,Villaconejos,1565.0,0.1,0.93,0.96,0.0,0.98,0.97,0.96,1.0,0.0,0.0
28171,Villa del Prado,4249.0,0.09,0.99,0.89,0.0,0.2,0.02,0.39,1.0,0.85,0.66
28172,Villalbilla,6786.0,0.05,0.94,0.99,0.0,0.99,0.99,0.99,1.0,0.95,0.0
28173,Villamanrique de Tajo,633.0,0.13,0.86,0.97,0.0,1.0,0.89,0.97,1.0,0.35,0.0
28174,Villamanta,1204.0,0.05,0.52,0.9,0.0,0.97,0.88,0.08,1.0,0.96,0.0
28175,Villamantilla,758.0,0.12,0.97,0.96,0.0,0.98,0.97,0.97,1.0,0.0,0.0
28176,Villanueva de la Cañada,8533.0,0.12,0.97,0.97,0.0,0.98,0.96,0.98,1.0,0.68,0.02
28177,Villanueva del Pardillo,5710.0,0.06,0.99,0.99,0.0,0.99,0.99,0.99,1.0,0.93,0.55
28178,Villanueva de Perales,686.0,0.15,0.98,0.97,0.0,0.99,0.97,0.97,1.0,0.0,0.0
28179,Villar del Olmo,1215.0,0.09,0.85,0.97,0.0,0.99,0.99,0.99,1.0,0.83,0.05
28180,Villarejo de Salvanés,3714.0,0.07,0.79,0.94,0.0,0.97,0.94,0.94,1.0,0.98,0.0
28181,Villaviciosa de Odón,10883.0,0.15,1.0,0.96,0.0,0.99,0.98,0.96,1.0,0.96,0.25
28182,Villavieja del Lozoya,483.0,0.0,0.49,0.78,0.0,0.94,0.81,0.84,1.0,0.56,0.0
28183,Zarzalejo,1132.0,0.12,0.87,0.58,0.0,0.91,0.43,0.42,1.0,0.44,0.0
28901,Lozoyuela-Navas-Sieteiglesias,1125.0,0.05,0.87,0.55,0.0,0.97,0.35,0.54,1.0,0.99,0.0
28902,Puentes Viejas,727.0,0.0,0.4,0.87,0.0,0.95,0.9,0.88,0.99,0.78,0.0
28903,Tres Cantos,18925.0,0.18,1.0,0.99,0.65,0.99,0.99,0.99,1.0,0.29,0.0
29001,Alameda,2275.0,0.0,0.6,0.99,0.0,0.99,0.99,0.29,1.0,0.0,0.0
29002,Alcaucín,2403.0,0.01,0.93,0.46,0.0,0.97,0.56,0.48,1.0,0.85,0.0
29003,Alfarnate,742.0,0.0,0.0,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
29004,Alfarnatejo,261.0,0.0,0.28,0.46,0.0,1.0,0.46,0.36,1.0,0.13,0.0
29005,Algarrobo,5555.0,0.06,1.0,0.88,0.0,0.97,0.88,0.81,1.0,0.75,0.0
29006,Algatocín,676.0,0.0,0.99,0.62,0.0,0.97,0.62,0.64,1.0,0.97,0.0
29007,Alhaurín de la Torre,15698.0,0.11,0.96,0.91,0.0,1.0,0.93,0.9,1.0,1.0,0.82
29008,Alhaurín el Grande,12565.0,0.07,0.98,0.72,0.0,1.0,0.7,0.58,1.0,1.0,0.26
29009,Almáchar,1127.0,0.17,0.98,0.82,0.0,0.99,0.83,0.83,1.0,0.04,0.0
29010,Almargen,1066.0,0.08,0.66,0.97,0.0,0.98,0.96,0.95,1.0,0.0,0.0
29011,Almogía,3118.0,0.13,0.75,0.36,0.0,0.89,0.28,0.31,0.95,0.75,0.0
29012,Álora,7359.0,0.06,0.88,0.61,0.0,0.98,0.62,0.43,1.0,0.95,0.0
29013,Alozaina,1236.0,0.13,0.98,0.93,0.0,1.0,0.91,0.94,1.0,0.98,0.0
29014,Alpandeire,293.0,0.0,0.49,0.92,0.0,0.99,0.91,0.91,1.0,0.99,0.0
29015,Antequera,18511.0,0.1,0.96,0.94,0.0,0.97,0.93,0.94,0.99,0.94,0.0
29016,Árchez,378.0,0.0,0.98,0.57,0.0,1.0,0.6,0.59,1.0,0.98,0.0
29017,Archidona,4798.0,0.05,0.72,0.82,0.0,0.93,0.83,0.75,1.0,0.02,0.0
29018,Ardales,1395.0,0.2,0.99,0.96,0.0,0.98,0.95,0.95,0.99,0.97,0.0
29019,Arenas,898.0,0.09,0.97,0.63,0.0,0.98,0.62,0.63,1.0,0.88,0.0
29020,Arriate,1877.0,0.12,0.98,0.93,0.0,0.18,0.0,0.84,1.0,0.98,0.0
29021,Atajate,201.0,0.04,0.98,0.84,0.0,0.91,0.81,0.84,1.0,0.87,0.0
29022,Benadalid,269.0,0.0,1.0,0.85,0.0,0.97,0.8,0.85,1.0,0.98,0.0
29023,Benahavís,9571.0,0.12,0.94,0.89,0.0,0.98,0.91,0.87,1.0,0.92,0.27
29024,Benalauría,332.0,0.0,0.66,0.75,0.0,0.99,0.75,0.74,1.0,0.99,0.0
29025,Benalmádena,49536.0,0.15,0.99,0.99,0.0,1.0,0.98,0.96,1.0,0.98,0.47
29026,Benamargosa,892.0,0.39,0.97,0.89,0.0,1.0,0.89,0.89,1.0,0.12,0.0
29027,Benamocarra,1285.0,0.0,1.0,0.96,0.0,1.0,0.94,0.76,1.0,0.0,0.0
29028,Benaoján,948.0,0.0,0.99,0.92,0.0,0.99,0.0,0.79,0.99,0.99,0.0
29029,Benarrabá,459.0,0.0,0.94,0.8,0.0,0.98,0.78,0.8,1.0,0.98,0.0
29030,El Borge,569.0,0.0,0.72,0.78,0.0,0.99,0.78,0.78,1.0,0.18,0.0
29031,El Burgo,1174.0,0.1,0.92,0.91,0.0,1.0,0.89,0.9,0.99,0.99,0.0
29032,Campillos,4124.0,0.08,0.99,0.97,0.0,0.98,0.96,0.97,1.0,0.99,0.0
29033,Canillas de Aceituno,1548.0,0.17,0.89,0.68,0.0,0.95,0.67,0.68,0.99,0.78,0.0
29034,Canillas de Albaida,753.0,0.04,0.97,0.72,0.0,0.99,0.74,0.74,1.0,0.93,0.0
29035,Cañete la Real,1154.0,0.03,0.91,0.89,0.0,1.0,0.91,0.91,1.0,0.0,0.0
29036,Carratraca,469.0,0.31,0.96,0.0,0.0,0.79,0.0,0.0,1.0,0.89,0.0
29037,Cartajima,229.0,0.0,0.91,0.94,0.0,0.99,0.94,0.94,1.0,0.15,0.0
29038,Cártama,12499.0,0.08,0.94,0.73,0.0,1.0,0.73,0.63,1.0,0.98,0.26
29039,Casabermeja,2285.0,0.06,0.91,0.63,0.0,0.86,0.58,0.5,0.98,0.9,0.0
29040,Casarabonela,1457.0,0.07,0.05,0.82,0.0,0.98,0.85,0.81,0.99,0.15,0.0
29041,Casares,7752.0,0.06,0.98,0.84,0.0,0.97,0.85,0.79,1.0,0.94,0.11
29042,Coín,12504.0,0.05,0.97,0.7,0.0,1.0,0.69,0.57,1.0,0.97,0.0
29043,Colmenar,1738.0,0.06,0.96,0.85,0.0,0.98,0.84,0.74,1.0,0.95,0.0
29044,Comares,808.0,0.02,0.99,0.47,0.0,0.96,0.46,0.46,1.0,0.77,0.0
29045,Cómpeta,2188.0,0.14,0.92,0.79,0.0,0.94,0.82,0.82,0.99,0.82,0.0
29046,Cortes de la Frontera,2139.0,0.1,0.98,0.74,0.0,1.0,0.73,0.73,1.0,0.99,0.0
29047,Cuevas Bajas,759.0,0.19,0.24,0.95,0.0,0.96,0.93,0.93,1.0,0.19,0.0
29048,Cuevas del Becerro,1040.0,0.13,1.0,0.98,0.0,1.0,0.98,0.97,1.0,0.0,0.0
29049,Cuevas de San Marcos,2006.0,0.09,0.99,0.94,0.0,1.0,0.95,0.95,1.0,0.99,0.0
29050,Cútar,494.0,0.22,0.9,0.68,0.0,0.97,0.41,0.37,0.99,0.65,0.0
29051,Estepona,49630.0,0.06,1.0,0.97,0.0,1.0,0.98,0.97,1.0,0.97,0.31
29052,Faraján,244.0,0.0,0.81,0.83,0.0,0.95,0.82,0.82,1.0,0.07,0.0
29053,Frigiliana,3046.0,0.02,0.84,0.66,0.0,1.0,0.58,0.51,1.0,0.84,0.0
29054,Fuengirola,49891.0,0.07,1.0,0.99,0.0,1.0,1.0,0.99,1.0,1.0,0.9
29055,Fuente de Piedra,1614.0,0.07,0.99,0.96,0.0,0.99,0.96,0.89,1.0,1.0,0.0
29056,Gaucín,1394.0,0.05,0.87,0.8,0.0,0.98,0.8,0.8,0.98,0.91,0.0
29057,Genalguacil,594.0,0.0,0.91,0.63,0.0,0.96,0.64,0.65,0.99,0.98,0.0
29058,Guaro,1596.0,0.16,0.93,0.69,0.0,0.99,0.68,0.55,1.0,0.09,0.0
29059,Humilladero,1639.0,0.06,0.93,0.98,0.0,0.99,0.99,0.94,1.0,0.96,0.0
29060,Igualeja,521.0,0.14,0.87,0.94,0.0,0.98,0.94,0.94,1.0,0.91,0.0
29061,Istán,1193.0,0.3,0.73,0.71,0.0,0.96,0.45,0.32,0.98,0.01,0.0
29062,Iznate,564.0,0.0,0.71,0.57,0.0,0.99,0.56,0.48,1.0,0.07,0.0
29063,Jimera de Líbar,481.0,0.0,0.78,0.0,0.0,0.95,0.9,0.89,1.0,0.78,0.0
29064,Jubrique,814.0,0.0,0.9,0.66,0.0,0.96,0.65,0.65,1.0,0.98,0.0
29065,Júzcar,180.0,0.0,0.98,0.88,0.0,0.96,0.87,0.86,0.99,0.06,0.0
29066,Macharaviaya,224.0,0.0,0.99,0.74,0.0,0.99,0.74,0.71,1.0,0.0,0.0
29067,Málaga,255547.0,0.09,1.0,0.99,0.43,1.0,0.99,0.99,1.0,1.0,0.98
29068,Manilva,17881.0,0.15,1.0,0.97,0.0,0.99,0.97,0.93,1.0,1.0,0.27
29069,Marbella,99004.0,0.07,1.0,0.97,0.0,1.0,0.98,0.96,1.0,1.0,0.94
29070,Mijas,62479.0,0.06,0.98,0.83,0.0,1.0,0.94,0.69,1.0,0.96,0.39
29071,Moclinejo,508.0,0.0,0.96,0.56,0.0,0.99,0.0,0.0,1.0,0.09,0.0
29072,Mollina,2629.0,0.08,0.83,0.95,0.0,0.98,0.92,0.5,0.99,0.94,0.0
29073,Monda,1961.0,0.15,0.98,0.64,0.0,0.97,0.65,0.35,1.0,0.08,0.0
