cmun,municipality,count_of_stations,suburban_train
21023,Cerro De Andévalo (El),2,no
21025,Cortegana,1,no
21029,Cumbres Mayores,1,no
21032,Escacena Del Campo,1,no
21035,Gibraleón,4,no
21041,Huelva,4,no
21042,Isla Cristina,2,no
21043,Jabugo,1,no
21044,Lepe,1,no
21051,Nava (La),1,no
21053,Niebla,2,no
21054,Palma Del Condado (La),1,no
21064,San Juan Del Puerto,3,no
21077,Villarrasa,1,no
22006,Aisa,1,no
22021,Almudévar,1,no
22039,Ayerbe,1,no
22048,Barbastro,1,no
22054,Benasque,1,no
22059,Biescas,1,no
22061,Binéfar,2,no
22072,Caldearenas,1,no
22078,Canfranc,1,no
22086,Castiello De Jaca,2,no
22116,Grañén,1,no
22117,Graus,1,no
22119,Gurrea De Gállego,1,no
22125,Huesca,2,no
22130,Jaca,5,no
22158,Monzón,3,no
22170,Panticosa,1,no
22173,Peñas De Riglos (Las),3,no
22174,Peralta De Alcofea,1,no
22199,Sabiñánigo,3,no
22204,Sallent De Gállego,1,no
22213,Sariñena,1,no
22225,Tamarite De Litera,1,no
22226,Tardienta,1,no
22239,Tramaced,1,no
22248,Vicién,1,no
22250,Villanúa,1,no
22904,Sotonera (La),1,no
23003,Alcaudete,1,no
23005,Andújar,1,no
23007,Arjonilla,1,no
23009,Baeza,1,no
23014,Begíjar,1,no
23017,Cabra Del Santo Cristo,3,no
23032,Espelúy,1,no
23044,Huelma,1,no
23049,Jabalquinto,2,no
23050,Jaén,3,no
23053,Jódar,1,no
23055,Linares,4,no
23059,Marmolejo,2,no
23060,Martos,2,no
23061,Mengíbar,1,no
23073,Quesada,1,no
23076,Santa Elena,2,no
23085,Torreblascopedro,1,no
23086,Torre Del Campo,1,no
23087,Torredonjimeno,1,no
23092,Úbeda,1,no
23094,Vilches,3,no
23096,Villanueva De La Reina,1,no
24008,Astorga,1,no
24010,Bañeza (La),1,no
24014,Bembibre,1,no
24018,Bercianos Del Real Camino,1,no
24021,Boñar,2,yes
24024,Burgo Ranero (El),1,no
24031,Calzada Del Coto,1,no
24038,Carracedelo,2,no
24041,Carucedo,1,no
24049,Castropodame,1,no
24052,Cebanico,1,no
24053,Cebrones Del Río,1,no
24056,Cistierna,1,yes
24057,Congosto,1,no
24061,Cuadros,3,no
24068,Ercina (La),3,yes
24076,Garrafe De Torío,5,yes
24080,Grajal De Campos,1,no
24089,León,8,yes
24093,Magaz De Cepeda,2,no
24098,Matallana De Torío,5,yes
24105,Onzonilla,1,no
24114,Pola De Gordón (La),5,no
24115,Ponferrada,3,no
24117,Pozuelo Del Páramo,1,no
24118,Prado De La Guzpeña,3,no
24130,Riaño,1,no
24131,Riego De La Vega,1,no
24134,Robla (La),1,no
24139,Sahagún,1,no
24148,San Justo De La Vega,1,no
24155,Santa María De La Isla,1,no
24159,Santa Marina Del Rey,2,no
24160,Santas Martas,2,no
24162,Santovenia De La Valdoncina,1,no
24170,Torre Del Bierzo,4,no
24172,Truchas,2,yes
24179,Valdepiélago,2,yes
24182,Valderrey,2,no
24183,Valderrueda,3,no
24189,Valverde De La Virgen,1,no
24193,Vecilla (La),2,yes
24197,Vega De Infanzones,1,no
24199,Vegaquemada,2,yes
24205,Villadangos Del Páramo,1,no
24210,Villagatón,1,no
24218,Villanueva De Las Manzanas,1,no
24219,Villaobispo De Otero,2,yes
24222,Villaquilambre,2,yes
24223,Villarejo De Órbigo,1,no
24901,Villamanín,2,no
25002,Àger,1,no
25012,Alcoletge,1,no
25019,Almacelles,1,no
25027,Anglesola,1,no
25037,Avellanes I Santa Linya (Les),2,no
25040,Balaguer,1,no
25050,Bellpuig,1,no
25058,Borges Blanques (Les),1,no
25062,Camarasa,1,no
25068,Castellnou De Seana,1,no
25072,Cervera,1,no
25092,Floresta (La),1,no
25099,Golmés,1,no
25119,Juneda,1,no
25120,Lleida,3,yes
25137,Mollerussa,1,no
25156,Os De Balaguer,1,no
25171,Pobla De Segur (La),1,no
25182,Puigverd De Lleida,1,no
25190,Salàs De Pallars,1,no
25192,Sant Guim De Freixenet,1,no
25196,Sant Esteve De La Sarga,1,no
25217,Tàrrega,1,no
25220,Térmens,1,no
25234,Tremp,2,no
25240,Vallfogona De Balaguer,1,no
25254,Vilanova De La Barca,1,no
25255,Vinaixa,1,no
25904,Castell De Mur,1,no
26002,Agoncillo,2,no
26007,Alcanadre,1,no
26011,Alfaro,1,no
26019,Arrúbal,1,no
26034,Briones,1,no
26036,Calahorra,1,no
26046,Cenicero,2,no
26047,Cervera Del Río Alhama,1,no
26064,Fuenmayor,1,no
26071,Haro,3,no
26089,Logroño,2,no
26125,Rincón De Soto,1,no
26129,San Asensio,1,no
27005,Barreiros,2,no
27007,Begonte,2,no
27008,Bóveda,2,no
27013,Cervo,3,no
27014,Corgo (O),1,no
27019,Foz,5,no
27022,Guitiriz,2,no
27025,Xove,4,no
27026,Láncara,1,no
27028,Lugo,1,no
27031,Monforte De Lemos,1,no
27041,Pantón,2,no
27047,Pobra Do Brollón (A),1,no
27050,Quiroga,2,no
27051,Ribadeo,4,no
27052,Ribas De Sil,3,yes
27056,Rábade,1,no
27057,Sarria,3,no
27059,Sober,2,no
27064,Vicedo (O),3,no
27066,Viveiro,3,no
27902,Burela,1,no
28005,Alcalá De Henares,5,yes
28006,Alcobendas,2,yes
28007,Alcorcón,3,yes
28010,Alpedrete,2,yes
28013,Aranjuez,7,yes
28024,Braojos,1,no
28028,Bustarviejo,1,no
28034,Canencia,1,yes
28038,Cercedilla,9,yes
28040,Ciempozuelos,1,yes
28045,Colmenar Viejo,1,yes
28046,Collado Mediano,1,yes
28047,Collado Villalba,1,yes
28049,Coslada,2,yes
28054,Escorial (El),1,yes
28058,Fuenlabrada,3,yes
28061,Galapagar,2,yes
28062,Garganta De Los Montes,2,no
28063,Gargantilla Del Lozoya Y Pinilla De Buitrago,1,no
28064,Gascones,1,no
28065,Getafe,5,yes
28066,Griñón,1,no
28068,Guadarrama,1,no
28073,Humanes De Madrid,2,yes
28074,Leganés,3,yes
28079,Madrid,72,yes
28080,Majadahonda,3,yes
28083,Meco,1,yes
28085,Miraflores De La Sierra,1,no
28087,Molinos (Los),1,yes
28092,Móstoles,1,yes
28093,Navacerrada,1,no
28097,Navarredonda Y San Mamés,1,no
28106,Parla,3,yes
28113,Pinto,3,yes
28115,Pozuelo De Alarcón,1,yes
28120,Rascafría,1,no
28125,Robledo De Chavela,1,yes
28126,Robregordo,1,no
28127,Rozas De Madrid (Las),5,yes
28131,San Lorenzo De El Escorial,2,yes
28132,San Martín De La Vega,2,yes
28135,Santa María De La Alameda,2,yes
28138,Serna Del Monte (La),1,no
28144,Soto Del Real,2,no
28148,Torrejón De Ardoz,1,yes
28150,Torrejón De Velasco,1,no
28152,Torrelodones,1,yes
28158,Valdemanco,1,no
28161,Valdemoro,1,yes
28181,Villaviciosa De Odón,1,yes
28183,Zarzalejo,1,yes
28903,Tres Cantos,1,yes
29010,Almargen,1,no
29012,Álora,3,yes
29015,Antequera,8,no
29017,Archidona,2,no
29020,Arriate,2,no
29025,Benalmádena,2,yes
29028,Benaoján,1,no
29032,Campillos,1,no
29035,Cañete La Real,1,no
29038,Cártama,3,yes
29046,Cortes De La Frontera,2,no
29051,Estepona,3,no
29054,Fuengirola,6,yes
29055,Fuente De Piedra,1,no
29063,Jimera De Líbar,1,no
29067,Málaga,13,yes
29069,Marbella,5,no
29080,Pizarra,1,yes
29084,Ronda,2,no
29089,Teba,1,no
29901,Torremolinos,5,yes
30002,Abarán,1,no
30003,Águilas,4,yes
30005,Alcantarilla,2,yes
30007,Alguazas,1,no
30008,Alhama De Murcia,1,yes
30009,Archena,1,no
30010,Beniel,1,yes
30013,Calasparra,1,no
30016,Cartagena,18,yes
30019,Cieza,2,no
30021,Fuente Álamo De Murcia,1,yes
30023,Librilla,1,yes
30024,Lorca,4,yes
30025,Lorquí,1,no
30027,Molina De Segura,3,no
30030,Murcia,7,yes
30033,Puerto Lumbreras,1,yes
30035,San Javier,4,no
30036,San Pedro Del Pinatar,2,no
30038,Torres De Cotillas (Las),1,no
30039,Totana,1,yes
30041,Unión (La),3,yes
31010,Altsasu/Alsasua,2,no
31025,Arakil,1,no
31032,Arguedas,1,no
31044,Bakaiku,1,no
31051,Beire,1,no
31057,Buñuel,1,no
31064,Cadreita,1,no
31065,Caparroso,1,no
31072,Cintruénigo,1,no
31073,Ziordia,1,no
31076,Cizur,1,no
31077,Corella,1,no
31078,Cortes,1,no
31088,Noáin (Valle De Elorz)/Noain (Elortzibar),1,no
31105,Fitero,1,no
31114,Garínoain,1,no
31131,Iza/Itza,1,no
31138,Lakuntza,1,no
31157,Lodosa,2,no
31163,Marcilla,1,no
31169,Milagro,1,no
31178,Murillo El Cuende,1,no
31189,Olazti/Olazagutía,1,no
31191,Olite/Erriberri,1,no
31201,Pamplona/Iruña,1,no
31205,Pitillas,1,no
31207,Pueyo,1,no
31208,Ribaforada,1,no
31227,Tafalla,1,no
31232,Tudela,1,no
31238,Unzué/Untzue,1,no
31254,Villafranca,1,no
31256,Hiriberri/Villanueva De Aezkoa,1,no
32007,Baños De Molgas,2,no
32009,Barco De Valdeorras (O),1,no
32017,Carballeda De Valdeorras,2,no
32019,Carballiño (O),2,no
32021,Castrelo Do Val,1,no
32025,Cenlle,1,no
32026,Coles,1,no
32034,Gudiña (A),2,no
32035,Irixo (O),1,no
32039,Laza,1,no
32045,Maside,2,no
32048,Mezquita (A),1,no
32054,Ourense,4,yes
32055,Paderne De Allariz,1,no
32059,Peroxa (A),1,no
32069,Ribadavia,1,no
32072,Rúa (A),1,no
32073,Rubiá,2,no
32079,Taboadela,1,no
32088,Vilamartín De Valdeorras,1,no
32089,Vilar De Barrio,2,no
32092,Vilariño De Conso,1,no
33002,Aller,10,yes
33004,Avilés,7,yes
33010,Candamo,3,yes
33014,Carreño,7,yes
33016,Castrillón,6,yes
33017,Castropol,4,no
33018,Coaña,3,no
33020,Corvera De Asturias,6,yes
33021,Cudillero,11,yes
33023,Franco (El),1,no
33024,Gijón,17,yes
33026,Grado,4,yes
33031,Langreo,9,yes
33032,Laviana,2,yes
33033,Lena,10,yes
33034,Valdés,7,no
33035,Llanera,4,yes
33036,Llanes,11,no
33038,Morcín,1,no
33039,Muros De Nalón,2,yes
33040,Nava,6,yes
33041,Navia,3,no
33042,Noreña,1,yes
33044,Oviedo,27,yes
33045,Parres,6,no
33049,Piloña,5,yes
33051,Pravia,6,yes
33055,Ribadedeva,1,no
33056,Ribadesella,5,no
33057,Ribera De Arriba,4,yes
33060,San Martín Del Rey Aurelio,7,yes
33066,Siero,17,yes
33069,Soto Del Barco,3,yes
33070,Tapia De Casariego,1,no
33074,Vegadeo,2,no
34004,Aguilar De Campoo,2,no
34005,Alar Del Rey,1,no
34011,Amusco,1,no
34023,Venta De Baños,1,no
34027,Barruelo De Santullán,3,no
34029,Becerril De Campos,1,no
34049,Castrejón De La Peña,1,no
34059,Cisneros,1,no
34067,Dehesa De Montejo,1,no
34069,Dueñas,1,no
34071,Espinosa De Villagonzalo,2,no
34074,Frómista,1,no
34079,Grijota,1,no
34080,Guardo,2,no
34083,Herrera De Pisuerga,1,no
34098,Magaz De Pisuerga,1,no
34101,Marcilla De Campos,1,no
34108,Monzón De Campos,3,no
34120,Palencia,1,no
34123,Paredes De Nava,1,no
34130,Piña De Campos,1,no
34135,Pomar De Valdivia,1,no
34141,Quintana Del Puente,1,no
34158,Salinas De Pisuerga,1,no
34161,San Cristóbal De Boedo,1,no
34171,Santibáñez De La Peña,2,no
34182,Torquemada,1,no
34206,Villada,1,no
34237,Villaumbrales,1,no
34242,Villodrigo,1,no
34901,Osorno La Mayor,2,no
34902,Valle Del Retortillo,1,no
36001,Arbo,2,no
36002,Barro,1,no
36004,Bueu,1,no
36008,Cangas,1,no
36010,Catoira,1,no
36014,Crecente,3,no
