cmun,n_industry,n_construction,n_info_communications,n_financial_insurance,n_real_estate,n_professional_technical,n_eduation_health_social,n_other
26086,0,0,0,0,0,0,0,0
26087,0,0,0,0,0,0,0,0
26088,0,0,0,0,0,0,0,0
26089,581,1.051,184,307,1.063,1.953,1.019,1.109
26091,0,0,0,0,0,0,0,0
26092,0,0,0,0,0,0,0,0
26093,0,0,0,0,0,0,0,0
26094,0,0,0,0,0,0,0,0
26095,0,0,0,0,0,0,0,0
26096,0,0,0,0,0,0,0,0
26098,0,0,0,0,0,0,0,0
26099,11,15,0,0,0,0,0,0
26100,0,0,0,0,0,0,0,0
26101,0,0,0,0,0,0,0,0
26102,61,62,7,12,73,68,32,62
26103,5,11,0,0,0,0,0,0
26104,0,0,0,0,0,0,0,0
26105,58,33,0,0,0,0,0,0
26106,0,0,0,0,0,0,0,0
26107,0,0,0,0,0,0,0,0
26108,0,0,0,0,0,0,0,0
26109,0,0,0,0,0,0,0,0
26110,0,0,0,0,0,0,0,0
26111,0,0,0,0,0,0,0,0
26112,0,0,0,0,0,0,0,0
26113,0,0,0,0,0,0,0,0
26114,0,0,0,0,0,0,0,0
26115,0,0,0,0,0,0,0,0
26117,36,23,0,0,0,0,0,0
26118,0,0,0,0,0,0,0,0
26119,0,0,0,0,0,0,0,0
26120,33,18,0,0,0,0,0,0
26121,0,0,0,0,0,0,0,0
26122,0,0,0,0,0,0,0,0
26123,0,0,0,0,0,0,0,0
26124,0,17,0,0,0,0,0,0
26125,37,33,0,0,0,0,0,0
26126,0,0,0,0,0,0,0,0
26127,0,0,0,0,0,0,0,0
26128,0,0,0,0,0,0,0,0
26129,14,11,0,0,0,0,0,0
26130,0,0,0,0,0,0,0,0
26131,0,0,0,0,0,0,0,0
26132,0,0,0,0,0,0,0,0
26134,0,0,0,0,0,0,0,0
26135,0,0,0,0,0,0,0,0
26136,0,0,0,0,0,0,0,0
26138,32,56,5,8,49,57,19,43
26139,0,0,0,0,0,0,0,0
26140,0,0,0,0,0,0,0,0
26141,0,0,0,0,0,0,0,0
26142,32,7,0,0,0,0,0,0
26143,0,0,0,0,0,0,0,0
26144,0,0,0,0,0,0,0,0
26145,0,0,0,0,0,0,0,0
26146,0,0,0,0,0,0,0,0
26147,0,0,0,0,0,0,0,0
26148,0,0,0,0,0,0,0,0
26149,0,0,0,0,0,0,0,0
26150,0,0,0,0,0,0,0,0
26151,0,0,0,0,0,0,0,0
26152,0,0,0,0,0,0,0,0
26153,0,0,0,0,0,0,0,0
26154,0,0,0,0,0,0,0,0
26155,0,0,0,0,0,0,0,0
26157,0,0,0,0,0,0,0,0
26158,0,0,0,0,0,0,0,0
26160,0,0,0,0,0,0,0,0
26161,0,0,0,0,0,0,0,0
26162,0,0,0,0,0,0,0,0
26163,0,0,0,0,0,0,0,0
26164,0,0,0,0,0,0,0,0
26165,0,0,0,0,0,0,0,0
26166,0,0,0,0,0,0,0,0
26167,0,0,0,0,0,0,0,0
26168,31,87,4,8,19,82,41,58
26169,0,0,0,0,0,0,0,0
26170,0,0,0,0,0,0,0,0
26171,0,0,0,0,0,0,0,0
26172,0,0,0,0,0,0,0,0
26173,0,0,0,0,0,0,0,0
26174,0,0,0,0,0,0,0,0
26175,0,0,0,0,0,0,0,0
26176,0,0,0,0,0,0,0,0
26177,0,0,0,0,0,0,0,0
26178,0,0,0,0,0,0,0,0
26179,0,0,0,0,0,0,0,0
26180,0,0,0,0,0,0,0,0
26181,0,0,0,0,0,0,0,0
26183,0,0,0,0,0,0,0,0
27001,12,17,0,0,0,0,0,0
27002,13,23,0,0,0,0,0,0
27003,9,22,0,0,0,0,0,0
27004,0,0,0,0,0,0,0,0
27005,13,38,0,0,0,0,0,0
27006,5,31,0,0,0,0,0,0
27007,16,29,0,0,0,0,0,0
27008,6,13,0,0,0,0,0,0
27009,9,24,0,0,0,0,0,0
27010,22,48,0,9,0,36,11,32
27011,13,30,0,0,0,0,0,0
27012,0,11,0,0,0,0,0,0
27013,13,21,0,0,0,0,0,0
27014,16,34,0,0,0,0,0,0
27015,21,37,0,0,0,0,0,0
27016,59,103,4,13,22,85,33,62
27017,0,0,0,0,0,0,0,0
27018,17,27,0,0,0,0,0,0
27019,25,125,0,0,30,97,57,93
27020,18,41,0,0,0,0,0,0
27021,4,6,0,0,0,0,0,0
27022,26,53,0,0,13,45,15,30
27023,5,26,0,0,0,0,0,0
27024,7,10,0,0,0,0,0,0
27025,7,24,0,0,0,0,0,0
27026,8,34,0,0,0,0,0,0
27027,15,35,0,0,0,0,0,0
27028,314,820,113,226,374,1.440,743,905
27029,16,18,0,0,0,0,0,0
27030,18,50,0,0,0,0,0,0
27031,88,209,9,37,65,167,104,160
27032,23,47,0,0,0,0,0,0
27033,0,0,0,0,0,0,0,0
27034,0,0,0,0,0,0,0,0
27035,0,0,0,0,0,0,0,0
27037,0,0,0,0,0,0,0,0
27038,0,0,0,0,0,0,0,0
27039,33,60,4,15,7,48,40,34
27040,17,38,0,0,0,0,0,0
27041,19,24,0,0,0,0,0,0
27042,11,19,0,0,0,0,0,0
27043,5,5,0,0,0,0,0,0
27044,8,32,0,0,0,0,0,0
27045,0,0,0,0,0,0,0,0
27046,6,11,0,0,0,0,0,0
27047,4,15,0,0,0,0,0,0
27048,17,45,0,0,0,0,0,0
27049,5,9,0,0,0,0,0,0
27050,19,32,0,0,0,0,0,0
27051,36,100,8,15,38,110,53,105
27052,0,0,0,0,0,0,0,0
27053,0,0,0,0,0,0,0,0
27054,8,12,0,0,0,0,0,0
27055,4,5,0,0,0,0,0,0
27056,18,8,0,0,0,0,0,0
27057,98,148,9,18,65,163,63,105
27058,25,51,0,0,0,0,0,0
27059,22,25,0,0,0,0,0,0
27060,18,21,0,0,0,0,0,0
27061,8,12,0,0,0,0,0,0
27062,0,0,0,0,0,0,0,0
27063,4,20,0,0,0,0,0,0
27064,0,0,0,0,0,0,0,0
27065,70,139,0,0,36,109,60,101
27066,46,94,5,21,37,105,74,115
27901,10,36,0,0,0,0,0,0
27902,23,77,0,0,32,85,49,65
28001,0,0,0,0,0,0,0,0
28002,116,52,0,0,0,0,0,0
28003,0,0,0,0,0,0,0,0
28004,26,137,15,8,38,70,37,73
28005,383,1.335,211,204,561,1.657,898,1.084
28006,355,903,531,419,869,2.793,869,760
28007,377,1.109,241,180,470,1.551,776,906
28008,4,43,0,0,0,0,0,0
28009,108,174,51,36,111,443,148,147
28010,27,146,41,33,90,313,140,109
28011,0,0,0,0,0,0,0,0
28012,0,0,0,0,0,0,0,0
28013,86,339,67,70,189,506,335,331
28014,510,683,66,65,208,481,243,355
28015,89,388,60,86,142,494,298,279
28016,0,0,0,0,0,0,0,0
28017,0,0,0,0,0,0,0,0
28018,10,81,18,25,26,131,52,57
28019,11,16,0,0,0,0,0,0
28020,0,0,0,0,0,0,0,0
28021,0,0,0,0,0,0,0,0
28022,153,438,294,239,548,2.008,1.009,465
28023,17,98,22,14,25,153,110,57
28024,0,0,0,0,0,0,0,0
28025,0,0,0,0,0,0,0,0
28026,21,119,23,13,54,183,99,101
28027,0,0,0,0,0,0,0,0
28028,9,25,0,0,0,0,0,0
28029,0,0,0,0,0,0,0,0
28030,10,40,0,0,0,0,0,0
28031,15,51,0,0,0,0,0,0
28032,47,98,8,11,36,76,43,66
28033,56,72,7,7,20,66,32,39
28034,0,0,0,0,0,0,0,0
28035,6,34,0,0,0,0,0,0
28036,24,62,0,0,0,0,0,0
28037,0,0,0,0,0,0,0,0
28038,11,106,13,14,23,118,72,69
28039,0,0,0,0,0,0,0,0
28040,101,182,23,10,58,141,87,128
28041,19,52,24,16,26,112,72,45
28042,0,0,0,0,0,0,0,0
28043,38,134,5,9,16,52,25,63
28044,11,92,24,19,41,153,63,59
28045,132,436,133,69,163,677,375,338
28046,10,75,32,18,31,161,63,58
28047,108,583,115,71,203,783,375,455
28048,0,0,0,0,0,0,0,0
28049,179,790,89,83,209,603,276,416
28050,25,90,7,12,25,70,40,70
28051,12,30,0,0,0,0,0,0
28052,17,50,5,6,9,43,26,45
28053,64,79,25,15,33,141,66,63
28054,31,133,56,25,70,334,151,144
28055,0,0,0,0,0,0,0,0
28056,0,0,0,0,0,0,0,0
28057,6,28,0,0,0,0,0,0
28058,624,1.603,143,163,463,1.156,516,950
28059,36,81,15,14,47,117,38,63
28060,6,19,0,0,0,0,0,0
28061,61,334,107,57,150,714,347,317
28062,0,0,0,0,0,0,0,0
28063,0,0,0,0,0,0,0,0
28064,0,0,0,0,0,0,0,0
28065,385,1.378,210,178,499,1.511,818,1.026
28066,101,141,18,20,90,157,68,111
28067,15,81,12,12,5,71,34,55
28068,38,151,28,31,59,245,138,123
28069,0,0,0,0,0,0,0,0
28070,0,0,0,0,0,0,0,0
28071,0,0,0,0,0,0,0,0
28072,19,56,29,17,29,227,97,87
28073,445,383,13,14,104,177,46,144
28074,396,1.464,191,222,513,1.362,678,932
28075,100,102,11,10,42,86,32,55
28076,0,0,0,0,0,0,0,0
28078,0,0,0,0,0,0,0,0
28079,7.553,24.449,12.715,10.058,23.175,80.979,30.709,28.154
28080,124,402,254,263,562,2.135,1.056,535
28082,25,85,20,16,17,153,99,76
28083,52,175,16,15,48,148,86,95
28084,164,336,17,22,58,174,72,168
28085,15,85,11,13,19,94,44,50
28086,30,98,11,13,26,101,45,57
28087,8,64,0,0,0,0,0,0
28088,0,0,0,0,0,0,0,0
28089,92,95,0,0,26,45,36,48
28090,29,89,39,24,30,217,131,129
28091,20,106,4,11,17,42,25,57
28092,349,1.432,198,199,419,1.285,774,1.084
28093,7,37,0,0,0,0,0,0
28094,0,0,0,0,0,0,0,0
28095,0,0,0,0,0,0,0,0
28096,93,346,45,33,100,321,175,220
28097,0,0,0,0,0,0,0,0
28099,5,39,0,0,0,0,0,0
28100,16,101,8,6,23,84,42,61
28101,0,0,0,0,0,0,0,0
28102,0,0,0,0,0,0,0,0
28104,130,172,64,45,97,447,184,159
28106,175,1.016,72,91,177,629,263,572
28107,0,0,0,0,0,0,0,0
28108,10,58,0,0,17,82,54,36
28109,13,39,0,0,0,0,0,0
28110,8,39,0,0,0,0,0,0
28111,0,0,0,0,0,0,0,0
28112,0,0,0,0,0,0,0,0
28113,228,365,59,76,189,495,236,319
28114,0,0,0,0,0,0,0,0
28115,224,700,518,470,972,3.712,1.452,789
28116,0,0,0,0,0,0,0,0
28117,0,0,0,0,0,0,0,0
28118,0,0,0,0,0,0,0,0
28119,6,45,0,0,0,0,0,0
28120,7,27,0,0,0,0,0,0
28121,0,0,0,0,0,0,0,0
28122,0,0,0,0,0,0,0,0
28123,221,733,252,195,331,1.312,777,731
28124,0,0,0,0,0,0,0,0
28125,9,56,0,0,0,0,0,0
28126,0,0,0,0,0,0,0,0
28127,232,635,635,389,761,3.394,1.452,835
28128,0,0,0,0,0,0,0,0
28129,41,93,37,21,62,274,115,113
28130,183,377,42,43,127,335,118,226
28131,40,123,52,39,63,428,203,180
28132,73,211,23,24,55,134,66,113
28133,28,96,8,11,27,82,43,52
28134,256,670,280,203,445,1.602,671,586
28135,6,31,0,0,0,0,0,0
28136,0,0,0,0,0,0,0,0
28137,7,13,0,0,0,0,0,0
28138,0,0,0,0,0,0,0,0
28140,31,65,0,0,0,0,0,0
28141,30,81,20,24,32,139,72,72
28143,0,0,0,0,0,0,0,0
28144,21,69,25,9,41,152,90,95
28145,8,38,0,0,0,0,0,0
28146,11,34,0,0,0,0,0,0
28147,5,14,0,0,0,0,0,0
28148,349,919,147,112,332,879,476,679
28149,62,117,13,6,42,110,46,78
28150,24,50,0,0,0,0,0,0
28151,9,47,0,0,0,0,0,0
28152,45,123,115,112,158,907,420,238
28153,7,6,0,0,0,0,0,0
28154,72,74,10,13,17,67,34,53
28155,0,0,0,0,0,0,0,0
28156,11,27,0,0,0,0,0,0
28157,5,11,0,0,0,0,0,0
28158,0,18,0,0,0,0,0,0
28159,0,0,0,0,0,0,0,0
28160,38,148,52,33,70,384,147,126
28161,268,561,83,92,205,677,381,413
28162,13,31,0,0,0,0,0,0
28163,0,0,0,0,0,0,0,0
28164,16,57,0,0,0,0,0,0
28165,6,40,0,0,0,0,0,0
28166,0,0,0,0,0,0,0,0
28167,69,132,15,11,36,112,72,109
28168,4,19,0,0,0,0,0,0
28169,4,18,0,0,0,0,0,0
28170,12,27,0,0,0,0,0,0
28171,11,83,5,5,9,41,22,53
28172,59,124,32,38,84,211,127,129
28173,0,0,0,0,0,0,0,0
28174,10,39,0,0,0,0,0,0
28175,5,28,0,0,0,0,0,0
28176,46,183,86,76,154,657,342,204
28177,38,130,56,44,74,354,174,138
28178,5,10,0,0,0,0,0,0
28179,13,30,0,0,0,0,0,0
28180,30,74,0,0,13,47,19,45
28181,91,294,101,76,282,740,367,262
28182,0,0,0,0,0,0,0,0
28183,6,35,0,0,0,0,0,0
28901,0,0,0,0,0,0,0,0
28902,0,0,0,0,0,0,0,0
28903,94,225,212,92,218,982,527,320
29001,31,65,0,0,0,26,12,27
29002,6,22,0,0,0,0,0,0
29003,4,9,0,0,0,0,0,0
29004,0,0,0,0,0,0,0,0
29005,13,52,5,7,11,56,29,33
29006,0,0,0,0,0,0,0,0
29007,136,388,81,63,179,611,292,353
29008,105,414,30,33,121,310,119,212
29009,4,6,0,0,0,0,0,0
29010,14,16,0,0,0,0,0,0
29011,12,28,0,0,0,0,0,0
29012,31,129,7,16,30,107,38,84
29013,7,12,0,0,0,0,0,0
29014,0,0,0,0,0,0,0,0
29015,158,302,25,66,126,340,215,277
29016,0,0,0,0,0,0,0,0
29017,31,75,4,9,17,55,28,77
29018,13,28,0,0,0,0,0,0
29019,0,0,0,0,0,0,0,0
29020,13,44,0,0,0,0,0,0
29021,0,0,0,0,0,0,0,0
29022,0,0,0,0,0,0,0,0
29023,12,174,31,22,233,272,66,111
29024,0,0,0,0,0,0,0,0
29025,116,623,198,133,692,1.363,631,703
29026,9,10,0,0,0,0,0,0
29027,8,26,0,0,0,0,0,0
29028,12,6,0,0,0,0,0,0
29029,0,0,0,0,0,0,0,0
29030,0,0,0,0,0,0,0,0
29031,7,8,0,0,0,0,0,0
29032,27,57,6,10,28,84,35,64
29033,9,27,0,0,0,0,0,0
29034,0,0,0,0,0,0,0,0
29035,8,5,0,0,0,0,0,0
29036,0,0,0,0,0,0,0,0
29037,0,0,0,0,0,0,0,0
29038,77,254,16,36,63,204,85,199
29039,16,52,0,0,0,0,0,0
29040,9,27,0,0,0,0,0,0
29041,24,86,15,17,53,130,37,64
29042,125,361,36,26,110,314,121,174
29043,24,41,0,0,0,0,0,0
29044,0,0,0,0,0,0,0,0
29045,11,67,0,0,0,0,0,0
29046,11,32,0,0,0,0,0,0
29047,8,15,0,0,0,0,0,0
29048,7,23,0,0,0,0,0,0
29049,22,23,0,0,0,0,0,0
29050,0,0,0,0,0,0,0,0
29051,145,949,118,126,825,1.459,531,675
29052,0,0,0,0,0,0,0,0
29053,7,46,0,0,0,0,0,0
29054,123,762,148,137,877,1.522,554,713
29055,15,23,0,0,0,0,0,0
29056,5,25,0,0,0,0,0,0
29057,0,0,0,0,0,0,0,0
29058,0,32,0,0,0,0,0,0
29059,14,25,0,0,0,0,0,0
29060,0,0,0,0,0,0,0,0
29061,0,0,0,0,0,0,0,0
29062,0,0,0,0,0,0,0,0
29063,0,0,0,0,0,0,0,0
29064,0,0,0,0,0,0,0,0
29065,0,0,0,0,0,0,0,0
29066,0,0,0,0,0,0,0,0
29067,1.307,3.841,1.162,945,3.072,8.964,4.385,4.406
29068,36,175,28,21,138,296,87,146
29069,367,2.928,347,405,3.406,4.537,1.377,1.602
29070,200,1.225,151,159,887,1.684,573,837
29071,4,16,0,0,0,0,0,0
29072,24,38,0,0,10,25,14,37
29073,18,32,0,0,0,0,0,0
29074,0,0,0,0,0,0,0,0
29075,43,262,20,24,182,260,123,188
29076,9,61,0,0,0,0,0,0
29077,0,0,0,0,0,0,0,0
29079,4,50,0,0,0,0,0,0
29080,31,104,5,7,17,67,36,78
29081,0,0,0,0,0,0,0,0
29082,66,294,96,126,218,824,442,412
29083,7,42,0,0,0,0,0,0
29084,100,244,18,41,134,347,203,275
29085,0,0,0,0,0,0,0,0
29086,10,19,0,0,0,0,0,0
29087,0,0,0,0,0,0,0,0
29088,20,23,0,0,0,0,0,0
29089,21,39,0,0,0,0,0,0
29090,0,0,0,0,0,0,0,0
29091,46,168,14,25,90,251,92,138
29092,0,0,0,0,0,0,0,0
29093,0,0,0,0,0,0,0,0
29094,229,731,106,151,373,966,510,622
29095,15,44,0,0,0,0,0,0
29096,0,0,0,0,0,0,0,0
29097,25,52,0,0,5,33,18,31
29098,4,11,0,0,0,0,0,0
29099,8,20,0,0,0,0,0,0
29100,9,24,0,0,0,0,0,0
29901,98,448,123,110,430,1.110,491,577
29902,14,30,0,0,0,0,0,0
29903,0,0,0,0,0,0,0,0
29904,0,0,0,0,0,0,0,0
30001,43,51,0,0,20,35,16,22
30002,45,70,5,17,22,56,39,74
30003,81,277,20,49,130,327,153,220
30004,6,8,0,0,0,0,0,0
30005,232,304,34,37,98,287,166,264
30006,5,5,0,0,0,0,0,0
30007,32,55,10,10,15,41,25,46
30008,112,134,23,20,52,181,81,155
30009,84,135,10,20,33,145,70,108
30010,48,90,7,11,18,72,31,59
30011,26,51,4,12,11,41,22,49
30012,67,110,7,16,24,95,37,89
30013,64,91,5,13,17,54,25,57
30014,5,18,0,0,0,0,0,0
30015,248,172,20,42,71,201,106,170
30016,505,1.148,148,225,662,1.875,1.020,1.261
30017,89,116,14,16,27,110,68,104
30018,79,136,14,17,20,74,50,82
30019,198,238,20,23,67,213,121,157
30020,67,94,7,6,17,74,38,49
30021,91,120,11,23,47,134,41,79
30022,149,208,17,22,62,162,76,149
30023,35,35,0,0,10,36,16,41
30024,381,770,64,114,322,824,347,554
30025,128,83,9,9,32,85,31,51
30026,70,288,24,48,110,284,95,196
30027,398,501,77,133,228,898,549,528
30028,55,57,0,7,0,36,25,43
30029,44,116,11,17,22,109,58,100
30030,1.617,3.358,633,728,1.808,6.613,3.353,3.590
30031,0,0,0,0,0,0,0,0
30032,7,34,0,0,0,0,0,0
30033,64,154,5,16,43,133,51,93
30034,4,5,0,0,0,0,0,0
30035,108,320,28,46,156,369,157,238
30036,88,308,12,30,128,246,92,171
30037,142,365,30,36,164,330,106,217
30038,121,189,11,27,63,169,89,173
30039,149,229,15,38,73,241,110,188
30040,0,0,0,0,0,0,0,0
30041,50,109,0,0,29,100,49,84
30042,10,14,0,0,0,0,0,0
30043,694,224,26,40,126,325,161,221
30901,116,128,13,20,47,125,64,105
30902,31,112,11,11,89,138,48,100
31001,0,0,0,0,0,0,0,0
31002,0,0,0,0,0,0,0,0
31003,0,0,0,0,0,0,0,0
31004,0,0,0,0,0,0,0,0
31005,0,0,0,0,0,0,0,0
31006,9,22,0,0,0,0,0,0
31007,0,0,0,0,0,0,0,0
31008,0,0,0,0,0,0,0,0
31009,0,0,0,0,0,0,0,0
31010,63,50,4,10,22,60,31,56
31011,0,0,0,0,0,0,0,0
31012,0,0,0,0,0,0,0,0
31013,0,0,0,0,0,0,0,0
31014,0,0,0,0,0,0,0,0
31015,35,17,0,0,0,0,0,0
31016,32,89,12,10,13,91,30,76
31017,0,0,0,0,0,0,0,0
31018,0,0,0,0,0,0,0,0
31019,12,29,0,0,0,0,0,0
31020,0,0,0,0,0,0,0,0
31021,0,0,0,0,0,0,0,0
31022,0,0,0,0,0,0,0,0
31023,144,164,36,39,58,300,102,95
31024,0,0,0,0,0,0,0,0
31025,0,0,0,0,0,0,0,0
31026,0,0,0,0,0,0,0,0
31027,12,10,0,0,0,0,0,0
31028,0,0,0,0,0,0,0,0
31029,11,13,0,0,0,0,0,0
31030,0,0,0,0,0,0,0,0
31031,0,0,0,0,0,0,0,0
31032,21,20,0,0,0,0,0,0
31033,0,0,0,0,0,0,0,0
31034,0,0,0,0,0,0,0,0
31035,0,0,0,0,0,0,0,0
31036,10,4,0,0,0,0,0,0
31037,0,0,0,0,0,0,0,0
31038,10,24,0,0,0,0,0,0
31039,0,0,0,0,0,0,0,0
31040,0,0,0,0,0,0,0,0
31041,10,27,0,0,0,0,0,0
31042,31,19,0,0,0,0,0,0
31043,0,0,0,0,0,0,0,0
31044,0,0,0,0,0,0,0,0
31045,0,0,0,0,0,0,0,0
31046,0,0,0,0,0,0,0,0
31047,0,0,0,0,0,0,0,0
31048,0,0,0,0,0,0,0,0
31049,0,0,0,0,0,0,0,0
31050,47,90,9,13,10,50,40,57
31051,0,0,0,0,0,0,0,0
31052,0,0,0,0,0,0,0,0
31053,0,0,0,0,0,0,0,0
31054,0,0,0,0,0,0,0,0
31055,0,0,0,0,0,0,0,0
31056,0,0,0,0,0,0,0,0
31057,13,17,0,0,0,0,0,0
31058,0,0,0,0,0,0,0,0
31059,0,0,0,0,0,0,0,0
31060,33,141,17,14,27,168,86,106
31061,0,0,0,0,0,0,0,0
31062,7,18,0,0,0,0,0,0
31063,0,0,0,0,0,0,0,0
31064,6,19,0,0,0,0,0,0
31065,12,17,0,0,0,0,0,0
31066,15,9,0,0,0,0,0,0
31067,16,8,0,0,0,0,0,0
31068,29,41,0,0,0,0,0,0
31069,0,0,0,0,0,0,0,0
31070,15,24,0,0,0,0,0,0
31071,0,0,0,0,0,0,0,0
31072,67,79,7,11,24,66,21,40
31073,0,0,0,0,0,0,0,0
31074,0,0,0,0,0,0,0,0
31075,0,0,0,0,0,0,0,0
31076,22,14,0,0,0,0,0,0
31077,56,90,6,8,16,65,27,49
31078,12,18,0,0,0,0,0,0
31079,0,0,0,0,0,0,0,0
31080,0,0,0,0,0,0,0,0
31081,0,0,0,0,0,0,0,0
31082,0,0,0,0,0,0,0,0
31083,0,0,0,0,0,0,0,0
31084,18,18,0,0,0,0,0,0
31085,0,0,0,0,0,0,0,0
31086,68,112,26,22,41,277,104,91
31087,0,0,0,0,0,0,0,0
31088,97,93,16,12,28,113,40,45
31089,0,0,0,0,0,0,0,0
31090,0,0,0,0,0,0,0,0
31091,0,0,0,0,0,0,0,0
31092,0,0,0,0,0,0,0,0
31093,0,0,0,0,0,0,0,0
31094,0,0,0,0,0,0,0,0
31095,0,0,0,0,0,0,0,0
31096,0,0,0,0,0,0,0,0
31097,55,112,14,9,39,167,74,116
31098,11,21,0,0,0,0,0,0
31099,0,0,0,0,0,0,0,0
31100,0,0,0,0,0,0,0,0
31101,39,46,0,0,0,0,0,0
31102,0,0,0,0,0,0,0,0
31103,0,0,0,0,0,0,0,0
31104,19,21,0,0,0,0,0,0
31105,19,15,0,0,0,0,0,0
31106,5,10,0,0,0,0,0,0
31107,24,14,0,0,0,0,0,0
31108,29,16,0,0,0,0,0,0
31109,85,58,0,0,0,0,0,0
31110,0,0,0,0,0,0,0,0
31111,0,0,0,0,0,0,0,0
31112,0,0,0,0,0,0,0,0
31113,0,0,0,0,0,0,0,0
31114,0,0,0,0,0,0,0,0
31115,0,0,0,0,0,0,0,0
31116,0,0,0,0,0,0,0,0
31117,0,0,0,0,0,0,0,0
31118,0,0,0,0,0,0,0,0
31119,0,0,0,0,0,0,0,0
31120,0,0,0,0,0,0,0,0
31121,0,0,0,0,0,0,0,0
31122,59,62,8,6,18,88,37,51
31123,0,0,0,0,0,0,0,0
31124,0,0,0,0,0,0,0,0
31125,0,0,0,0,0,0,0,0
31126,0,0,0,0,0,0,0,0
31127,0,0,0,0,0,0,0,0
31128,0,0,0,0,0,0,0,0
31129,0,0,0,0,0,0,0,0
31130,0,0,0,0,0,0,0,0
31131,14,9,0,0,0,0,0,0
31132,0,0,0,0,0,0,0,0
31133,0,0,0,0,0,0,0,0
31134,0,0,0,0,0,0,0,0
31135,0,0,0,0,0,0,0,0
31136,0,0,0,0,0,0,0,0
31137,0,0,0,0,0,0,0,0
31138,17,7,0,0,0,0,0,0
31139,0,0,0,0,0,0,0,0
31140,0,0,0,0,0,0,0,0
31141,0,0,0,0,0,0,0,0
31142,7,18,0,0,0,0,0,0
31143,0,0,0,0,0,0,0,0
31144,0,0,0,0,0,0,0,0
31145,0,0,0,0,0,0,0,0
31146,0,0,0,0,0,0,0,0
31147,0,0,0,0,0,0,0,0
31148,0,0,0,0,0,0,0,0
31149,18,27,0,0,0,0,0,0
31150,0,0,0,0,0,0,0,0
31151,0,0,0,0,0,0,0,0
31152,12,13,0,0,0,0,0,0
31153,29,26,0,0,0,0,0,0
31154,0,0,0,0,0,0,0,0
31155,0,0,0,0,0,0,0,0
31156,0,0,0,0,0,0,0,0
31157,36,29,0,0,0,0,0,0
31158,0,0,0,0,0,0,0,0
31159,9,6,0,0,0,0,0,0
31160,0,0,0,0,0,0,0,0
31161,0,0,0,0,0,0,0,0
31162,0,0,0,0,0,0,0,0
31163,25,26,0,0,0,0,0,0
31164,0,0,0,0,0,0,0,0
31165,28,31,0,0,0,0,0,0
31166,0,0,0,0,0,0,0,0
31167,6,18,0,0,0,0,0,0
31168,0,0,0,0,0,0,0,0
31169,22,15,0,0,0,0,0,0
31170,0,0,0,0,0,0,0,0
31171,0,0,0,0,0,0,0,0
31172,0,0,0,0,0,0,0,0
31173,8,5,0,0,0,0,0,0
31174,0,0,0,0,0,0,0,0
31175,0,0,0,0,0,0,0,0
31176,33,50,0,0,0,0,0,0
31177,0,0,0,0,0,0,0,0
31178,0,0,0,0,0,0,0,0
31179,0,0,0,0,0,0,0,0
31180,0,0,0,0,0,0,0,0
31181,0,0,0,0,0,0,0,0
31182,0,0,0,0,0,0,0,0
31183,0,0,0,0,0,0,0,0
31184,0,0,0,0,0,0,0,0
31185,0,0,0,0,0,0,0,0
31186,0,0,0,0,0,0,0,0
31187,0,0,0,0,0,0,0,0
31188,0,0,0,0,0,0,0,0
31189,13,12,0,0,0,0,0,0
31190,0,0,0,0,0,0,0,0
31191,39,41,0,0,0,0,0,0
31192,0,0,0,0,0,0,0,0
31193,18,19,0,0,0,0,0,0
31194,0,0,0,0,0,0,0,0
31195,0,0,0,0,0,0,0,0
31196,0,0,0,0,0,0,0,0
31197,0,0,0,0,0,0,0,0
31198,0,0,0,0,0,0,0,0
31199,0,0,0,0,0,0,0,0
31200,0,0,0,0,0,0,0,0
31201,594,1.394,300,298,596,3.195,1.223,1.626
31202,82,29,0,0,13,70,29,40
31203,0,0,0,0,0,0,0,0
31204,0,0,0,0,0,0,0,0
31205,0,0,0,0,0,0,0,0
31206,18,32,0,0,0,0,0,0
31207,0,0,0,0,0,0,0,0
31208,27,23,0,0,0,0,0,0
31209,0,0,0,0,0,0,0,0
31210,0,0,0,0,0,0,0,0
31211,0,0,0,0,0,0,0,0
31212,0,0,0,0,0,0,0,0
31213,0,0,0,0,0,0,0,0
31214,0,0,0,0,0,0,0,0
31215,59,51,0,11,0,37,18,42
31216,23,33,0,0,0,0,0,0
31217,0,0,0,0,0,0,0,0
31219,0,0,0,0,0,0,0,0
31220,0,0,0,0,0,0,0,0
31221,9,19,0,0,0,0,0,0
31222,0,0,0,0,0,0,0,0
31223,16,14,0,0,0,0,0,0
31224,10,4,0,0,0,0,0,0
31225,0,0,0,0,0,0,0,0
31226,0,0,0,0,0,0,0,0
31227,77,104,11,8,21,125,46,61
31228,0,0,0,0,0,0,0,0
31229,0,0,0,0,0,0,0,0
31230,0,0,0,0,0,0,0,0
31231,0,0,0,0,0,0,0,0
31232,213,261,56,58,98,495,178,245
31233,0,0,0,0,0,0,0,0
31234,0,0,0,0,0,0,0,0
31235,0,0,0,0,0,0,0,0
31236,19,8,0,0,0,0,0,0
31237,0,0,0,0,0,0,0,0
31238,0,0,0,0,0,0,0,0
31239,0,0,0,0,0,0,0,0
31240,0,0,0,0,0,0,0,0
31241,0,0,0,0,0,0,0,0
31242,0,0,0,0,0,0,0,0
31243,0,0,0,0,0,0,0,0
