cmun,n_industry,n_construction,n_info_communications,n_financial_insurance,n_real_estate,n_professional_technical,n_eduation_health_social,n_other
13053,64,84,15,20,29,142,91,99
13054,29,40,0,0,18,21,17,29
13055,0,0,0,0,0,0,0,0
13056,55,109,11,28,16,129,71,95
13057,13,22,0,0,0,0,0,0
13058,29,88,7,13,10,23,11,28
13059,0,0,0,0,0,0,0,0
13060,0,0,0,0,0,0,0,0
13061,82,61,4,9,24,55,20,58
13062,0,0,0,0,0,0,0,0
13063,30,39,0,0,0,0,0,0
13064,9,20,0,0,0,0,0,0
13065,12,38,0,0,0,0,0,0
13066,32,24,0,0,0,0,0,0
13067,0,0,0,0,0,0,0,0
13068,4,7,0,0,0,0,0,0
13069,0,0,0,0,0,0,0,0
13070,0,0,0,0,0,0,0,0
13071,78,184,23,39,70,247,161,224
13072,0,0,0,0,0,0,0,0
13073,0,0,0,0,0,0,0,0
13074,4,10,0,0,0,0,0,0
13075,0,0,0,0,0,0,0,0
13076,0,0,0,0,0,0,0,0
13077,33,19,0,0,0,0,0,0
13078,73,145,4,25,33,123,45,83
13079,98,151,5,11,21,67,35,95
13080,0,0,0,0,0,0,0,0
13081,0,0,0,0,0,0,0,0
13082,238,390,40,65,89,281,161,236
13083,20,40,0,0,0,0,0,0
13084,0,0,0,0,0,0,0,0
13085,12,37,0,0,0,0,0,0
13086,0,0,0,0,0,0,0,0
13087,138,215,15,34,79,254,169,218
13088,0,0,0,0,0,0,0,0
13089,8,14,0,0,0,0,0,0
13090,8,8,0,0,0,0,0,0
13091,0,0,0,0,0,0,0,0
13092,15,28,0,0,0,0,0,0
13093,35,56,0,0,0,0,0,0
13094,0,0,0,0,0,0,0,0
13095,0,0,0,0,0,0,0,0
13096,37,128,0,0,9,36,31,54
13097,19,15,0,0,0,0,0,0
13098,9,18,0,0,0,0,0,0
13901,5,16,0,0,0,0,0,0
13902,0,0,0,0,0,0,0,0
13903,0,0,0,0,0,0,0,0
13904,0,0,0,0,0,0,0,0
14001,14,19,0,0,0,0,0,0
14002,52,101,0,19,0,50,41,74
14003,4,9,0,0,0,0,0,0
14004,21,33,0,0,0,0,0,0
14005,20,33,4,7,8,33,13,37
14006,15,11,0,0,0,0,0,0
14007,91,147,6,24,35,129,69,93
14008,19,31,0,0,0,0,0,0
14009,10,12,0,0,0,0,0,0
14010,28,45,0,0,0,0,0,0
14011,0,0,0,0,0,0,0,0
14012,30,25,0,0,7,35,12,24
14013,89,134,10,16,49,153,93,139
14014,17,18,0,0,0,0,0,0
14015,18,23,0,0,0,0,0,0
14016,6,8,0,0,0,0,0,0
14017,72,90,13,13,19,106,49,70
14018,23,19,0,0,0,0,0,0
14019,57,69,6,6,9,37,23,35
14020,0,0,0,0,0,0,0,0
14021,1.185,1.624,335,584,1.181,4.151,2.096,2.359
14022,17,31,0,0,0,0,0,0
14023,25,34,0,0,0,0,0,0
14024,10,23,0,0,0,0,0,0
14025,19,15,0,0,0,0,0,0
14026,18,13,0,0,0,0,0,0
14027,60,77,5,8,22,50,39,51
14028,0,0,0,0,0,0,0,0
14029,15,31,0,0,0,0,0,0
14030,66,101,5,18,21,70,27,49
14031,0,0,0,0,0,0,0,0
14032,0,0,0,0,0,0,0,0
14033,7,9,0,0,0,0,0,0
14034,0,0,0,0,0,0,0,0
14035,58,73,0,0,6,38,24,36
14036,7,42,0,0,0,0,0,0
14037,18,35,0,0,0,0,0,0
14038,387,280,32,76,135,359,174,313
14039,17,12,0,0,0,0,0,0
14040,40,35,0,0,0,0,0,0
14041,36,45,0,0,0,0,0,0
14042,186,182,14,29,54,217,104,156
14043,47,51,0,0,11,44,18,52
14044,9,19,0,0,0,0,0,0
14045,24,39,0,0,0,0,0,0
14046,13,27,0,0,6,25,11,28
14047,4,8,0,0,0,0,0,0
14048,9,6,0,0,0,0,0,0
14049,55,103,14,28,37,131,94,103
14050,16,13,0,0,0,0,0,0
14051,5,22,0,0,0,0,0,0
14052,36,42,7,21,16,58,37,62
14053,21,34,7,11,14,45,18,45
14054,97,125,10,25,52,169,100,127
14055,140,198,4,32,33,160,87,141
14056,163,191,18,49,64,217,132,183
14057,138,67,4,4,17,51,27,41
14058,57,78,4,9,19,46,45,63
14059,0,0,0,0,0,0,0,0
14060,17,28,0,0,0,0,0,0
14061,0,0,0,0,0,0,0,0
14062,4,16,0,0,0,0,0,0
14063,0,0,0,0,0,0,0,0
14064,0,0,0,0,0,0,0,0
14065,5,29,0,0,0,0,0,0
14066,103,28,0,10,0,44,24,43
14067,37,21,0,0,0,0,0,0
14068,0,0,0,0,0,0,0,0
14069,42,68,4,6,8,58,32,52
14070,6,8,0,0,0,0,0,0
14071,0,0,0,0,0,0,0,0
14072,8,9,0,0,0,0,0,0
14073,20,20,0,0,0,0,0,0
14074,19,22,0,0,0,0,0,0
14075,0,0,0,0,0,0,0,0
14901,5,5,0,0,0,0,0,0
14902,4,9,0,0,0,0,0,0
15001,26,98,0,0,11,56,26,45
15002,82,306,79,59,85,396,274,295
15003,5,14,0,0,0,0,0,0
15004,7,36,0,0,11,44,20,29
15005,156,397,23,38,75,261,138,247
15006,27,69,5,8,16,41,19,45
15007,13,29,0,0,0,0,0,0
15008,95,101,21,17,39,168,52,58
15009,49,111,10,21,37,138,72,95
15010,5,21,0,0,0,0,0,0
15011,75,170,10,24,42,143,73,139
15012,29,44,0,0,0,0,0,0
15013,16,68,11,6,9,90,53,75
15014,33,91,0,0,0,0,0,0
15015,10,39,0,0,0,0,0,0
15016,16,78,0,0,6,31,14,51
15017,105,242,27,34,63,279,120,211
15018,6,8,0,0,0,0,0,0
15019,171,602,18,52,92,271,166,244
15020,16,41,0,0,0,0,0,0
15021,59,72,6,9,15,48,28,46
15022,26,70,6,11,28,58,35,54
15023,23,78,8,13,26,53,45,68
15024,32,77,0,14,0,41,15,38
15025,6,9,0,0,0,0,0,0
15026,0,0,0,0,0,0,0,0
15027,6,18,0,0,0,0,0,0
15028,5,14,0,0,0,0,0,0
15029,28,101,0,0,7,15,7,30
15030,496,1.612,505,477,1.350,4.568,2.020,2.075
15031,127,327,47,48,94,358,183,219
15032,33,50,0,0,0,0,0,0
15033,17,22,0,0,0,0,0,0
15034,14,44,0,0,0,0,0,0
15035,26,81,7,8,22,75,64,88
15036,83,277,48,84,161,590,345,396
15037,11,29,0,0,0,0,0,0
15038,9,23,0,0,0,0,0,0
15039,0,0,0,0,0,0,0,0
15040,19,52,0,0,0,0,0,0
15041,45,166,6,9,13,61,50,63
15042,13,45,0,0,0,0,0,0
15043,61,72,6,4,5,29,12,50
15044,0,0,0,0,0,0,0,0
15045,14,52,0,0,0,0,0,0
15046,36,133,5,19,22,61,25,68
15047,15,24,0,0,0,0,0,0
15048,14,60,7,17,13,91,42,64
15049,6,13,0,0,0,0,0,0
15050,6,16,0,0,0,0,0,0
15051,7,38,4,10,7,33,20,27
15052,16,55,0,0,0,0,0,0
15053,17,73,0,17,0,38,37,46
15054,125,262,22,44,74,293,179,282
15055,26,40,0,0,0,0,0,0
15056,27,93,6,7,16,55,37,52
15057,47,135,14,24,31,119,92,105
15058,103,263,85,92,208,692,370,290
15059,69,156,10,15,28,94,52,112
15060,39,85,4,10,20,55,25,51
15061,21,57,0,0,22,40,16,34
15062,29,89,0,0,9,27,17,26
15063,0,0,0,0,0,0,0,0
15064,13,22,0,0,0,0,0,0
15065,60,77,7,18,39,93,43,79
15066,16,36,0,0,0,0,0,0
15067,33,55,9,20,25,71,49,54
15068,35,79,5,11,13,40,19,37
15069,27,46,0,0,22,54,48,53
15070,34,56,5,13,33,110,49,91
15071,37,112,5,11,13,65,51,46
15072,50,85,0,0,16,54,43,60
15073,71,164,14,35,72,206,139,202
15074,16,31,0,0,0,0,0,0
15075,49,119,21,36,55,263,101,140
15076,10,32,0,0,0,0,0,0
15077,68,150,0,0,45,83,39,69
15078,322,667,240,181,520,1.842,1.031,1.155
15079,9,19,0,0,0,0,0,0
15080,6,20,0,0,0,0,0,0
15081,6,6,0,0,0,0,0,0
15082,57,185,27,20,52,212,143,155
15083,4,12,0,0,0,0,0,0
15084,14,35,0,0,0,0,0,0
15085,18,34,0,0,0,0,0,0
15086,14,44,0,0,0,0,0,0
15087,18,56,0,10,0,47,30,46
15088,18,49,0,0,0,0,0,0
15089,37,57,0,5,0,41,24,50
15090,0,0,0,0,0,0,0,0
15091,9,16,0,0,0,0,0,0
15092,66,159,0,0,22,46,26,54
15093,29,82,0,0,0,0,0,0
15901,14,52,0,0,0,0,0,0
15902,17,61,4,4,6,52,14,31
16001,0,0,0,0,0,0,0,0
16002,0,0,0,0,0,0,0,0
16003,0,0,0,0,0,0,0,0
16004,0,0,0,0,0,0,0,0
16005,0,0,0,0,0,0,0,0
16006,0,0,0,0,0,0,0,0
16007,4,12,0,0,0,0,0,0
16008,0,0,0,0,0,0,0,0
16009,0,0,0,0,0,0,0,0
16010,0,0,0,0,0,0,0,0
16011,0,0,0,0,0,0,0,0
16012,0,0,0,0,0,0,0,0
16013,0,0,0,0,0,0,0,0
16014,0,0,0,0,0,0,0,0
16015,0,0,0,0,0,0,0,0
16016,0,0,0,0,0,0,0,0
16017,0,0,0,0,0,0,0,0
16018,0,0,0,0,0,0,0,0
16019,0,0,0,0,0,0,0,0
16020,0,0,0,0,0,0,0,0
16022,0,0,0,0,0,0,0,0
16023,0,0,0,0,0,0,0,0
16024,0,0,0,0,0,0,0,0
16025,0,0,0,0,0,0,0,0
16026,0,0,0,0,0,0,0,0
16027,6,14,0,0,0,0,0,0
16029,0,0,0,0,0,0,0,0
16030,0,0,0,0,0,0,0,0
16031,0,0,0,0,0,0,0,0
16032,0,0,0,0,0,0,0,0
16033,11,54,0,0,0,0,0,0
16034,0,0,0,0,0,0,0,0
16035,0,0,0,0,0,0,0,0
16036,0,0,0,0,0,0,0,0
16038,0,0,0,0,0,0,0,0
16039,0,0,0,0,0,0,0,0
16040,0,0,0,0,0,0,0,0
16041,0,0,0,0,0,0,0,0
16042,7,15,0,0,0,0,0,0
16043,0,0,0,0,0,0,0,0
16044,0,0,0,0,0,0,0,0
16045,0,0,0,0,0,0,0,0
16046,0,0,0,0,0,0,0,0
16047,0,0,0,0,0,0,0,0
16048,0,0,0,0,0,0,0,0
16049,0,0,0,0,0,0,0,0
16050,0,0,0,0,0,0,0,0
16051,0,0,0,0,0,0,0,0
16052,0,0,0,0,0,0,0,0
16053,0,0,0,0,0,0,0,0
16055,0,0,0,0,0,0,0,0
16056,0,0,0,0,0,0,0,0
16057,0,0,0,0,0,0,0,0
16058,0,0,0,0,0,0,0,0
16060,0,0,0,0,0,0,0,0
16061,9,16,0,0,0,0,0,0
16062,0,0,0,0,0,0,0,0
16063,0,0,0,0,0,0,0,0
16064,0,0,0,0,0,0,0,0
16065,0,0,0,0,0,0,0,0
16066,17,37,0,0,0,0,0,0
16067,0,0,0,0,0,0,0,0
16068,0,0,0,0,0,0,0,0
16070,0,0,0,0,0,0,0,0
16071,0,0,0,0,0,0,0,0
16072,0,0,0,0,0,0,0,0
16073,0,0,0,0,0,0,0,0
16074,0,0,0,0,0,0,0,0
16078,151,403,37,88,164,559,307,482
16079,0,0,0,0,0,0,0,0
16081,0,0,0,0,0,0,0,0
16082,0,0,0,0,0,0,0,0
16083,0,0,0,0,0,0,0,0
16084,0,0,0,0,0,0,0,0
16085,0,0,0,0,0,0,0,0
16086,6,14,0,0,0,0,0,0
16087,0,0,0,0,0,0,0,0
16088,0,0,0,0,0,0,0,0
16089,0,0,0,0,0,0,0,0
16091,0,0,0,0,0,0,0,0
16092,0,0,0,0,0,0,0,0
16093,0,0,0,0,0,0,0,0
16094,0,0,0,0,0,0,0,0
16095,0,0,0,0,0,0,0,0
16096,0,0,0,0,0,0,0,0
16097,0,0,0,0,0,0,0,0
16098,0,0,0,0,0,0,0,0
16099,0,0,0,0,0,0,0,0
16100,0,0,0,0,0,0,0,0
16101,0,0,0,0,0,0,0,0
16102,0,0,0,0,0,0,0,0
16103,0,0,0,0,0,0,0,0
16104,0,0,0,0,0,0,0,0
16106,8,36,0,0,0,0,0,0
16107,0,0,0,0,0,0,0,0
16108,0,0,0,0,0,0,0,0
16109,0,0,0,0,0,0,0,0
16110,0,0,0,0,0,0,0,0
16111,0,0,0,0,0,0,0,0
16112,9,14,0,0,0,0,0,0
16113,25,46,0,0,0,0,0,0
16115,0,0,0,0,0,0,0,0
16116,0,0,0,0,0,0,0,0
16117,11,22,0,0,0,0,0,0
16118,11,9,0,0,0,0,0,0
16119,0,0,0,0,0,0,0,0
16121,0,0,0,0,0,0,0,0
16122,0,0,0,0,0,0,0,0
16123,0,0,0,0,0,0,0,0
16124,16,21,0,0,0,0,0,0
16125,19,24,0,0,0,0,0,0
16126,0,0,0,0,0,0,0,0
16128,0,0,0,0,0,0,0,0
16129,0,0,0,0,0,0,0,0
16130,0,0,0,0,0,0,0,0
16131,0,0,0,0,0,0,0,0
16132,0,0,0,0,0,0,0,0
16133,56,75,4,14,11,52,24,46
16134,42,62,0,0,28,65,31,56
16135,0,0,0,0,0,0,0,0
16137,0,0,0,0,0,0,0,0
16139,0,0,0,0,0,0,0,0
16140,0,0,0,0,0,0,0,0
16141,0,0,0,0,0,0,0,0
16142,0,0,0,0,0,0,0,0
16143,0,0,0,0,0,0,0,0
16145,0,0,0,0,0,0,0,0
16146,0,0,0,0,0,0,0,0
16147,0,0,0,0,0,0,0,0
16148,0,0,0,0,0,0,0,0
16149,0,0,0,0,0,0,0,0
16150,0,0,0,0,0,0,0,0
16151,0,0,0,0,0,0,0,0
16152,0,0,0,0,0,0,0,0
16153,8,11,0,0,0,0,0,0
16154,44,58,0,10,0,45,23,39
16155,0,0,0,0,0,0,0,0
16156,0,0,0,0,0,0,0,0
16157,0,0,0,0,0,0,0,0
16158,0,0,0,0,0,0,0,0
16159,0,0,0,0,0,0,0,0
16160,0,0,0,0,0,0,0,0
16161,0,0,0,0,0,0,0,0
16162,0,0,0,0,0,0,0,0
16163,0,0,0,0,0,0,0,0
16165,0,0,0,0,0,0,0,0
16166,0,0,0,0,0,0,0,0
16167,0,0,0,0,0,0,0,0
16169,0,0,0,0,0,0,0,0
16170,0,0,0,0,0,0,0,0
16171,19,23,0,0,0,0,0,0
16172,0,0,0,0,0,0,0,0
16173,0,0,0,0,0,0,0,0
16174,0,0,0,0,0,0,0,0
16175,49,143,0,0,19,56,25,42
16176,0,0,0,0,0,0,0,0
16177,0,0,0,0,0,0,0,0
16181,0,0,0,0,0,0,0,0
16185,0,0,0,0,0,0,0,0
16186,0,0,0,0,0,0,0,0
16187,0,0,0,0,0,0,0,0
16188,0,0,0,0,0,0,0,0
16189,0,0,0,0,0,0,0,0
16190,50,70,5,11,15,52,31,59
16191,9,13,0,0,0,0,0,0
16192,0,0,0,0,0,0,0,0
16193,0,0,0,0,0,0,0,0
16194,0,0,0,0,0,0,0,0
16195,0,0,0,0,0,0,0,0
16196,0,0,0,0,0,0,0,0
16197,0,0,0,0,0,0,0,0
16198,11,19,0,0,0,0,0,0
16199,0,0,0,0,0,0,0,0
16202,0,0,0,0,0,0,0,0
16203,79,134,7,27,47,133,65,111
16204,0,0,0,0,0,0,0,0
16205,0,0,0,0,0,0,0,0
16206,0,0,0,0,0,0,0,0
16209,0,0,0,0,0,0,0,0
16211,0,0,0,0,0,0,0,0
16212,0,0,0,0,0,0,0,0
16213,0,0,0,0,0,0,0,0
16215,0,0,0,0,0,0,0,0
16216,0,0,0,0,0,0,0,0
16217,0,0,0,0,0,0,0,0
16218,0,0,0,0,0,0,0,0
16219,0,0,0,0,0,0,0,0
16224,0,0,0,0,0,0,0,0
16225,0,0,0,0,0,0,0,0
16227,0,0,0,0,0,0,0,0
16228,0,0,0,0,0,0,0,0
16231,0,0,0,0,0,0,0,0
16234,0,0,0,0,0,0,0,0
16236,12,12,0,0,0,0,0,0
16237,0,0,0,0,0,0,0,0
16238,0,0,0,0,0,0,0,0
16239,0,0,0,0,0,0,0,0
16240,0,0,0,0,0,0,0,0
16242,0,0,0,0,0,0,0,0
16243,0,0,0,0,0,0,0,0
16244,0,0,0,0,0,0,0,0
16245,0,0,0,0,0,0,0,0
16246,0,0,0,0,0,0,0,0
16247,0,0,0,0,0,0,0,0
16248,4,9,0,0,0,0,0,0
16249,20,25,0,0,0,0,0,0
16250,0,0,0,0,0,0,0,0
16251,31,23,0,0,0,0,0,0
16253,0,0,0,0,0,0,0,0
16254,0,0,0,0,0,0,0,0
16255,0,0,0,0,0,0,0,0
16258,0,0,0,0,0,0,0,0
16259,0,0,0,0,0,0,0,0
16263,0,0,0,0,0,0,0,0
16264,0,0,0,0,0,0,0,0
16265,0,0,0,0,0,0,0,0
16266,0,0,0,0,0,0,0,0
16269,0,0,0,0,0,0,0,0
16270,0,0,0,0,0,0,0,0
16271,0,0,0,0,0,0,0,0
16272,0,0,0,0,0,0,0,0
16273,0,0,0,0,0,0,0,0
16274,0,0,0,0,0,0,0,0
16275,0,0,0,0,0,0,0,0
16276,0,0,0,0,0,0,0,0
16277,0,0,0,0,0,0,0,0
16278,0,0,0,0,0,0,0,0
16279,0,0,0,0,0,0,0,0
16280,0,0,0,0,0,0,0,0
16901,0,0,0,0,0,0,0,0
16902,0,0,0,0,0,0,0,0
16903,67,42,0,0,0,0,0,0
16904,0,0,0,0,0,0,0,0
16905,7,24,0,0,0,0,0,0
16906,0,0,0,0,0,0,0,0
16908,0,0,0,0,0,0,0,0
16909,0,0,0,0,0,0,0,0
16910,0,0,0,0,0,0,0,0
17001,0,0,0,0,0,0,0,0
17002,0,0,0,0,0,0,0,0
17003,0,0,0,0,0,0,0,0
17004,0,0,0,0,0,0,0,0
17005,0,0,0,0,0,0,0,0
17006,10,40,0,0,0,0,0,0
17007,16,16,0,0,0,0,0,0
17008,23,63,4,5,34,34,25,46
17009,55,56,11,10,37,66,30,69
17010,0,0,0,0,0,0,0,0
17011,6,10,0,0,0,0,0,0
17012,5,39,0,0,0,0,0,0
17013,19,86,0,0,0,0,0,0
17014,0,0,0,0,0,0,0,0
17015,133,200,43,50,138,325,191,224
17016,6,12,0,0,0,0,0,0
17018,0,0,0,0,0,0,0,0
17019,27,25,0,0,0,0,0,0
17020,39,55,9,5,25,49,42,40
17021,0,0,0,0,0,0,0,0
17022,36,138,15,12,81,127,49,104
17023,88,342,40,53,221,340,190,336
17024,0,0,0,0,0,0,0,0
17025,5,13,0,0,0,0,0,0
17026,0,0,0,0,0,0,0,0
17027,32,33,0,0,0,0,0,0
17028,0,0,0,0,0,0,0,0
17029,0,0,0,0,0,0,0,0
17030,0,0,0,0,0,0,0,0
17031,0,0,0,0,0,0,0,0
17032,13,60,0,0,0,0,0,0
17033,30,80,8,14,40,73,42,58
17034,32,205,19,20,113,181,81,86
17035,0,0,0,0,0,0,0,0
17036,22,31,0,0,0,0,0,0
17037,0,0,0,0,0,0,0,0
17038,0,0,0,0,0,0,0,0
17039,13,45,0,0,0,0,0,0
17040,0,0,0,0,0,0,0,0
17041,0,0,0,0,0,0,0,0
17042,0,0,0,0,0,0,0,0
17043,0,0,0,0,0,0,0,0
17044,84,133,21,19,57,131,62,101
17046,0,0,0,0,0,0,0,0
17047,68,232,16,23,130,174,58,118
17048,23,217,19,31,175,223,65,143
17049,31,56,6,11,27,68,35,55
17050,10,14,0,0,0,0,0,0
17051,0,0,0,0,0,0,0,0
17052,0,0,0,0,0,0,0,0
17054,0,0,0,0,0,0,0,0
17055,0,0,0,0,0,0,0,0
17056,66,47,0,0,0,0,0,0
17057,11,19,0,0,0,0,0,0
17058,0,0,0,0,0,0,0,0
17060,0,0,0,0,0,0,0,0
17061,0,0,0,0,0,0,0,0
17062,35,143,10,14,93,145,51,92
17063,0,0,0,0,0,0,0,0
17064,0,0,0,0,0,0,0,0
17065,0,0,0,0,0,0,0,0
17066,131,375,61,87,301,547,253,334
17067,5,14,0,0,0,0,0,0
17068,0,0,0,0,0,0,0,0
17069,0,0,0,0,0,0,0,0
17070,0,0,0,0,0,0,0,0
17071,10,17,0,0,0,0,0,0
17073,22,46,0,0,0,0,0,0
17074,0,0,0,0,0,0,0,0
17075,0,0,0,0,0,0,0,0
17076,0,0,0,0,0,0,0,0
17077,0,0,0,0,0,0,0,0
17078,0,0,0,0,0,0,0,0
17079,305,850,238,240,932,2.161,1.013,1.215
17080,0,0,0,0,0,0,0,0
17081,0,0,0,0,0,0,0,0
17082,0,0,0,0,0,0,0,0
17083,25,39,0,0,0,0,0,0
17084,0,0,0,0,0,0,0,0
17085,0,0,0,0,0,0,0,0
17086,6,24,0,0,0,0,0,0
17087,0,0,0,0,0,0,0,0
17088,0,0,0,0,0,0,0,0
17089,34,158,6,16,55,86,46,88
17090,0,0,0,0,0,0,0,0
17091,0,0,0,0,0,0,0,0
17092,18,66,0,0,0,0,0,0
17093,10,18,0,0,0,0,0,0
17094,6,36,0,0,0,0,0,0
17095,50,405,35,31,334,462,177,379
17096,0,0,0,0,0,0,0,0
17097,0,0,0,0,0,0,0,0
17098,0,0,0,0,0,0,0,0
17099,0,0,0,0,0,0,0,0
17100,0,0,0,0,0,0,0,0
17101,0,0,0,0,0,0,0,0
17102,0,0,0,0,0,0,0,0
17103,37,102,7,10,41,56,27,61
17105,0,0,0,0,0,0,0,0
17106,0,0,0,0,0,0,0,0
17107,0,0,0,0,0,0,0,0
17109,0,0,0,0,0,0,0,0
17110,8,40,0,0,0,0,0,0
17111,5,18,0,0,0,0,0,0
17112,0,0,0,0,0,0,0,0
17114,177,298,50,50,236,390,217,277
17115,0,0,0,0,0,0,0,0
17116,0,0,0,0,0,0,0,0
17117,75,370,20,26,179,256,124,199
17118,56,258,22,24,144,182,102,147
17119,0,0,0,0,0,0,0,0
17120,9,23,0,0,0,0,0,0
17121,0,0,0,0,0,0,0,0
17122,0,0,0,0,0,0,0,0
17123,0,0,0,0,0,0,0,0
17124,11,57,0,0,0,0,0,0
17125,0,0,0,0,0,0,0,0
17126,0,0,0,0,0,0,0,0
17128,0,0,0,0,0,0,0,0
17129,0,0,0,0,0,0,0,0
17130,0,0,0,0,0,0,0,0
17132,11,24,0,0,0,0,0,0
17133,12,16,0,0,0,0,0,0
17134,0,0,0,0,0,0,0,0
17135,0,0,0,0,0,0,0,0
17136,0,0,0,0,0,0,0,0
17137,47,71,0,0,0,0,0,0
17138,0,0,0,0,0,0,0,0
17139,30,26,0,0,0,0,0,0
17140,4,25,0,0,0,0,0,0
17141,38,300,8,21,102,167,48,86
17142,21,38,0,0,0,0,0,0
17143,0,0,0,0,0,0,0,0
17144,0,0,0,0,0,0,0,0
17145,8,17,0,0,0,0,0,0
17146,23,54,0,0,0,0,0,0
17147,53,85,6,15,53,111,60,71
17148,24,26,0,0,0,0,0,0
17149,0,0,0,0,0,0,0,0
17150,66,37,0,0,0,0,0,0
17151,0,0,0,0,0,0,0,0
17152,56,274,26,31,195,260,67,132
17153,0,0,0,0,0,0,0,0
17154,0,0,0,0,0,0,0,0
17155,59,196,21,21,74,149,90,228
17157,0,0,0,0,0,0,0,0
17158,0,0,0,0,0,0,0,0
17159,0,0,0,0,0,0,0,0
17160,53,306,29,29,149,292,126,181
17161,11,11,0,0,0,0,0,0
17162,0,0,0,0,0,0,0,0
17163,19,42,0,0,0,0,0,0
17164,35,54,0,0,37,42,26,53
17165,0,0,0,0,0,0,0,0
17166,0,0,0,0,0,0,0,0
17167,20,25,0,0,0,0,0,0
17168,0,0,0,0,0,0,0,0
17169,21,61,0,0,0,0,0,0
17170,0,0,0,0,0,0,0,0
17171,0,0,0,0,0,0,0,0
17172,0,0,0,0,0,0,0,0
17173,0,0,0,0,0,0,0,0
17174,0,0,0,0,0,0,0,0
17175,0,0,0,0,0,0,0,0
17176,0,0,0,0,0,0,0,0
17177,0,0,0,0,0,0,0,0
17178,7,24,0,0,0,0,0,0
17180,62,124,14,20,92,127,60,121
17181,10,108,4,18,50,101,46,63
17182,0,0,0,0,0,0,0,0
17183,0,0,0,0,0,0,0,0
17184,12,24,0,0,0,0,0,0
17185,48,38,0,0,0,0,0,0
17186,26,48,0,0,27,42,18,39
17187,0,0,0,0,0,0,0,0
17188,0,0,0,0,0,0,0,0
17189,14,21,0,0,0,0,0,0
17190,7,17,0,0,0,0,0,0
17191,0,0,0,0,0,0,0,0
17192,0,0,0,0,0,0,0,0
17193,34,60,4,8,36,51,27,68
17194,0,0,0,0,0,0,0,0
17195,0,0,0,0,0,0,0,0
17196,0,0,0,0,0,0,0,0
17197,0,0,0,0,0,0,0,0
17198,0,0,0,0,0,0,0,0
17199,33,153,18,19,93,164,70,117
17200,0,0,0,0,0,0,0,0
17201,0,0,0,0,0,0,0,0
17202,9,61,0,0,77,72,30,60
17203,0,0,0,0,0,0,0,0
17204,8,14,0,0,0,0,0,0
17205,0,0,0,0,0,0,0,0
17206,0,0,0,0,0,0,0,0
17207,26,34,0,0,0,0,0,0
17208,15,15,0,0,0,0,0,0
17209,0,0,0,0,0,0,0,0
17210,0,0,0,0,0,0,0,0
17211,0,0,0,0,0,0,0,0
17212,0,0,0,0,0,0,0,0
17213,22,96,8,11,47,81,26,68
17214,0,0,0,0,0,0,0,0
17215,22,44,0,0,0,0,0,0
17216,0,0,0,0,0,0,0,0
17217,0,0,0,0,0,0,0,0
17218,0,0,0,0,0,0,0,0
17220,5,21,0,0,0,0,0,0
17221,24,88,10,8,35,52,26,43
17222,0,0,0,0,0,0,0,0
17223,12,15,0,0,0,0,0,0
17224,0,0,0,0,0,0,0,0
17225,0,0,0,0,0,0,0,0
17226,39,24,0,0,0,0,0,0
17227,0,0,0,0,0,0,0,0
17228,0,0,0,0,0,0,0,0
17230,0,0,0,0,0,0,0,0
17232,0,0,0,0,0,0,0,0
17233,26,34,0,0,0,0,0,0
17234,0,0,0,0,0,0,0,0
17901,7,21,0,0,0,0,0,0
17902,44,35,0,0,0,0,0,0
17903,7,20,0,0,0,0,0,0
18001,0,0,0,0,0,0,0,0
18002,0,0,0,0,0,0,0,0
18003,118,169,28,28,75,250,126,179
18004,0,0,0,0,0,0,0,0
18005,0,0,0,0,0,0,0,0
18006,11,27,0,0,10,19,11,26
18007,0,0,0,0,0,0,0,0
18010,0,0,0,0,0,0,0,0
18011,33,45,4,5,12,41,20,49
18012,7,8,0,0,0,0,0,0
18013,26,57,0,0,13,39,19,30
18014,51,84,12,14,18,95,41,77
18015,0,0,0,0,0,0,0,0
18016,0,0,0,0,0,0,0,0
18017,86,248,36,37,143,355,162,249
18018,0,0,0,0,0,0,0,0
18020,0,0,0,0,0,0,0,0
18021,72,163,47,37,60,313,150,206
18022,102,172,18,20,47,141,99,157
18023,119,171,17,55,30,174,105,149
18024,0,0,0,0,0,0,0,0
18025,0,0,0,0,0,0,0,0
18027,29,31,0,0,0,0,0,0
18028,0,8,0,0,0,0,0,0
18029,13,18,0,0,0,0,0,0
18030,0,0,0,0,0,0,0,0
18032,0,0,0,0,0,0,0,0
18033,0,0,0,0,0,0,0,0
18034,0,0,0,0,0,0,0,0
18035,8,9,0,0,0,0,0,0
18036,21,52,4,4,13,77,47,59
18037,0,0,0,0,0,0,0,0
18038,5,10,0,0,0,0,0,0
18039,25,33,0,0,0,0,0,0
18040,0,0,0,0,0,0,0,0
18042,0,0,0,0,0,0,0,0
18043,0,0,0,0,0,0,0,0
18044,0,0,0,0,0,0,0,0
18045,0,0,0,0,0,0,0,0
18046,9,21,0,0,0,0,0,0
18047,17,58,9,16,21,91,54,81
18048,22,37,0,0,0,0,0,0
18049,0,0,0,0,0,0,0,0
18050,0,0,0,0,0,0,0,0
18051,0,0,0,0,0,0,0,0
18053,10,7,0,0,0,0,0,0
18054,0,0,0,0,0,0,0,0
18056,34,27,0,0,0,0,0,0
18057,16,78,0,0,24,60,42,70
